League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Finland Veikkausliiga,2023-08-07,12:00:00,18,KTP,Inter Turku,3.15,3.5,2.12,1.04,13.5,1.23,3.8,1.83,1.87,1.36,3.0,1.66,2.16,1.67,1.29,1.36,1.33,1.22,1.44,1.44,2.88,2.27,8.5,1.85,1.11,1.25,1.47,1.9,2.27
Finland Veikkausliiga,2023-08-07,12:00:00,18,Lahti,Honka,4.04,3.6,1.82,1.06,10.0,1.36,3.2,1.93,1.78,1.44,2.63,1.95,1.8,2.0,1.33,1.25,1.0,1.0,1.34,1.26,2.6,2.33,8.0,1.82,1.2,1.4,1.72,2.16,2.84
Slovenia PrvaLiga,2023-08-07,12:30:00,3,Bravo,Celje,3.0,3.1,2.25,0.0,0.0,0.0,0.0,2.0,1.78,1.44,2.63,1.83,1.83,0.0,0.0,0.0,3.0,1.0,1.4,1.55,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-08-07,12:30:00,4,Sepsi,Oţelul Galaţi,1.52,3.8,6.1,1.08,7.0,1.4,2.8,2.23,1.58,1.46,2.55,2.15,1.65,1.11,1.22,2.15,2.0,1.0,1.77,0.67,2.44,1.69,7.5,2.64,1.7,2.23,3.1,4.0,6.6
Iceland Úrvalsdeild,2023-08-07,13:00:00,18,Valur,KA,1.5,4.4,5.23,1.02,12.0,1.15,4.75,1.42,2.65,1.25,3.75,1.53,2.38,1.22,1.22,2.15,2.22,0.75,1.66,1.37,3.03,1.69,9.0,2.53,1.07,1.13,1.26,1.53,1.93
Bulgaria First League,2023-08-07,13:00:00,4,CSKA 1948 Sofia,Hebar 1918,1.28,5.0,8.08,1.04,10.0,1.22,4.0,1.85,1.85,1.36,3.0,2.38,1.53,1.01,1.1,3.25,2.0,0.5,1.89,0.28,2.17,1.42,8.9,3.62,1.3,1.57,1.98,2.58,3.48
Serbia SuperLiga,2023-08-07,13:00:00,2,Radnik Surdulica,Spartak Subotica,1.92,3.25,3.62,1.08,8.55,1.42,2.75,2.11,1.65,1.51,2.4,1.95,1.8,1.35,1.28,1.44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Poland Ekstraklasa,2023-08-07,14:00:00,3,Puszcza Niepołomice,Stal Mielec,2.3,3.3,2.97,1.07,7.5,1.33,3.2,1.9,1.8,1.4,2.75,1.75,2.0,1.35,1.29,1.51,3.0,0.0,0.0,0.0,0.0,1.83,8.0,2.2,1.2,1.38,1.65,2.1,2.77
Sweden Superettan,2023-08-07,14:00:00,17,Trelleborg,Örebro,2.32,3.15,2.97,1.06,7.2,1.25,3.5,1.87,1.83,1.38,2.85,1.72,2.05,1.4,1.25,1.6,1.44,0.75,1.37,1.66,3.03,1.8,7.2,2.4,1.25,1.44,1.83,2.3,3.15
Denmark Superliga,2023-08-07,14:00:00,3,OB,Viborg,2.21,3.54,3.14,1.03,12.0,1.24,4.1,1.75,1.91,1.36,3.04,1.63,2.22,1.38,1.31,1.65,0.5,1.5,1.78,0.81,2.59,1.95,8.0,2.1,1.24,1.48,1.81,2.3,3.2
Sweden Allsvenskan,2023-08-07,14:00:00,18,Norrköping,IFK Göteborg,2.1,3.55,3.26,1.05,11.0,1.32,3.4,1.95,1.8,1.42,2.95,1.75,2.05,1.33,1.26,1.75,1.56,0.44,1.52,1.14,2.66,1.7,8.0,2.6,1.12,1.19,1.28,1.49,1.9
Sweden Allsvenskan,2023-08-07,14:00:00,18,Malmö FF,Halmstad,1.23,6.0,11.72,1.02,12.0,1.16,4.45,1.54,2.38,1.29,3.48,1.97,1.72,1.05,1.14,3.7,2.5,1.44,2.11,1.21,3.32,1.12,12.5,8.5,1.2,1.37,1.65,2.1,2.8
Sweden Allsvenskan,2023-08-07,14:00:00,18,Varberg,Mjällby,2.94,3.24,2.48,1.08,8.5,1.45,2.8,2.1,1.6,1.52,2.55,2.0,1.8,1.53,1.3,1.45,0.33,1.78,1.2,1.09,2.29,2.2,7.0,2.0,1.35,1.63,1.9,2.85,4.0
Bulgaria First League,2023-08-07,15:15:00,4,Beroe,Levski Krumovgrad,2.2,3.2,2.96,1.07,7.5,1.33,3.1,2.02,1.71,1.44,2.63,1.91,1.8,1.25,1.25,1.63,3.0,0.0,0.89,0.69,1.58,1.88,6.9,2.4,1.54,1.98,2.65,3.65,5.2
Slovenia PrvaLiga,2023-08-07,15:15:00,3,Aluminij,Koper,3.06,3.23,2.3,1.06,8.0,1.3,3.4,1.95,1.81,1.36,3.0,1.69,2.11,1.61,1.3,1.38,1.0,0.0,1.5,0.0,1.5,2.39,7.3,1.87,1.27,1.48,1.8,2.3,3.0
Romania Liga I,2023-08-07,15:30:00,4,Voluntari,Rapid Bucureşti,2.9,2.9,2.35,1.1,6.0,1.57,2.26,2.6,1.44,1.51,2.4,2.0,1.75,1.42,1.26,1.37,3.0,3.0,1.18,1.21,2.39,2.31,8.3,1.88,1.44,1.81,2.34,3.18,4.75
France Ligue 2,2023-08-07,15:45:00,1,Pau,Bordeaux,3.45,3.25,1.91,1.06,8.0,1.3,3.3,1.9,1.8,1.4,2.75,1.8,1.91,1.8,1.25,1.28,0.0,0.0,0.0,0.0,0.0,2.4,5.25,1.71,1.63,2.12,2.95,4.25,5.2
Brazil Serie B,2023-08-07,18:00:00,22,Juventude,Vila Nova,2.25,2.9,3.4,1.1,6.25,1.53,2.35,2.6,1.44,1.55,2.25,2.1,1.63,1.34,1.37,1.55,1.9,1.27,1.64,1.67,3.31,1.7,7.0,2.7,1.16,1.28,1.58,1.91,2.36
Paraguay Division Profesional,2023-08-07,20:00:00,5,Tacuary,Sportivo Ameliano,2.65,3.15,2.35,0.0,0.0,0.0,0.0,1.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.54,1.13,1.34,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-08-07,20:00:00,22,Atlético GO,Tombense,1.62,3.65,5.0,1.06,9.55,1.37,2.84,2.0,1.7,1.48,2.5,2.02,1.75,1.15,1.29,2.1,1.82,0.7,1.75,1.36,3.11,1.25,7.25,4.3,0.0,1.21,1.37,1.72,2.08
Brazil Serie B,2023-08-07,20:00:00,22,Londrina,Vitória,3.15,2.9,2.35,1.09,6.75,1.47,2.5,2.4,1.5,1.49,2.4,2.0,1.68,1.57,1.35,1.34,1.1,1.55,1.24,1.32,2.56,1.95,5.75,2.05,1.19,1.4,1.75,2.19,2.49
Brazil Serie C,2023-08-07,20:00:00,16,Confiança,Floresta,2.07,3.2,3.4,1.11,6.5,1.54,2.33,2.4,1.5,1.6,2.2,2.25,1.58,1.23,1.32,1.68,1.57,0.75,1.65,1.31,2.96,1.59,8.3,2.81,1.25,1.51,2.0,2.29,3.25
Brazil Serie C,2023-08-07,20:00:00,16,Botafogo PB,EC São José,1.93,3.1,3.9,0.0,0.0,1.48,2.47,2.4,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.0,1.87,1.12,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera División,2023-08-07,21:00:00,20,Universidad Chile,O'Higgins,1.83,3.15,3.85,1.06,9.5,1.38,3.0,2.1,1.65,1.44,2.63,2.0,1.73,1.2,1.22,1.74,1.5,1.4,1.58,1.49,3.07,1.55,8.0,3.02,1.45,1.87,2.45,3.55,5.2
