League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-07-17,08:35:00,17,Shanghai Shenhua,Meizhou Hakka,1.62,3.7,5.0,1.04,11.0,1.3,3.3,1.95,1.75,1.41,2.7,1.95,1.8,1.11,1.2,2.2,1.88,0.75,1.51,1.12,2.63,1.34,6.0,3.65,1.3,1.62,2.01,2.49,3.42
China Chinese Super League,2023-07-17,08:35:00,17,Qingdao Jonoon,Henan Jianye,2.55,3.19,2.87,1.06,10.5,1.33,3.2,2.03,1.79,1.41,2.86,1.75,2.0,1.42,1.28,1.52,1.38,0.63,1.53,1.14,2.67,1.71,5.5,2.4,1.31,1.68,2.06,2.65,3.65
China Chinese Super League,2023-07-17,08:35:00,17,Shijiazhuang Ever Bright,Chengdu Better City FC,4.65,3.73,1.7,1.02,9.0,1.29,3.3,1.93,1.83,1.39,2.88,1.85,1.85,2.1,1.27,1.19,1.0,1.71,1.43,1.29,2.72,3.45,5.75,1.39,1.26,1.55,1.89,2.32,3.18
Finland Veikkausliiga,2023-07-17,12:00:00,16,Inter Turku,KuPS,2.87,3.0,2.3,1.07,7.0,1.36,2.9,2.1,1.67,1.44,2.63,1.95,1.8,1.52,1.34,1.39,2.17,2.29,1.73,1.56,3.29,1.91,8.0,2.2,1.22,1.44,1.93,2.25,3.04
Bulgaria First League,2023-07-17,12:30:00,1,Lokomotiv Sofia 1929,Botev Vratsa,1.75,3.25,4.33,1.07,7.5,1.33,3.1,1.95,1.75,1.4,2.75,1.83,1.83,1.18,1.25,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,2.5,3.7
Romania Liga I,2023-07-17,12:30:00,1,Voluntari,Botoşani,2.1,3.0,3.7,1.1,6.5,1.49,2.55,2.3,1.55,1.53,2.38,2.1,1.67,1.28,1.32,1.72,0.0,0.0,0.0,0.0,0.0,1.71,8.5,2.61,1.4,1.74,2.21,2.98,4.6
Sweden Allsvenskan,2023-07-17,14:00:00,15,Djurgården,Malmö FF,2.8,3.4,2.3,1.04,13.0,1.24,4.1,1.75,1.95,1.32,3.15,1.61,2.25,1.56,1.32,1.46,2.75,2.5,1.87,1.95,3.82,1.95,8.0,2.1,1.17,1.34,1.7,2.0,2.47
Sweden Superettan,2023-07-17,14:00:00,14,Örebro,Trelleborg,2.3,3.3,2.9,1.04,12.0,1.28,3.6,1.85,1.85,1.37,2.95,1.72,2.05,1.3,1.25,1.78,1.43,0.67,1.61,1.1,2.71,1.46,6.25,2.95,1.17,1.32,1.66,2.0,2.36
Sweden Allsvenskan,2023-07-17,14:00:00,15,Varberg,AIK,4.33,3.6,1.75,1.06,10.0,1.33,3.4,1.9,1.8,1.42,2.85,1.88,1.92,2.0,1.25,1.22,0.43,0.57,1.17,1.23,2.4,2.66,8.5,1.64,1.15,1.31,1.63,1.93,2.45
Bulgaria First League,2023-07-17,14:45:00,1,Etar,Slavia Sofia,3.4,3.0,2.05,1.1,6.5,1.44,2.65,2.3,1.57,1.5,2.5,2.0,1.73,1.68,1.32,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.9,4.33
Argentina Prim B Nacional,2023-07-17,15:00:00,25,Defensores de Belgrano,Defensores Unidos,1.8,3.0,4.6,1.12,6.0,1.6,2.1,2.9,1.36,1.67,2.1,2.63,1.44,1.12,1.29,1.9,1.91,0.64,1.23,1.02,2.25,1.31,10.25,4.3,1.33,1.69,2.11,2.77,3.88
Argentina Prim B Nacional,2023-07-17,15:00:00,22,Club Atlético Mitre,Aldosivi,1.8,3.1,4.33,1.1,6.5,1.45,2.65,2.3,1.55,1.51,2.37,2.2,1.6,1.22,1.31,1.85,2.2,0.8,1.52,1.4,2.92,1.64,8.8,2.7,1.32,1.71,2.13,2.8,4.2
Romania Liga I,2023-07-17,15:30:00,1,Dinamo Bucureşti,CS U Craiova,4.5,3.6,1.75,1.04,8.0,1.32,3.1,1.95,1.75,1.44,2.63,2.1,1.67,2.01,1.31,1.18,0.0,0.0,0.0,0.0,0.0,3.02,8.0,1.55,1.41,1.8,2.35,3.2,4.75
Bolivia LFPB,2023-07-17,16:00:00,19,Santa Cruz,Real Tomayapo,1.85,3.3,3.9,1.02,8.8,1.28,3.2,1.97,1.83,1.4,2.82,1.8,1.96,1.25,1.29,1.86,2.5,0.88,1.69,1.27,2.96,1.55,8.0,2.92,1.31,1.57,2.0,2.6,3.64
Chile Primera División,2023-07-17,16:00:00,17,Palestino,Coquimbo Unido,2.0,3.3,3.25,1.03,13.0,1.25,3.75,1.75,1.95,1.33,3.1,1.67,2.1,1.25,1.22,1.9,1.38,1.5,1.51,1.53,3.04,1.82,8.0,2.33,1.29,1.52,1.9,2.47,3.4
