League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Egypt Egyptian Premier League,2024-04-23,11:00:00,19,Smouha SC,Baladiyyat Al Mehalla,2.6,2.05,4.33,1.95,3.1,4.0,1.45,2.63,1.03,7.9,1.35,2.84,2.2,1.65,1.91,1.8,1.18,1.25,1.85,1.88,1.29,1.59,1.28,2.87,1.56,8.6,2.77,1.32,2.98,1.64,2.24,2.05,1.76,2.64,1.4,3.65,1.22
Romania Liga I,2024-04-23,11:00:00,6,Voluntari,U Craiova 1948,2.95,1.98,3.95,2.2,2.98,2.78,1.43,2.6,1.07,8.75,1.38,2.85,2.05,1.72,1.89,1.86,1.3,1.35,1.61,1.06,0.67,1.32,1.28,2.6,1.72,8.6,2.45,1.3,3.08,1.62,2.27,2.02,1.78,2.57,1.42,3.56,1.23
Austria Bundesliga,2024-04-23,13:30:00,6,Austria Lustenau,Wolfsberger AC,4.9,2.11,2.41,4.39,3.64,1.82,1.43,2.71,1.03,8.3,1.32,2.98,2.04,1.78,1.91,1.83,1.97,1.29,1.22,0.23,1.15,1.02,1.23,2.25,2.64,9.2,1.65,1.22,3.65,1.44,2.58,1.78,1.97,2.25,1.57,2.98,1.32
Austria Bundesliga,2024-04-23,13:30:00,6,Wattens,Austria Wien,4.3,2.19,2.48,3.71,3.64,1.97,1.37,2.95,1.01,9.5,1.25,3.42,1.88,1.93,1.74,2.02,1.85,1.28,1.28,0.85,1.31,1.31,1.38,2.69,2.4,9.2,1.76,1.2,3.86,1.4,2.72,1.72,2.05,2.16,1.62,2.84,1.35
Romania Liga I,2024-04-23,13:30:00,6,Botoşani,Dinamo Bucureşti,3.35,1.97,3.5,2.36,3.13,2.95,1.45,2.55,1.09,8.5,1.42,2.9,2.25,1.6,1.95,1.81,1.42,1.35,1.46,1.18,0.67,1.4,1.12,2.52,1.87,8.2,2.23,1.39,2.67,1.76,2.04,2.24,1.64,2.98,1.32,3.96,1.21
Sweden Superettan,2024-04-23,14:00:00,4,Degerfors,Helsingborg,2.4,2.2,5.0,1.8,3.62,4.3,1.4,2.75,1.05,10.0,1.33,3.25,2.0,1.8,1.95,1.8,1.2,1.22,2.05,3.0,3.0,2.19,1.13,3.32,1.64,8.5,2.66,1.17,4.5,1.3,3.3,1.55,2.38,1.95,1.85,2.5,1.49
Egypt Egyptian Premier League,2024-04-23,14:00:00,19,Pharco,Al Masry,4.33,1.95,2.75,3.4,3.3,2.0,1.53,2.35,1.09,6.5,1.45,2.6,2.35,1.57,2.1,1.67,1.62,1.3,1.28,0.86,1.57,1.46,1.1,2.56,2.08,8.1,1.95,1.35,2.84,1.71,2.12,2.15,1.69,2.79,1.36,3.68,1.24
Egypt Egyptian Premier League,2024-04-23,14:00:00,19,Al Ahly,Ceramica Cleopatra,2.88,2.1,3.5,2.25,3.0,3.0,1.4,2.75,1.02,8.8,1.26,3.44,1.9,1.9,1.73,2.0,1.3,1.3,1.53,2.33,1.0,1.69,1.79,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Challenge League,2024-04-23,14:30:00,31,Neuchâtel Xamax,Wil,2.63,2.2,3.6,2.12,3.44,3.16,1.34,3.18,1.02,10.0,1.25,3.6,1.83,1.9,1.73,2.0,1.35,1.3,1.7,1.6,0.93,1.37,1.47,2.84,1.77,8.6,2.29,1.22,3.65,1.42,2.57,2.38,1.94,2.21,1.56,2.93,1.33
Switzerland Challenge League,2024-04-23,14:30:00,31,Bellinzona,FC Schaffhausen,3.1,2.05,3.25,2.65,3.15,2.56,1.45,2.6,1.05,7.45,1.32,3.13,2.0,1.75,1.73,2.0,1.42,1.3,1.45,1.29,0.86,1.6,1.08,2.68,1.9,8.5,2.11,1.24,3.48,1.45,2.48,2.1,1.88,2.3,1.52,3.08,1.3
Switzerland Challenge League,2024-04-23,15:15:00,31,Baden,Aarau,3.6,2.4,2.4,3.41,3.9,1.89,1.25,3.75,1.02,10.5,1.13,5.05,1.44,2.6,1.5,2.5,1.68,1.24,1.32,0.8,0.87,1.37,1.42,2.79,2.2,9.3,1.8,0.0,0.0,1.21,3.74,1.39,2.67,1.67,2.03,2.07,1.64
Austria Bundesliga,2024-04-23,15:30:00,6,Blau-Weiß Linz,Rheindorf Altach,3.56,2.04,3.74,2.82,3.13,2.63,1.56,2.43,1.06,6.6,1.45,2.48,2.49,1.54,2.05,1.72,1.44,1.36,1.48,1.08,0.85,1.24,1.32,2.56,2.07,8.9,2.01,1.24,3.48,1.47,2.49,1.84,1.9,2.34,1.53,3.14,1.29
Belgium Pro League,2024-04-23,15:30:00,5,KVC Westerlo,OH Leuven,2.7,2.2,3.4,2.25,3.73,3.0,1.3,3.2,1.04,10.0,1.22,4.2,1.68,2.19,1.5,2.38,1.36,1.25,1.62,1.06,0.69,1.4,1.29,2.69,1.72,9.5,2.46,1.13,4.85,1.28,3.2,1.55,2.39,1.91,1.89,2.39,1.55
Belgium Pro League,2024-04-23,15:30:00,5,Sint-Truiden,KAA Gent,4.33,2.26,2.38,3.71,3.73,1.96,1.33,3.14,1.04,10.5,1.21,3.75,1.77,2.05,1.67,2.12,1.93,1.27,1.26,1.88,1.35,1.63,1.55,3.18,2.38,9.0,1.78,1.22,3.64,1.48,2.57,1.81,1.99,2.25,1.62,2.98,1.32
Belgium Pro League,2024-04-23,15:30:00,5,Standard Liège,KV Mechelen,3.0,2.15,3.4,2.46,3.49,2.83,1.38,2.91,1.01,9.2,1.26,3.34,1.9,1.9,1.71,2.06,1.44,1.31,1.56,1.5,1.35,1.38,1.3,2.68,1.76,9.2,2.4,1.17,4.25,1.34,2.88,1.66,2.17,2.07,1.73,2.65,1.42
England EFL League Two,2024-04-23,15:45:00,35,Barrow,Bradford City,3.1,2.05,3.75,2.26,3.34,3.1,1.5,2.5,1.07,8.0,1.4,2.9,2.05,1.75,1.83,1.83,1.36,1.3,1.57,1.9,1.41,1.41,1.41,2.82,1.69,8.0,2.54,1.21,3.74,1.41,2.6,1.85,1.9,2.18,1.66,2.93,1.33
England EFL League Two,2024-04-23,15:45:00,38,Colchester United,Doncaster Rovers,2.88,2.2,3.5,2.47,3.54,2.62,1.36,3.0,1.05,9.5,1.25,3.85,1.8,2.0,1.67,2.1,1.36,1.25,1.65,1.14,1.1,1.45,1.21,2.66,1.71,9.3,2.48,1.2,4.0,1.3,3.08,1.53,2.28,1.92,1.79,2.45,1.46
France Ligue 2,2024-04-23,15:45:00,34,Auxerre,Laval,2.1,2.1,6.25,1.64,3.86,5.45,1.45,2.6,1.02,8.6,1.37,3.11,2.06,1.77,2.15,1.62,1.15,1.25,2.35,2.0,1.81,1.69,1.28,2.97,1.31,10.7,4.37,1.27,3.28,1.51,2.39,1.89,1.85,2.44,1.49,3.28,1.27
England EFL League One,2024-04-23,15:45:00,40,Cambridge United,Wycombe Wanderers,3.5,1.95,3.5,2.84,3.28,2.51,1.53,2.38,1.1,6.5,1.44,2.65,2.35,1.57,2.0,1.75,1.42,1.33,1.48,1.36,1.36,1.16,1.16,2.32,1.92,9.1,2.16,1.18,4.05,1.38,2.8,1.68,2.11,2.0,1.8,2.75,1.37
England EFL League One,2024-04-23,15:45:00,40,Cheltenham Town,Peterborough United,3.6,2.3,2.75,3.13,3.66,2.18,1.33,3.25,1.03,11.0,1.19,3.94,1.65,2.2,1.67,2.1,1.74,1.28,1.34,1.0,1.82,1.36,1.58,2.94,2.56,9.4,1.7,1.25,3.6,1.35,2.84,1.74,2.0,2.08,1.7,2.69,1.41
France Ligue 2,2024-04-23,15:45:00,34,Bordeaux,Dunkerque,2.25,2.15,4.75,1.72,3.88,4.71,1.36,2.85,1.01,9.5,1.28,3.67,1.88,1.93,1.77,1.9,1.18,1.22,2.05,1.63,1.63,1.69,1.22,2.91,1.46,9.7,3.36,1.25,3.42,1.49,2.44,1.87,1.87,2.39,1.51,3.2,1.28
France Ligue 2,2024-04-23,15:45:00,34,Bastia,Concarneau,2.7,2.1,4.0,2.02,3.4,3.83,1.42,2.62,1.04,7.6,1.39,2.99,2.22,1.66,1.91,1.77,1.28,1.28,1.73,1.56,1.13,1.27,1.22,2.49,1.74,8.6,2.54,1.38,2.8,1.71,2.06,2.17,1.61,2.91,1.33,4.15,1.18
France Ligue 2,2024-04-23,15:45:00,34,Valenciennes,Ajaccio,4.5,1.8,2.88,3.57,2.99,2.29,1.65,2.1,1.13,5.93,1.61,2.33,2.58,1.44,2.3,1.53,1.7,1.33,1.22,0.56,0.63,1.36,0.99,2.35,2.34,8.1,1.87,1.56,2.27,2.01,1.75,2.69,1.41,3.74,1.21,5.5,1.1
France Ligue 2,2024-04-23,15:45:00,34,Caen,Annecy,2.75,2.0,3.9,2.02,3.44,3.76,1.45,2.55,1.03,7.9,1.37,3.1,2.14,1.7,1.85,1.83,1.3,1.28,1.67,1.69,1.31,1.4,1.26,2.66,1.86,8.7,2.31,1.35,2.84,1.65,2.11,2.13,1.67,2.8,1.38,3.92,1.19
