League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Ukraine Ukrainian Premier League,2023-05-15,07:00:00,26,Minai,Dnipro-1,8.0,4.75,1.36,1.03,15.0,1.23,3.8,1.75,2.0,1.33,3.1,2.04,1.74,3.05,1.18,1.08,1.08,2.23,1.09,1.72,2.81,5.15,10.0,1.23,1.36,1.72,2.22,3.0,0.0
China Chinese Super League,2023-05-15,08:35:00,7,Beijing Guoan,Nantong Zhiyun,1.44,4.33,7.0,1.07,7.5,1.33,3.2,2.0,1.75,1.4,2.75,2.15,1.65,1.06,1.16,2.65,1.0,0.67,1.43,1.31,2.74,1.32,9.7,4.3,1.48,1.87,2.44,3.34,4.8
Ukraine Ukrainian Premier League,2023-05-15,09:00:00,26,Kolos Kovalivka,Oleksandria,3.2,3.25,2.25,1.05,10.5,1.36,3.0,1.95,1.8,1.44,2.76,1.83,1.9,1.62,1.25,1.36,1.42,1.25,1.14,1.25,2.39,2.33,8.0,1.82,0.0,1.42,1.73,2.22,2.95
Bulgaria First League,2023-05-15,12:00:00,1,CSKA Sofia,Cherno More,1.55,3.19,4.94,1.05,7.5,1.37,2.8,2.43,1.52,1.5,2.56,2.15,1.62,1.13,1.22,1.93,2.4,1.67,1.6,1.48,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-05-15,13:00:00,28,Al Masry,El Daklyeh FC,1.67,3.2,4.7,1.05,7.2,1.4,2.64,2.19,1.51,1.49,2.51,2.11,1.69,1.17,1.3,2.04,1.46,1.08,1.61,1.21,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-05-15,13:00:00,5,Radnički Niš,Javor Ivanjica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.88,1.61,1.25,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-05-15,13:00:00,5,Radnik Surdulica,Mladost Novi Sad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.88,1.26,1.22,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-05-15,13:00:00,5,Spartak Subotica,Mladost Lučani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.71,1.63,0.91,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark Superliga,2023-05-15,14:00:00,7,Randers,Viborg,2.7,3.5,2.4,1.04,10.5,1.32,3.35,1.98,1.9,1.4,2.75,1.75,2.0,1.58,1.26,1.47,1.5,1.43,1.62,1.53,3.15,2.1,9.0,2.0,1.23,1.46,1.82,2.3,3.04
Poland Ekstraklasa,2023-05-15,14:00:00,32,Warta Poznań,Radomiak Radom,2.0,3.19,3.17,1.08,7.0,1.38,2.8,1.92,1.7,1.5,2.5,1.95,1.8,1.4,1.35,1.55,1.4,1.47,1.53,1.56,3.09,1.69,8.0,2.54,1.27,1.59,1.96,2.43,3.34
