League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
USA MLS,2023-09-25,01:25:00,0,Austin,LA Galaxy,1.85,3.85,3.05,1.02,15.0,1.2,4.5,1.6,2.2,1.29,3.5,1.5,2.5,1.3,1.22,1.87,1.47,0.8,1.57,1.26,2.83,1.63,7.5,2.65,1.26,1.49,1.83,2.32,3.05
Egypt Egyptian Premier League,2023-09-25,10:00:00,2,National Bank of Egypt,Pyramids FC,6.5,3.6,1.5,1.03,9.0,1.29,3.4,2.0,1.8,1.39,3.05,2.1,1.67,1.91,1.25,1.19,0.0,3.0,0.0,0.0,0.0,3.6,7.5,1.45,1.33,1.57,1.95,2.4,3.2
Russia Russian Premier League,2023-09-25,13:00:00,9,Fakel,Rubin Kazan,2.48,3.64,2.97,1.04,7.8,1.36,2.83,2.38,1.59,1.46,2.61,1.88,1.86,1.37,1.33,1.59,1.33,0.33,1.5,1.72,3.22,1.85,7.5,2.35,1.29,1.51,1.85,2.33,3.0
Egypt Egyptian Premier League,2023-09-25,13:00:00,2,Zamalek,Al Mokawloon,1.6,3.6,5.25,1.05,8.0,1.33,3.0,2.1,1.7,1.42,2.89,2.1,1.67,1.26,1.29,1.7,0.0,0.0,0.0,0.0,0.0,1.48,8.0,3.4,1.19,1.43,1.7,2.1,2.63
Serbia SuperLiga,2023-09-25,14:00:00,8,Napredak,Čukarički,3.9,3.2,1.95,1.03,8.4,1.33,3.1,2.3,1.57,1.43,2.65,1.8,1.95,1.53,1.25,1.3,1.0,1.33,1.41,1.76,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-09-25,14:00:00,6,Hatayspor,Trabzonspor,3.1,3.4,2.1,1.02,10.0,1.22,3.8,1.75,2.0,1.32,3.22,1.6,2.25,1.7,1.29,1.36,1.0,1.5,1.26,0.93,2.19,2.48,8.7,1.74,1.35,1.66,2.14,2.84,3.95
Denmark Superliga,2023-09-25,14:00:00,9,Nordsjælland,Hvidovre,1.18,7.0,15.0,1.02,23.0,1.09,5.8,1.39,2.95,1.22,4.0,1.95,1.8,1.04,1.11,4.5,2.5,0.5,1.62,0.96,2.58,1.26,10.0,4.86,1.27,1.5,1.95,2.45,3.4
Sweden Allsvenskan,2023-09-25,14:00:00,24,Värnamo,Sirius,2.2,3.6,3.0,1.02,10.0,1.22,3.8,1.7,2.15,1.33,3.25,1.62,2.2,1.41,1.29,1.67,1.18,0.91,1.3,1.33,2.63,1.65,7.5,2.75,1.14,1.29,1.5,1.87,2.43
Sweden Allsvenskan,2023-09-25,14:00:00,24,Halmstad,Elfsborg,4.1,3.75,1.8,1.02,10.0,1.25,3.6,1.78,2.05,1.33,3.25,1.7,2.05,2.08,1.28,1.22,1.36,2.0,1.18,1.66,2.84,2.9,7.5,1.58,1.2,1.37,1.65,2.1,2.8
Switzerland Challenge League,2023-09-25,14:30:00,8,Aarau,Vaduz,2.2,3.6,2.9,1.04,10.0,1.18,4.1,1.57,2.15,1.31,3.28,1.4,2.75,1.23,1.25,1.85,1.0,2.0,1.66,2.11,3.77,1.7,7.5,2.63,0.0,0.0,1.43,1.65,2.0
Romania Liga I,2023-09-25,15:00:00,10,Rapid Bucureşti,CFR Cluj,2.63,3.25,2.63,1.06,7.2,1.3,3.2,2.1,1.73,1.42,2.84,1.81,1.95,1.53,1.34,1.41,1.6,2.25,1.82,1.72,3.54,1.82,7.5,2.42,1.38,1.6,1.96,2.46,4.3
