League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 2,2023-09-19,07:00:00,32,Busan I'Park,Ansan Greeners,1.4,4.0,6.5,1.04,8.5,1.29,3.3,1.88,1.93,1.38,2.8,2.0,1.75,1.07,1.18,2.35,2.0,0.54,1.53,1.34,2.87,1.33,8.5,4.33,1.35,1.67,2.1,2.63,3.96
South Korea K League 2,2023-09-19,07:30:00,32,Seongnam,Sangju Sangmu,3.25,3.25,1.85,1.05,11.5,1.28,3.4,1.88,1.93,1.4,2.75,1.75,1.95,1.78,1.27,1.27,1.21,1.57,1.54,1.46,3.0,2.3,7.5,1.88,1.15,1.44,1.77,2.18,2.37
South Korea K League 2,2023-09-19,07:30:00,32,Cheongju,Seoul E-Land,2.1,3.0,3.0,1.06,9.25,1.35,2.9,2.15,1.61,1.45,2.5,1.88,1.85,1.32,1.3,1.62,1.71,1.14,1.33,1.3,2.63,2.12,5.9,2.18,1.57,1.93,2.43,3.4,5.1
Egypt Egyptian Premier League,2023-09-19,10:00:00,1,Masr,Ismaily SC,2.7,2.7,2.7,0.0,0.0,1.59,2.26,3.4,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-09-19,13:00:00,1,Al Ahly,Al Masry,1.44,4.42,6.3,1.03,12.0,1.2,4.1,1.62,2.1,1.3,3.34,1.79,1.98,1.1,1.18,2.74,0.0,0.0,0.0,0.0,0.0,1.31,8.0,4.72,1.29,1.58,1.93,2.4,3.2
Europe UEFA Champions League,2023-09-19,13:45:00,1,AC Milan,Newcastle United,2.4,3.5,2.75,1.04,11.0,1.22,3.9,1.62,2.26,1.33,3.25,1.57,2.25,1.47,1.29,1.62,0.0,0.0,0.0,0.0,0.0,1.86,7.5,2.25,1.28,1.52,1.89,2.4,3.15
Europe UEFA Champions League,2023-09-19,13:45:00,1,Young Boys,RB Leipzig,4.75,4.0,1.62,1.03,13.5,1.17,4.6,1.57,2.3,1.29,3.5,1.57,2.25,2.34,1.22,1.19,2.0,0.0,0.95,0.0,0.95,2.88,8.0,1.56,1.25,1.48,1.83,2.3,3.0
England Championship,2023-09-19,15:45:00,7,Bristol City,Plymouth Argyle,1.91,3.6,3.65,1.05,11.0,1.3,3.6,1.7,2.0,1.4,3.0,1.72,2.1,1.3,1.26,1.8,0.67,0.33,0.95,1.6,2.55,1.51,9.0,3.06,1.12,1.26,1.5,2.0,2.35
England EFL League One,2023-09-19,15:45:00,7,Peterborough United,Cheltenham Town,1.44,4.5,6.75,1.03,13.0,1.22,4.2,1.7,2.0,1.33,3.25,1.75,2.0,1.14,1.18,2.4,1.33,0.25,1.4,1.1,2.5,1.36,10.5,3.92,1.17,1.35,1.63,2.02,2.6
England EFL League One,2023-09-19,15:45:00,7,Port Vale,Burton Albion,1.95,3.4,3.75,1.03,8.4,1.32,3.04,1.95,1.75,1.41,2.7,1.9,1.85,1.22,1.25,1.95,3.0,0.25,1.43,1.02,2.45,1.57,9.8,2.89,1.18,1.32,1.72,1.98,2.55
