League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Mexico Liga MX,2023-05-11,00:10:00,0,Atlético San Luis,América,3.9,3.92,1.84,1.02,17.0,1.2,4.0,1.62,2.2,1.3,3.34,1.61,2.25,1.98,1.25,1.25,1.14,2.08,1.37,1.86,3.23,3.2,8.9,1.51,1.19,1.39,1.69,2.11,2.71
Ukraine Ukrainian Premier League,2023-05-11,07:00:00,1,Dnipro-1,Oleksandria,1.7,4.1,4.6,1.03,15.0,1.22,3.9,1.7,1.92,1.33,3.1,1.69,2.11,1.22,1.25,2.05,2.55,1.27,1.89,1.26,3.15,1.58,7.8,2.91,1.25,1.54,1.9,2.36,3.28
Denmark 1st Division,2023-05-11,13:00:00,7,SønderjyskE,Vejle,2.59,3.2,2.31,1.03,12.5,1.29,3.6,1.8,1.8,1.36,3.1,1.73,2.0,1.6,1.25,1.45,1.71,2.11,1.92,1.65,3.57,2.0,6.0,2.05,1.23,1.42,1.72,2.11,2.75
Denmark 1st Division,2023-05-11,14:00:00,7,Hobro,Fremad Amager,1.85,3.2,3.25,1.05,9.0,1.25,3.75,1.79,1.75,1.36,3.0,1.73,2.0,1.22,1.29,1.91,1.21,0.96,1.54,1.34,2.88,1.4,6.0,3.45,1.25,1.45,1.76,2.2,2.9
Argentina Prim B Nacional,2023-05-11,19:00:00,15,Deportivo Maipú,Villa Dálmine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.79,1.08,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-11,19:00:00,15,Racing Córdoba,Ferro Carril Oeste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.57,1.62,1.44,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-11,19:00:00,15,Aldosivi,Deportivo Riestra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.71,1.27,1.33,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-11,19:00:00,15,Atlanta,Gimnasia Jujuy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.67,1.58,1.25,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-11,19:00:00,15,Chaco For Ever,Atlético Rafaela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.5,1.5,1.09,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-11,19:00:00,15,Independiente Rivadavia,Deportivo Madryn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.67,1.77,1.61,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
