League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Portugal Liga NOS,2023-04-30 11:30:00,30,GD Estoril Praia,Santa Clara,2.15,3.15,3.4,1.08,8.8,1.41,2.95,2.25,1.6,1.5,2.5,1.93,1.84,1.35,1.34,1.62,1.0,0.36,1.29,1.16,2.45,1.84,9.3,2.33,1.18,1.36,1.67,2.12,2.77
Switzerland Super League,2023-04-30 11:30:00,31,Winterthur,Basel,3.8,3.7,1.85,1.04,11.5,1.2,3.98,1.68,2.1,1.32,3.1,1.65,2.1,1.88,1.26,1.26,1.27,1.13,1.32,1.55,2.87,2.41,8.5,1.75,1.14,1.31,1.58,1.93,2.35
Switzerland Super League,2023-04-30 11:30:00,31,Young Boys,Luzern,1.5,4.6,5.2,1.02,14.0,1.15,4.75,1.48,2.43,1.25,3.72,1.57,2.25,1.16,1.2,2.43,2.6,1.67,2.15,1.66,3.81,1.31,8.0,4.5,1.13,1.25,1.54,1.87,2.28
Portugal LigaPro,2023-04-30 11:30:00,30,CD Trofense,Academico Viseu,2.75,3.45,2.28,1.05,8.0,1.3,3.2,1.9,1.85,1.4,2.75,1.75,2.0,1.57,1.33,1.4,0.93,1.5,1.54,1.64,3.18,2.11,9.3,1.91,1.12,1.26,1.54,1.88,2.27
Bulgaria First League,2023-04-30 11:45:00,28,Cherno More,CSKA 1948 Sofia,2.55,2.85,2.85,1.08,6.5,1.42,2.7,2.35,1.54,1.51,2.4,1.96,1.8,1.31,1.31,1.45,1.85,1.69,1.71,1.81,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2023-04-30 12:00:00,4,Haugesund,Sarpsborg 08,2.45,3.2,2.5,1.05,9.0,1.25,3.75,1.7,2.05,1.34,2.95,1.6,2.2,1.37,1.32,1.47,3.0,3.0,1.16,1.45,2.61,1.83,6.0,2.2,1.11,1.21,1.4,1.85,2.15
Norway Eliteserien,2023-04-30 12:00:00,4,Molde,Stabæk,1.25,5.0,10.0,1.02,12.0,1.17,4.5,1.55,2.43,1.29,3.5,1.85,1.85,1.06,1.17,3.1,1.0,0.0,1.02,0.82,1.84,1.25,10.0,4.74,1.15,1.28,1.5,2.0,2.45
Norway Eliteserien,2023-04-30 12:00:00,4,Sandefjord,Aalesund,2.2,3.1,3.0,1.06,8.0,1.33,3.25,1.91,1.8,1.39,2.75,1.75,1.95,1.37,1.3,1.6,1.0,0.0,1.29,1.16,2.45,1.62,5.75,2.65,1.18,1.31,1.57,1.98,2.6
Norway Eliteserien,2023-04-30 12:00:00,4,Strømsgodset,Tromsø,2.15,3.2,3.0,1.04,8.5,1.2,3.9,1.8,1.91,1.39,3.13,1.68,2.15,1.27,1.32,1.6,3.0,1.0,1.16,0.41,1.57,1.75,7.9,2.55,1.21,1.26,1.47,1.9,2.35
Norway Eliteserien,2023-04-30 12:00:00,4,Viking,HamKam,1.6,3.6,4.6,1.04,10.0,1.22,3.8,1.67,2.1,1.36,3.29,1.75,1.95,1.16,1.23,2.3,3.0,0.0,1.45,1.52,2.97,1.22,7.0,4.95,1.13,1.26,1.47,1.9,2.37
Venezuela Primera División,2023-04-30 12:00:00,12,Estudiantes Mérida,Portuguesa,2.46,2.95,2.8,1.07,7.5,1.35,2.65,2.38,1.52,1.48,2.46,1.91,1.85,1.32,1.31,1.61,0.75,1.8,1.5,1.12,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-30 12:00:00,5,Olympique Béja,Tataouine,2.0,2.92,3.77,1.13,5.0,1.72,2.0,3.01,1.27,1.71,2.04,3.2,1.33,1.1,1.34,2.0,1.56,1.06,1.36,0.65,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-04-30 12:00:00,5,LASK Linz,Austria Klagenfurt,1.44,4.35,6.1,0.0,0.0,0.0,0.0,1.56,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.54,1.37,1.1,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-30 12:00:00,3,Radnički Niš,Mladost Lučani,1.92,3.25,3.45,0.0,0.0,0.0,0.0,1.9,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56,1.59,0.91,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-30 12:00:00,3,Red Star Belgrade,Čukarički,1.26,5.65,10.0,1.02,17.75,1.17,4.2,1.47,2.23,1.3,3.32,2.05,1.65,1.02,1.12,3.58,2.75,1.69,2.45,1.66,4.11,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0
France Ligue 1,2023-04-30 12:05:00,33,PSG,Lorient,1.16,8.0,15.0,1.02,29.0,1.08,8.0,1.28,3.21,1.18,4.5,1.8,1.95,1.02,1.06,5.0,2.38,1.25,2.04,1.29,3.33,1.18,12.0,6.15,1.29,1.58,1.98,2.5,3.42
Poland Ekstraklasa,2023-04-30 12:30:00,30,Lech Poznań,Górnik Zabrze,1.75,3.7,4.4,1.01,9.4,1.28,3.4,1.88,1.88,1.4,2.7,1.8,1.9,1.15,1.25,2.0,1.64,1.29,2.12,1.49,3.61,1.51,8.5,3.07,1.21,1.4,1.7,2.17,2.85
Slovenia PrvaLiga,2023-04-30 12:30:00,33,Olimpija,Koper,1.7,3.35,4.2,1.06,12.25,1.3,3.3,1.98,1.76,1.39,2.8,1.8,1.95,1.08,1.25,2.1,2.56,1.63,2.02,1.67,3.69,1.27,6.5,4.0,0.0,0.0,1.73,2.14,0.0
Germany Bundesliga,2023-04-30 12:30:00,30,Wolfsburg,Mainz 05,2.37,3.5,2.6,1.05,10.0,1.26,3.5,1.78,1.9,1.36,3.0,1.7,2.05,1.38,1.3,1.58,1.36,1.5,1.73,1.38,3.11,2.06,8.9,2.04,1.25,1.56,1.88,2.33,3.18
England Premier League,2023-04-30 12:30:00,34,Liverpool,Tottenham Hotspur,1.6,3.95,4.75,1.01,13.0,1.17,4.75,1.62,2.12,1.25,3.6,1.61,2.15,1.18,1.22,2.3,2.27,1.25,2.15,1.51,3.66,1.4,9.0,3.6,1.22,1.43,1.73,2.17,2.85
Sweden Allsvenskan,2023-04-30 12:30:00,5,Degerfors,Djurgården,3.9,3.5,1.75,1.03,15.0,1.22,4.33,1.67,2.1,1.33,3.3,1.66,2.2,1.95,1.26,1.22,1.5,0.5,1.59,1.1,2.69,2.68,9.9,1.65,1.13,1.27,1.52,1.88,2.39
Slovakia Super Liga,2023-04-30 12:30:00,7,Podbrezová,DAC,3.7,3.64,1.95,1.01,9.6,1.25,3.6,1.86,1.94,1.36,2.98,1.65,2.1,1.83,1.29,1.3,1.71,1.71,1.86,1.65,3.51,2.46,8.0,1.8,1.19,1.32,1.56,1.94,2.5
Denmark Superliga,2023-04-30 13:00:00,5,Nordsjælland,AGF,2.15,3.35,3.5,1.03,8.5,1.27,3.4,2.0,1.81,1.4,2.75,1.75,2.0,1.25,1.3,1.67,2.42,1.54,1.82,1.5,3.32,1.57,6.25,2.75,1.23,1.44,1.9,2.35,3.25
Tunisia Ligue 1,2023-04-30 13:00:00,5,Club Africain,Etoile du Sahel,2.15,2.75,3.5,1.14,5.45,1.6,2.2,2.99,1.27,1.7,2.05,2.45,1.5,1.3,1.4,1.55,1.89,2.11,2.22,1.04,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera B,2023-04-30 13:00:00,10,Puerto Montt,Rangers,2.5,2.8,2.75,1.11,6.45,1.5,2.45,2.43,1.5,1.62,2.15,2.25,1.6,1.4,1.35,1.42,0.4,2.0,1.05,1.47,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera División,2023-04-30 13:00:00,12,Universidad Chile,Universidad Católica,2.2,3.1,2.9,1.03,8.5,1.28,3.26,1.91,1.8,1.42,2.75,1.74,2.02,1.36,1.33,1.61,1.6,2.0,1.81,1.64,3.45,1.71,5.5,2.45,1.32,1.58,2.02,2.7,3.8
Turkey Süper Lig,2023-04-30 13:00:00,32,Kayserispor,Gazişehir Gaziantep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.86,1.61,1.42,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-04-30 13:00:00,32,Beşiktaş,Galatasaray,2.65,3.4,2.48,1.01,9.8,1.2,4.3,1.76,2.07,1.32,3.1,1.55,2.25,1.45,1.32,1.47,2.4,2.29,2.27,2.31,4.58,2.04,8.8,2.04,1.19,1.39,1.69,2.12,2.78
Italy Serie A,2023-04-30 13:00:00,32,Fiorentina,Sampdoria,1.47,4.1,6.05,1.01,15.0,1.22,4.33,1.83,1.83,1.33,3.25,2.0,1.75,1.04,1.12,3.4,1.5,0.6,2.01,1.36,3.37,1.09,15.0,9.6,1.25,1.5,1.86,2.35,3.08
Croatia Prva HNL,2023-04-30 13:00:00,32,Hajduk Split,Dinamo Zagreb,3.5,3.3,1.95,1.06,8.0,1.3,3.4,1.85,1.95,1.36,3.0,1.73,2.0,1.73,1.3,1.29,2.2,1.73,1.85,1.68,3.53,2.25,5.0,1.86,1.64,2.1,2.8,4.0,5.8
Turkey Süper Lig,2023-04-30 13:00:00,32,İstanbul Başakşehir,Hatayspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.47,1.66,1.37,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain Segunda División,2023-04-30 13:30:00,38,Granada CF,SD Eibar,2.12,3.1,3.7,1.09,6.5,1.52,2.35,2.55,1.49,1.53,2.3,2.15,1.62,1.27,1.33,1.72,2.67,1.44,1.64,1.28,2.92,1.65,8.9,2.73,1.33,1.62,2.08,2.72,3.74
Spain La Liga,2023-04-30 13:30:00,32,RCD Espanyol,Getafe CF,2.17,2.97,3.3,1.12,5.5,1.53,2.55,2.46,1.44,1.6,2.15,2.2,1.58,1.31,1.38,1.57,0.93,0.73,1.43,1.1,2.53,1.73,7.5,2.48,1.5,1.89,2.4,3.2,4.8
Belgium Pro League,2023-04-30 13:30:00,1,KRC Genk,Club Brugge,2.23,3.6,3.05,1.03,17.25,1.19,4.73,1.6,2.35,1.3,3.3,1.5,2.51,1.41,1.26,1.64,2.53,1.35,1.98,1.43,3.41,1.83,8.0,2.2,1.18,1.31,1.57,1.98,2.6
Greece Super League,2023-04-30 14:00:00,7,Panathinaikos,AEK Athens,2.6,2.95,2.8,1.09,6.75,1.47,2.55,2.27,1.45,1.53,2.38,2.0,1.75,1.51,1.36,1.42,2.4,2.19,1.71,1.55,3.26,1.95,7.5,2.1,1.46,1.83,2.45,3.5,5.15
Portugal Liga NOS,2023-04-30 14:00:00,30,Porto,Boavista FC,1.14,7.5,15.0,1.01,11.0,1.13,5.5,1.42,2.6,1.25,3.75,2.3,1.6,1.03,1.1,4.9,2.57,0.79,1.93,1.13,3.06,1.21,11.0,5.15,1.2,1.41,1.72,2.15,2.79
Greece Super League,2023-04-30 14:00:00,7,Olympiakos Piraeus,Volos NFC,1.19,6.9,14.5,1.02,15.0,1.12,4.95,1.53,2.3,1.25,3.75,2.5,1.5,1.01,1.07,5.8,2.13,1.53,1.79,1.02,2.81,1.14,11.0,7.5,1.41,1.75,2.3,3.25,4.15
Greece Super League,2023-04-30 14:00:00,7,PAOK,Aris,1.58,3.67,5.27,1.04,7.8,1.36,2.83,2.2,1.65,1.5,2.5,2.05,1.7,1.15,1.28,2.21,2.06,0.94,1.82,1.33,3.15,1.51,8.0,3.17,1.38,1.71,2.25,3.1,4.05
Serbia SuperLiga,2023-04-30 14:00:00,3,Napredak,Radnik Surdulica,2.24,3.05,3.38,1.1,6.9,1.53,2.35,2.49,1.37,1.6,2.2,2.2,1.62,1.31,1.35,1.57,1.5,0.44,1.42,1.29,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-04-30 14:15:00,28,CSKA Sofia,Ludogorets,3.4,3.0,2.12,1.08,7.0,1.36,3.0,2.2,1.62,1.46,2.55,1.8,1.95,1.42,1.28,1.36,2.54,2.46,1.61,2.18,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2023-04-30 14:15:00,4,Odd,Rosenborg,2.75,3.25,2.25,1.05,9.0,1.25,3.75,1.7,2.0,1.38,3.16,1.63,2.1,1.5,1.3,1.46,3.0,1.0,1.3,0.55,1.85,2.05,7.9,2.1,1.14,1.26,1.47,1.95,2.35
Ecuador Primera Categoría Serie A,2023-04-30 15:00:00,8,Cumbayá,Mushuc Runa SC,2.35,2.9,2.87,1.07,7.5,1.35,2.9,2.2,1.6,1.43,2.6,1.82,1.87,1.42,1.34,1.47,3.0,0.0,0.89,0.87,1.76,1.82,8.4,2.29,1.37,1.67,2.16,2.95,4.1
Argentina Prim B Nacional,2023-04-30 15:00:00,12,Deportivo Riestra,Tristán Suárez,2.2,3.0,3.1,1.02,14.0,1.17,4.5,2.1,1.67,1.3,3.2,1.5,2.51,1.28,1.25,1.6,1.6,1.17,1.69,1.56,3.25,1.64,9.4,2.65,1.18,1.36,1.69,2.09,2.48
Romania Liga I,2023-04-30 15:00:00,6,CS U Craiova,FCSB,2.7,3.05,2.65,1.03,8.3,1.33,3.1,2.15,1.67,1.43,2.71,1.8,1.95,1.42,1.28,1.38,2.29,1.78,1.9,1.69,3.59,1.93,8.3,2.2,1.46,1.85,2.39,3.28,4.8
Mexico Liga MX,2023-04-30 15:00:00,17,Toluca,Necaxa,1.58,4.0,5.25,1.03,12.0,1.19,4.2,1.6,2.2,1.31,3.1,1.66,2.05,1.15,1.23,2.3,2.0,0.76,1.88,1.36,3.24,1.49,7.7,3.44,1.36,1.62,2.03,2.65,3.6
Peru Primera División,2023-04-30 15:00:00,14,ADT,Cienciano,1.99,3.3,3.3,1.06,8.0,1.35,2.95,1.89,1.72,1.4,2.7,1.87,1.8,1.31,1.25,1.68,1.67,0.5,1.82,1.13,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-04-30 15:30:00,13,Racing,Plaza Colonia,2.15,2.9,3.2,1.1,6.5,1.44,2.62,2.3,1.53,1.53,2.38,2.1,1.67,1.3,1.36,1.6,0.67,0.6,1.27,1.21,2.48,1.57,7.8,3.0,1.29,1.56,1.9,2.34,3.1
Brazil Serie B,2023-04-30 15:30:00,3,Novorizontino,Sport Recife,2.41,3.15,3.0,1.09,6.5,1.52,2.4,2.38,1.55,1.57,2.25,2.25,1.57,1.34,1.34,1.58,3.0,0.0,2.12,0.0,2.12,1.68,9.4,2.55,1.17,1.3,1.57,2.0,2.5
Argentina Primera División,2023-04-30 15:30:00,14,Defensa y Justicia,Colón,2.31,3.3,2.92,1.04,7.8,1.42,2.61,2.19,1.69,1.47,2.7,1.97,1.81,1.31,1.31,1.54,1.57,1.17,1.4,1.16,2.56,1.91,8.0,2.1,1.21,1.41,1.73,2.17,2.84
Argentina Prim B Nacional,2023-04-30 15:30:00,14,Flandria,San Telmo,1.87,3.1,3.9,1.06,8.25,1.35,2.9,2.15,1.61,1.44,2.55,2.05,1.68,1.16,1.26,2.15,1.83,0.17,1.34,1.12,2.46,1.66,8.7,2.66,1.34,1.68,2.1,2.8,3.86
France Ligue 1,2023-04-30 15:45:00,33,Olympique Marseille,Auxerre,1.29,5.6,10.0,1.01,13.0,1.17,4.7,1.63,2.25,1.3,3.4,2.05,1.7,1.02,1.11,3.6,1.75,0.75,1.89,1.22,3.11,1.16,13.0,6.75,1.26,1.53,1.88,2.33,3.18
Italy Serie A,2023-04-30 15:45:00,32,Bologna,Juventus,3.6,3.25,2.14,1.07,7.5,1.4,2.7,2.25,1.65,1.5,2.5,2.0,1.75,1.71,1.36,1.32,1.69,1.53,1.51,1.34,2.85,2.1,8.6,2.02,1.36,1.66,2.1,2.75,3.88
Argentina Prim B Nacional,2023-04-30 15:45:00,14,Almirante Brown,Defensores de Belgrano,1.95,2.9,3.75,1.06,7.0,1.5,2.48,2.45,1.5,1.52,2.35,2.1,1.65,1.22,1.34,1.78,1.83,0.83,1.56,1.27,2.83,1.84,8.4,2.32,1.41,1.78,2.22,3.04,4.5
Colombia Categoria Primera A,2023-04-30 16:00:00,17,La Equidad,Deportivo Pereira,1.95,3.0,3.6,1.08,6.5,1.4,2.7,2.3,1.57,1.5,2.4,1.95,1.75,1.25,1.35,1.78,1.63,1.0,1.64,1.16,2.8,1.48,7.5,3.54,1.44,1.72,2.14,3.0,4.2
Bolivia LFPB,2023-04-30 16:00:00,11,Vaca Díez,Santa Cruz,1.95,3.25,3.4,1.02,13.5,1.22,4.2,1.8,1.91,1.3,3.4,1.62,2.2,1.33,1.2,1.73,2.0,0.67,1.74,0.95,2.69,1.64,8.0,2.67,1.3,1.58,2.0,2.7,3.75
Argentina Prim B Nacional,2023-04-30 16:00:00,14,Gimnasia Mendoza,San Martín Tucumán,2.4,2.75,3.0,1.1,5.5,1.53,2.3,2.77,1.34,1.62,2.2,2.25,1.61,1.35,1.4,1.49,1.33,0.67,1.26,1.11,2.37,1.82,8.1,2.38,1.58,2.0,2.51,3.64,5.5
Brazil Serie A,2023-04-30 16:00:00,3,Flamengo,Botafogo,1.6,3.5,5.0,1.05,9.0,1.29,3.5,1.91,1.8,1.4,2.75,2.0,1.75,1.11,1.25,2.38,3.0,3.0,2.3,0.58,2.88,1.41,9.0,3.55,1.17,1.33,2.0,2.02,2.62
Argentina Prim B Nacional,2023-04-30 16:00:00,12,Racing Córdoba,Atlanta,2.2,2.8,3.3,1.11,6.0,1.53,2.35,2.48,1.49,1.58,2.2,2.15,1.61,1.31,1.36,1.6,2.0,1.33,1.71,1.15,2.86,1.62,8.8,2.76,1.39,1.85,2.19,2.93,4.3
Spain La Liga,2023-04-30 16:00:00,32,Real Valladolid,Atlético Madrid,4.9,4.0,1.72,1.03,11.0,1.25,3.8,1.75,2.08,1.34,3.0,1.78,1.9,2.15,1.23,1.18,1.6,2.0,1.54,1.61,3.15,2.8,8.0,1.58,1.29,1.54,1.92,2.45,3.25
Spain Segunda División,2023-04-30 16:00:00,38,Real Zaragoza,UD Las Palmas,2.5,3.0,3.05,1.09,7.0,1.49,2.55,2.59,1.38,1.55,2.25,2.1,1.63,1.35,1.35,1.55,1.61,1.61,1.67,1.5,3.17,2.3,8.8,1.86,1.26,1.49,1.87,2.41,3.2
Argentina Prim B Nacional,2023-04-30 16:00:00,14,Alvarado,Temperley,2.9,2.8,2.35,1.07,6.5,1.5,2.45,2.54,1.4,1.57,2.25,2.1,1.7,1.5,1.32,1.28,1.83,0.67,1.19,1.37,2.56,2.06,8.3,2.05,1.49,1.83,2.29,3.2,4.7
Portugal Liga NOS,2023-04-30 16:30:00,30,Sporting CP,Famalicão,1.26,5.6,9.0,1.01,13.0,1.17,4.5,1.56,2.33,1.29,3.5,2.0,1.8,1.08,1.14,3.5,2.43,1.0,2.29,1.3,3.59,1.14,11.0,7.0,1.24,1.47,1.83,2.32,3.04
Chile Primera B,2023-04-30 16:30:00,25,Santiago Wanderers,Santiago Morning,3.2,2.84,2.25,1.06,6.55,1.46,2.45,2.58,1.38,1.55,2.3,2.07,1.64,1.31,1.32,1.55,1.6,0.5,1.93,1.06,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-30 16:35:00,14,Deportivo Morón,Estudiantes Río Cuarto,2.5,2.75,2.8,1.08,6.0,1.53,2.3,2.62,1.37,1.57,2.25,2.2,1.64,1.43,1.36,1.44,1.0,0.67,1.33,1.48,2.81,1.77,8.6,2.43,1.47,1.79,2.25,3.08,4.5
Peru Primera División,2023-04-30 17:00:00,14,Deportivo Municipal,UTC Cajamarca,1.75,3.25,4.2,1.05,10.75,1.31,3.18,1.95,1.75,1.42,2.7,1.85,1.91,1.2,1.25,1.95,1.17,0.5,1.64,1.25,2.89,1.67,8.5,2.5,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-30 17:00:00,14,San Martín San Juan,Almagro,2.0,2.87,3.7,1.11,6.0,1.53,2.37,2.47,1.42,1.57,2.25,2.2,1.6,1.22,1.36,1.67,1.5,0.83,1.55,1.15,2.7,1.57,8.7,2.93,1.56,1.93,2.45,3.42,5.2
Argentina Prim B Nacional,2023-04-30 17:00:00,14,Club Atlético Güemes,All Boys,2.15,2.75,3.4,1.09,5.8,1.57,2.25,2.77,1.34,1.62,2.22,2.31,1.57,1.29,1.38,1.65,1.17,0.83,1.51,1.04,2.55,1.66,8.9,2.64,1.3,1.57,1.98,2.58,3.48
Venezuela Primera División,2023-04-30 17:00:00,12,Caracas,Angostura,1.75,3.2,4.33,1.06,9.35,1.5,2.5,2.15,1.61,1.45,2.55,1.95,1.78,1.17,1.25,1.85,1.29,1.4,1.59,1.37,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-04-30 17:30:00,14,Deportivo Binacional,Alianza Atlético,1.53,3.6,5.5,1.03,13.0,1.25,3.75,1.95,1.75,1.36,3.1,1.85,1.9,1.14,1.18,2.4,1.0,1.0,1.69,1.57,3.26,1.29,10.0,4.32,0.0,1.23,1.41,1.75,2.17
Ecuador Primera Categoría Serie A,2023-04-30 17:30:00,8,Libertad,Orense SC,2.7,3.3,2.34,1.05,9.5,1.28,3.3,1.85,1.85,1.38,2.8,1.7,2.0,1.52,1.31,1.42,1.67,0.67,0.93,1.15,2.08,2.26,8.2,1.85,1.4,1.74,2.28,3.1,4.5
Brazil Serie B,2023-04-30 18:00:00,3,ABC,Ceará,2.62,2.87,2.55,1.05,7.2,1.42,2.75,2.35,1.53,1.5,2.5,2.0,1.73,1.57,1.32,1.37,0.0,0.0,0.93,1.46,2.39,2.19,9.0,1.9,1.2,1.4,1.7,2.2,3.1
Uruguay Primera División,2023-04-30 18:00:00,13,Deportivo Maldonado,Torque,2.3,3.0,2.8,1.07,7.5,1.33,3.25,2.0,1.7,1.44,2.63,1.83,1.83,1.4,1.33,1.5,2.0,1.83,0.0,0.88,0.88,1.85,7.4,2.36,1.29,1.54,1.88,2.32,3.1
Canada Canadian Premier League,2023-04-30 18:00:00,3,Cavalry FC,Valour FC,2.02,3.2,3.25,1.05,8.0,1.3,3.2,1.89,1.69,1.4,2.75,1.91,1.8,1.27,1.29,1.67,0.0,3.0,0.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-30 18:00:00,14,Patronato,Nueva Chicago,2.15,2.8,3.5,1.1,5.7,1.53,2.3,2.43,1.52,1.57,2.25,2.25,1.57,1.3,1.36,1.61,1.0,1.0,1.75,1.17,2.92,1.59,9.1,2.82,1.28,1.58,1.96,2.46,3.42
Argentina Primera División,2023-04-30 18:00:00,14,Independiente,Belgrano,2.3,3.1,3.4,1.1,5.7,1.56,2.43,2.5,1.45,1.54,2.33,2.28,1.6,1.33,1.38,1.64,0.5,1.86,1.38,1.29,2.67,1.69,8.0,2.63,1.26,1.5,1.87,2.41,3.2
USA USL Championship,2023-04-30 18:00:00,0,Birmingham Legion,Hartford Athletic,1.67,3.6,4.25,1.03,15.0,1.21,3.97,1.67,2.1,1.32,3.1,1.62,2.24,1.19,1.22,2.1,1.33,1.0,1.27,1.18,2.45,0.0,0.0,0.0,0.0,0.0,1.62,1.98,2.48
Colombia Categoria Primera A,2023-04-30 18:10:00,17,Junior,Millonarios,2.5,2.9,2.65,1.08,7.25,1.41,2.7,2.25,1.57,1.44,2.55,1.95,1.73,1.42,1.31,1.33,1.63,1.63,1.77,1.01,2.78,1.95,7.0,2.2,1.63,2.03,2.55,3.6,5.2
Brazil Serie B,2023-04-30 18:15:00,3,Vila Nova,Juventude,2.35,2.9,2.9,1.09,7.0,1.45,2.6,2.3,1.57,1.5,2.5,2.0,1.73,1.35,1.33,1.57,3.0,0.0,1.54,1.06,2.6,1.66,9.5,2.59,1.17,1.31,1.83,2.38,3.2
Bolivia LFPB,2023-04-30 18:30:00,11,Nacional Potosí,Bolívar,2.7,3.3,2.25,1.03,13.0,1.21,4.1,1.61,2.15,1.33,3.25,1.57,2.25,1.44,1.29,1.52,2.25,1.4,2.54,1.86,4.4,2.03,8.3,2.03,1.35,1.64,2.1,2.88,4.0
Brazil Serie A,2023-04-30 18:30:00,3,Internacional,Goiás,1.44,3.7,6.5,1.05,11.0,1.3,3.4,1.95,1.75,1.4,2.75,2.1,1.67,1.12,1.24,2.43,3.0,0.0,1.28,1.29,2.57,1.33,10.0,4.1,1.12,1.26,1.48,1.83,2.29
Brazil Serie A,2023-04-30 18:30:00,3,Cuiabá,Grêmio,2.45,2.9,2.7,1.08,7.25,1.4,2.7,2.2,1.6,1.5,2.5,1.95,1.8,1.45,1.35,1.48,1.0,0.0,1.39,1.52,2.91,2.02,7.5,2.0,1.17,1.35,2.1,2.06,2.69
Chile Primera División,2023-04-30 19:00:00,12,O'Higgins,Unión Española,2.35,3.2,2.62,1.05,9.0,1.29,3.5,1.75,1.95,1.33,3.25,1.67,2.1,1.35,1.3,1.62,0.8,1.0,1.73,1.67,3.4,1.9,6.0,2.1,1.25,1.47,1.82,2.38,3.25
Chile Segunda División,2023-04-30 19:00:00,8,Iberia,Provincial Osorno,2.5,3.1,2.55,0.0,0.0,0.0,0.0,2.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.5,1.04,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela Primera División,2023-04-30 19:15:00,12,Zamora,UCV,1.75,3.2,4.33,1.04,7.4,1.34,2.88,2.15,1.61,1.48,2.54,1.91,1.76,1.18,1.27,1.9,1.0,0.5,1.86,1.34,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-04-30 19:30:00,14,Unión Santa Fe,Lanús,2.71,3.03,2.67,1.07,6.3,1.37,2.8,2.24,1.55,1.46,2.55,1.97,1.81,1.48,1.38,1.47,0.83,1.29,1.54,1.33,2.87,1.74,7.0,2.6,1.29,1.53,1.92,2.55,3.5
Mexico Liga MX,2023-04-30 20:00:00,17,Querétaro,Pachuca,3.8,3.5,1.88,1.05,9.0,1.25,3.6,1.73,2.0,1.36,3.0,1.65,2.1,1.82,1.25,1.27,1.13,1.74,1.55,1.72,3.27,2.28,7.5,1.9,1.25,1.45,1.75,2.2,2.9
Argentina Prim B Nacional,2023-04-30 20:00:00,12,Atlético Rafaela,Villa Dálmine,1.94,3.3,3.85,1.09,6.75,1.43,2.6,2.23,1.61,1.5,2.4,2.2,1.58,1.15,1.3,2.05,1.83,0.0,1.67,1.16,2.83,1.43,9.4,3.48,1.39,1.72,2.17,2.93,4.3
