League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Serbia SuperLiga,2024-03-01,10:00:00,23,Radnički Kragujevac,IMT Novi Beograd,2.4,2.1,4.33,1.8,3.4,4.2,1.4,2.75,1.06,8.0,1.3,3.3,2.0,1.8,1.83,1.9,1.17,1.22,1.95,1.83,0.83,1.38,1.3,2.68,1.69,8.0,2.62,1.38,2.8,1.73,1.99,2.23,1.58,3.05,1.33,3.9,1.21
Egypt Egyptian Premier League,2024-03-01,11:00:00,16,Pharco,National Bank of Egypt,3.5,1.91,3.4,2.57,2.86,2.52,1.51,2.4,1.08,7.0,1.45,2.65,2.09,1.53,2.1,1.67,1.45,1.28,1.33,0.86,1.0,1.38,1.36,2.74,1.95,7.2,2.24,1.33,2.91,1.68,2.17,2.1,1.72,2.75,1.37,3.84,1.2
Bulgaria First League,2024-03-01,12:30:00,23,Cherno More,Botev Vratsa,1.73,2.5,9.5,1.28,5.2,8.5,1.33,3.25,1.03,10.5,1.22,4.0,1.8,1.9,2.25,1.57,1.02,1.1,3.3,2.83,0.33,1.76,1.03,2.79,1.13,13.25,6.85,1.22,3.65,1.47,2.61,1.8,1.99,2.28,1.6,2.91,1.33
Slovenia PrvaLiga,2024-03-01,13:30:00,24,Aluminij,Mura,3.3,2.1,2.95,2.99,3.1,2.21,1.4,2.75,1.05,7.8,1.28,3.5,1.88,1.73,1.7,2.1,1.47,1.25,1.35,0.85,1.18,1.3,1.28,2.58,0.0,0.0,0.0,1.17,4.5,1.29,3.3,1.48,2.53,1.81,1.99,2.22,1.62
Poland Ekstraklasa,2024-03-01,14:00:00,23,Cracovia Kraków,Warta Poznań,2.5,2.05,4.33,1.96,3.15,3.9,1.42,2.65,1.03,8.0,1.36,3.0,1.96,1.74,2.0,1.75,1.17,1.25,1.9,1.17,1.42,1.82,1.1,2.92,1.31,9.5,4.13,1.21,3.74,1.41,2.6,1.73,1.99,2.17,1.58,2.88,1.34
Turkey Süper Lig,2024-03-01,14:00:00,28,Kasımpaşa,Sivasspor,2.59,2.44,4.03,2.03,3.78,3.3,1.34,3.29,1.04,15.0,1.21,4.22,1.63,2.14,1.6,2.2,1.32,1.26,1.75,1.57,1.27,1.62,1.21,2.83,1.5,8.5,3.1,1.22,3.65,1.44,2.58,1.8,2.0,2.25,1.57,2.98,1.32
Egypt Egyptian Premier League,2024-03-01,14:00:00,15,Ceramica Cleopatra,Al Mokawloon,2.5,2.05,4.5,1.83,3.2,4.33,1.5,2.4,1.07,7.5,1.4,2.8,2.25,1.62,2.0,1.73,1.15,1.25,1.95,2.17,0.75,1.82,1.27,3.09,1.44,9.2,3.18,1.3,3.2,1.53,2.44,2.38,1.9,2.42,1.54,3.0,1.33
Austria 2. Liga,2024-03-01,14:10:00,18,Amstetten,Leoben,4.33,2.2,2.3,4.0,3.9,1.8,1.32,3.29,1.04,10.5,1.21,3.74,1.8,2.0,1.8,1.91,1.92,1.25,1.23,0.22,1.89,1.33,1.39,2.72,2.51,8.7,1.69,1.28,3.2,1.59,2.31,1.96,1.83,2.48,1.51,3.34,1.26
Austria 2. Liga,2024-03-01,14:10:00,18,Floridsdorfer AC,Sturm Graz II,1.73,2.5,7.0,1.33,5.5,8.5,1.27,3.54,1.02,10.0,1.14,4.55,1.57,2.35,1.91,1.8,1.05,1.14,3.28,1.8,0.56,1.57,1.5,3.07,1.26,11.25,4.5,0.0,0.0,1.24,3.48,1.48,2.54,1.81,1.99,2.26,1.6
Austria 2. Liga,2024-03-01,14:10:00,18,Ried,SV Stripfing Weiden,1.83,2.5,6.5,1.36,5.25,7.5,1.31,3.28,1.03,9.0,1.18,4.1,1.6,2.3,1.83,1.83,1.12,1.2,2.44,2.22,1.0,1.66,1.34,3.0,1.2,11.25,5.5,1.23,3.56,1.52,2.43,1.92,1.88,2.44,1.52,3.04,1.31
