League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Belgium Pro League,2024-01-31,14:45:00,23,OH Leuven,KRC Genk,4.66,2.55,2.26,4.55,4.05,1.63,1.26,3.5,1.02,19.0,1.17,5.0,1.55,2.36,1.57,2.3,2.2,1.18,1.2,1.09,1.64,1.3,1.77,3.07,3.35,7.9,1.53,1.16,5.0,1.28,3.4,1.55,2.41,1.86,1.94,2.28,1.61
Belgium Pro League,2024-01-31,14:45:00,23,Sporting Charleroi,AS Eupen,2.13,2.34,5.1,1.62,4.0,4.7,1.32,3.22,1.04,11.5,1.19,3.94,1.7,2.08,1.74,2.02,1.16,1.23,2.31,1.64,0.91,1.52,1.11,2.63,1.35,8.6,4.6,1.23,4.0,1.4,2.8,1.58,2.34,1.93,1.87,2.42,1.55
Spain La Liga,2024-01-31,15:00:00,20,FC Barcelona,CA Osasuna,1.73,2.63,8.5,1.26,5.4,9.9,1.29,3.5,1.02,19.0,1.15,4.45,1.57,2.31,1.95,1.8,1.06,1.14,3.5,2.18,1.1,2.04,1.25,3.29,1.28,10.0,4.8,1.24,3.3,1.45,2.43,1.79,1.9,2.23,1.55,2.88,1.33
Portugal Liga NOS,2024-01-31,15:45:00,19,Rio Ave FC,GD Estoril Praia,0.0,0.0,0.0,2.15,3.5,3.25,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.85,0.0,0.0,0.0,0.0,0.0,1.33,0.44,1.16,1.17,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League,2024-01-31,16:30:00,22,Tottenham Hotspur,Brentford,2.1,2.5,4.75,1.65,3.95,4.55,1.25,3.75,1.03,22.0,1.16,5.6,1.49,2.51,1.57,2.25,1.18,1.22,2.2,2.1,0.78,2.03,1.33,3.36,1.49,8.5,3.1,1.17,4.1,1.32,2.9,1.57,2.2,1.93,1.76,2.43,1.46
Switzerland Super League,2024-01-31,16:30:00,21,Zürich,Lausanne Sport,2.4,2.3,4.33,1.84,3.7,3.75,1.33,3.25,1.0,10.5,1.21,3.75,1.67,2.07,1.67,2.1,1.2,1.25,2.0,1.9,0.5,1.63,1.49,3.12,1.59,8.5,2.89,1.21,3.74,1.42,2.65,1.75,2.01,2.19,1.6,2.88,1.34
England Premier League,2024-01-31,16:30:00,22,Manchester City,Burnley,1.4,3.4,15.0,1.13,7.8,13.0,1.2,4.33,1.01,26.0,1.09,8.0,1.32,3.21,2.38,1.53,1.01,1.06,8.0,2.33,0.8,1.67,1.08,2.75,1.1,17.0,10.5,1.18,4.0,1.33,2.85,1.57,2.18,1.93,1.76,2.4,1.46
Switzerland Super League,2024-01-31,16:30:00,21,Lugano,Grasshopper,2.3,2.4,4.33,1.76,3.8,4.0,1.3,3.4,1.01,16.5,1.16,4.35,1.58,2.23,1.62,2.2,1.2,1.22,2.1,1.6,0.7,1.52,1.41,2.93,1.75,8.0,2.52,1.21,3.74,1.42,2.65,1.78,2.02,2.22,1.65,2.91,1.33
Switzerland Super League,2024-01-31,16:30:00,21,St. Gallen,Servette,2.5,2.4,3.6,2.03,3.8,3.1,1.25,3.75,1.01,17.5,1.13,4.8,1.5,2.41,1.44,2.63,1.29,1.25,1.8,2.7,1.6,1.98,1.75,3.73,1.75,8.5,2.41,1.16,4.3,1.33,2.91,1.63,2.26,1.99,1.82,2.5,1.52
England Championship,2024-01-31,16:45:00,29,Sheffield Wednesday,Watford,3.25,2.1,3.25,2.55,3.4,2.53,1.4,2.75,1.05,9.0,1.3,3.45,1.92,1.95,1.73,2.0,1.45,1.25,1.5,1.07,1.43,1.22,1.17,2.39,1.66,7.5,2.75,1.23,3.95,1.43,2.7,1.75,2.0,2.25,1.6,3.05,1.35
