League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Ukraine Ukrainian Premier League,2023-05-24,07:00:00,28,Kolos Kovalivka,Dynamo Kyiv,5.2,4.03,1.54,1.03,14.0,1.22,3.9,1.75,1.95,1.32,3.1,1.75,1.95,2.2,1.2,1.17,1.31,2.38,1.13,1.54,2.67,6.5,10.0,1.21,0.0,1.44,1.75,2.2,2.9
Ukraine Ukrainian Premier League,2023-05-24,07:00:00,28,Dnipro-1,Vorskla,1.4,4.5,6.45,1.02,18.0,1.19,3.96,1.62,2.2,1.33,3.15,1.87,1.89,1.09,1.19,2.78,2.46,1.07,1.87,1.24,3.11,1.3,10.25,4.2,1.23,1.43,1.78,2.22,2.98
China Chinese Super League,2023-05-24,08:35:00,9,Dalian Yifang,Hangzhou,2.63,3.3,2.63,1.08,8.65,1.42,2.91,2.28,1.64,1.5,2.45,1.98,1.81,1.48,1.35,1.45,1.5,1.0,1.24,1.5,2.74,1.62,8.0,2.75,1.33,1.65,2.1,2.85,3.8
China Chinese Super League,2023-05-24,08:35:00,9,Meizhou Hakka,Tianjin Teda,2.21,3.2,2.61,1.03,8.2,1.32,3.04,2.16,1.71,1.43,2.71,1.91,1.87,1.3,1.35,1.6,0.75,1.67,1.13,1.26,2.39,1.95,7.5,2.1,1.35,1.72,2.2,3.0,4.1
China Chinese Super League,2023-05-24,08:35:00,9,Shanghai SIPG,Henan Jianye,1.19,5.28,12.61,1.04,13.5,1.27,3.77,1.77,1.93,1.33,3.14,2.84,1.41,1.04,1.12,4.1,2.33,0.33,1.88,1.05,2.93,1.14,11.0,7.0,1.37,1.72,2.2,2.95,4.3
China Chinese Super League,2023-05-24,08:35:00,9,Shandong Luneng,Shenzhen,1.13,5.7,11.0,1.04,15.25,1.24,4.08,1.74,2.1,1.32,3.1,2.65,1.42,1.04,1.1,4.4,2.0,0.5,2.23,1.47,3.7,1.2,10.0,5.5,1.34,1.65,2.1,2.8,4.0
Ukraine Ukrainian Premier League,2023-05-24,09:00:00,28,Veres Rivne,Oleksandria,2.87,3.15,2.05,0.0,0.0,0.0,0.0,1.82,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.38,1.4,1.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine Ukrainian Premier League,2023-05-24,11:00:00,28,Zorya,Shakhtar Donetsk,3.15,3.3,1.9,1.03,15.0,1.22,3.9,1.72,2.0,1.35,3.05,1.68,2.11,2.05,1.26,1.26,2.57,2.31,1.81,2.03,3.84,2.52,8.8,1.68,1.28,1.56,1.93,2.41,3.45
Estonia Meistriliiga,2023-05-24,12:00:00,14,Nõmme Kalju,Tammeka,1.73,3.55,4.3,1.01,10.25,1.21,3.5,1.84,1.86,1.35,2.85,1.8,1.86,1.18,1.22,1.95,1.0,1.0,1.38,1.39,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-05-24,12:00:00,14,Tallinna Kalev,Paide,4.3,3.75,1.67,1.03,16.0,1.19,3.96,1.57,2.25,1.31,3.15,1.65,2.05,2.04,1.22,1.17,0.4,1.2,1.36,1.62,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-05-24,13:00:00,14,Vaprus,Tallinna FC Levadia,10.0,5.75,1.22,1.02,17.25,1.2,4.1,1.65,2.11,1.3,3.2,2.25,1.58,3.3,1.08,1.01,1.14,2.13,1.22,1.87,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2023-05-24,14:00:00,18,Djurgården,Häcken,2.28,3.63,2.51,1.03,15.0,1.19,4.6,1.65,2.25,1.27,3.45,1.52,2.48,1.58,1.3,1.45,3.0,1.75,2.08,1.84,3.92,1.78,7.5,2.43,1.11,1.21,1.38,1.67,2.1
Czech Republic First League,2023-05-24,14:00:00,4,Zlín,Baník Ostrava,2.94,3.37,2.32,1.01,12.0,1.21,4.1,1.72,2.09,1.35,2.95,1.6,2.25,1.47,1.25,1.42,1.25,1.06,1.61,1.56,3.17,2.41,8.5,1.75,1.17,1.28,1.53,1.98,2.41
Czech Republic First League,2023-05-24,14:00:00,4,Pardubice,Jablonec,2.38,3.38,2.82,1.01,12.5,1.22,4.0,1.69,2.14,1.33,3.05,1.57,2.3,1.36,1.22,1.57,1.25,0.94,1.45,1.45,2.9,1.82,8.5,2.28,1.11,1.22,1.31,1.55,1.91
Czech Republic First League,2023-05-24,14:00:00,4,Teplice,Zbrojovka Brno,2.18,3.45,3.1,1.03,14.75,1.21,4.22,1.69,2.13,1.32,3.1,1.58,2.25,1.38,1.3,1.62,1.59,0.88,1.46,1.47,2.93,2.05,9.2,2.01,1.17,1.36,1.65,1.9,2.64
Spain La Liga,2023-05-24,14:30:00,36,Villarreal,Cádiz,1.51,4.15,4.9,1.0,11.25,1.2,4.15,1.61,2.19,1.33,3.25,1.75,2.0,1.14,1.24,2.45,2.06,0.82,1.91,1.13,3.04,1.44,8.5,3.4,1.4,1.72,2.16,2.8,3.8
Spain La Liga,2023-05-24,14:30:00,36,Real Madrid,Rayo Vallecano,1.52,4.0,5.1,1.0,11.25,1.19,4.2,1.66,2.25,1.3,3.4,1.7,2.05,1.15,1.26,2.36,2.35,1.0,2.36,1.38,3.74,1.48,8.5,3.2,1.22,1.41,1.71,2.14,2.7
Spain La Liga,2023-05-24,14:30:00,36,Elche CF,Sevilla FC,5.35,4.05,1.48,1.04,13.0,1.7,2.16,1.81,1.99,1.36,3.0,1.8,1.95,2.05,1.24,1.16,0.76,1.29,1.52,1.25,2.77,2.4,8.0,1.75,1.24,1.46,1.78,2.23,2.9
Egypt Egyptian Premier League,2023-05-24,15:30:00,29,Coca-Cola,Ceramica Cleopatra,2.02,3.0,3.7,1.07,7.0,1.45,2.65,2.36,1.55,1.52,2.43,2.05,1.72,1.22,1.28,1.7,1.69,1.0,1.44,1.6,3.04,1.66,8.5,2.59,1.34,1.63,2.09,2.78,3.9
Egypt Egyptian Premier League,2023-05-24,15:30:00,22,Pyramids FC,Haras El Hodood,1.29,4.33,8.5,1.04,11.0,1.28,3.43,1.87,1.86,1.37,2.8,2.27,1.57,1.06,1.14,2.5,2.5,0.43,1.65,1.23,2.88,1.2,11.0,5.85,1.34,1.69,2.1,2.75,3.84
Scotland Premiership,2023-05-24,15:45:00,37,Dundee United,Kilmarnock,2.27,3.35,2.68,1.07,7.5,1.36,3.0,1.87,1.83,1.4,2.75,1.8,1.91,1.33,1.3,1.6,1.11,0.28,1.41,1.05,2.46,1.95,8.0,2.1,1.2,1.42,1.7,2.17,2.85
Scotland Premiership,2023-05-24,15:45:00,37,Ross County,St. Johnstone,2.2,3.05,3.0,1.07,7.5,1.36,3.0,2.0,1.73,1.4,2.75,1.8,1.91,1.4,1.33,1.53,1.0,1.28,1.33,1.24,2.57,1.87,9.0,2.26,1.18,1.38,1.65,2.1,2.77
Scotland Premiership,2023-05-24,15:45:00,37,Rangers,Hearts,1.28,5.3,7.0,1.02,13.0,1.16,5.0,1.5,2.55,1.24,3.7,1.72,2.1,1.09,1.12,3.1,2.78,0.83,2.51,1.22,3.73,1.21,12.5,5.45,1.11,1.27,1.51,1.85,2.35
Scotland Premiership,2023-05-24,15:45:00,37,Hibernian,Celtic,6.1,4.9,1.35,1.02,13.0,1.16,5.0,1.5,2.55,1.24,3.7,1.72,2.1,3.0,1.12,1.08,1.67,2.56,1.75,2.1,3.85,4.1,10.0,1.31,1.13,1.3,1.5,1.9,2.45
Scotland Premiership,2023-05-24,15:45:00,37,Livingston,Motherwell,2.83,3.07,2.32,1.07,7.5,1.36,3.0,1.99,1.73,1.4,2.75,1.8,1.91,1.44,1.33,1.44,1.72,1.39,1.4,1.31,2.71,2.1,9.0,1.95,1.16,1.26,1.45,1.85,2.33
Scotland Premiership,2023-05-24,15:45:00,37,Aberdeen,St. Mirren,1.84,3.45,3.65,1.06,8.0,1.33,3.25,1.92,1.78,1.36,3.0,1.85,1.85,1.18,1.29,2.0,2.11,0.78,1.46,1.38,2.84,1.82,9.0,2.32,1.18,1.34,1.6,1.99,2.6
England Premier League,2023-05-24,16:00:00,32,Brighton & Hove Albion,Manchester City,3.6,3.8,1.91,1.01,13.0,1.17,4.75,1.53,2.5,1.25,3.75,1.5,2.5,1.87,1.25,1.27,1.83,2.12,2.17,1.86,4.03,2.45,8.0,1.72,1.24,1.46,1.8,2.25,2.95
Spain La Liga,2023-05-24,17:00:00,36,Real Betis,Getafe CF,2.0,3.05,3.6,1.09,8.0,1.45,2.75,2.28,1.56,1.5,2.5,2.0,1.75,1.22,1.32,1.83,1.82,0.65,1.48,1.09,2.57,1.6,8.0,2.75,1.42,1.75,2.2,2.9,3.95
