League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Brazil Serie A,2023-06-21,19:00:00,11,São Paulo,Atlético PR,1.83,3.25,4.4,1.06,9.5,1.36,3.1,2.07,1.67,1.44,2.63,1.91,1.91,1.21,1.29,1.93,2.4,0.8,1.84,1.32,3.16,1.35,10.0,3.85,1.18,1.26,1.46,1.77,2.18
Brazil Serie A,2023-06-21,19:00:00,11,Cruzeiro,Fortaleza,2.05,3.1,3.7,1.06,9.5,1.38,3.0,2.15,1.62,1.44,2.63,1.8,1.95,1.2,1.33,1.72,1.2,1.0,2.0,1.68,3.68,1.48,9.0,3.1,1.18,1.3,1.54,1.88,2.35
Brazil Serie B,2023-06-21,19:00:00,13,CRB,Ituano,2.16,3.1,3.2,1.1,6.5,1.45,2.6,2.37,1.5,1.53,2.38,2.2,1.62,1.18,1.28,1.8,1.0,0.5,1.49,1.31,2.8,1.62,7.5,2.88,1.2,1.38,1.67,2.12,2.85
Argentina Primera División,2023-06-21,19:00:00,21,Estudiantes,San Lorenzo,2.19,2.97,3.78,1.14,5.0,1.67,2.1,3.0,1.36,1.62,2.2,2.5,1.5,1.29,1.4,1.57,2.0,1.33,1.52,1.32,2.84,1.82,7.5,2.4,1.36,1.67,2.15,2.95,4.1
Canada Canadian Premier League,2023-06-21,20:00:00,11,York9 FC,HFX Wanderers FC,2.08,3.15,2.85,1.03,8.2,1.32,2.98,2.06,1.7,1.44,2.63,1.91,1.8,1.36,1.29,1.53,1.2,0.83,1.51,1.4,2.91,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
Brazil Serie A,2023-06-21,20:00:00,11,Santos,Corinthians,2.4,2.9,3.1,1.12,5.2,1.5,2.5,2.75,1.39,1.57,2.25,2.2,1.62,1.35,1.33,1.57,1.8,0.0,1.58,1.12,2.7,1.88,8.0,2.17,1.22,1.43,2.1,2.16,2.75
USA MLS,2023-06-21,20:30:00,0,FC Cincinnati,Toronto,1.62,3.9,4.85,1.03,13.0,1.22,4.0,1.83,2.05,1.38,3.2,1.75,2.05,1.18,1.2,2.15,3.0,0.5,1.3,0.96,2.26,1.58,7.5,2.88,1.29,1.53,1.95,2.55,3.5
USA MLS,2023-06-21,20:30:00,0,Atlanta United FC,New York City,1.68,3.9,4.4,1.04,10.0,1.22,4.0,1.64,2.15,1.3,3.4,1.7,2.05,1.18,1.25,2.1,2.22,0.44,1.76,1.08,2.84,1.38,8.0,3.75,1.24,1.44,1.8,2.3,3.1
USA MLS,2023-06-21,20:30:00,0,Montreal Impact,Nashville SC,2.49,3.5,2.54,1.03,11.0,1.2,4.33,1.65,2.14,1.3,3.4,1.53,2.38,1.44,1.25,1.53,2.57,1.5,1.37,1.1,2.47,1.8,7.0,2.4,1.3,1.55,1.98,2.6,3.6
USA MLS,2023-06-21,20:30:00,0,New York RB,Charlotte,1.8,3.45,4.25,1.07,7.5,1.36,3.0,1.94,1.94,1.4,2.75,1.91,1.8,1.2,1.22,2.05,1.5,1.11,1.57,1.16,2.73,1.38,8.0,3.7,1.3,1.56,2.0,2.63,3.65
