League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Tunisia Ligue 1,2023-06-23,12:30:00,12,Monastir,Ben Guerdane,1.8,2.99,3.85,0.0,0.0,1.88,1.92,2.86,1.3,1.6,2.1,3.2,1.33,1.13,1.3,1.8,1.76,1.76,1.32,1.19,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-23,12:30:00,12,Tataouine,Olympique Béja,3.17,2.63,2.2,1.12,5.25,1.57,2.27,2.7,1.33,1.64,1.98,2.34,1.57,1.53,1.38,1.27,0.8,1.4,1.3,0.99,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-06-23,14:00:00,13,Start,Jerv,1.88,3.7,3.35,1.02,17.0,1.18,4.75,1.68,2.1,1.3,3.4,1.57,2.25,1.3,1.2,1.9,2.0,1.4,1.55,1.31,2.86,1.91,8.5,2.1,1.15,1.23,1.42,1.73,2.18
Uruguay Primera División,2023-06-23,15:00:00,3,Liverpool FC Montevideo,Nacional,3.1,3.45,1.97,1.05,9.0,1.25,3.75,1.78,1.98,1.36,3.0,1.67,2.1,1.75,1.29,1.29,2.38,1.22,1.43,1.83,3.26,2.4,8.0,1.73,1.23,1.43,1.78,2.25,3.04
Argentina Prim B Nacional,2023-06-23,15:30:00,22,Defensores Unidos,Club Atlético Güemes,2.5,2.75,3.0,1.13,6.02,1.54,2.38,2.62,1.43,1.62,2.32,2.23,1.65,1.35,1.44,1.51,2.4,1.3,1.34,1.04,2.38,1.87,8.2,2.29,1.53,1.91,2.4,3.34,5.0
Republic of Ireland Premier Division,2023-06-23,15:45:00,21,UCD,Sligo Rovers,6.6,4.2,1.44,1.07,7.5,1.3,3.3,2.05,1.82,1.4,2.75,2.2,1.62,2.75,1.16,1.05,0.56,1.1,1.04,1.46,2.5,4.07,9.5,1.34,1.25,1.45,1.95,2.29,3.1
Republic of Ireland Premier Division,2023-06-23,15:45:00,21,St Patrick's Athl.,Shelbourne,1.84,3.5,3.95,1.06,8.0,1.33,3.2,1.9,1.71,1.44,2.63,1.95,1.8,1.17,1.22,1.95,1.9,1.22,1.55,1.14,2.69,1.64,8.0,2.67,1.29,1.64,2.0,2.58,3.48
Republic of Ireland Premier Division,2023-06-23,15:45:00,21,Drogheda United,Dundalk,2.54,3.4,2.54,1.06,8.0,1.33,3.2,2.05,1.82,1.4,2.75,1.75,2.0,1.4,1.25,1.5,1.1,1.27,1.8,1.25,3.05,1.69,8.0,2.54,1.2,1.41,1.72,2.12,2.84
Republic of Ireland Premier Division,2023-06-23,15:45:00,21,Derry City,Cork City,1.36,4.55,7.7,1.06,8.0,1.35,3.0,2.05,1.82,1.44,2.63,2.5,1.5,1.02,1.15,3.0,1.45,0.56,1.86,1.14,3.0,1.09,13.0,8.85,1.23,1.42,1.73,2.21,2.95
Republic of Ireland Premier Division,2023-06-23,15:45:00,21,Bohemians,Shamrock Rovers,3.15,3.3,2.16,1.08,7.0,1.36,2.95,2.14,1.65,1.44,2.63,1.95,1.8,1.63,1.25,1.33,1.78,2.1,1.63,1.64,3.27,2.1,8.0,1.91,1.26,1.47,1.8,2.33,3.15
