League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 1,2023-09-01,07:00:00,29,Daejeon Citizen,Suwon,2.01,3.55,3.05,1.04,8.5,1.17,4.3,1.72,2.0,1.35,2.95,1.55,2.25,1.22,1.27,1.8,1.69,0.79,1.61,1.43,3.04,1.6,7.0,3.0,1.39,1.72,2.17,2.93,4.15
South Korea K League 1,2023-09-01,07:30:00,29,Daegu,Gangwon,2.02,3.25,3.3,1.03,8.0,1.39,3.1,2.0,1.7,1.47,2.78,1.91,1.83,1.26,1.31,1.82,1.62,0.77,1.44,1.17,2.61,1.7,7.0,2.7,1.42,1.88,2.27,3.04,4.4
Bulgaria First League,2023-09-01,11:00:00,8,OFK Pirin,Arda,4.7,3.55,1.67,1.05,8.0,1.33,3.0,2.01,1.74,1.44,2.63,2.1,1.67,2.15,1.22,1.11,0.25,1.0,1.1,1.48,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-09-01,12:00:00,26,Trans,Tallinna Kalev,2.35,3.4,2.6,1.05,11.0,1.3,3.2,1.93,1.89,1.4,2.75,1.72,2.0,1.4,1.28,1.5,1.08,2.0,1.62,1.4,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-09-01,12:30:00,8,Petrolul 52,Oţelul Galaţi,2.14,3.15,3.5,1.05,7.2,1.42,2.75,2.38,1.51,1.48,2.5,2.0,1.75,1.22,1.25,1.7,1.75,1.0,1.55,0.89,2.44,1.62,9.0,2.74,1.31,1.59,2.02,2.65,3.64
Slovakia Super Liga,2023-09-01,12:30:00,6,Dukla Banská Bystrica,Ružomberok,1.8,3.7,3.85,1.05,9.0,1.25,3.75,1.73,2.04,1.33,3.25,1.66,2.15,1.22,1.22,1.83,1.5,0.0,1.35,1.15,2.5,1.5,9.7,2.98,1.19,1.32,1.8,1.99,2.6
Poland Ekstraklasa,2023-09-01,13:00:00,7,ŁKS Łódź,Warta Poznań,2.76,3.23,2.57,1.06,8.0,1.3,3.3,1.83,1.87,1.41,2.7,1.75,2.0,1.38,1.25,1.5,3.0,0.5,1.43,1.69,3.12,1.69,8.0,2.54,1.24,1.45,1.83,2.32,3.1
Austria 2. Liga,2023-09-01,13:10:00,6,Floridsdorfer AC,Liefering,1.67,4.02,4.68,1.04,10.0,1.22,4.0,1.75,1.96,1.34,3.34,1.67,2.1,1.24,1.23,1.98,2.0,1.5,1.76,1.39,3.15,1.6,7.0,3.0,0.0,1.4,1.69,2.09,2.5
Austria 2. Liga,2023-09-01,13:10:00,6,Admira,Sturm Graz II,1.83,3.75,3.65,1.02,12.0,1.18,4.5,1.58,2.29,1.28,3.4,1.62,2.2,1.16,1.18,2.1,3.0,0.5,1.46,1.44,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2023-09-01,13:10:00,6,Amstetten,St. Pölten,4.5,4.0,1.63,1.02,10.0,1.17,4.5,1.57,2.31,1.27,3.54,1.62,2.2,2.25,1.22,1.18,0.5,3.0,1.36,1.56,2.92,3.3,7.5,1.5,0.0,1.4,1.68,2.08,2.5
