League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Romania Liga I,2024-04-24,10:45:00,6,Universitatea Cluj,CSM Iaşi,2.6,2.0,4.75,1.88,3.3,4.0,1.46,2.5,1.07,7.5,1.45,2.65,2.11,1.67,2.18,1.65,1.21,1.3,1.87,1.37,0.74,1.55,1.32,2.87,1.47,8.6,3.5,1.49,2.38,1.95,1.85,2.5,1.44,3.52,1.25,3.96,1.21
Egypt Egyptian Premier League,2024-04-24,11:00:00,19,El Geish,ENPPI,3.4,1.8,4.0,2.5,2.5,3.0,1.66,2.18,1.15,5.27,1.57,2.15,2.94,1.35,2.38,1.53,1.3,1.44,1.43,1.75,1.5,1.48,1.48,2.96,1.74,6.85,2.52,1.52,2.48,1.89,1.9,2.43,1.54,3.34,1.26,4.0,1.2
Greece Super League,2024-04-24,11:00:00,7,Lamia,PAOK,11.0,2.75,1.62,12.0,6.0,1.18,1.29,3.5,1.02,17.0,1.19,4.75,1.57,2.25,2.25,1.57,4.5,1.09,1.02,1.24,1.94,1.12,1.5,2.62,8.5,13.75,1.11,1.47,2.49,1.88,1.92,2.39,1.51,3.2,1.28,4.65,1.14
Finland Veikkausliiga,2024-04-24,13:00:00,15,SJK,HJK,3.6,2.15,2.7,2.75,3.2,2.25,1.36,3.0,1.01,9.8,1.24,3.5,1.75,1.85,1.68,2.11,1.65,1.27,1.32,2.33,0.5,1.71,1.4,3.11,2.33,8.0,1.82,1.26,3.6,1.48,2.57,1.8,1.99,2.25,1.62,3.0,1.34
Romania Liga I,2024-04-24,13:00:00,6,SSC Farul,Rapid Bucureşti,3.15,1.98,3.65,2.37,2.9,2.87,1.43,2.6,1.06,8.0,1.38,3.05,2.1,1.6,1.88,1.87,1.37,1.35,1.52,1.56,1.33,1.81,1.36,3.17,2.0,7.85,2.2,1.32,2.98,1.59,2.16,2.03,1.7,2.67,1.39,3.69,1.23
Greece Super League,2024-04-24,13:30:00,7,Aris,Olympiakos Piraeus,5.5,2.2,2.3,4.2,3.5,1.7,1.4,2.75,1.01,9.3,1.26,3.34,1.83,1.8,1.91,1.91,2.15,1.22,1.18,1.88,2.0,1.69,1.59,3.28,3.38,8.9,1.46,1.47,2.49,1.92,1.88,2.41,1.5,3.28,1.27,4.75,1.13
Austria Bundesliga,2024-04-24,13:30:00,6,Austria Klagenfurt,Salzburg,6.0,2.4,1.95,6.0,4.2,1.4,1.3,3.4,1.03,16.0,1.18,4.05,1.61,2.05,1.91,1.91,2.75,1.2,1.1,1.23,2.15,1.26,1.48,2.74,3.46,8.5,1.45,1.29,3.14,1.55,2.3,2.0,1.8,2.4,1.5,3.48,1.24
Austria Bundesliga,2024-04-24,13:30:00,6,Hartberg,LASK Linz,3.75,2.1,3.0,2.87,3.25,2.15,1.4,2.75,1.02,8.6,1.29,3.15,1.91,1.73,1.8,1.95,1.63,1.32,1.36,1.36,1.29,1.07,1.31,2.38,2.33,8.0,1.82,1.25,3.42,1.55,2.3,1.85,1.95,2.3,1.55,3.2,1.28
Netherlands Eredivisie,2024-04-24,13:45:00,31,Twente,Almere City,1.73,2.6,8.5,1.35,5.25,8.5,1.29,3.5,1.02,17.5,1.18,4.65,1.67,2.1,2.05,1.7,1.07,1.15,3.6,2.47,1.2,1.82,1.24,3.06,1.24,10.5,5.4,1.25,3.25,1.48,2.38,1.82,1.87,2.28,1.52,2.95,1.3
France Ligue 1,2024-04-24,14:00:00,29,Lorient,PSG,6.0,2.63,1.83,8.0,4.8,1.4,1.25,3.75,1.01,21.0,1.11,5.2,1.45,2.63,1.67,2.1,2.85,1.18,1.13,0.93,2.43,1.2,1.62,2.82,3.45,8.5,1.44,1.25,3.25,1.48,2.35,1.83,1.86,2.3,1.5,3.0,1.3
Sweden Allsvenskan,2024-04-24,14:00:00,5,AIK,Värnamo,2.16,2.41,5.91,1.55,4.0,4.4,1.37,2.88,1.05,10.0,1.27,3.8,1.75,1.91,1.83,1.83,1.14,1.18,2.35,3.0,2.0,1.09,0.88,1.97,1.39,10.25,3.62,1.18,4.05,1.36,2.78,1.66,2.09,2.11,1.68,2.76,1.39
Sweden Allsvenskan,2024-04-24,14:00:00,5,IFK Göteborg,Häcken,3.0,2.2,3.0,2.37,3.4,2.5,1.3,3.2,1.04,11.0,1.22,4.33,1.6,2.1,1.5,2.35,1.48,1.22,1.5,0.5,1.0,1.05,1.24,2.29,1.86,9.5,2.22,1.11,5.15,1.25,3.42,1.47,2.49,1.8,1.95,2.25,1.57
Sweden Allsvenskan,2024-04-24,14:00:00,5,Brommapojkarna,Sirius,2.85,2.49,3.5,2.25,3.4,2.7,1.28,3.3,1.04,11.0,1.2,4.5,1.53,2.25,1.56,2.53,1.44,1.28,1.67,1.0,1.5,1.92,1.26,3.18,1.86,9.3,2.23,1.15,4.5,1.31,3.04,1.57,2.25,1.97,1.78,2.52,1.46
Egypt Egyptian Premier League,2024-04-24,14:00:00,19,Al Mokawloon,Zamalek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.14,1.27,1.73,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2024-04-24,14:00:00,19,Pyramids FC,National Bank of Egypt,1.91,2.3,6.5,1.4,4.33,7.0,1.36,3.08,1.01,9.3,1.28,3.54,1.8,2.0,2.0,1.73,1.06,1.18,2.67,2.0,1.0,2.03,1.37,3.4,1.36,9.0,3.68,1.21,3.74,1.41,2.6,2.38,2.05,2.22,1.64,2.84,1.35
Greece Super League,2024-04-24,14:30:00,7,AEK Athens,Panathinaikos,2.5,2.1,4.5,1.8,3.3,3.8,1.4,2.75,1.02,8.9,1.28,3.22,1.85,1.75,1.8,1.95,1.24,1.25,1.92,2.5,2.19,1.96,1.54,3.5,1.54,9.1,2.99,1.32,2.98,1.61,2.17,2.06,1.71,2.72,1.4,3.65,1.22
Switzerland Challenge League,2024-04-24,14:30:00,31,Stade Nyonnais,Vaduz,2.88,2.38,2.88,2.55,3.75,2.55,1.25,3.7,1.02,10.25,1.15,4.82,1.57,2.35,1.5,2.5,1.42,1.27,1.5,1.5,0.93,1.47,1.47,2.94,1.69,9.1,2.4,1.15,4.7,1.27,3.28,1.91,2.41,1.89,1.91,2.36,1.57
Uruguay Primera División,2024-04-24,15:00:00,1,Rampla Juniors,Defensor Sporting,5.0,2.2,2.38,4.5,3.4,1.67,1.4,2.75,1.06,8.0,1.33,3.2,1.85,1.8,1.83,1.83,2.05,1.22,1.13,1.0,1.25,0.8,1.69,2.49,3.2,9.0,1.44,1.29,3.3,1.52,2.47,1.86,1.94,2.32,1.58,2.9,1.36
Austria Bundesliga,2024-04-24,15:30:00,6,Rapid Wien,Sturm Graz,3.45,2.27,3.18,2.6,3.2,2.37,1.38,3.12,1.05,11.75,1.3,3.6,1.83,1.8,1.7,2.05,1.52,1.32,1.45,1.23,2.15,1.66,1.46,3.12,1.95,8.0,2.1,1.21,3.74,1.45,2.55,1.73,2.0,2.1,1.65,2.93,1.33
Belgium Pro League,2024-04-24,15:30:00,5,RSC Anderlecht,Cercle Brugge,2.6,2.15,3.75,2.0,3.3,3.1,1.33,3.0,1.05,9.5,1.22,4.09,1.67,2.0,1.57,2.2,1.3,1.25,1.73,2.47,1.47,1.59,1.58,3.17,1.52,7.5,3.05,1.27,3.6,1.42,2.65,1.73,2.0,2.2,1.61,2.85,1.38
Belgium Pro League,2024-04-24,15:30:00,5,Club Brugge,KRC Genk,2.38,2.25,3.95,1.75,3.7,3.6,1.3,3.2,1.04,10.0,1.2,4.33,1.57,2.15,1.57,2.2,1.25,1.2,1.91,2.12,1.63,1.84,1.67,3.51,1.37,8.5,3.75,1.23,4.0,1.4,2.8,1.61,2.2,2.0,1.73,2.6,1.44
Romania Liga I,2024-04-24,15:45:00,6,Sepsi,FCSB,4.1,2.07,2.75,3.3,3.1,2.0,1.38,2.8,1.06,9.75,1.32,3.1,1.95,1.7,1.81,1.95,1.72,1.32,1.27,1.56,2.18,1.63,1.56,3.19,2.06,8.2,2.01,1.42,2.57,1.79,1.92,2.3,1.52,3.14,1.29,4.2,1.17
England Premier League,2024-04-24,15:45:00,29,Wolverhampton Wanderers,AFC Bournemouth,3.1,2.2,3.25,2.45,3.6,2.7,1.36,3.0,0.0,0.0,0.0,0.0,1.57,2.25,1.62,2.2,0.0,0.0,0.0,1.5,1.13,1.31,1.45,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2024-04-24,15:45:00,38,Coventry City,Hull City,2.55,2.2,3.75,1.95,3.7,3.6,1.33,3.1,1.04,10.0,1.22,4.2,1.67,2.1,1.53,2.35,1.3,1.25,1.73,1.75,1.62,1.4,1.29,2.69,1.69,8.5,2.53,1.19,4.11,1.42,2.85,1.71,2.13,1.95,1.77,2.78,1.44
Netherlands Eredivisie,2024-04-24,16:00:00,31,Ajax,Excelsior,1.73,2.75,7.0,1.33,5.5,8.5,1.22,4.0,1.01,23.0,1.14,5.38,1.55,2.3,1.75,2.0,1.08,1.14,3.35,1.93,0.6,1.83,1.02,2.85,1.28,10.0,4.8,1.21,3.55,1.42,2.55,1.73,1.97,2.15,1.58,2.75,1.35
England Premier League,2024-04-24,16:00:00,29,Crystal Palace,Newcastle United,3.75,2.3,2.63,2.87,3.5,2.35,1.3,3.4,1.04,10.0,1.22,4.0,1.67,2.15,1.57,2.25,1.62,1.22,1.38,1.19,0.93,1.38,1.23,2.61,1.89,7.5,2.18,1.28,3.1,1.5,2.3,1.88,1.81,2.38,1.48,3.1,1.27
England Premier League,2024-04-24,16:00:00,29,Everton,Liverpool,5.0,2.3,2.2,5.0,4.2,1.61,1.33,3.25,1.01,15.0,1.14,5.25,1.5,2.48,1.75,2.0,2.6,1.18,1.15,1.19,2.0,1.63,1.61,3.24,2.88,8.0,1.56,1.2,3.7,1.38,2.65,1.67,2.04,2.08,1.64,2.65,1.37
England Premier League,2024-04-24,16:00:00,29,Manchester United,Sheffield United,1.8,2.6,7.5,1.33,5.5,8.0,1.29,3.5,1.02,34.0,1.09,7.0,1.6,2.3,1.95,1.8,1.06,1.08,3.6,1.73,0.38,1.66,0.92,2.58,1.24,11.5,5.2,1.11,5.4,1.2,3.7,1.38,2.65,1.63,2.08,1.98,1.71
France Ligue 1,2024-04-24,16:00:00,29,Olympique Marseille,Nice,2.75,2.1,4.0,2.15,3.3,3.4,1.4,2.75,1.02,8.7,1.3,3.18,2.0,1.75,1.8,1.95,1.3,1.26,1.78,2.07,1.36,1.63,1.35,2.98,1.7,7.5,2.55,1.33,2.85,1.61,2.12,2.02,1.68,2.63,1.38,3.55,1.22
France Ligue 1,2024-04-24,16:00:00,29,Monaco,Lille,2.63,2.3,3.75,2.2,3.6,3.1,1.33,3.25,1.04,14.75,1.23,4.28,1.6,2.2,1.57,2.25,1.33,1.24,1.78,1.71,1.14,1.73,1.24,2.97,1.75,7.5,2.4,1.27,3.15,1.5,2.3,1.87,1.82,2.35,1.49,3.1,1.28
Portugal LigaPro,2024-04-24,16:15:00,30,AVS,Porto II,2.34,2.35,4.53,1.8,3.5,3.6,1.34,3.25,1.01,9.9,1.23,3.56,1.73,1.91,1.72,2.13,1.25,1.28,1.94,2.0,1.36,1.6,1.42,3.02,1.67,9.6,2.49,1.1,5.55,1.22,3.65,1.41,2.6,1.76,2.04,2.19,1.66
