League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Slovenia PrvaLiga,2023-12-06,11:00:00,18,Aluminij,Domžale,3.4,2.05,3.0,2.84,3.02,2.34,1.43,2.65,1.07,7.75,1.33,3.2,1.98,1.74,1.75,2.0,1.47,1.28,1.33,1.0,1.25,1.38,1.57,2.95,2.2,7.6,1.95,1.18,4.3,1.35,2.9,1.61,2.25,1.99,1.81,2.49,1.5
Egypt Egyptian Premier League,2023-12-06,11:00:00,8,El Gounah,Pyramids FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,1.56,1.96,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-12-06,11:00:00,8,Masr,Al Ahly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.33,2.08,1.68,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic First League,2023-12-06,13:00:00,6,Mladá Boleslav,Viktoria Plzeň,3.7,2.1,2.8,2.95,3.4,2.2,1.4,2.75,1.06,11.0,1.32,3.45,1.8,1.9,1.75,1.95,1.65,1.32,1.35,2.29,1.43,1.44,1.7,3.14,2.32,8.5,1.82,1.12,5.6,1.23,3.56,1.44,2.58,1.83,1.98,2.19,1.6
Czech Republic First League,2023-12-06,13:00:00,17,Jablonec,Teplice,2.35,2.15,4.5,1.75,3.45,4.75,1.39,2.8,1.05,9.0,1.28,3.4,2.0,1.7,1.8,1.95,1.17,1.22,2.0,1.29,1.25,1.48,1.2,2.68,1.43,10.2,3.48,1.16,4.9,1.33,2.93,1.6,2.19,2.01,1.75,2.58,1.44
Slovenia PrvaLiga,2023-12-06,13:30:00,18,Koper,Maribor,3.4,2.1,2.9,3.05,3.25,2.3,1.38,2.8,1.01,9.5,1.25,3.42,1.85,1.85,1.68,2.05,1.48,1.28,1.35,1.75,1.0,1.49,1.56,3.05,1.88,9.0,2.16,1.21,3.9,1.33,3.05,1.7,2.12,2.11,1.71,2.71,1.38
Egypt Egyptian Premier League,2023-12-06,14:00:00,8,Al Mokawloon,El Daklyeh FC,2.6,1.95,4.75,1.8,3.2,4.33,1.46,2.5,1.01,2.88,1.34,2.88,2.1,1.65,2.2,1.62,1.21,1.31,1.85,0.33,0.0,1.09,1.14,2.23,1.52,9.2,2.95,1.23,3.56,1.51,2.54,1.83,1.97,2.29,1.61,3.04,1.31
Switzerland Super League,2023-12-06,14:30:00,16,St. Gallen,Yverdon Sport,1.78,2.65,6.0,1.28,5.0,7.0,1.21,3.95,1.02,21.0,1.12,5.5,1.36,2.9,1.65,2.15,1.05,1.11,3.1,3.0,0.71,2.11,1.01,3.12,1.23,11.0,5.1,1.1,5.4,1.26,3.3,1.49,2.37,1.93,1.88,2.37,1.47
Austria 2. Liga,2023-12-06,14:30:00,13,Sturm Graz II,Ried,6.0,2.6,1.8,6.75,4.75,1.33,1.3,3.4,1.03,11.0,1.17,4.75,1.5,2.4,1.73,2.0,2.5,1.15,1.1,0.86,1.29,1.39,1.68,3.07,3.5,10.5,1.38,0.0,0.0,1.2,3.88,1.91,2.71,1.66,2.09,2.04,1.66
France Ligue 2,2023-12-06,15:00:00,17,Annecy,Caen,3.3,2.0,3.1,2.55,3.25,2.35,1.43,2.6,1.07,7.5,1.33,3.25,1.9,1.8,1.77,1.93,1.47,1.33,1.43,1.25,1.0,1.35,1.34,2.69,2.0,7.5,2.05,1.4,2.72,1.74,2.02,2.21,1.59,2.98,1.32,4.25,1.17
