League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Bulgaria First League,2023-09-18,11:30:00,9,Hebar 1918,OFK Pirin,1.7,3.25,4.75,1.09,6.0,1.5,2.45,2.5,1.53,1.57,2.25,2.38,1.53,1.2,1.3,2.0,1.4,0.75,1.41,0.78,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League,2023-09-18,12:00:00,4,Atromitos,Volos NFC,1.95,3.25,3.5,1.06,10.0,1.25,3.6,1.9,1.95,1.36,3.0,1.8,1.95,1.17,1.22,1.95,1.0,0.5,0.0,0.52,0.52,1.45,8.0,3.31,1.49,1.98,2.55,3.6,5.0
Romania Liga I,2023-09-18,12:30:00,9,CSM Iaşi,Botoşani,2.45,3.0,2.9,1.06,8.5,1.38,2.9,2.29,1.63,1.48,2.5,1.9,1.83,1.28,1.28,1.55,0.33,0.4,1.37,1.26,2.63,2.0,7.5,2.1,1.48,1.88,2.5,3.5,5.1
Egypt Egyptian Premier League,2023-09-18,13:00:00,1,El Geish,National Bank of Egypt,2.63,2.55,2.88,1.13,5.5,1.48,2.45,2.6,1.48,1.6,2.37,2.0,1.73,1.3,1.51,1.43,3.0,0.0,0.0,0.0,0.0,1.87,6.6,2.43,1.39,1.75,2.17,2.75,3.9
Italy Serie A,2023-09-18,13:30:00,4,Salernitana,Torino,3.5,3.25,2.15,1.08,8.5,1.4,3.0,2.01,1.8,1.44,2.63,1.95,1.8,1.72,1.3,1.3,0.5,1.5,1.19,0.91,2.1,2.2,7.0,2.0,1.44,1.77,2.21,2.8,4.3
Denmark Superliga,2023-09-18,14:00:00,8,OB,Silkeborg,2.55,3.6,2.45,1.01,18.5,1.17,4.95,1.62,2.11,1.25,3.75,1.44,2.63,1.58,1.24,1.5,0.4,1.75,1.33,1.19,2.52,2.05,8.0,1.95,1.24,1.48,1.77,2.25,3.15
Sweden Allsvenskan,2023-09-18,14:00:00,23,Norrköping,Mjällby,1.95,3.25,3.6,1.06,10.0,1.36,3.2,1.79,1.91,1.4,2.75,1.75,2.0,1.28,1.28,1.8,1.42,1.83,1.44,1.14,2.58,1.64,7.25,2.75,1.14,1.29,1.56,1.9,2.55
Sweden Superettan,2023-09-18,14:00:00,22,Jönköpings Södra,Landskrona,2.4,3.3,2.8,1.03,15.0,1.22,4.0,1.76,2.06,1.33,3.25,1.57,2.25,1.47,1.22,1.57,1.55,1.18,1.38,1.41,2.79,1.8,7.2,2.4,1.2,1.36,1.65,2.1,2.75
Sweden Superettan,2023-09-18,14:00:00,22,Öster,Västerås SK,2.0,3.6,3.3,1.02,17.0,1.2,4.5,1.66,2.23,1.33,3.25,1.62,2.2,1.33,1.2,1.83,1.73,1.92,1.65,1.62,3.27,1.72,7.25,2.55,1.15,1.3,1.56,1.9,2.5
Bulgaria First League,2023-09-18,14:00:00,9,Levski Krumovgrad,Levski Sofia,5.5,3.5,1.48,1.07,7.5,1.3,3.3,2.03,1.83,1.4,2.75,2.0,1.73,2.0,1.2,1.15,2.0,1.33,1.34,2.13,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
