League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 2,2023-07-10,07:00:00,20,Asan Mugunghwa,Jeonnam Dragons,2.18,3.2,3.0,1.07,7.5,1.33,3.1,2.2,1.64,1.44,2.63,1.8,1.91,1.3,1.25,1.62,1.75,1.13,1.31,1.59,2.9,1.52,5.75,2.8,1.56,1.93,2.4,3.48,5.1
South Korea K League 2,2023-07-10,07:30:00,20,Sangju Sangmu,Busan I'Park,1.72,3.55,4.2,1.06,8.0,1.3,3.3,1.93,1.83,1.4,2.75,1.8,1.91,1.22,1.25,1.8,1.75,2.1,1.83,1.51,3.34,1.4,6.0,3.25,1.27,1.61,2.02,2.44,3.28
Argentina Primera División,2023-07-10,14:00:00,24,Barracas Central,Argentinos Juniors,3.4,3.0,2.05,1.08,6.2,1.37,2.8,2.5,1.5,1.53,2.38,2.1,1.67,1.7,1.36,1.29,1.58,1.0,1.14,1.49,2.63,2.95,5.75,1.5,1.47,1.81,2.24,3.08,4.45
Sweden Allsvenskan,2023-07-10,14:00:00,14,IFK Göteborg,Varberg,1.75,3.25,4.2,1.05,11.0,1.3,3.6,2.0,1.73,1.36,3.0,1.95,1.8,1.14,1.22,2.4,0.83,0.33,1.48,1.54,3.02,1.34,10.0,3.85,1.11,1.24,1.43,1.83,2.25
Sweden Allsvenskan,2023-07-10,14:00:00,14,Norrköping,Halmstad,2.0,3.2,3.25,1.05,12.0,1.3,3.6,1.91,1.8,1.4,2.75,1.75,2.0,1.26,1.25,1.9,1.33,1.5,1.25,1.15,2.4,1.64,8.5,2.66,1.14,1.26,1.49,1.9,2.4
Sweden Superettan,2023-07-10,14:00:00,13,Helsingborg,Östersunds FK,2.4,3.0,2.75,1.06,8.5,1.38,3.0,2.15,1.61,1.44,2.63,1.91,1.91,1.42,1.28,1.57,0.83,1.33,1.57,1.31,2.88,1.82,8.5,2.32,1.17,1.3,1.56,1.98,2.55
Sweden Superettan,2023-07-10,14:00:00,13,Trelleborg,Utsikten,2.5,3.2,2.5,1.04,10.0,1.28,3.6,1.8,1.91,1.36,3.0,1.7,2.05,1.5,1.25,1.52,2.0,2.33,1.47,1.54,3.01,2.1,8.5,1.91,1.18,1.3,1.55,1.88,2.5
Egypt Egyptian Premier League,2023-07-10,14:30:00,33,El Daklyeh FC,Ismaily SC,2.79,2.93,2.77,1.05,6.75,1.4,2.5,2.4,1.5,1.53,2.47,2.16,1.66,1.39,1.4,1.43,0.88,1.0,1.27,1.31,2.58,1.85,7.4,2.42,1.29,1.58,1.93,2.39,3.3
Egypt Egyptian Premier League,2023-07-10,14:30:00,33,El Geish,Aswan FC,2.09,2.98,4.13,1.08,5.9,1.48,2.45,2.55,1.45,1.6,2.25,2.11,1.69,1.22,1.39,1.74,1.25,0.94,1.25,1.19,2.44,1.65,8.5,2.62,1.38,1.75,2.25,2.93,4.1
Egypt Egyptian Premier League,2023-07-10,14:30:00,33,Ghazl El Mehalla,National Bank of Egypt,2.93,2.88,2.69,1.1,5.7,1.4,2.7,2.45,1.48,1.51,2.53,1.96,1.8,1.46,1.41,1.4,1.25,0.56,1.53,1.23,2.76,1.86,8.4,2.23,1.34,1.68,2.12,2.75,3.88
