League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2024-01-06,07:30:00,19,Rizespor,Hatayspor,2.75,2.2,3.75,2.2,3.45,2.88,1.36,3.0,1.01,9.9,1.22,3.64,1.72,1.97,1.67,2.1,1.36,1.3,1.8,2.22,0.7,1.3,1.25,2.55,1.73,8.0,2.4,1.3,3.1,1.55,2.2,1.98,1.7,2.65,1.39,3.75,1.21
Portugal LigaPro,2024-01-06,08:00:00,16,UD Oliveirense,CS Marítimo,4.6,2.25,2.15,4.75,3.8,1.61,1.36,3.0,1.05,9.0,1.25,3.75,1.76,1.88,1.73,2.0,2.15,1.25,1.17,1.11,2.11,1.47,1.3,2.77,2.54,9.4,1.65,1.14,4.7,1.29,3.18,1.54,2.45,1.98,1.83,2.27,1.62
Italy Serie A,2024-01-06,08:30:00,19,Inter Milan,Hellas Verona,1.53,2.88,12.0,1.14,6.95,14.1,1.25,3.75,1.02,19.0,1.16,5.5,1.45,2.51,2.25,1.57,1.03,1.1,4.6,2.5,0.5,1.81,1.17,2.98,1.17,12.0,7.0,1.23,3.45,1.43,2.5,1.74,1.96,2.18,1.58,2.8,1.34
England EFL League One,2024-01-06,09:30:00,27,Fleetwood Town,Derby County,5.5,2.25,2.2,4.8,3.65,1.62,1.36,3.0,1.05,9.5,1.25,3.75,1.77,1.87,1.91,1.91,2.25,1.2,1.14,0.62,2.15,1.33,1.43,2.76,3.06,9.0,1.51,1.13,5.0,1.25,3.6,1.32,3.2,1.56,2.33,2.0,1.8
England EFL League Two,2024-01-06,10:00:00,27,Harrogate Town,Doncaster Rovers,3.1,2.2,3.4,2.35,3.2,2.54,1.36,3.0,1.05,9.5,1.29,3.6,1.72,1.82,1.67,2.1,1.42,1.25,1.53,1.21,0.62,1.29,1.19,2.48,2.1,8.0,1.91,1.19,4.1,1.32,2.95,1.58,2.15,2.0,1.68,2.65,1.39
Turkey Süper Lig,2024-01-06,10:00:00,19,İstanbul Başakşehir,Adana Demirspor,2.5,2.3,4.0,2.5,3.65,2.41,1.33,3.25,1.01,14.9,1.18,4.05,1.65,2.07,1.67,2.1,1.28,1.3,2.0,1.56,0.67,1.24,1.45,2.69,1.62,8.5,2.63,1.18,4.2,1.35,2.85,1.63,2.05,2.05,1.62,2.8,1.36
Portugal LigaPro,2024-01-06,11:00:00,16,FC Penafiel,Vilaverdense,2.45,2.05,4.5,1.85,3.44,4.15,1.45,2.55,1.06,8.0,1.36,2.95,2.11,1.68,1.93,1.73,1.17,1.25,1.91,2.0,0.44,1.54,1.3,2.84,1.49,10.25,2.97,1.1,5.5,1.22,3.65,1.41,2.6,1.83,1.98,2.14,1.71
Italy Serie A,2024-01-06,11:00:00,19,Frosinone,Monza,3.25,2.2,3.2,2.42,3.25,2.7,1.4,2.75,1.06,13.5,1.3,3.6,1.71,1.97,1.7,2.05,1.47,1.3,1.49,1.7,1.2,1.26,1.28,2.54,1.97,7.0,2.1,1.32,2.9,1.58,2.18,1.97,1.72,2.5,1.42,3.35,1.24
Wales Welsh Premier League,2024-01-06,11:30:00,19,Barry Town United,Newtown,4.0,2.2,2.5,3.56,3.7,1.82,1.36,3.0,1.01,11.4,1.19,3.95,1.67,2.1,1.73,2.0,1.9,1.2,1.2,1.18,1.3,1.39,1.29,2.68,2.19,7.3,1.91,1.19,4.1,1.33,3.05,1.58,2.21,1.98,1.8,2.43,1.47
Wales Welsh Premier League,2024-01-06,11:30:00,16,The New Saints,Cardiff MU,1.36,3.4,11.0,1.06,6.42,14.97,1.18,4.33,1.02,21.0,1.05,7.0,1.27,3.28,2.15,1.57,1.01,1.04,6.5,2.8,1.18,2.81,1.12,3.93,1.04,20.0,12.8,1.23,3.7,1.35,2.95,1.67,2.08,2.13,1.64,2.77,1.39
England EFL League Two,2024-01-06,12:00:00,27,Salford City,Forest Green Rovers,2.88,2.25,3.5,1.97,3.35,3.5,1.36,3.0,1.05,9.5,1.25,3.85,1.58,2.18,1.62,2.2,1.38,1.25,1.6,0.77,0.75,1.36,1.22,2.58,1.95,8.0,2.1,1.19,4.1,1.32,2.95,1.58,2.15,2.0,1.68,2.65,1.39
England EFL League Two,2024-01-06,12:00:00,27,AFC Wimbledon,Grimsby Town,2.39,2.35,4.81,1.78,3.87,4.44,1.36,3.2,1.02,10.0,1.26,3.87,1.83,2.01,1.73,2.0,1.17,1.22,2.0,1.5,0.69,1.71,1.31,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
