League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Czech Republic First League,2023-12-13,13:00:00,17,České Budějovice,Hradec Králové,2.75,2.2,3.4,2.15,3.4,3.1,1.33,3.05,1.04,12.25,1.25,3.9,1.75,1.95,1.57,2.3,1.38,1.22,1.65,1.0,0.67,1.33,1.09,2.42,1.8,9.3,2.37,1.17,4.8,1.29,3.14,1.54,2.32,2.0,1.8,2.46,1.48
Czech Republic First League,2023-12-13,13:00:00,17,Mladá Boleslav,Karviná,1.95,2.5,5.0,1.45,4.5,6.0,1.27,3.45,1.02,12.0,1.18,4.5,1.55,2.3,1.68,2.1,1.09,1.15,2.6,1.89,0.44,1.46,1.23,2.69,1.33,11.0,4.14,1.12,5.7,1.26,3.34,1.48,2.47,1.8,2.0,2.27,1.56
Czech Republic First League,2023-12-13,14:00:00,17,Bohemians 1905,Slovan Liberec,2.85,2.33,3.74,2.15,3.4,3.05,1.36,3.22,1.03,9.0,1.25,3.6,1.75,1.95,1.65,2.1,1.28,1.3,1.62,1.33,0.75,1.72,1.48,3.2,1.75,8.5,2.41,1.15,4.9,1.22,3.64,1.43,2.62,2.0,1.8,2.22,1.67
Switzerland Challenge League,2023-12-13,15:00:00,16,Thun,Bellinzona,1.95,2.38,5.5,1.5,4.75,5.75,1.25,3.75,1.02,13.0,1.14,5.0,1.67,2.15,1.83,1.83,1.08,1.12,2.8,2.33,1.25,1.64,1.25,2.89,1.5,9.1,3.04,1.19,4.0,1.4,2.64,2.25,1.98,2.17,1.61,2.84,1.35
Switzerland Super League,2023-12-13,16:30:00,16,Winterthur,Zürich,4.04,2.46,2.53,3.15,3.4,2.0,1.3,3.2,1.04,11.0,1.22,4.33,1.65,2.1,1.5,2.35,1.8,1.22,1.29,1.75,1.63,1.7,1.52,3.22,2.44,8.0,1.75,1.19,3.98,1.35,2.85,1.63,2.05,2.05,1.63,2.8,1.36
England Championship,2023-12-13,16:45:00,21,Cardiff City,Birmingham City,2.75,2.05,4.33,2.08,3.38,3.78,1.44,2.63,1.03,7.9,1.34,2.89,2.07,1.69,1.91,1.8,1.24,1.31,1.89,1.73,0.64,1.25,1.35,2.6,1.59,8.5,2.78,1.23,3.95,1.43,2.7,1.75,2.0,2.25,1.6,3.05,1.35
England Championship,2023-12-13,16:45:00,21,Coventry City,Southampton,3.25,2.1,2.95,2.78,3.39,2.6,1.36,2.87,1.05,9.5,1.25,3.7,1.86,1.99,1.63,2.1,1.53,1.3,1.42,1.64,1.73,1.47,1.58,3.05,2.1,8.5,1.91,1.17,4.8,1.3,3.25,1.56,2.33,1.95,1.85,2.55,1.47
England Championship,2023-12-13,16:45:00,21,Leicester City,Millwall,1.85,2.37,6.5,1.46,4.59,7.04,1.33,3.0,1.04,10.0,1.22,4.0,1.8,1.93,2.0,1.68,1.09,1.17,2.95,2.45,1.18,1.63,1.02,2.65,1.31,9.5,4.13,1.23,3.95,1.43,2.7,1.75,2.0,2.25,1.6,3.05,1.35
England Championship,2023-12-13,16:45:00,21,Norwich City,Sheffield Wednesday,2.6,2.2,4.33,1.93,3.65,4.01,1.4,2.75,1.05,11.0,1.32,3.4,1.91,1.94,1.8,1.91,1.22,1.29,1.83,1.73,0.36,1.52,1.01,2.53,1.64,8.5,2.64,1.2,4.3,1.37,2.95,1.66,2.14,2.1,1.68,2.8,1.4
England Championship,2023-12-13,16:45:00,21,Queens Park Rangers,Plymouth Argyle,2.88,2.25,3.5,2.0,3.6,3.25,1.36,3.0,1.01,10.5,1.22,3.7,1.75,1.95,1.62,2.2,1.34,1.31,1.76,0.9,0.36,1.27,1.24,2.51,1.82,8.5,2.32,1.1,5.4,1.28,3.5,1.5,2.48,1.88,1.93,2.38,1.54
Uruguay Primera División,2023-12-13,17:00:00,0,Liverpool FC Montevideo,Peñarol,3.5,1.95,3.6,2.45,3.05,2.85,1.53,2.38,1.1,7.0,1.44,2.63,2.1,1.65,2.1,1.67,1.38,1.32,1.42,1.97,1.89,1.77,1.54,3.31,2.03,8.7,2.01,1.23,3.56,1.51,2.54,1.83,1.98,2.26,1.63,3.04,1.31
England Championship,2023-12-13,17:00:00,21,Middlesbrough,Hull City,2.4,2.25,4.5,1.93,3.83,3.85,1.36,3.0,1.04,13.0,1.26,4.0,1.85,2.01,1.73,2.0,1.23,1.27,1.9,1.45,1.55,1.55,1.34,2.89,1.41,9.0,3.49,1.21,4.2,1.38,2.88,1.68,2.1,2.14,1.66,2.88,1.38
