League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Ukraine Ukrainian Premier League,2023-05-25,07:00:00,28,Minai,Rukh Vynnyky,2.62,3.06,2.9,1.07,6.4,1.5,2.4,2.27,1.56,1.44,2.65,1.96,1.8,1.44,1.38,1.45,1.0,0.71,1.09,1.11,2.2,2.13,8.7,1.92,1.26,1.5,1.87,2.4,3.28
Ukraine Ukrainian Premier League,2023-05-25,08:00:00,28,Inhulets,Metalist 1925 Kharkiv,1.93,3.35,3.91,1.09,6.75,1.42,2.65,2.31,1.56,1.46,2.6,2.0,1.7,1.19,1.3,2.0,1.13,1.0,1.16,1.0,2.16,1.58,9.0,2.77,1.24,1.52,1.86,2.31,3.14
Ukraine Ukrainian Premier League,2023-05-25,08:00:00,28,Lviv,Chornomorets,4.94,3.81,1.63,1.05,11.5,1.28,3.3,1.86,1.89,1.38,2.8,2.12,1.67,2.55,1.23,1.11,0.57,1.57,1.0,1.16,2.16,2.65,8.7,1.63,1.32,1.66,2.05,2.67,3.74
Ukraine Ukrainian Premier League,2023-05-25,11:10:00,28,Hirnyk,Metal Kharkiv,1.61,3.85,5.1,1.04,12.0,1.27,3.5,1.85,1.9,1.39,2.85,1.85,1.85,1.16,1.22,2.2,1.73,0.73,1.16,0.93,2.09,1.19,11.0,5.65,1.23,1.44,1.83,2.25,3.04
Sweden Allsvenskan,2023-05-25,14:00:00,18,Degerfors,Hammarby,4.17,3.72,1.85,1.03,15.0,1.22,4.3,1.8,1.91,1.3,3.4,1.65,2.18,2.04,1.27,1.24,1.8,0.2,1.36,1.34,2.7,3.1,7.5,1.54,1.22,1.42,1.74,2.23,3.0
Bulgaria First League,2023-05-25,14:15:00,3,Beroe,Spartak Varna,1.52,3.8,5.25,1.05,9.0,1.3,3.4,1.91,1.83,1.36,3.0,1.91,1.8,1.15,1.24,2.34,1.25,0.31,1.32,1.04,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2023-05-25,14:30:00,36,RCD Mallorca,Valencia CF,2.74,3.0,2.84,1.12,6.5,1.51,2.38,2.8,1.45,1.62,2.2,2.2,1.62,1.7,1.33,1.28,1.71,0.71,1.19,1.4,2.59,2.43,8.0,1.74,1.34,1.61,2.0,2.55,3.45
Iceland Úrvalsdeild,2023-05-25,15:00:00,9,KA,Víkingur Reykjavík,2.85,3.65,2.19,1.02,17.0,1.17,4.55,1.57,2.3,1.28,3.2,1.47,2.4,1.71,1.28,1.32,1.6,3.0,1.51,2.29,3.8,2.4,9.4,1.78,1.13,1.28,1.52,1.89,2.41
Italy Serie B,2023-05-25,15:30:00,0,Cosenza,Brescia,2.64,3.15,2.75,1.07,6.5,1.37,2.8,2.17,1.7,1.5,2.5,1.95,1.8,1.43,1.33,1.52,1.05,1.05,1.45,1.44,2.89,1.95,8.0,2.1,1.25,1.47,1.88,2.4,3.4
Switzerland Super League,2023-05-25,15:30:00,35,Servette,Basel,1.86,3.83,3.83,1.03,19.0,1.18,4.5,1.58,2.23,1.27,3.45,1.52,2.45,1.25,1.27,1.95,1.88,1.18,1.74,1.54,3.28,1.34,9.5,3.86,1.2,1.32,1.56,1.99,2.6
