League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Croatia Prva HNL,2024-04-05,11:30:00,29,Rudeš,Osijek,1.73,2.6,9.0,1.25,5.25,10.0,1.36,3.0,1.04,10.0,1.25,3.75,1.62,2.25,2.05,1.7,2.9,1.18,1.06,0.43,1.14,1.29,1.31,2.6,4.86,10.0,1.26,1.35,2.95,1.67,2.07,2.13,1.63,2.9,1.36,3.8,1.22
Romania Liga I,2024-04-05,11:30:00,3,UTA Arad,Botoşani,2.66,2.13,4.51,2.05,3.4,3.3,1.46,2.6,1.04,7.8,1.37,3.01,2.1,1.68,1.9,1.86,1.26,1.3,1.76,1.88,0.41,1.48,1.21,2.69,1.69,8.0,2.62,1.32,3.1,1.54,2.32,1.96,1.75,2.55,1.45,3.48,1.24
Slovakia Super Liga,2024-04-05,12:30:00,4,Žilina,Slovan Bratislava,5.25,2.5,1.9,3.22,3.3,1.83,1.25,3.55,1.02,15.5,1.16,5.07,1.56,2.28,1.6,2.15,2.7,1.14,1.11,2.15,2.62,2.04,1.8,3.84,2.68,7.9,1.65,1.38,2.71,1.85,1.95,2.14,1.6,3.0,1.34,3.9,1.23
Poland Ekstraklasa,2024-04-05,13:00:00,27,Cracovia Kraków,ŁKS Łódź,2.0,2.35,5.5,1.56,4.1,5.75,1.34,3.05,1.04,10.0,1.25,3.75,1.75,1.97,1.9,1.83,1.07,1.16,2.6,1.15,0.23,1.79,1.16,2.95,1.31,9.5,4.13,1.21,3.74,1.41,2.6,1.73,1.99,2.17,1.58,2.88,1.34
Austria 2. Liga,2024-04-05,13:10:00,22,SV Stripfing Weiden,Liefering,4.0,2.4,2.2,3.3,3.65,1.88,1.25,3.45,1.03,10.0,1.17,4.75,1.56,2.32,1.57,2.25,2.1,1.18,1.2,1.6,1.1,1.17,1.64,2.81,2.9,9.2,1.53,0.0,0.0,1.33,3.05,2.2,2.05,2.16,1.66,2.7,1.41
Austria 2. Liga,2024-04-05,13:10:00,22,First Vienna,St. Pölten,3.4,2.2,2.75,3.2,3.33,2.01,1.38,2.8,1.05,8.5,1.28,3.45,1.87,1.87,1.67,2.1,1.75,1.25,1.3,1.5,1.7,1.31,1.57,2.88,2.2,9.1,1.85,0.0,0.0,1.31,3.1,1.54,2.33,1.87,1.83,2.33,1.53
Austria 2. Liga,2024-04-05,13:10:00,22,Horn,Lafnitz,2.88,2.25,3.1,1.78,3.67,3.65,1.31,3.28,1.02,10.0,1.18,4.05,1.65,2.16,1.57,2.25,1.33,1.26,1.71,2.1,1.1,1.41,1.19,2.6,1.72,8.9,2.43,0.0,0.0,1.32,3.1,2.25,2.2,2.05,1.7,2.65,1.42
Austria 2. Liga,2024-04-05,13:10:00,22,Kapfenberger SV,Ried,5.0,2.2,2.2,4.62,3.85,1.58,1.36,2.99,1.01,9.7,1.24,3.48,1.82,1.92,1.83,1.83,2.32,1.22,1.13,1.0,1.2,1.24,1.55,2.79,3.58,9.8,1.38,1.21,3.74,1.39,2.77,1.73,1.99,2.2,1.6,2.95,1.35
Germany 2. Bundesliga,2024-04-05,13:30:00,28,Paderborn,Hertha BSC,2.6,2.35,3.4,2.02,4.0,3.18,1.22,3.8,1.01,11.0,1.11,5.7,1.37,2.64,1.4,2.7,1.37,1.28,1.62,1.38,1.15,1.72,1.31,3.03,1.69,8.5,2.62,1.13,4.9,1.27,3.28,1.5,2.41,2.0,1.8,2.36,1.52
Germany 2. Bundesliga,2024-04-05,13:30:00,28,Hansa Rostock,Wehen Wiesbaden,2.9,2.15,3.4,2.51,3.53,2.64,1.33,3.0,1.03,9.5,1.25,3.6,1.73,1.99,1.62,2.15,1.35,1.35,1.55,1.31,1.0,1.34,1.29,2.63,1.69,8.5,2.53,1.14,4.65,1.29,3.14,1.53,2.33,2.0,1.8,2.44,1.49
Portugal LigaPro,2024-04-05,14:00:00,28,CD Nacional,AVS,2.81,2.28,3.83,2.29,3.18,2.79,1.36,3.13,1.02,9.0,1.25,3.42,1.84,1.89,1.7,2.1,1.33,1.3,1.63,2.31,2.15,1.78,1.44,3.22,1.68,9.1,2.5,0.0,0.0,1.16,4.3,1.32,2.98,1.55,2.23,1.89,1.81
Denmark Superliga,2024-04-05,14:00:00,2,Lyngby,OB,3.5,2.25,2.88,3.03,3.55,2.28,1.33,3.25,1.05,9.5,1.25,3.95,1.72,2.14,1.62,2.2,1.62,1.25,1.36,1.45,1.91,1.4,1.19,2.59,2.2,8.5,1.83,1.1,5.4,1.36,2.9,1.62,2.18,1.73,2.0,2.5,1.48
Romania Liga I,2024-04-05,14:30:00,3,Sepsi,SSC Farul,2.75,2.05,3.75,2.45,3.03,2.84,1.42,2.62,1.05,8.0,1.33,3.0,2.15,1.62,1.8,1.95,1.28,1.25,1.6,1.69,1.5,1.61,1.45,3.06,1.82,7.5,2.42,1.39,2.77,1.73,1.99,2.23,1.58,3.05,1.33,3.65,1.22
Austria Bundesliga,2024-04-05,14:30:00,3,Rheindorf Altach,Wattens,2.5,2.1,4.75,2.06,3.55,3.4,1.4,2.75,1.06,9.5,1.36,3.1,1.9,1.81,1.95,1.8,1.22,1.25,2.0,1.08,0.83,1.44,1.12,2.56,1.51,8.5,3.07,1.16,4.3,1.33,2.93,1.64,2.21,2.0,1.74,2.62,1.43
Netherlands Eerste Divisie,2024-04-05,15:00:00,33,Telstar,PSV II,2.6,2.4,3.6,2.1,3.25,3.5,1.24,3.8,1.01,11.0,1.11,5.25,1.48,2.6,1.42,2.62,1.33,1.25,1.83,1.38,0.8,1.67,1.52,3.19,1.55,8.9,2.96,0.0,0.0,1.35,2.84,1.67,2.19,2.07,1.74,2.6,1.41
Netherlands Eerste Divisie,2024-04-05,15:00:00,33,Oss,Eindhoven,3.1,2.15,3.0,2.62,3.46,2.65,1.35,2.95,1.05,9.5,1.25,3.8,1.85,1.99,1.62,2.2,1.48,1.25,1.48,1.2,1.38,1.25,1.39,2.64,1.72,7.6,2.61,0.0,0.0,1.36,2.79,1.69,2.14,2.11,1.71,2.71,1.38
