League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Austria 2. Liga,2023-08-27,05:30:00,5,Lafnitz,Grazer AK,2.94,3.5,2.02,1.01,10.5,1.2,4.2,1.64,2.18,1.33,3.25,1.62,2.2,1.83,1.2,1.28,3.0,3.0,1.48,1.54,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2023-08-27,05:30:00,5,Sturm Graz II,Kapfenberger SV,1.96,3.6,3.05,1.03,11.0,1.17,4.75,1.56,2.33,1.29,3.5,1.57,2.25,1.32,1.17,1.8,0.5,1.5,1.32,1.07,2.39,1.55,7.5,3.1,0.0,1.36,1.61,1.96,2.46
Japan J2 League,2023-08-27,06:00:00,32,Blaublitz Akita,Shimizu S-Pulse,3.75,3.4,1.93,1.03,7.9,1.38,3.05,1.93,1.93,1.44,2.63,2.0,1.73,2.05,1.32,1.14,1.07,1.5,1.28,1.66,2.94,2.88,7.5,1.62,1.26,1.51,1.96,2.55,3.4
Portugal LigaPro,2023-08-27,07:00:00,3,UD Oliveirense,FC Penafiel,2.28,3.2,2.8,1.06,8.0,1.33,3.1,2.04,1.8,1.44,2.6,1.8,1.91,1.4,1.3,1.53,3.0,0.0,1.65,0.85,2.5,1.75,7.5,2.5,0.0,1.29,1.5,1.95,2.43
Portugal LigaPro,2023-08-27,07:00:00,3,Porto II,União de Leiria,2.11,3.25,3.05,1.01,9.3,1.26,3.4,1.99,1.85,1.38,2.91,1.69,2.11,1.38,1.29,1.56,1.0,1.0,1.38,1.52,2.9,1.85,7.0,2.4,1.27,1.5,1.9,2.45,3.4
South Korea K League 1,2023-08-27,07:00:00,28,FC Seoul,Ulsan,2.72,3.2,2.25,1.05,9.0,1.29,3.5,2.04,1.8,1.36,3.0,1.67,2.1,1.52,1.32,1.33,1.71,2.0,1.75,1.65,3.4,1.91,7.0,2.3,1.33,1.65,2.05,2.63,3.84
Japan J2 League,2023-08-27,07:00:00,32,Roasso Kumamoto,Iwaki,2.45,3.25,2.75,1.05,7.8,1.25,3.5,1.93,1.93,1.4,2.75,1.73,2.0,1.3,1.25,1.6,0.94,1.07,1.48,1.31,2.79,1.85,7.0,2.4,1.28,1.44,1.95,2.17,2.63
South Korea K League 2,2023-08-27,07:00:00,28,Anyang,Jeonnam Dragons,1.95,3.4,3.2,1.05,8.0,1.25,3.6,1.78,2.0,1.33,3.0,1.68,2.1,1.25,1.22,1.8,1.58,1.08,1.62,1.55,3.17,1.57,8.5,2.85,1.4,1.78,2.22,3.04,0.0
Netherlands Eredivisie,2023-08-27,07:15:00,3,PEC Zwolle,Utrecht,2.98,3.55,2.15,1.02,17.0,1.18,4.65,1.53,2.35,1.29,3.5,1.5,2.5,1.63,1.22,1.42,0.0,0.0,2.24,0.74,2.98,2.23,7.5,1.88,1.24,1.47,1.8,2.25,2.95
South Korea K League 1,2023-08-27,07:30:00,28,Gwangju,Suwon Bluewings,1.85,3.3,3.6,1.04,7.7,1.36,2.83,2.04,1.8,1.44,2.63,1.91,1.8,1.23,1.31,1.88,1.62,1.0,1.71,1.29,3.0,1.5,7.5,3.3,1.57,1.9,2.4,3.56,5.2
