League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Japan J1 League,2023-10-27,07:00:00,31,Nagoya Grampus,Sagan Tosu,2.2,2.2,4.75,1.6,3.7,4.8,1.36,2.87,1.04,10.5,1.26,3.5,1.77,1.94,1.82,1.85,1.15,1.2,2.0,2.0,1.13,1.36,1.17,2.53,1.67,8.0,2.5,1.28,3.4,1.52,2.45,1.93,1.88,2.35,1.55,3.1,1.33
Bulgaria First League,2023-10-27,08:00:00,15,Slavia Sofia,Levski Krumovgrad,2.88,2.05,4.33,1.95,3.4,3.3,1.5,2.5,1.08,6.5,1.38,2.9,1.95,1.75,1.91,1.8,1.22,1.28,1.65,1.0,0.57,1.37,1.37,2.74,1.23,10.25,5.45,1.38,2.8,1.69,2.09,2.12,1.64,2.79,1.36,0.0,0.0
Bulgaria First League,2023-10-27,10:30:00,15,CSKA Sofia,Arda,2.2,2.1,6.5,1.44,3.8,6.5,1.44,2.63,1.07,7.0,1.36,2.95,2.1,1.65,2.2,1.62,1.07,1.2,2.4,1.86,1.43,1.67,1.47,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-10-27,11:00:00,5,Pyramids FC,Al Masry,5.5,2.1,2.2,4.75,3.6,1.6,1.43,2.7,1.03,8.2,1.35,3.22,2.15,1.67,2.2,1.62,1.19,1.27,1.95,2.33,1.0,1.58,0.95,2.53,1.56,9.0,2.83,1.24,3.48,1.52,2.48,1.85,1.95,2.32,1.59,3.08,1.3
Romania Liga I,2023-10-27,11:30:00,14,Voluntari,Sepsi,3.85,1.93,3.2,3.0,3.0,2.3,1.5,2.4,1.09,6.0,1.49,2.46,2.3,1.5,2.12,1.67,1.53,1.36,1.33,1.0,0.88,1.35,1.17,2.52,1.92,6.75,2.32,1.53,2.4,1.95,1.8,2.63,1.45,3.7,1.25,5.4,1.14
Slovenia PrvaLiga,2023-10-27,12:30:00,14,Celje,Domžale,2.05,2.25,4.9,1.55,4.0,5.5,1.32,3.22,1.04,10.0,1.22,4.0,1.57,2.28,1.75,2.0,1.1,1.17,2.35,2.57,0.67,1.71,1.53,3.24,1.49,9.4,3.05,1.21,3.9,1.39,2.77,1.7,2.03,2.13,1.63,2.8,1.38
Slovakia Super Liga,2023-10-27,12:30:00,12,Podbrezová,Dukla Banská Bystrica,2.2,2.4,4.0,1.9,3.5,3.5,1.25,3.75,1.02,12.0,1.2,4.2,1.57,2.25,1.53,2.38,1.2,1.18,1.95,2.43,2.0,2.14,1.3,3.44,1.39,10.7,3.3,1.1,6.3,1.2,4.2,1.31,3.15,1.56,2.27,1.85,1.95
Serbia SuperLiga,2023-10-27,13:00:00,13,Javor Ivanjica,Napredak,2.88,2.05,3.6,2.2,3.25,3.0,1.41,2.77,1.02,8.6,1.33,3.2,2.23,1.58,1.74,2.04,1.33,1.29,1.59,2.25,1.0,1.18,1.26,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-10-27,13:00:00,13,Korona Kielce,Puszcza Niepołomice,2.45,2.1,4.33,1.85,3.6,4.0,1.39,2.8,1.05,8.5,1.28,3.5,1.95,1.9,1.78,1.95,1.18,1.22,1.9,1.5,0.14,1.68,1.36,3.04,1.55,8.5,3.01,1.27,3.55,1.5,2.48,1.88,1.93,2.45,1.5,3.4,1.29
Croatia Prva HNL,2023-10-27,13:00:00,13,Slaven Koprivnica,Hajduk Split,5.8,2.2,2.0,5.61,3.98,1.53,1.36,3.0,1.05,9.0,1.29,3.5,1.83,1.9,1.91,1.8,2.4,1.25,1.1,1.43,2.0,1.37,1.43,2.8,3.44,9.1,1.46,1.4,2.72,1.74,2.02,2.21,1.59,2.98,1.32,3.4,1.27
