League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-06-29,08:35:00,13,Shenzhen,Chengdu Better City FC,8.85,5.0,1.34,1.03,12.0,1.22,4.0,1.69,2.17,1.3,3.4,2.0,1.75,3.28,1.16,1.06,1.25,2.0,1.27,1.29,2.56,5.0,10.0,1.22,1.36,1.72,2.22,3.0,4.1
China Chinese Super League,2023-06-29,08:35:00,13,Beijing Guoan,Shanghai SIPG,2.57,2.87,2.7,1.03,9.0,1.17,4.3,1.67,2.1,1.3,3.4,1.53,2.38,1.75,1.27,1.33,1.71,2.71,1.81,1.52,3.33,2.2,8.0,1.91,1.3,1.49,1.93,2.37,3.3
China Chinese Super League,2023-06-29,08:35:00,13,Shandong Luneng,Changchun Yatai,1.67,4.31,3.61,1.02,10.0,1.14,4.65,1.6,2.2,1.29,3.5,1.67,2.1,1.14,1.2,2.54,2.6,1.43,2.05,1.44,3.49,1.25,9.5,4.5,1.32,1.61,2.1,2.77,4.0
Egypt Egyptian Premier League,2023-06-29,13:00:00,32,Ismaily SC,Aswan FC,2.45,2.27,3.85,1.07,6.15,1.6,2.25,2.26,1.48,1.55,2.43,2.14,1.67,1.24,1.36,1.77,1.13,0.94,1.31,1.21,2.52,0.0,0.0,0.0,0.0,1.55,1.92,2.38,0.0
Egypt Egyptian Premier League,2023-06-29,15:30:00,32,National Bank of Egypt,Al Ahly,5.8,3.8,1.51,1.02,8.9,1.28,3.2,1.91,1.8,1.4,2.93,1.99,1.78,2.42,1.24,1.12,1.73,2.82,1.39,1.94,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland Úrvalsdeild,2023-06-29,16:15:00,13,Stjarnan,FH,2.51,3.45,2.31,1.03,11.0,1.16,4.35,1.43,2.44,1.29,3.42,1.53,2.4,1.38,1.27,1.68,1.67,0.83,1.84,1.53,3.37,1.75,8.5,2.41,0.0,0.0,0.0,0.0,0.0
Iceland Úrvalsdeild,2023-06-29,16:15:00,13,Fylkir,Víkingur Reykjavík,4.3,3.95,1.6,1.01,16.5,1.11,5.5,1.41,2.48,1.22,4.05,1.51,2.45,2.54,1.18,1.15,1.43,2.6,1.33,1.93,3.26,3.68,10.0,1.37,0.0,0.0,0.0,0.0,2.0
South America Copa Libertadores,2023-06-29,19:00:00,6,Boca Juniors,Monagas,1.24,6.0,14.0,1.03,13.0,1.25,3.75,1.62,2.07,1.36,3.0,2.5,1.5,1.05,1.14,3.7,2.0,1.0,1.67,1.21,2.88,1.26,10.0,4.86,1.27,1.52,2.0,2.46,3.28
South America Copa Libertadores,2023-06-29,19:00:00,6,Colo-Colo,Deportivo Pereira,1.57,4.1,6.0,1.04,11.0,1.3,3.4,1.9,1.91,1.4,2.75,2.0,1.75,1.15,1.24,2.25,1.0,1.4,2.08,1.36,3.44,1.34,9.0,3.88,1.27,1.52,2.0,2.44,3.28
South America Copa Libertadores,2023-06-29,21:00:00,6,Palmeiras,Bolívar,1.33,5.0,9.8,1.02,13.0,1.12,6.0,1.62,2.08,1.25,3.75,2.5,1.5,1.02,1.07,5.75,2.4,2.4,2.14,1.46,3.6,1.05,17.5,12.6,1.21,1.36,1.66,2.11,2.72
South America Copa Libertadores,2023-06-29,21:00:00,6,Barcelona,Cerro Porteño,1.83,3.8,4.2,1.03,13.0,1.22,4.0,2.03,1.8,1.36,3.0,1.8,1.95,1.22,1.25,1.98,0.6,1.67,2.14,1.44,3.58,1.51,9.4,3.16,1.25,1.48,1.85,2.36,3.18
