League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-07-28,08:35:00,19,Henan Jianye,Shenzhen,1.32,4.82,8.48,1.0,10.5,1.2,4.2,1.79,1.98,1.3,3.25,2.3,1.57,1.03,1.08,4.0,1.22,0.25,1.13,0.85,1.98,1.34,9.7,4.1,1.33,1.74,2.16,2.77,4.15
Ukraine Ukrainian Premier League,2023-07-28,11:00:00,1,Obolon-Brovar,Kolos Kovalivka,3.55,3.25,1.97,1.06,8.0,1.33,3.1,2.0,1.77,1.42,2.65,1.83,1.9,1.72,1.25,1.3,0.0,0.0,0.0,0.0,0.0,2.38,6.5,1.91,1.25,1.48,1.95,2.35,3.2
Finland Veikkausliiga,2023-07-28,12:00:00,17,Ilves,VPS,2.77,3.33,2.58,1.07,9.95,1.36,3.2,2.1,1.74,1.43,2.6,1.83,1.93,1.5,1.3,1.44,1.38,0.88,1.23,1.37,2.6,1.75,8.0,2.44,1.27,1.46,1.9,2.25,3.0
Romania Liga I,2023-07-28,12:30:00,3,U Craiova 1948,Universitatea Cluj,2.39,3.13,3.0,1.08,7.0,1.4,2.75,2.2,1.6,1.44,2.62,1.85,1.85,1.33,1.36,1.53,0.0,1.0,1.24,1.14,2.38,1.75,8.7,2.51,1.36,1.67,2.05,2.79,4.1
Austria 2. Liga,2023-07-28,12:45:00,1,Leoben,Horn,2.78,3.3,2.18,1.04,10.0,1.2,4.2,1.69,1.96,1.33,3.25,1.62,2.2,1.42,1.22,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2023-07-28,12:45:00,1,Grazer AK,Amstetten,1.49,4.64,5.74,1.03,11.0,1.16,4.75,1.5,2.4,1.29,3.5,1.67,2.1,1.12,1.16,2.35,0.0,0.0,0.0,0.0,0.0,1.37,7.9,4.1,0.0,1.31,1.57,1.91,2.37
Austria 2. Liga,2023-07-28,12:45:00,1,Lafnitz,Kapfenberger SV,1.67,4.12,4.59,1.03,11.0,1.18,4.5,1.57,2.25,1.3,3.4,1.67,2.1,1.16,1.17,2.15,0.0,0.0,0.0,0.0,0.0,1.42,7.2,3.89,1.31,1.59,1.95,2.46,3.3
Austria 2. Liga,2023-07-28,12:45:00,1,Liefering,Dornbirn,1.52,4.54,5.45,1.02,13.0,1.16,4.75,1.45,2.55,1.25,3.75,1.53,2.38,1.15,1.17,2.2,0.0,0.0,0.0,0.0,0.0,1.41,7.5,3.89,0.0,1.28,1.53,1.85,2.3
Austria 2. Liga,2023-07-28,12:45:00,1,Schwarz-Weiß Bregenz,First Vienna,2.71,3.2,2.29,1.04,10.0,1.22,4.0,1.67,2.0,1.33,3.25,1.62,2.2,1.63,1.22,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2023-07-28,12:45:00,1,Admira,SV Stripfing Weiden,1.96,3.75,3.57,1.04,10.0,1.22,4.0,1.64,2.04,1.33,3.25,1.62,2.2,1.3,1.22,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine Ukrainian Premier League,2023-07-28,13:00:00,1,Veres Rivne,Polessya,2.88,3.35,2.25,0.0,0.0,0.0,0.0,1.98,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-07-28,13:00:00,23,Tallinna FC Flora,Vaprus,1.15,6.5,15.5,1.01,22.5,1.15,4.77,1.45,2.6,1.25,3.5,2.0,1.75,1.04,1.09,3.5,2.0,2.0,2.18,1.3,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark 1st Division,2023-07-28,14:00:00,2,HB Køge,Vendsyssel,2.53,3.62,2.5,1.02,17.5,1.17,4.42,1.5,2.4,1.28,3.48,1.5,2.5,1.65,1.26,1.41,0.0,0.0,0.0,0.0,0.0,2.13,8.8,1.96,1.25,1.55,1.78,2.34,3.2
Denmark Superliga,2023-07-28,14:00:00,2,Viborg,Lyngby,1.79,3.8,4.41,1.02,14.5,1.22,4.3,1.7,2.0,1.29,3.25,1.65,2.19,1.22,1.22,2.15,0.0,0.0,0.0,0.0,0.0,1.64,8.0,2.67,1.25,1.45,1.9,2.2,3.4
Sweden Superettan,2023-07-28,14:00:00,16,AFC Eskilstuna,Skövde AIK,2.01,3.52,3.65,1.04,14.0,1.25,3.6,1.75,1.95,1.33,3.0,1.65,2.1,1.33,1.3,1.73,1.29,0.13,1.39,1.28,2.67,1.44,6.5,3.15,0.0,1.2,1.33,1.68,2.0
Denmark 1st Division,2023-07-28,14:00:00,2,SønderjyskE,Fredericia,1.82,3.92,3.97,1.03,11.0,1.17,4.5,1.5,2.4,1.29,3.5,1.57,2.25,1.17,1.21,2.32,0.0,0.0,0.0,0.0,0.0,1.51,10.0,3.02,0.0,1.29,1.55,1.94,2.38
Denmark 1st Division,2023-07-28,14:00:00,2,Hobro,Næstved,2.32,3.42,3.08,1.06,8.0,1.3,3.4,1.82,2.0,1.4,2.75,1.73,2.0,1.41,1.31,1.58,0.0,0.0,0.0,1.67,1.67,1.81,9.1,2.32,1.19,1.4,1.85,2.12,2.79
Switzerland Challenge League,2023-07-28,14:30:00,2,FC Schaffhausen,Thun,2.55,4.2,2.25,1.02,13.0,1.14,5.0,1.33,3.1,1.22,4.0,1.44,2.63,1.67,1.25,1.36,0.0,0.0,0.0,0.0,0.0,2.34,9.4,1.75,0.0,1.25,1.46,1.8,2.25
Switzerland Challenge League,2023-07-28,14:30:00,2,Stade Nyonnais,Neuchâtel Xamax,1.68,4.0,4.2,1.02,12.0,1.2,4.33,1.47,2.55,1.3,3.4,1.5,2.5,1.36,1.25,1.65,0.0,0.0,0.0,0.0,0.0,1.83,9.5,2.2,0.0,1.23,1.43,1.74,2.17
Croatia Prva HNL,2023-07-28,15:00:00,2,Varaždin,Slaven Koprivnica,2.03,3.42,3.68,1.03,8.0,1.34,2.93,2.14,1.72,1.44,2.66,1.9,1.84,1.28,1.31,1.78,0.0,0.0,0.0,1.05,1.05,1.74,8.6,2.54,1.4,1.74,2.21,2.98,4.0
Hungary NB I,2023-07-28,15:00:00,1,MTK,Paksi SE,2.83,3.61,2.39,1.02,19.5,1.13,4.8,1.5,2.4,1.29,3.5,1.53,2.38,1.61,1.26,1.44,0.0,0.0,0.0,0.0,0.0,2.43,7.5,1.8,1.17,1.32,1.58,1.98,2.6
Bulgaria First League,2023-07-28,15:15:00,3,Levski Krumovgrad,Cherno More,4.22,3.54,1.86,1.05,9.0,1.3,3.4,1.79,1.98,1.36,3.0,1.81,1.93,2.01,1.27,1.21,3.0,1.0,1.05,1.6,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Challenge League,2023-07-28,15:15:00,2,Sion,Aarau,1.8,4.0,3.6,1.03,11.0,1.2,4.33,1.52,2.45,1.29,3.5,1.53,2.38,1.33,1.25,1.73,0.0,0.0,0.0,0.0,0.0,1.53,9.9,2.85,0.0,0.0,1.37,1.64,2.06
