League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-06-02,08:35:00,11,Hangzhou,Shenzhen,1.35,5.13,6.97,1.04,15.75,1.2,4.2,1.63,2.06,1.29,3.15,2.01,1.75,1.07,1.17,3.13,0.75,0.33,1.28,1.07,2.35,1.5,8.5,3.1,1.29,1.57,2.0,2.65,3.28
China Chinese Super League,2023-06-02,08:35:00,11,Beijing Guoan,Changchun Yatai,1.53,3.85,4.2,1.02,19.75,1.14,4.65,1.54,2.22,1.27,3.56,1.66,2.14,1.14,1.2,2.51,1.8,2.0,1.68,1.47,3.15,1.29,9.5,4.32,1.28,1.53,1.96,2.55,3.2
Egypt Egyptian Premier League,2023-06-02,13:00:00,30,Ceramica Cleopatra,Pharco,1.79,2.98,4.15,1.09,7.5,1.5,2.45,2.25,1.45,1.5,2.34,2.1,1.68,1.2,1.35,1.86,1.27,1.0,1.52,1.16,2.68,1.47,8.4,3.26,1.33,1.65,2.04,2.64,3.65
Bulgaria First League,2023-06-02,13:45:00,4,Lokomotiv Plovdiv,Cherno More,3.25,3.15,1.9,1.08,7.0,1.36,3.0,2.25,1.6,1.44,2.62,1.85,1.85,1.6,1.35,1.3,2.0,1.47,1.61,1.45,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark 1st Division,2023-06-02,14:00:00,10,HB Køge,Fremad Amager,1.59,4.45,4.7,1.01,22.5,1.13,5.15,1.45,2.75,1.24,3.82,1.5,2.5,1.2,1.22,2.1,1.32,1.1,1.79,1.36,3.15,1.38,6.5,3.65,1.17,1.35,2.2,2.06,2.69
Denmark 1st Division,2023-06-02,14:00:00,10,Nykøbing,Fredericia,4.3,4.3,1.66,1.01,29.0,1.09,6.05,1.41,2.9,1.2,4.3,1.44,2.63,2.25,1.2,1.19,0.74,1.35,1.34,1.31,2.65,3.1,6.5,1.47,1.2,1.4,2.2,2.15,2.79
Denmark 1st Division,2023-06-02,14:00:00,10,Hillerød,Hobro,2.24,3.55,2.9,1.03,13.5,1.24,3.62,1.81,2.01,1.37,3.14,1.73,2.0,1.4,1.27,1.58,1.29,1.19,1.3,1.37,2.67,1.71,5.5,2.55,1.41,1.85,2.16,2.85,4.0
Austria Bundesliga,2023-06-02,14:30:00,10,Wattens,Rheindorf Altach,1.75,3.6,3.35,0.0,0.0,0.0,0.0,1.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.87,1.23,1.01,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-06-02,14:30:00,10,Ried,Wolfsberger AC,2.45,3.28,2.28,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.73,1.16,1.1,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-06-02,14:30:00,10,Austria Lustenau,Hartberg,2.73,3.42,2.03,0.0,0.0,0.0,0.0,1.75,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.0,0.96,1.14,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland Úrvalsdeild,2023-06-02,15:00:00,10,Stjarnan,KA,2.45,3.6,2.55,1.02,12.0,1.14,5.0,1.47,2.55,1.25,3.75,1.44,2.65,1.45,1.27,1.45,1.4,1.0,1.83,1.27,3.1,1.91,8.5,2.1,1.1,1.22,1.43,1.74,2.17
Uruguay Primera División,2023-06-02,15:00:00,1,Liverpool FC Montevideo,Racing,1.74,3.65,4.3,1.04,11.75,1.28,3.33,1.89,1.89,1.4,3.01,1.82,1.94,1.19,1.25,1.95,2.29,1.43,1.45,0.9,2.35,1.69,8.8,2.5,1.25,1.54,1.88,2.3,3.18
Italy Serie A,2023-06-02,15:30:00,38,Sassuolo,Fiorentina,2.32,3.72,2.48,1.02,19.0,1.18,5.0,1.52,2.55,1.28,3.75,1.47,2.7,1.52,1.22,1.58,1.56,1.11,1.5,1.57,3.07,1.97,7.5,2.1,1.23,1.44,1.77,2.2,2.85
Egypt Egyptian Premier League,2023-06-02,15:30:00,30,Pyramids FC,Coca-Cola,1.87,3.25,4.2,1.06,9.0,1.35,3.0,2.15,1.66,1.45,2.6,1.83,1.9,1.23,1.36,1.8,2.54,2.07,1.75,1.41,3.16,1.61,8.2,2.76,1.32,1.63,2.02,2.6,3.56
Italy Serie B,2023-06-02,15:30:00,0,Bari 1908,Südtirol,1.95,3.2,4.0,1.08,7.1,1.45,2.65,2.55,1.47,1.54,2.34,2.1,1.68,1.16,1.3,1.83,1.67,1.6,1.62,1.21,2.83,1.45,6.25,3.25,1.25,1.47,1.82,2.38,3.25
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Drogheda United,Cork City,2.05,3.5,3.4,1.01,9.9,1.25,3.6,1.83,1.9,1.35,2.95,1.68,2.1,1.25,1.22,1.78,1.0,0.25,1.87,1.16,3.03,1.33,8.5,4.33,1.19,1.43,1.75,2.16,2.47
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Derry City,Shelbourne,1.55,3.75,6.5,1.08,7.0,1.4,2.75,2.25,1.6,1.5,2.5,2.3,1.57,1.08,1.25,2.4,1.56,1.25,1.92,1.16,3.08,1.25,9.0,5.25,1.43,1.73,2.15,2.7,4.0
France Ligue 2,2023-06-02,15:45:00,38,Saint-Étienne,Valenciennes,1.55,4.2,4.3,1.02,22.5,1.15,5.55,1.47,2.55,1.25,3.72,1.56,2.36,1.18,1.21,2.3,1.72,0.89,1.85,1.23,3.08,1.3,8.0,4.75,1.36,1.67,2.15,2.9,4.1
France Ligue 2,2023-06-02,15:45:00,38,Paris,Annecy,1.96,3.35,3.3,1.05,12.0,1.28,3.5,1.83,1.87,1.37,2.85,1.72,2.05,1.22,1.25,1.78,1.33,0.78,1.51,1.16,2.67,1.67,7.0,2.8,1.45,1.85,2.4,3.35,4.8
France Ligue 2,2023-06-02,15:45:00,38,Grenoble Foot 38,Guingamp,2.62,3.43,2.28,1.05,12.5,1.27,3.85,1.78,1.92,1.39,3.07,1.66,2.16,1.57,1.3,1.43,1.78,1.5,1.42,1.26,2.68,1.95,7.0,2.25,1.45,1.85,2.4,3.35,4.8
France Ligue 2,2023-06-02,15:45:00,38,Amiens SC,Laval,2.83,3.33,2.18,1.06,11.5,1.28,3.5,1.89,1.81,1.39,2.8,1.72,2.05,1.63,1.25,1.36,1.5,0.78,1.61,1.21,2.82,1.85,7.0,2.4,1.44,1.83,2.38,3.3,4.75
France Ligue 2,2023-06-02,15:45:00,38,Niort,Quevilly Rouen,3.05,3.6,1.99,1.04,14.75,1.22,4.32,1.75,2.0,1.35,3.24,1.63,2.22,1.79,1.28,1.31,1.0,1.22,1.29,1.21,2.5,2.38,6.5,1.91,1.36,1.93,2.12,2.88,4.1
France Ligue 2,2023-06-02,15:45:00,38,Le Havre,Dijon,2.1,3.12,3.17,1.09,8.55,1.42,2.75,2.3,1.57,1.49,2.45,1.95,1.78,1.25,1.28,1.68,2.06,0.78,1.58,1.29,2.87,1.6,7.0,3.0,1.45,1.85,2.4,3.35,4.8
France Ligue 2,2023-06-02,15:45:00,38,Nîmes,Sochaux,2.57,3.58,2.25,1.04,14.5,1.23,4.17,1.75,2.0,1.34,3.33,1.59,2.29,1.57,1.29,1.44,1.44,1.17,1.51,1.46,2.97,2.3,7.0,1.91,1.47,1.88,2.45,3.4,5.0
France Ligue 2,2023-06-02,15:45:00,38,Pau,Caen,2.35,3.43,2.55,1.05,12.25,1.28,3.72,1.78,1.92,1.38,2.85,1.68,2.1,1.4,1.25,1.47,1.17,1.11,1.51,1.36,2.87,2.2,7.0,2.0,1.41,1.9,2.28,3.15,4.5
France Ligue 2,2023-06-02,15:45:00,38,Bordeaux,Rodez,1.45,4.15,5.35,1.04,10.0,1.25,3.6,1.75,2.0,1.35,3.24,1.89,1.87,1.11,1.21,2.63,2.22,1.33,1.64,1.16,2.8,1.35,8.0,4.2,1.45,1.85,2.4,3.35,4.8
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Bohemians,Sligo Rovers,2.1,3.4,3.3,1.07,7.5,1.36,3.0,2.1,1.7,1.4,2.75,1.85,1.85,1.29,1.3,1.7,1.63,1.25,1.6,1.55,3.15,1.6,7.0,3.0,1.2,1.44,1.76,2.16,2.7
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Shamrock Rovers,Dundalk,1.4,4.5,7.5,1.04,10.0,1.22,4.0,1.72,2.05,1.33,3.05,2.0,1.75,1.04,1.14,2.95,1.67,1.22,2.12,1.23,3.35,1.22,10.0,5.5,1.2,1.34,1.66,2.02,2.5
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,UCD,St Patrick's Athl.,8.5,5.5,1.3,1.02,12.0,1.18,4.5,1.6,2.25,1.27,3.45,1.9,1.83,3.25,1.11,1.03,0.63,1.44,1.03,1.44,2.47,4.75,8.0,1.3,1.23,1.51,1.83,2.25,3.04
France Ligue 2,2023-06-02,15:45:00,38,Metz,Bastia,1.4,4.35,6.0,1.03,16.0,1.22,4.3,1.75,2.0,1.33,3.36,1.88,1.88,1.09,1.18,2.84,1.89,1.28,1.63,1.41,3.04,1.38,8.0,4.0,1.43,1.8,2.33,3.25,4.6
Iceland Úrvalsdeild,2023-06-02,16:15:00,10,Breidablik,Víkingur Reykjavík,2.1,3.75,3.0,1.02,13.0,1.14,5.0,1.45,2.65,1.25,3.75,1.43,2.63,1.36,1.24,1.75,2.25,3.0,1.9,2.08,3.98,1.75,8.5,2.43,1.09,1.21,1.4,1.7,2.12
Iceland Úrvalsdeild,2023-06-02,16:15:00,11,Fram,Keflavík,1.95,3.8,3.35,1.02,13.0,1.15,4.75,1.47,2.55,1.25,3.75,1.44,2.65,1.29,1.27,1.84,1.4,1.0,1.6,1.27,2.87,1.69,8.5,2.53,1.11,1.19,1.36,1.69,2.03
Iceland Úrvalsdeild,2023-06-02,16:15:00,11,Valur,FH,1.68,4.05,4.25,1.02,12.0,1.17,4.5,1.53,2.4,1.29,3.5,1.58,2.29,1.2,1.24,2.14,2.0,0.8,1.67,1.64,3.31,1.59,9.0,2.77,1.11,1.15,1.3,1.62,1.98
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Independiente Rivadavia,Aldosivi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,1.0,1.81,1.37,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-02,19:00:00,10,Monastir,Etoile du Sahel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,2.09,1.35,1.05,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-02,19:00:00,10,CS Sfaxien,Ben Guerdane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,1.73,1.48,1.23,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-02,19:00:00,10,Tataouine,Club Africain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.81,1.3,1.16,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-02,19:00:00,10,ES Tunis,Olympique Béja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.52,1.97,0.99,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Tristán Suárez,Atlético Rafaela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.71,2.05,1.12,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Chaco For Ever,Deportivo Maipú,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.86,1.58,1.3,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-06-02,19:00:00,13,CSD Independiente del Valle,SD Aucas,1.42,4.5,6.5,1.03,12.0,1.22,4.0,1.68,2.1,1.29,3.25,1.87,1.87,1.06,1.15,2.6,2.5,1.2,1.72,0.92,2.64,1.23,10.0,5.15,1.27,1.56,1.95,2.41,3.2
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Deportivo Riestra,Quilmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.71,1.62,1.08,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Chacarita Juniors,Deportivo Madryn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.43,1.69,1.62,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Atlanta,Estudiantes Caseros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.0,1.52,1.24,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Racing Córdoba,Brown de Adrogué,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.71,1.56,1.03,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Ferro Carril Oeste,Gimnasia Jujuy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.0,1.33,1.24,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-06-02,19:00:00,10,Ceará,Chapecoense,1.78,3.5,4.5,1.08,7.0,1.4,2.75,2.2,1.63,1.47,2.5,2.05,1.66,1.18,1.3,1.98,0.75,1.0,1.53,1.68,3.21,1.43,7.5,3.75,1.12,1.29,1.63,1.98,2.44
Brazil Serie B,2023-06-02,19:00:00,10,Botafogo SP,Tombense,1.95,3.3,4.0,1.1,6.5,1.44,2.62,2.35,1.55,1.5,2.4,2.05,1.66,1.23,1.33,1.8,2.25,0.0,1.57,1.69,3.26,1.5,7.5,3.3,1.12,1.28,1.57,1.91,2.38
Argentina Primera División,2023-06-02,19:00:00,19,Estudiantes,Barracas Central,1.52,3.59,5.7,1.07,7.0,1.38,2.8,2.15,1.62,1.48,2.55,2.27,1.59,1.12,1.27,2.34,1.89,0.88,1.5,1.11,2.61,1.31,9.5,4.12,1.33,1.6,2.04,2.75,3.85
Argentina Prim B Nacional,2023-06-02,19:00:00,17,Chacarita Juniors,Atlético Rafaela,2.0,3.15,3.35,1.06,6.7,1.44,2.53,2.35,1.53,1.52,2.44,2.08,1.71,1.28,1.34,1.71,2.14,1.71,1.69,1.12,2.81,1.62,8.7,2.77,1.21,1.48,1.76,2.18,2.7
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Club Atlético Mitre,Villa Dálmine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,1.59,1.1,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-06-02,20:00:00,6,América RN,Operário PR,2.8,3.0,2.44,0.0,0.0,0.0,0.0,2.19,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.39,1.62,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
