League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-05-05 08:35:00,5,Shenzhen,Shijiazhuang Ever Bright,3.07,3.15,2.39,1.1,6.5,1.45,2.63,2.38,1.59,1.49,2.45,2.0,1.77,1.54,1.34,1.39,1.33,0.5,1.06,0.79,1.85,1.73,7.5,2.5,1.45,1.85,2.35,3.3,4.5
China Chinese Super League,2023-05-05 08:35:00,5,Wuhan Three Towns,Hangzhou,1.44,4.33,6.5,1.05,9.0,1.29,3.5,1.8,1.95,1.33,3.24,1.91,1.85,1.12,1.21,2.55,0.5,0.0,1.33,1.13,2.46,1.33,9.0,4.0,1.36,1.7,2.17,2.9,4.1
Egypt Egyptian Premier League,2023-05-05 11:00:00,27,Al Ittihad,Pyramids FC,4.33,3.3,1.75,1.03,8.3,1.31,3.04,2.0,1.75,1.43,2.7,1.9,1.8,2.0,1.28,1.19,1.92,1.46,1.54,1.46,3.0,2.71,9.3,1.59,0.0,1.36,1.68,2.08,2.67
Romania Liga I,2023-05-05 11:30:00,7,Voluntari,Mioveni,1.75,3.3,4.75,1.06,8.0,1.33,3.1,2.2,1.63,1.43,2.65,2.4,1.53,1.03,1.16,2.95,1.22,0.56,1.28,1.17,2.45,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0
Finland Veikkausliiga,2023-05-05 12:00:00,6,VPS,Mariehamn,2.2,3.25,2.9,1.06,8.0,1.3,3.4,2.0,1.8,1.37,2.85,1.66,2.05,1.38,1.31,1.58,0.67,0.0,0.92,1.43,2.35,1.95,9.0,2.1,1.26,1.49,1.88,2.41,3.2
Finland Veikkausliiga,2023-05-05 12:00:00,5,Haka,KTP,1.85,3.4,3.75,1.05,9.25,1.28,3.4,1.9,1.9,1.38,2.8,1.75,1.93,1.25,1.28,1.85,1.0,0.0,1.05,0.85,1.9,1.64,8.5,2.66,1.15,1.31,1.57,2.0,2.52
Finland Veikkausliiga,2023-05-05 12:00:00,5,Honka,Lahti,1.33,4.5,7.5,1.03,9.0,1.2,3.9,1.78,2.05,1.37,3.25,2.1,1.72,1.11,1.2,2.8,1.0,1.67,0.99,0.98,1.97,1.36,10.5,3.96,1.16,1.32,1.58,2.0,2.55
Finland Veikkausliiga,2023-05-05 12:00:00,5,Ilves,Oulu,2.2,3.1,3.0,1.08,7.0,1.36,3.0,2.15,1.7,1.47,2.58,1.91,1.85,1.36,1.33,1.55,3.0,1.67,1.11,1.39,2.5,2.0,8.0,2.06,1.16,1.33,1.53,2.02,2.58
Finland Veikkausliiga,2023-05-05 12:00:00,5,SJK,Inter Turku,2.25,3.2,2.88,1.06,10.5,1.33,3.37,1.95,1.83,1.41,2.65,1.8,2.0,1.4,1.35,1.58,2.0,1.5,1.57,1.73,3.3,1.75,8.5,2.41,1.15,1.3,1.56,2.0,2.49
Finland Veikkausliiga,2023-05-05 12:15:00,5,KuPS,HJK,3.48,3.35,2.12,1.07,7.5,1.36,3.0,2.1,1.67,1.39,2.75,1.78,1.9,1.41,1.31,1.53,1.0,3.0,1.67,1.42,3.09,2.52,8.0,1.75,1.38,1.67,2.15,2.9,4.1
Slovakia Super Liga,2023-05-05 12:30:00,8,Žilina,Podbrezová,2.02,3.45,3.2,1.03,11.0,1.18,4.5,1.65,2.15,1.3,3.4,1.52,2.45,1.25,1.22,1.66,1.93,1.0,1.71,1.42,3.13,1.52,9.7,2.9,1.14,1.28,1.49,1.8,2.27
Poland Ekstraklasa,2023-05-05 13:00:00,31,Jagiellonia Białystok,Śląsk Wrocław,1.83,3.5,4.1,1.06,8.0,1.3,3.3,2.05,1.72,1.41,2.7,1.8,1.95,1.18,1.25,1.85,1.73,0.87,1.68,1.28,2.96,1.75,8.0,2.44,1.28,1.53,2.0,2.52,3.42
Croatia Prva HNL,2023-05-05 13:00:00,33,Šibenik,Varaždin,2.3,3.1,2.88,0.0,0.0,0.0,0.0,2.15,1.67,0.0,0.0,1.83,1.83,0.0,0.0,0.0,0.81,1.19,1.38,1.37,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark 1st Division,2023-05-05 13:00:00,6,Hvidovre,Vejle,2.21,3.3,3.1,1.05,7.2,1.34,2.93,2.11,1.73,1.5,2.49,1.83,1.83,1.48,1.38,1.42,1.93,2.07,1.8,1.71,3.51,1.62,5.75,2.6,1.27,1.57,1.95,2.38,3.28
Germany 2. Bundesliga,2023-05-05 13:30:00,31,Hamburger SV,Paderborn,1.75,3.9,4.1,1.02,13.0,1.12,5.5,1.52,2.45,1.24,3.6,1.43,2.74,1.28,1.24,1.88,2.13,1.13,1.92,1.52,3.44,1.55,8.5,2.91,1.2,1.39,1.74,2.2,2.95
Germany 2. Bundesliga,2023-05-05 13:30:00,31,Arminia Bielefeld,Greuther Fürth,2.38,3.3,2.8,1.05,9.5,1.26,3.5,1.83,1.9,1.35,3.05,1.65,2.18,1.37,1.29,1.66,1.13,0.6,1.6,1.35,2.95,2.1,8.0,1.91,1.24,1.55,1.93,2.3,3.3
Hungary NB I,2023-05-05 13:30:00,30,Honvéd W,Kecskeméti TE,2.42,3.4,2.7,0.0,0.0,0.0,0.0,1.83,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.71,1.16,1.05,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark 1st Division,2023-05-05 13:30:00,6,Fremad Amager,Hillerød,2.6,3.3,2.4,1.02,9.0,1.28,3.26,1.95,1.85,1.39,2.88,1.73,2.0,1.59,1.31,1.4,0.89,1.37,1.37,1.4,2.77,2.19,8.4,1.93,1.39,1.75,2.12,2.93,0.0
Denmark 1st Division,2023-05-05 13:30:00,6,Fredericia,Hobro,2.1,3.3,3.0,1.0,10.5,1.22,3.72,1.81,2.01,1.34,3.1,1.67,2.1,1.25,1.27,1.94,1.33,1.22,1.63,1.33,2.96,1.74,9.2,2.44,1.21,1.41,1.75,2.14,2.88
Portugal LigaPro,2023-05-05 14:00:00,31,Leixões,Belenenses,1.75,3.4,4.2,1.06,8.75,1.3,3.3,2.0,1.75,1.4,2.75,1.83,1.9,1.18,1.22,1.9,1.27,1.33,1.52,1.33,2.85,1.64,9.5,2.56,1.1,1.23,1.42,1.9,2.16
Romania Liga I,2023-05-05 14:30:00,7,Chindia Târgovişte,Petrolul 52,2.43,2.95,2.85,1.09,8.25,1.45,2.71,2.4,1.53,1.52,2.35,2.0,1.72,1.35,1.35,1.58,1.18,1.12,1.62,1.24,2.86,1.64,7.5,2.78,1.44,1.88,2.4,3.0,4.3
Austria Bundesliga,2023-05-05 14:30:00,6,Wolfsberger AC,Rheindorf Altach,1.8,3.7,4.0,0.0,0.0,0.0,0.0,1.65,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,1.11,1.01,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-05-05 15:00:00,36,Telstar,Willem II,3.75,3.6,1.83,1.04,13.0,1.25,3.6,1.72,2.0,1.33,3.0,1.67,2.1,1.91,1.29,1.25,1.47,1.47,1.48,1.48,2.96,2.69,8.7,1.65,1.39,1.72,2.14,2.93,4.1
Peru Primera División,2023-05-05 15:00:00,15,Academia Cantolao,Deportivo Binacional,3.25,3.45,2.12,1.05,9.0,1.25,3.75,1.8,2.0,1.38,3.0,1.68,2.15,1.78,1.25,1.3,0.6,0.33,1.42,1.61,3.03,0.0,0.0,0.0,0.0,1.35,1.61,2.03,2.65
Netherlands Eerste Divisie,2023-05-05 15:00:00,36,Roda JC,Eindhoven,2.3,3.4,2.75,1.01,11.0,1.2,4.0,1.65,2.1,1.3,3.2,1.55,2.3,1.44,1.3,1.57,1.41,1.18,1.64,1.36,3.0,1.97,8.9,2.11,1.23,1.5,1.82,2.23,3.04
Netherlands Eerste Divisie,2023-05-05 15:00:00,36,De Graafschap,MVV,1.57,4.33,4.5,1.02,13.0,1.13,5.25,1.44,2.6,1.25,3.6,1.5,2.4,1.2,1.2,2.3,1.53,1.0,1.76,1.19,2.95,1.4,10.0,3.58,1.19,1.39,1.74,2.13,2.78
Netherlands Eerste Divisie,2023-05-05 15:00:00,36,Dordrecht,Heracles,11.0,6.0,1.25,1.02,13.0,1.12,6.0,1.42,2.8,1.21,3.95,1.8,1.95,3.75,1.09,1.01,1.24,1.82,1.28,1.52,2.8,5.5,11.75,1.21,1.21,1.42,1.77,2.2,2.88
Netherlands Eredivisie,2023-05-05 15:00:00,31,RKC Waalwijk,Volendam,1.83,4.0,3.7,1.02,19.0,1.16,4.87,1.56,2.36,1.25,3.75,1.5,2.5,1.28,1.2,1.98,1.8,0.53,1.5,1.3,2.8,1.57,8.5,2.85,1.22,1.24,1.43,1.73,2.12
Netherlands Eerste Divisie,2023-05-05 15:00:00,36,Helmond Sport,VVV,2.85,3.4,2.4,1.03,8.5,1.22,3.7,1.75,1.95,1.33,3.0,1.68,2.15,1.57,1.25,1.44,1.41,1.82,1.4,1.47,2.87,2.17,9.2,1.91,0.0,1.31,1.62,1.99,2.45
Poland Ekstraklasa,2023-05-05 15:30:00,31,Górnik Zabrze,Warta Poznań,2.4,3.25,2.88,1.08,7.0,1.36,2.95,2.1,1.68,1.46,2.55,1.87,1.87,1.25,1.25,1.68,1.13,1.53,1.84,1.24,3.08,1.59,8.0,2.9,1.29,1.51,1.9,2.38,3.2
Germany Bundesliga,2023-05-05 15:30:00,31,Bayer Leverkusen,Köln,1.62,4.1,4.5,1.04,12.0,1.21,4.1,1.68,2.2,1.33,3.25,1.75,2.0,1.17,1.24,2.3,1.73,1.0,1.76,1.28,3.04,1.47,8.0,3.25,1.27,1.5,1.86,2.35,3.05
Germany Bundesliga,2023-05-05 15:30:00,31,Mainz 05,Schalke 04,1.55,4.1,5.0,1.03,13.0,1.25,4.0,1.75,2.1,1.33,3.25,1.8,1.95,1.17,1.2,2.3,1.6,0.57,1.69,1.32,3.01,1.44,10.25,3.38,1.22,1.44,1.79,2.26,2.98
Italy Serie B,2023-05-05 15:30:00,36,Perugia,Cagliari,2.6,3.0,2.88,1.08,7.0,1.4,2.8,2.4,1.53,1.49,2.45,1.9,1.77,1.53,1.35,1.37,1.24,0.88,1.54,1.47,3.01,2.1,8.0,1.91,1.19,1.41,1.7,2.15,2.85
Argentina Primera División,2023-05-05 15:30:00,15,Godoy Cruz,Unión Santa Fe,2.1,3.2,3.6,1.05,8.75,1.4,2.85,2.3,1.6,1.5,2.5,2.0,1.75,1.28,1.28,1.62,1.83,0.43,1.41,1.06,2.47,1.92,8.9,2.17,1.24,1.46,1.82,2.4,3.3
Argentina Primera División,2023-05-05 15:30:00,15,Barracas Central,Instituto,2.92,3.05,2.38,1.09,7.25,1.48,2.5,2.45,1.48,1.52,2.57,2.1,1.68,1.55,1.3,1.35,1.14,1.17,0.86,1.31,2.17,2.6,7.0,1.74,1.27,1.5,1.95,2.45,3.4
Argentina Prim B Nacional,2023-05-05 15:30:00,15,Almagro,Flandria,1.78,3.05,4.7,1.09,5.9,1.55,2.3,2.69,1.41,1.6,2.26,2.36,1.55,1.21,1.36,1.85,1.67,0.83,1.29,1.02,2.31,1.47,9.1,3.3,1.34,1.64,2.11,2.8,3.86
Republic of Ireland Premier Division,2023-05-05 15:45:00,14,Cork City,St Patrick's Athl.,3.45,3.45,2.04,1.05,9.0,1.25,3.6,1.82,2.04,1.39,2.8,1.65,2.15,1.62,1.25,1.36,1.17,1.17,1.33,1.41,2.74,2.05,8.0,1.95,1.22,1.4,1.67,2.12,2.77
Republic of Ireland Premier Division,2023-05-05 15:45:00,14,Drogheda United,Derry City,4.75,3.6,1.73,1.07,7.5,1.33,3.1,2.0,1.73,1.45,2.55,1.95,1.78,2.0,1.25,1.14,0.83,2.33,1.84,1.2,3.04,2.78,8.5,1.59,1.22,1.39,1.7,2.13,2.85
Republic of Ireland Premier Division,2023-05-05 15:45:00,14,Shelbourne,UCD,1.33,4.6,9.0,1.06,8.0,1.3,3.3,1.95,1.76,1.4,2.75,2.35,1.55,1.03,1.15,3.0,1.71,0.17,1.11,1.06,2.17,1.26,9.5,4.66,1.39,1.74,2.17,2.88,4.4
Republic of Ireland Premier Division,2023-05-05 15:45:00,14,Shamrock Rovers,Bohemians,1.67,3.8,4.75,1.07,7.5,1.33,3.25,2.0,1.75,1.41,2.7,1.95,1.8,1.12,1.22,2.1,1.5,2.29,2.06,1.1,3.16,1.51,8.5,3.16,1.19,1.37,1.65,2.1,2.75
Spain Segunda División,2023-05-05 16:00:00,39,Deportivo Alavés,Granada CF,2.0,2.9,3.75,1.09,7.0,1.5,2.4,2.6,1.45,1.56,2.29,2.2,1.65,1.2,1.28,1.75,2.21,0.84,1.64,1.38,3.02,1.45,8.5,3.32,1.32,1.6,2.05,2.8,4.0
Portugal Liga NOS,2023-05-05 16:15:00,31,Casa Pia,Portimonense,2.15,3.1,3.5,1.08,8.0,1.44,2.8,2.45,1.53,1.48,2.45,2.0,1.78,1.3,1.3,1.72,1.4,0.8,1.24,1.23,2.47,1.75,8.5,2.43,1.14,1.3,1.56,2.0,2.5
Peru Primera División,2023-05-05 17:30:00,15,Real Garcilaso,Deportivo Municipal,1.62,3.62,4.62,1.05,9.0,1.25,3.75,1.74,1.98,1.33,3.25,1.8,1.91,1.17,1.2,2.3,2.5,1.6,1.71,0.98,2.69,1.45,9.0,3.24,0.0,1.29,1.51,1.92,2.45
Venezuela Primera División,2023-05-05 18:00:00,13,UCV,Carabobo,3.7,3.1,2.0,1.07,6.45,1.46,2.45,2.43,1.5,1.54,2.38,2.1,1.62,1.72,1.33,1.24,0.8,1.4,1.26,1.78,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Cortuluá,Bogotá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.57,1.63,1.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Orsomarso,Barranquilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.29,1.32,1.05,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Tigres,Patriotas Boyacá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.29,1.47,1.26,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Universitario Popayán,Deportes Quindío,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.86,1.35,1.12,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Cúcuta Deportivo,Llaneros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1.43,1.5,0.97,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Fortaleza CEIF,Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.29,1.61,1.01,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Real Cartagena,Leones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.29,1.31,1.84,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-05 19:00:00,16,Real Santander,Valledupar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.86,1.73,1.24,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-05-05 19:00:00,14,Cerro Largo,Boston River,2.45,3.2,2.75,1.08,7.0,1.36,3.0,2.11,1.65,1.44,2.62,1.91,1.8,1.33,1.35,1.57,2.0,0.71,0.0,0.0,0.0,2.0,8.0,2.1,1.24,1.51,1.85,2.4,3.2
Paraguay Division Profesional,2023-05-05 20:00:00,16,Nacional Asunción,Sportivo Ameliano,1.8,3.5,3.75,0.0,0.0,0.0,0.0,1.98,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.86,1.44,1.36,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia LFPB,2023-05-05 20:00:00,12,Guabirá,Vaca Díez,1.89,3.14,3.68,0.0,0.0,0.0,0.0,1.8,1.8,1.4,2.75,1.73,2.0,0.0,0.0,0.0,1.8,0.2,1.57,1.3,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela Primera División,2023-05-05 20:15:00,13,Portuguesa,Zamora,2.1,2.9,3.6,1.08,5.9,1.52,2.37,2.6,1.44,1.6,2.25,2.14,1.6,1.26,1.36,1.63,1.2,1.0,1.69,1.25,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-05-05 20:30:00,18,Rionegro Águilas,La Equidad,2.15,3.0,3.3,1.07,7.0,1.38,2.8,2.3,1.57,1.48,2.5,2.0,1.73,1.25,1.33,1.83,2.75,0.63,1.7,1.14,2.84,1.64,8.0,2.77,1.37,1.72,2.2,3.0,0.0
Canada Canadian Premier League,2023-05-05 20:30:00,4,York9 FC,Forge FC,3.5,3.3,2.09,0.0,0.0,0.0,0.0,1.87,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.73,0.9,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA USL Championship,2023-05-05 21:00:00,0,Rio Grande Valley,New Mexico United,2.1,3.3,3.0,1.05,9.0,1.29,3.5,1.87,1.87,1.36,3.0,1.73,2.0,1.29,1.3,1.73,0.75,0.75,0.75,1.28,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-05-05 21:00:00,9,Orense SC,Técnico Universitario,1.95,3.45,3.7,1.06,8.0,1.36,3.0,2.0,1.75,1.45,2.6,1.83,1.85,1.27,1.29,1.78,3.0,0.25,1.4,0.99,2.39,0.0,0.0,0.0,1.54,2.0,2.7,3.8,0.0
