League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Romania Liga I,2024-01-22,12:00:00,22,Voluntari,Oţelul Galaţi,3.3,1.95,3.5,2.38,3.0,2.75,1.5,2.4,1.08,6.5,1.49,2.55,2.4,1.5,1.95,1.75,1.42,1.37,1.37,1.09,1.73,1.38,1.28,2.66,1.88,7.0,2.38,1.38,2.71,1.72,2.1,2.18,1.67,2.93,1.33,4.5,1.19
Turkey Süper Lig,2024-01-22,14:00:00,21,Kayserispor,İstanbulspor,2.15,2.4,5.0,1.5,4.0,5.5,1.35,3.5,1.04,15.0,1.19,4.5,1.65,2.1,1.7,2.15,1.18,1.25,2.45,1.64,0.5,1.47,1.0,2.47,1.29,11.0,4.4,1.17,4.2,1.35,2.93,1.64,2.18,2.02,1.71,2.6,1.41
Romania Liga I,2024-01-22,15:00:00,22,FCSB,UTA Arad,1.91,2.33,7.01,1.36,4.2,7.0,1.36,2.99,1.03,9.0,1.25,3.6,1.75,1.95,2.04,1.74,1.07,1.18,2.88,2.09,0.73,1.81,1.26,3.07,1.24,9.0,5.3,1.36,3.0,1.66,2.15,1.88,1.93,2.88,1.38,4.1,1.22
Netherlands Eerste Divisie,2024-01-22,16:00:00,20,De Graafschap,PSV II,1.95,2.5,5.25,1.48,4.52,5.25,1.25,3.6,1.01,23.0,1.14,5.0,1.48,2.5,1.6,2.2,1.15,1.16,2.55,1.67,1.1,1.7,1.44,3.14,1.45,10.5,3.24,1.14,5.0,1.25,3.42,1.51,2.5,1.83,1.97,2.26,1.62
Netherlands Eerste Divisie,2024-01-22,16:00:00,21,Roda JC,Eindhoven,2.25,2.3,4.3,1.71,3.78,4.17,1.3,3.4,1.03,16.0,1.2,4.1,1.65,2.15,1.62,2.15,1.23,1.22,2.0,2.5,1.8,2.02,1.52,3.54,1.35,11.0,3.82,1.16,4.6,1.28,3.2,1.56,2.37,1.92,1.88,2.39,1.56
Netherlands Eerste Divisie,2024-01-22,16:00:00,21,Ajax II,Groningen,3.9,2.35,2.35,3.57,3.7,1.85,1.26,3.62,1.02,12.0,1.16,5.0,1.52,2.55,1.52,2.4,1.85,1.23,1.25,2.0,1.22,1.64,1.67,3.31,3.28,9.9,1.43,1.22,3.8,1.35,2.84,1.73,2.09,2.12,1.71,2.67,1.39
Netherlands Eerste Divisie,2024-01-22,16:00:00,22,VVV,ADO Den Haag,3.1,2.15,3.0,2.65,3.45,2.5,1.31,3.28,1.04,10.0,1.2,4.33,1.62,2.25,1.48,2.45,1.5,1.25,1.45,1.55,2.0,1.65,1.51,3.16,2.13,9.1,1.9,1.15,4.7,1.27,3.28,1.56,2.39,1.89,1.91,2.32,1.59
Netherlands Eerste Divisie,2024-01-22,16:00:00,22,AZ II,Dordrecht,2.65,2.35,3.25,2.15,3.7,2.81,1.29,3.5,1.02,12.0,1.15,4.75,1.5,2.5,1.44,2.62,1.38,1.23,1.62,1.82,1.44,1.45,1.31,2.76,1.86,8.8,2.2,1.22,3.9,1.36,2.79,1.72,2.13,2.12,1.72,2.71,1.38
Spain Segunda División,2024-01-22,16:30:00,23,Leganés,Burgos CF,2.88,1.91,5.0,1.95,3.1,3.9,1.62,2.2,1.11,6.5,1.55,2.3,2.75,1.4,2.25,1.57,1.22,1.3,1.75,2.0,0.73,1.39,1.22,2.61,1.72,8.7,2.57,1.34,2.98,1.64,2.18,2.04,1.69,2.71,1.38,3.74,1.21
England Premier League,2024-01-22,16:45:00,21,Brighton & Hove Albion,Wolverhampton Wanderers,2.2,2.4,5.0,1.62,4.2,4.5,1.3,3.4,1.05,17.5,1.22,4.7,1.65,2.2,1.7,2.05,1.19,1.22,2.15,1.9,1.0,2.0,1.27,3.27,1.48,8.5,3.2,1.23,3.45,1.43,2.5,1.75,1.94,2.2,1.56,2.85,1.33
England Championship,2024-01-22,17:00:00,28,Leicester City,Ipswich Town,2.5,2.25,4.33,1.85,3.65,3.65,1.36,3.0,1.04,13.0,1.26,4.0,1.75,1.95,1.67,2.1,1.26,1.28,1.83,2.54,1.92,1.74,1.27,3.01,1.62,7.95,3.27,1.27,3.75,1.5,2.59,1.82,1.98,2.3,1.62,3.09,1.37
Spain La Liga,2024-01-22,17:00:00,21,Granada CF,Atlético Madrid,4.75,2.3,2.3,4.5,3.85,1.7,1.33,3.25,1.06,15.0,1.27,4.1,1.75,2.05,1.75,2.0,2.15,1.24,1.18,1.0,1.11,1.47,1.33,2.8,2.85,7.5,1.58,1.3,2.95,1.57,2.2,1.95,1.74,2.48,1.44,3.3,1.25
