League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Serbia SuperLiga,2024-04-15,11:00:00,30,Novi Pazar,Radnički Niš,2.88,2.05,3.6,2.17,3.31,3.14,1.44,2.63,1.06,8.0,1.33,3.1,2.04,1.76,1.8,1.91,1.33,1.25,1.65,1.64,0.79,1.53,1.29,2.82,1.95,8.0,2.1,0.0,0.0,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0
Bulgaria First League,2024-04-15,11:30:00,29,CSKA 1948 Sofia,Lokomotiv Sofia 1929,2.11,2.2,7.04,1.53,3.55,7.0,1.45,2.68,1.07,7.0,1.38,2.8,2.08,1.54,2.3,1.55,1.11,1.25,2.5,1.43,1.14,1.49,1.08,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2024-04-15,12:30:00,31,Aluminij,Radomlje,4.03,2.22,2.72,3.39,3.29,2.07,1.38,2.97,1.03,0.0,1.28,3.18,1.95,1.83,1.7,1.95,1.58,1.28,1.28,0.73,1.07,1.3,1.4,2.7,2.65,7.4,1.65,1.25,3.6,1.42,2.62,1.72,2.08,2.14,1.68,2.71,1.38
Serbia SuperLiga,2024-04-15,13:00:00,30,Spartak Subotica,Javor Ivanjica,2.75,2.05,3.75,2.11,3.29,3.29,1.44,2.63,1.06,8.0,1.33,3.1,2.03,1.71,1.83,1.83,1.3,1.25,1.67,1.07,0.57,1.21,1.05,2.26,1.82,8.0,2.33,0.0,0.0,0.0,0.0,1.95,1.85,0.0,0.0,0.0,0.0
Serbia SuperLiga,2024-04-15,13:00:00,30,Mladost Lučani,IMT Novi Beograd,0.0,0.0,0.0,2.4,3.27,2.79,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.75,0.0,0.0,0.0,0.0,0.0,1.79,0.93,1.2,1.32,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2024-04-15,13:30:00,32,Fiorentina,Genoa,2.5,2.1,4.75,1.84,3.55,4.35,1.44,2.63,1.07,10.25,1.32,3.35,2.02,1.79,1.95,1.8,1.22,1.32,1.98,1.8,1.06,1.59,1.04,2.63,1.5,8.0,3.1,1.34,2.8,1.62,2.1,2.02,1.68,2.6,1.4,3.5,1.22
Turkey Süper Lig,2024-04-15,14:00:00,32,Alanyaspor,Galatasaray,5.3,2.6,1.83,5.25,4.35,1.48,1.25,3.6,1.01,12.0,1.13,5.0,1.44,2.53,1.61,2.29,2.6,1.22,1.17,1.6,2.4,1.41,1.7,3.11,3.62,10.25,1.39,1.22,3.8,1.38,2.8,1.7,2.05,2.0,1.73,2.5,1.48
Poland Ekstraklasa,2024-04-15,14:00:00,28,Piast Gliwice,Zagłębie Lubin,2.75,2.05,4.0,2.08,3.2,3.68,1.53,2.41,1.06,6.7,1.41,2.6,2.22,1.61,2.0,1.72,1.3,1.35,1.7,1.38,1.15,1.47,1.61,3.08,1.69,8.0,2.62,1.29,3.3,1.5,2.4,2.0,1.8,2.25,1.57,2.9,1.36
Denmark Superliga,2024-04-15,14:00:00,3,Silkeborg,Nordsjælland,3.75,2.3,2.6,3.0,3.8,2.15,1.3,3.4,1.02,14.5,1.22,4.3,1.58,2.38,1.57,2.25,1.83,1.22,1.33,1.5,1.5,1.42,1.46,2.88,2.66,9.0,1.67,1.29,3.14,1.56,2.27,1.97,1.78,2.57,1.44,3.48,1.24
Bulgaria First League,2024-04-15,14:00:00,29,Ludogorets,Arda,1.61,2.73,10.64,1.22,5.75,12.0,1.32,3.15,1.03,16.0,1.22,3.9,1.78,1.97,2.4,1.5,1.04,1.1,4.1,2.5,1.14,2.36,1.3,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2024-04-15,14:30:00,4,Rapid Bucureşti,Sepsi,2.6,2.2,4.33,1.98,3.35,3.75,1.4,2.75,1.06,8.0,1.3,3.3,2.1,1.71,1.78,1.95,1.22,1.25,1.72,1.88,1.06,1.83,1.28,3.11,1.59,9.0,2.82,1.3,3.21,1.53,2.28,1.94,1.77,2.51,1.44,3.46,1.26
Netherlands Eerste Divisie,2024-04-15,15:00:00,34,Utrecht II,Den Bosch,3.0,2.25,3.25,2.38,3.6,2.63,1.36,3.0,1.04,8.5,1.22,3.7,1.75,2.05,1.67,2.1,1.32,1.3,1.57,1.13,0.75,1.33,1.1,2.43,1.92,8.8,2.12,0.0,0.0,1.36,2.79,1.64,2.07,2.09,1.66,2.71,1.38
