League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Germany 2. Bundesliga,2023-09-22,13:30:00,7,Magdeburg,Paderborn,2.27,3.35,2.66,1.01,11.0,1.13,4.9,1.57,2.12,1.26,3.64,1.47,2.57,1.4,1.25,1.7,3.0,1.0,2.13,0.88,3.01,1.75,8.0,2.52,1.24,1.46,1.85,2.4,3.3
Germany 2. Bundesliga,2023-09-22,13:30:00,7,Osnabrück,Hamburger SV,5.34,3.95,1.48,1.02,15.5,1.14,5.0,1.47,2.32,1.25,3.6,1.5,2.4,2.1,1.21,1.22,0.0,1.33,1.5,1.54,3.04,3.01,8.5,1.55,1.18,1.35,1.63,2.05,2.8
Estonia Meistriliiga,2023-09-22,13:45:00,28,Tallinna FC Flora,Tallinna Kalev,1.21,5.4,12.0,1.03,9.4,1.21,3.92,1.48,2.18,1.29,3.3,2.4,1.53,1.04,1.1,3.4,2.0,1.86,2.24,1.42,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-09-22,14:00:00,6,Gazişehir Gaziantep,İstanbulspor,2.39,3.5,2.75,1.05,13.0,1.25,3.82,1.72,1.97,1.4,3.2,1.66,2.2,1.42,1.33,1.7,0.0,1.0,1.5,0.6,2.1,1.62,8.0,2.75,1.24,1.46,1.88,2.4,3.3
Germany 3. Liga,2023-09-22,14:00:00,7,Unterhaching,Arminia Bielefeld,2.5,3.55,2.38,1.03,12.5,1.18,4.5,1.51,2.29,1.29,3.3,1.49,2.4,1.52,1.27,1.46,2.33,0.33,1.48,1.16,2.64,1.75,8.0,2.42,1.19,1.37,1.68,2.09,2.75
Bulgaria First League,2023-09-22,14:00:00,10,Botev Plovdiv,CSKA Sofia,3.4,3.25,2.1,1.08,7.0,1.38,2.9,2.1,1.68,1.44,2.63,1.83,1.83,1.57,1.28,1.25,0.75,1.75,1.69,1.5,3.19,2.44,8.2,1.78,1.57,1.96,2.49,3.48,5.0
Sweden Superettan,2023-09-22,14:00:00,23,Brage,Örebro,2.24,3.4,2.95,1.03,9.0,1.29,3.4,1.76,1.88,1.36,2.9,1.67,2.15,1.41,1.28,1.53,1.82,0.9,1.56,1.6,3.16,1.72,7.5,2.6,0.0,1.3,1.55,1.98,2.5
Sweden Superettan,2023-09-22,14:00:00,23,Helsingborg,AFC Eskilstuna,2.09,3.45,3.2,1.03,9.0,1.25,3.6,1.82,1.82,1.36,2.9,1.65,2.1,1.25,1.3,1.67,1.0,0.82,1.52,1.42,2.94,1.71,7.5,2.6,0.0,1.27,1.48,1.83,2.35
Denmark Superliga,2023-09-22,14:00:00,9,Lyngby,Vejle,1.8,3.4,3.79,1.06,9.0,1.3,3.5,1.7,1.92,1.4,2.75,1.73,1.95,1.25,1.25,1.83,1.75,0.75,1.22,1.11,2.33,1.51,8.5,3.16,1.23,1.44,1.93,2.35,3.2
Switzerland Challenge League,2023-09-22,14:30:00,7,Bellinzona,Vaduz,3.55,3.9,1.98,1.02,12.0,1.17,4.75,1.49,2.39,1.3,3.4,1.57,2.25,1.7,1.2,1.25,0.0,1.5,2.01,1.96,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Challenge League,2023-09-22,14:30:00,7,FC Schaffhausen,Sion,5.0,4.2,1.65,1.03,11.0,1.16,4.75,1.55,2.25,1.29,3.5,1.62,2.2,2.05,1.18,1.12,0.33,2.33,1.39,1.81,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Challenge League,2023-09-22,14:30:00,7,Wil,Neuchâtel Xamax,2.1,3.6,2.75,1.02,10.0,1.18,4.33,1.5,2.4,1.29,3.5,1.53,2.38,1.4,1.25,1.7,2.0,1.67,1.52,1.66,3.18,1.75,7.5,2.5,0.0,1.43,1.67,2.05,2.6
Netherlands Eredivisie,2023-09-22,15:00:00,6,Go Ahead Eagles,Fortuna Sittard,1.82,3.98,3.78,1.03,17.0,1.19,4.45,1.57,2.25,1.3,3.4,1.57,2.25,1.32,1.27,1.73,3.0,1.0,1.76,1.57,3.33,1.66,8.5,2.6,1.12,1.21,1.38,1.65,2.02
Romania Liga I,2023-09-22,15:00:00,10,Dinamo Bucureşti,SSC Farul,3.0,3.15,2.32,1.02,8.8,1.29,3.24,2.09,1.61,1.4,2.83,1.85,1.85,1.73,1.3,1.33,0.8,0.75,1.52,1.68,3.2,2.1,7.5,1.95,1.43,1.85,2.1,2.7,4.2
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,ADO Den Haag,Telstar,1.7,4.2,3.75,1.02,21.0,1.14,5.0,1.45,2.43,1.25,3.6,1.52,2.4,1.2,1.2,2.1,1.5,0.0,1.48,1.28,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,Roda JC,Den Bosch,1.61,4.1,4.33,1.02,17.0,1.16,4.3,1.57,2.25,1.29,3.42,1.65,2.18,1.17,1.22,2.3,3.0,0.0,1.91,1.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium First Division B,2023-09-22,15:00:00,6,Zulte-Waregem,KMSK Deinze,1.97,3.45,3.3,0.0,0.0,0.0,0.0,1.75,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.88,1.57,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,PSV II,VVV,2.55,3.9,2.25,1.02,21.0,1.14,5.0,1.44,2.47,1.25,3.6,1.42,2.6,1.55,1.23,1.48,2.0,2.0,1.64,1.53,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,Dordrecht,AZ II,2.5,3.8,2.3,1.02,19.0,1.16,4.6,1.53,2.3,1.28,3.4,1.48,2.5,1.52,1.24,1.48,1.0,0.0,1.72,1.08,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,NAC Breda,Emmen,2.5,3.8,2.3,1.02,18.0,1.16,4.7,1.53,2.3,1.28,3.4,1.48,2.5,1.52,1.25,1.48,1.5,1.67,1.78,1.47,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,Willem II,Oss,1.46,4.33,5.5,1.04,11.0,1.22,4.2,1.67,2.1,1.33,3.1,1.77,1.9,1.11,1.17,2.55,2.0,0.33,1.37,0.92,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,Utrecht II,Cambuur,3.6,3.9,1.78,1.01,11.0,1.2,4.0,1.6,2.2,1.3,3.2,1.57,2.2,1.9,1.25,1.26,3.0,1.5,1.18,1.64,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-09-22,15:00:00,8,Železničar Pančevo,Partizan,6.2,4.4,1.41,1.05,9.0,1.25,3.65,1.78,1.93,1.35,2.95,1.95,1.7,2.8,1.15,1.05,0.33,2.33,1.63,2.28,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2023-09-22,15:00:00,7,Helmond Sport,Groningen,3.6,3.8,1.78,1.03,15.0,1.2,4.0,1.67,2.05,1.32,3.05,1.62,2.15,1.88,1.23,1.27,2.33,1.5,1.29,1.68,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium First Division B,2023-09-22,15:00:00,6,Patro Eisden,FCV Dender EH,1.93,3.57,3.31,0.0,0.0,0.0,0.0,1.65,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.12,2.03,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Challenge League,2023-09-22,15:15:00,7,Thun,Aarau,1.98,4.0,3.5,1.02,13.0,1.15,4.75,1.42,2.58,1.25,3.75,1.44,2.63,1.25,1.2,1.85,2.33,1.33,1.6,1.43,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-09-22,15:30:00,9,ŁKS Łódź,Jagiellonia Białystok,2.55,3.08,2.51,1.07,8.5,1.3,3.3,1.97,1.73,1.41,2.7,1.72,2.05,1.38,1.28,1.5,2.0,1.0,1.44,1.19,2.63,1.75,8.0,2.44,0.0,1.43,1.8,2.13,2.63
Germany Bundesliga,2023-09-22,15:30:00,5,Stuttgart,Darmstadt 98,1.54,4.25,5.39,1.01,16.0,1.17,5.0,1.66,2.06,1.29,3.5,1.75,2.0,1.1,1.19,2.9,3.0,0.0,1.89,0.7,2.59,1.32,9.5,4.3,1.24,1.45,1.78,2.23,2.9
Italy Serie B,2023-09-22,15:30:00,6,Palermo,Cosenza,1.57,3.57,5.02,1.06,9.0,1.3,3.2,2.03,1.62,1.39,2.75,2.05,1.68,1.12,1.23,2.45,3.0,0.5,1.75,0.8,2.55,1.45,9.0,3.32,1.22,1.42,1.74,2.23,3.0
Republic of Ireland Premier Division,2023-09-22,15:45:00,31,Drogheda United,Bohemians,3.25,3.55,2.04,0.0,0.0,0.0,0.0,1.68,1.98,1.36,3.0,1.7,2.05,0.0,0.0,0.0,1.27,1.33,1.65,1.17,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Ireland Premier Division,2023-09-22,15:45:00,31,St Patrick's Athl.,Dundalk,1.94,3.35,3.75,1.04,8.5,1.3,3.2,1.88,1.76,1.4,2.75,1.8,1.95,1.29,1.31,1.76,1.93,1.21,1.56,1.2,2.76,1.82,8.0,2.33,1.29,1.55,1.9,2.58,3.48
Republic of Ireland Premier Division,2023-09-22,15:45:00,31,UCD,Shamrock Rovers,14.0,7.4,1.15,1.0,12.0,1.08,6.2,1.45,2.44,1.22,4.0,2.63,1.44,4.7,1.04,1.01,0.57,1.67,0.96,1.56,2.52,6.09,11.0,1.19,1.27,1.51,1.88,2.41,3.2
Republic of Ireland Premier Division,2023-09-22,15:45:00,31,Shelbourne,Cork City,1.59,3.7,5.6,1.06,7.2,1.28,3.3,1.92,1.72,1.4,2.75,2.0,1.75,1.15,1.25,2.3,1.67,0.43,1.25,1.06,2.31,1.37,9.0,3.83,1.3,1.56,1.9,2.55,3.42
Belgium Pro League,2023-09-22,15:45:00,8,Standard Liège,KVC Westerlo,2.05,3.4,3.01,1.02,15.0,1.22,4.2,1.62,2.15,1.33,3.25,1.62,2.2,1.28,1.2,1.95,0.33,0.33,1.21,1.44,2.65,1.5,8.5,3.0,1.2,1.45,1.72,2.1,3.0
Italy Serie A,2023-09-22,15:45:00,5,Lecce,Genoa,2.32,3.25,3.04,1.07,8.5,1.38,2.95,2.29,1.55,1.5,2.5,1.95,1.8,1.3,1.35,1.71,3.0,1.5,1.84,0.75,2.59,1.68,7.5,2.55,1.37,1.67,2.1,2.7,3.7
Wales Welsh Premier League,2023-09-22,15:45:00,8,Cardiff MU,The New Saints,9.0,5.0,1.25,1.01,11.0,1.13,4.9,1.5,2.5,1.25,3.5,1.8,1.86,2.7,1.12,1.07,2.33,2.33,1.27,2.43,3.7,7.5,11.0,1.14,1.48,1.75,2.2,2.88,0.0
Republic of Ireland Premier Division,2023-09-22,15:45:00,31,Sligo Rovers,Derry City,3.45,3.25,2.07,1.02,8.8,1.25,3.48,1.86,1.78,1.4,2.75,1.75,2.0,1.98,1.3,1.2,1.4,1.87,1.47,1.31,2.78,2.39,8.0,1.82,1.3,1.56,1.83,2.57,3.42
France Ligue 1,2023-09-22,16:00:00,6,Monaco,Nice,1.93,3.82,3.46,1.03,11.0,1.18,4.75,1.58,2.22,1.29,3.5,1.53,2.38,1.31,1.25,1.78,3.0,2.0,1.3,1.84,3.14,1.76,7.5,2.43,1.3,1.57,1.95,2.5,3.3
Spain La Liga,2023-09-22,16:00:00,6,Deportivo Alavés,Athletic Club Bilbao,3.71,3.09,2.1,1.12,7.0,1.51,2.4,2.5,1.46,1.57,2.25,2.1,1.67,1.65,1.35,1.28,3.0,2.0,1.32,1.04,2.36,2.38,7.5,1.78,1.46,1.82,2.32,3.05,4.25
Spain Segunda División,2023-09-22,16:00:00,7,FC Cartagena,SD Eibar,2.66,2.86,2.56,1.09,7.0,1.5,2.45,2.3,1.54,1.53,2.38,2.1,1.67,1.55,1.3,1.36,0.0,0.0,1.52,1.34,2.86,2.2,7.5,1.91,1.3,1.55,1.98,2.65,3.8
Austria 2. Liga,2023-09-22,16:00:00,8,Admira,St. Pölten,3.2,3.6,2.15,1.05,9.0,1.25,3.75,1.8,2.0,1.32,3.15,1.67,2.1,1.57,1.27,1.35,2.5,3.0,1.68,1.71,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2023-09-22,16:00:00,8,Aberystwyth Town,Penybont,4.9,4.5,1.63,1.01,11.0,1.12,4.9,1.45,2.38,1.25,3.5,1.54,2.25,2.0,1.18,1.17,0.0,1.33,1.28,1.65,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Championship,2023-09-22,16:00:00,8,Birmingham City,Queens Park Rangers,1.73,3.47,4.01,1.07,9.5,1.4,3.0,2.0,1.72,1.44,2.63,2.0,1.73,1.22,1.25,2.0,2.33,1.5,1.27,0.94,2.21,1.69,8.5,2.53,1.14,1.27,1.49,2.0,2.4
Portugal Liga NOS,2023-09-22,16:15:00,6,Famalicão,FC Arouca,2.31,3.3,3.15,0.0,0.0,0.0,0.0,2.18,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.43,0.81,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2023-09-22,17:30:00,12,General Caballero JLM,Resistencia,2.18,3.35,3.1,0.0,0.0,0.0,0.0,1.73,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.94,1.28,1.33,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-09-22,19:00:00,29,Ponte Preta,Mirassol,2.65,2.85,2.85,1.12,6.0,1.6,2.2,2.91,1.32,1.63,2.1,2.3,1.55,1.43,1.41,1.39,1.57,1.07,1.41,1.27,2.68,1.91,8.0,2.1,1.17,1.28,1.51,2.0,2.45
Serbia SuperLiga,2023-09-22,19:00:00,8,Red Star Belgrade,Bačka Topola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.26,1.77,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie A,2023-09-22,20:00:00,24,Corinthians,Botafogo,2.45,3.03,2.65,0.0,0.0,0.0,0.0,2.4,1.5,0.0,0.0,2.0,1.75,0.0,0.0,0.0,1.64,1.64,1.71,1.16,2.87,1.65,8.0,2.55,0.0,0.0,2.1,0.0,0.0
Paraguay Division Profesional,2023-09-22,20:00:00,12,Guaireña,Cerro Porteño,4.8,3.45,1.72,0.0,0.0,0.0,0.0,1.7,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.81,1.0,1.39,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera División,2023-09-22,20:30:00,24,Coquimbo Unido,O'Higgins,2.08,3.45,3.25,1.04,12.0,1.25,3.5,2.02,1.7,1.36,3.0,1.62,2.2,1.27,1.25,1.57,2.0,1.67,1.49,1.56,3.05,1.51,8.5,3.07,1.19,1.37,1.66,2.15,2.87
Brazil Serie B,2023-09-22,21:30:00,29,Ituano,Vitória,2.5,2.9,2.95,1.11,6.5,1.52,2.37,2.62,1.39,1.57,2.2,2.15,1.61,1.39,1.37,1.47,1.46,1.29,1.51,1.25,2.76,1.82,8.0,2.33,1.18,1.35,1.63,2.05,2.8
Brazil Serie B,2023-09-22,21:30:00,29,Atlético GO,Criciúma,1.95,3.1,4.0,1.1,7.0,1.42,2.7,2.36,1.48,1.51,2.35,2.1,1.65,1.25,1.33,1.75,1.93,1.21,1.71,1.14,2.85,1.41,9.5,3.48,1.13,1.22,1.41,1.7,2.15
