League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
USA MLS,2023-07-05,00:25:00,0,Colorado Rapids,Portland Timbers,2.2,3.3,3.3,1.04,13.0,1.25,3.6,1.89,1.81,1.44,2.63,1.91,1.91,1.29,1.3,1.7,0.56,0.64,1.48,1.18,2.66,1.54,6.25,3.0,1.23,1.44,1.78,2.35,3.25
Japan J2 League,2023-07-05,07:00:00,24,Vegalta Sendai,Shimizu S-Pulse,3.35,3.25,2.0,1.01,11.0,1.18,4.2,1.8,1.92,1.36,3.0,1.67,2.1,1.88,1.26,1.25,1.25,1.31,1.45,1.7,3.15,2.65,6.0,1.64,1.28,1.54,1.95,2.52,3.5
Japan J2 League,2023-07-05,07:00:00,24,Mito Hollyhock,Tokushima Vortis,2.5,3.25,2.7,1.04,7.4,1.32,3.04,2.0,1.75,1.44,2.63,1.73,2.0,1.39,1.29,1.45,1.0,1.0,1.29,1.23,2.52,1.8,5.75,2.3,1.3,1.58,2.05,2.65,3.8
Japan J2 League,2023-07-05,07:00:00,24,ThespaKusatsu Gunma,Roasso Kumamoto,2.25,3.3,3.0,1.06,8.0,1.28,3.5,1.87,1.87,1.4,2.75,1.73,2.0,1.68,1.25,1.22,1.67,1.55,1.02,1.48,2.5,2.88,9.0,1.5,1.26,1.53,1.92,2.49,3.4
Japan J2 League,2023-07-05,07:00:00,24,Omiya Ardija,JEF United,2.6,3.1,2.7,1.05,10.5,1.33,3.2,2.15,1.65,1.44,2.63,1.83,1.83,1.57,1.28,1.28,1.23,0.75,1.53,1.34,2.87,2.2,5.75,1.86,1.3,1.59,1.95,2.65,3.7
Japan J2 League,2023-07-05,07:00:00,24,Tokyo Verdy,V-Varen Nagasaki,2.1,3.3,3.3,1.06,9.75,1.36,3.0,1.87,1.87,1.44,2.63,1.83,1.83,1.24,1.27,1.7,1.33,1.38,1.4,1.23,2.63,1.3,8.0,4.75,1.33,1.65,2.0,2.6,3.9
Japan J2 League,2023-07-05,07:00:00,24,Iwaki,Tochigi,2.1,3.1,3.6,1.11,6.0,1.5,2.4,2.3,1.57,1.57,2.25,2.1,1.67,1.3,1.33,1.52,1.08,0.46,1.48,0.9,2.38,1.76,5.75,2.4,1.27,1.52,1.9,2.49,3.5
Japan J2 League,2023-07-05,07:00:00,24,Jubilo Iwata,Zweigen Kanazawa,1.63,3.6,5.5,1.02,16.0,1.2,4.33,1.95,1.8,1.33,3.25,1.83,1.83,1.15,1.23,2.58,1.62,0.54,1.67,1.16,2.83,1.17,8.75,6.0,1.23,1.43,1.71,2.05,2.93
Japan J2 League,2023-07-05,07:00:00,24,Fagiano Okayama,Fujieda MYFC,1.9,3.3,3.5,1.03,15.0,1.25,3.75,1.84,1.87,1.36,3.0,1.73,2.0,1.27,1.25,1.67,1.54,1.67,1.44,1.63,3.07,1.85,7.0,2.4,1.25,1.52,1.86,2.46,3.3
Japan J2 League,2023-07-05,07:00:00,24,Renofa Yamaguchi,Montedio Yamagata,2.9,3.1,2.45,1.04,13.0,1.25,3.75,2.15,1.65,1.4,2.75,1.73,2.0,1.74,1.29,1.29,1.17,1.0,1.28,1.32,2.6,2.25,5.75,1.86,1.28,1.54,1.9,2.52,3.55
Japan J2 League,2023-07-05,07:00:00,24,Oita Trinita,Machida Zelvia,2.15,3.3,3.2,1.07,8.75,1.43,2.75,1.87,1.87,1.5,2.5,1.91,1.8,1.66,1.35,1.34,2.17,2.0,1.41,1.09,2.5,1.8,5.25,2.4,1.53,1.95,2.62,3.8,5.2
Japan J2 League,2023-07-05,07:00:00,24,Ventforet Kofu,Blaublitz Akita,1.9,3.3,4.0,1.09,7.75,1.47,2.55,2.0,1.75,1.53,2.38,2.2,1.62,1.2,1.3,1.72,2.0,1.38,1.33,1.33,2.66,1.6,6.0,2.7,1.23,1.47,1.76,2.34,3.15
Egypt Egyptian Premier League,2023-07-05,14:30:00,18,Al Ahly,Ismaily SC,1.33,4.6,8.5,1.03,15.0,1.25,3.6,1.85,1.85,1.4,2.75,2.63,1.44,1.06,1.17,3.3,2.47,1.0,1.77,1.34,3.11,1.24,10.75,4.85,1.23,1.44,1.79,2.27,3.04
Argentina Primera División,2023-07-05,15:30:00,23,Godoy Cruz,Platense,1.95,2.9,3.75,1.1,5.75,1.5,2.45,2.4,1.5,1.53,2.38,2.25,1.57,1.2,1.37,1.94,2.18,0.91,1.56,1.14,2.7,1.41,6.5,3.4,1.27,1.5,1.88,2.5,3.5
Argentina Primera División,2023-07-05,17:00:00,23,Tigre,Banfield,2.1,2.9,3.4,1.08,8.5,1.42,2.75,2.3,1.53,1.53,2.38,2.05,1.7,1.3,1.3,1.68,1.5,0.5,1.69,1.31,3.0,1.54,6.0,2.9,1.26,1.5,1.88,2.5,3.5
Argentina Primera División,2023-07-05,18:00:00,23,Rosario Central,Estudiantes,2.75,2.87,2.45,1.09,6.0,1.48,2.5,2.35,1.53,1.53,2.38,2.0,1.75,1.47,1.45,1.41,2.45,1.5,1.67,1.51,3.18,1.86,5.5,2.25,1.27,1.5,1.88,2.5,3.5
Brazil Serie B,2023-07-05,19:00:00,1,CRB,Sport Recife,2.96,2.79,2.31,1.07,6.45,1.47,2.45,2.5,1.5,1.53,2.38,2.0,1.73,1.45,1.42,1.45,1.29,1.17,1.5,1.23,2.73,2.05,5.75,2.0,1.18,1.33,1.61,1.95,2.65
Argentina Primera División,2023-07-05,19:30:00,23,Racing Club,San Lorenzo,2.8,2.75,2.5,1.1,5.75,1.53,2.3,2.8,1.44,1.62,2.2,2.2,1.62,1.39,1.45,1.49,1.64,1.3,1.64,1.31,2.95,1.74,5.5,2.45,1.27,1.5,1.88,2.5,3.5
Uruguay Primera División,2023-07-05,19:30:00,4,Nacional,Plaza Colonia,1.33,4.6,8.0,1.0,10.5,1.21,3.82,1.71,2.02,1.34,3.31,2.14,1.63,1.03,1.14,3.35,2.75,0.63,0.0,1.25,1.25,1.26,10.75,4.6,1.21,1.41,1.8,2.17,2.88
USA MLS,2023-07-05,20:30:00,0,New York City,Charlotte,1.85,3.65,3.7,1.03,13.0,1.25,3.75,1.7,2.08,1.4,2.75,1.75,2.0,1.24,1.26,1.9,1.67,1.1,1.6,1.14,2.74,1.65,7.0,2.7,1.27,1.5,1.87,2.45,3.4
Argentina Primera División,2023-07-05,21:30:00,23,River Plate,Colón,1.33,4.5,8.0,1.02,17.0,1.18,4.33,1.61,2.15,1.3,3.4,1.95,1.8,1.06,1.14,4.07,2.7,0.9,1.81,1.07,2.88,1.14,11.5,7.5,1.24,1.44,1.8,2.35,3.25
