League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Mexico Ascenso MX,2023-07-29,00:05:00,2,Correcaminos UAT,Mineros de Zacatecas,1.85,3.5,3.6,1.02,13.0,1.22,4.0,1.7,1.96,1.32,2.86,1.65,2.18,1.24,1.25,1.89,2.0,1.0,2.8,0.0,2.8,1.45,7.5,3.76,1.17,1.33,1.62,1.96,2.44
Japan J2 League,2023-07-29,06:00:00,28,Machida Zelvia,Tokushima Vortis,1.74,3.58,5.0,1.1,6.5,1.45,2.65,2.35,1.53,1.5,2.5,2.38,1.53,1.12,1.25,2.05,2.2,0.93,1.52,1.2,2.72,1.42,6.0,3.35,1.51,2.0,2.27,3.2,4.6
Japan J2 League,2023-07-29,06:00:00,28,Tokyo Verdy,Mito Hollyhock,1.73,3.78,4.72,1.06,8.0,1.33,3.1,1.95,1.75,1.4,2.75,1.87,1.87,1.17,1.22,1.95,1.29,1.15,1.39,1.26,2.65,1.38,6.25,3.55,1.3,1.59,2.0,2.7,3.5
Japan J2 League,2023-07-29,06:00:00,28,Shimizu S-Pulse,Fagiano Okayama,1.78,3.65,4.58,1.05,9.0,1.25,3.6,1.95,1.75,1.4,2.75,1.83,1.9,1.12,1.2,2.1,1.92,1.21,2.05,1.28,3.33,1.25,7.25,4.65,1.25,1.42,1.78,2.18,3.0
Japan J2 League,2023-07-29,06:00:00,28,Tochigi,Ventforet Kofu,3.1,3.14,2.42,1.1,6.5,1.45,2.6,2.35,1.53,1.53,2.38,2.0,1.73,1.47,1.3,1.3,1.71,1.43,1.32,1.28,2.6,2.1,5.75,1.95,1.3,1.54,2.0,2.3,3.2
Japan J2 League,2023-07-29,06:00:00,28,Iwaki,Jubilo Iwata,3.42,3.44,2.13,1.05,9.0,1.22,4.0,1.7,2.0,1.45,2.6,1.68,2.1,1.9,1.22,1.17,1.14,1.93,1.48,1.58,3.06,3.0,6.0,1.48,1.17,1.28,1.5,1.9,2.45
Japan J2 League,2023-07-29,06:00:00,28,Blaublitz Akita,ThespaKusatsu Gunma,2.54,3.1,2.93,1.11,6.0,1.5,2.4,2.55,1.45,1.58,2.26,2.2,1.62,1.22,1.3,1.68,1.15,1.21,1.27,1.23,2.5,1.33,6.75,3.8,1.17,1.29,1.62,1.8,2.44
South Korea K League 2,2023-07-29,07:00:00,24,Gyeongnam,Gimpo Citizen,2.2,3.32,3.19,1.06,8.0,1.33,3.25,1.9,1.8,1.4,2.75,1.8,1.91,1.33,1.3,1.62,1.5,2.0,1.81,1.33,3.14,1.55,5.75,2.8,1.33,1.68,2.07,2.67,3.74
Japan J2 League,2023-07-29,07:00:00,28,Oita Trinita,Montedio Yamagata,2.08,3.62,3.36,1.05,9.0,1.25,3.6,1.75,1.95,1.36,3.0,1.67,2.1,1.3,1.25,1.6,1.73,1.07,1.33,1.24,2.57,1.58,5.75,2.7,1.31,1.57,1.91,2.38,3.3
Japan J2 League,2023-07-29,07:00:00,28,JEF United,Renofa Yamaguchi,1.82,3.5,4.58,1.1,6.0,1.53,2.35,2.2,1.6,1.5,2.5,2.1,1.67,1.15,1.25,1.95,1.79,1.14,1.59,1.1,2.69,1.4,6.0,3.45,1.42,1.8,2.33,3.2,4.4
Japan J2 League,2023-07-29,07:00:00,28,V-Varen Nagasaki,Roasso Kumamoto,2.0,3.56,3.66,1.05,9.0,1.28,3.5,1.85,1.85,1.4,2.75,1.68,2.1,1.4,1.25,1.47,2.0,1.38,1.37,1.54,2.91,2.4,5.75,1.74,1.3,1.63,2.01,2.5,3.4
Japan J2 League,2023-07-29,07:00:00,28,Vegalta Sendai,Fujieda MYFC,1.97,3.72,3.6,1.03,11.0,1.22,4.0,1.53,2.35,1.29,3.5,1.47,2.55,1.28,1.22,1.72,1.14,1.5,1.47,1.57,3.04,1.66,5.75,2.5,1.31,1.49,1.85,2.37,3.3
South Korea K League 2,2023-07-29,07:30:00,24,Seongnam,Jeonnam Dragons,2.54,3.3,2.64,1.04,12.0,1.25,3.5,1.85,1.85,1.36,2.84,1.64,2.2,1.44,1.3,1.47,1.33,1.18,1.53,1.61,3.14,1.6,5.75,2.65,1.36,1.74,2.0,2.84,4.2
Germany 2. Bundesliga,2023-07-29,08:00:00,1,Wehen Wiesbaden,Magdeburg,3.01,3.52,2.28,1.03,11.0,1.2,4.33,1.6,2.2,1.3,3.4,1.53,2.38,1.49,1.28,1.5,1.0,1.0,0.0,0.0,0.0,2.05,8.0,2.0,1.23,1.33,1.6,2.0,2.7
Germany 2. Bundesliga,2023-07-29,08:00:00,1,Osnabrück,Karlsruher SC,2.62,3.52,2.55,1.03,11.0,1.18,4.5,1.6,2.2,1.3,3.4,1.53,2.38,1.55,1.27,1.44,0.0,3.0,0.0,0.0,0.0,2.2,8.0,1.83,1.23,1.31,1.57,1.98,2.6
Germany 2. Bundesliga,2023-07-29,08:00:00,1,Hannover 96,Elversberg,2.03,3.62,3.51,1.04,10.0,1.22,4.0,1.65,2.1,1.33,3.25,1.57,2.25,1.37,1.27,1.65,1.0,1.0,0.0,0.0,0.0,1.85,8.0,2.28,1.18,1.35,1.63,2.1,2.8
Germany 2. Bundesliga,2023-07-29,08:00:00,1,Kaiserslautern,St. Pauli,2.76,3.48,2.45,1.04,10.0,1.22,4.0,1.7,2.0,1.33,3.25,1.57,2.25,1.62,1.28,1.37,0.0,3.0,0.0,0.0,0.0,2.05,7.0,2.15,1.26,1.53,1.84,2.27,3.0
Sweden Superettan,2023-07-29,08:00:00,16,Östersunds FK,GIF Sundsvall,1.82,3.72,3.97,1.04,10.0,1.25,3.75,1.7,2.0,1.36,3.0,1.67,2.08,1.2,1.29,1.95,1.5,1.25,1.68,1.47,3.15,1.32,7.0,3.9,1.14,1.26,1.47,1.93,2.28
China Chinese Super League,2023-07-29,08:35:00,19,Tianjin Teda,Changchun Yatai,2.25,3.55,3.11,1.05,12.25,1.27,3.78,1.75,1.95,1.36,3.0,1.7,2.1,1.36,1.29,1.66,1.6,1.2,1.44,1.32,2.76,1.67,8.0,2.5,1.34,1.62,2.07,2.75,3.3
China Chinese Super League,2023-07-29,08:35:00,19,Meizhou Hakka,Dalian Yifang,2.03,3.64,3.58,1.05,11.75,1.29,3.6,1.75,1.95,1.38,3.03,1.75,2.03,1.3,1.3,1.76,1.44,0.3,1.16,1.17,2.33,1.91,8.0,2.1,1.3,1.55,1.96,2.55,3.2
China Chinese Super League,2023-07-29,08:35:00,19,Shanghai Shenhua,Shanghai SIPG,4.04,3.59,1.92,1.02,8.6,1.33,3.2,1.95,1.75,1.44,2.6,1.8,1.95,1.75,1.25,1.25,1.8,2.6,1.51,1.56,3.07,2.5,8.0,1.67,1.32,1.58,2.0,2.65,3.7
