League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Romania Liga I,2023-08-28,12:30:00,7,Hermannstadt,Universitatea Cluj,2.2,2.8,2.88,1.06,6.55,1.49,2.55,2.39,1.51,1.53,2.38,2.1,1.67,1.32,1.36,1.64,1.5,1.67,2.04,1.29,3.33,1.91,7.0,2.32,1.4,1.72,2.23,3.1,4.4
Italy Serie A,2023-08-28,13:30:00,2,Salernitana,Udinese,2.74,3.5,2.74,1.05,9.0,1.3,3.4,1.97,1.72,1.4,2.75,1.75,2.0,1.51,1.36,1.48,0.0,0.0,0.0,0.0,0.0,2.2,7.0,2.0,1.29,1.57,1.99,2.61,3.48
Portugal LigaPro,2023-08-28,14:00:00,3,CD Nacional,Leixões,2.02,2.94,3.08,1.06,7.2,1.28,3.3,1.95,1.76,1.44,2.6,1.77,1.93,1.3,1.24,1.52,0.0,0.0,1.07,0.93,2.0,1.8,8.0,2.4,0.0,1.16,1.3,1.52,1.9
Spain Segunda División,2023-08-28,14:00:00,3,CD Eldense,SD Eibar,3.25,3.06,2.4,1.11,6.99,1.55,2.45,2.56,1.39,1.57,2.25,2.1,1.67,1.42,1.31,1.31,0.0,0.0,0.0,1.63,1.63,1.91,7.5,2.2,1.3,1.57,1.98,2.7,3.8
Norway First Division,2023-08-28,14:00:00,21,Moss,Kristiansund,2.58,3.13,2.21,1.02,15.0,1.22,4.2,1.65,2.11,1.32,3.1,1.62,2.25,1.63,1.25,1.4,1.9,0.75,1.57,1.38,2.95,1.8,5.75,2.3,1.18,1.34,1.6,2.02,2.65
Sweden Superettan,2023-08-28,14:00:00,20,GIF Sundsvall,Jönköpings Södra,2.33,3.55,2.78,1.03,15.0,1.2,4.44,1.63,2.05,1.27,3.4,1.52,2.45,1.45,1.25,1.62,1.0,0.89,1.46,1.1,2.56,1.95,7.0,2.25,1.2,1.33,1.69,2.11,2.39
Denmark Superliga,2023-08-28,14:00:00,6,Vejle,Brøndby,3.39,3.54,2.12,1.03,12.5,1.25,3.95,1.76,1.85,1.33,3.25,1.67,2.1,1.83,1.24,1.3,0.0,2.0,1.19,1.11,2.3,2.66,8.5,1.64,1.21,1.58,1.9,2.5,3.0
Sweden Superettan,2023-08-28,14:00:00,20,GAIS,Skövde AIK,1.21,6.3,12.0,1.02,17.0,1.16,5.0,1.51,2.29,1.27,3.45,2.0,1.8,1.02,1.1,3.6,1.7,0.4,2.0,1.36,3.36,1.15,11.0,7.0,0.0,1.17,1.33,1.48,1.66
Sweden Allsvenskan,2023-08-28,14:00:00,21,Elfsborg,Norrköping,1.47,4.75,6.3,1.03,18.0,1.2,4.79,1.57,2.2,1.29,3.5,1.7,2.05,1.13,1.2,2.25,2.3,1.7,1.87,1.31,3.18,1.36,8.5,3.8,1.11,1.29,1.55,1.95,2.5
Sweden Allsvenskan,2023-08-28,14:00:00,21,AIK,Varberg,1.41,4.7,7.8,1.04,15.0,1.23,4.1,1.77,1.91,1.33,3.25,1.95,1.8,1.12,1.2,2.8,0.89,0.8,1.66,1.47,3.13,1.29,9.0,4.4,1.11,1.3,1.55,1.95,2.5
Sweden Superettan,2023-08-28,14:00:00,20,AFC Eskilstuna,Gefle,1.77,3.64,4.37,1.04,12.0,1.28,3.6,1.85,1.79,1.34,3.0,1.75,2.05,1.25,1.22,1.95,1.44,0.89,1.57,0.8,2.37,1.38,8.0,4.0,1.19,1.36,1.74,2.16,2.46
Sweden Allsvenskan,2023-08-28,14:10:00,21,Sirius,Malmö FF,3.85,3.88,1.88,1.01,15.0,1.19,4.8,1.66,2.04,1.3,3.4,1.67,2.1,2.25,1.25,1.19,1.0,1.78,1.63,1.83,3.46,3.3,8.0,1.44,1.12,1.22,1.43,1.74,2.2
Bulgaria First League,2023-08-28,14:30:00,7,Slavia Sofia,CSKA 1948 Sofia,3.83,3.5,1.97,1.07,6.8,1.33,3.1,2.03,1.7,1.4,2.75,1.8,1.91,1.72,1.35,1.13,0.0,1.5,1.48,1.12,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2023-08-28,14:30:00,3,Getafe CF,Deportivo Alavés,2.26,3.21,3.85,1.12,5.7,1.62,2.3,2.6,1.4,1.67,2.1,2.38,1.53,1.2,1.45,1.65,1.0,0.0,0.85,1.09,1.94,1.72,7.5,2.48,1.41,1.76,2.24,2.98,4.3
Netherlands Eerste Divisie,2023-08-28,15:00:00,3,PSV II,Helmond Sport,2.25,4.19,2.73,1.03,11.0,1.16,4.4,1.62,2.25,1.3,3.4,1.53,2.38,1.43,1.27,1.61,3.0,0.0,1.18,1.39,2.57,1.91,7.0,2.3,1.22,1.42,1.74,2.23,3.0
Netherlands Eerste Divisie,2023-08-28,15:00:00,3,AZ II,Telstar,2.32,3.66,2.9,1.02,10.0,1.22,3.8,1.73,2.08,1.33,3.25,1.62,2.2,1.42,1.29,1.59,3.0,0.0,1.7,1.55,3.25,1.95,7.0,2.25,1.36,1.66,2.12,2.9,4.1
Turkey Süper Lig,2023-08-28,15:00:00,3,Adana Demirspor,Beşiktaş,2.7,3.6,2.32,1.02,21.0,1.13,5.61,1.55,2.3,1.25,3.75,1.4,2.75,1.57,1.27,1.42,3.0,3.0,1.42,1.35,2.77,2.7,7.0,1.7,1.2,1.33,1.6,2.0,2.7
Iceland Úrvalsdeild,2023-08-28,15:00:00,21,HK,ÍBV,2.14,3.54,3.01,1.02,10.0,1.13,5.16,1.46,2.36,1.27,3.4,1.42,2.6,1.3,1.25,1.67,1.3,0.4,1.42,1.34,2.76,1.8,9.9,2.29,0.0,1.15,1.3,1.58,1.95
Romania Liga I,2023-08-28,15:30:00,7,UTA Arad,FCSB,4.39,3.74,1.79,1.03,10.5,1.27,3.65,1.98,1.6,1.35,2.9,1.83,1.83,2.05,1.3,1.1,1.5,3.0,0.83,1.46,2.29,2.75,7.0,1.68,1.37,1.67,2.16,2.95,4.1
