League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Japan J2 League,2023-11-03,01:05:00,41,Ventforet Kofu,Roasso Kumamoto,2.75,2.15,3.4,2.26,3.58,2.95,1.33,3.0,1.02,10.0,1.22,4.0,1.67,2.0,1.6,2.25,1.4,1.25,1.62,1.7,1.4,1.36,1.53,2.89,1.85,8.5,2.15,0.0,0.0,1.45,2.55,1.95,1.85,2.22,1.65,3.0,1.34
Egypt Egyptian Premier League,2023-11-03,11:00:00,6,Smouha SC,Al Ittihad,2.88,2.1,3.4,2.3,3.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.83,1.73,2.0,1.34,1.33,1.57,2.0,0.5,1.77,1.63,3.4,1.82,9.0,2.3,0.0,0.0,1.35,2.84,1.62,2.11,2.04,1.69,2.64,1.4
Bulgaria First League,2023-11-03,12:00:00,16,Beroe,OFK Pirin,2.63,2.0,5.0,2.05,3.32,3.71,1.53,2.38,1.05,6.9,1.42,2.57,2.25,1.53,2.1,1.67,1.19,1.31,1.95,1.86,0.86,1.23,0.96,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-11-03,13:00:00,15,CSM Iaşi,Oţelul Galaţi,3.25,1.82,3.9,2.54,3.02,3.0,1.6,2.2,1.11,6.75,1.5,2.3,2.58,1.35,2.2,1.6,1.35,1.32,1.52,1.0,1.33,1.54,1.34,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia Super Liga,2023-11-03,13:30:00,13,FK Košice,DAC,4.0,2.2,2.4,3.56,3.51,2.04,1.33,3.0,1.02,10.0,1.25,3.75,1.7,1.95,1.68,2.1,1.9,1.22,1.2,0.8,1.33,1.03,1.23,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0
Egypt Egyptian Premier League,2023-11-03,14:00:00,6,Ceramica Cleopatra,Pyramids FC,5.5,2.05,2.3,4.75,3.3,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.59,2.1,1.67,2.06,1.27,1.16,3.0,3.0,2.29,1.55,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-11-03,14:00:00,11,Galatasaray,Kasımpaşa,1.57,3.1,8.5,1.22,5.5,10.0,1.22,4.75,1.01,29.0,1.1,8.07,1.33,3.2,1.75,2.05,1.03,1.1,3.97,3.0,2.0,2.15,1.24,3.39,1.13,12.0,7.0,1.23,3.6,1.44,2.5,1.8,2.0,2.35,1.49,3.25,1.28
Egypt Egyptian Premier League,2023-11-03,14:00:00,6,Zamalek,Masr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.64,1.81,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia Prva HNL,2023-11-03,14:00:00,14,Lokomotiva Zagreb,Rijeka,3.6,2.05,2.9,3.18,3.19,2.19,1.42,2.65,1.07,7.5,1.3,3.3,1.99,1.76,1.75,2.0,1.6,1.28,1.35,1.4,1.4,1.67,1.3,2.97,2.39,8.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-11-03,14:00:00,14,Piast Gliwice,Korona Kielce,2.2,2.15,5.0,1.53,3.6,5.8,1.43,2.65,1.07,9.95,1.33,3.1,2.0,1.67,2.05,1.72,1.1,1.2,2.1,1.5,0.83,1.61,1.36,2.97,1.37,9.0,3.71,1.28,3.5,1.47,2.5,1.93,1.88,2.37,1.51,3.2,1.3
