League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Mexico Ascenso MX,2023-07-31,00:05:00,2,Dorados,CA La Paz,2.63,3.2,2.3,1.02,11.0,1.22,3.75,1.73,2.08,1.3,3.2,1.57,2.34,1.67,1.25,1.29,0.0,3.0,0.0,0.0,0.0,2.05,7.1,2.13,1.14,1.28,1.53,1.84,2.25
South Korea K League 2,2023-07-31,07:00:00,24,Seoul E-Land,Asan Mugunghwa,2.3,3.0,2.75,1.08,7.0,1.42,2.75,2.25,1.57,1.48,2.5,1.95,1.8,1.36,1.28,1.45,0.91,0.75,1.29,1.33,2.62,1.72,7.8,2.53,1.63,2.04,2.51,3.98,5.9
South Korea K League 2,2023-07-31,07:30:00,24,Anyang,Sangju Sangmu,2.4,3.25,2.45,1.05,9.0,1.28,3.5,1.8,1.9,1.36,3.0,1.68,2.1,1.44,1.25,1.47,1.64,1.83,1.58,1.59,3.17,1.87,9.0,2.12,1.17,1.5,1.69,1.83,2.48
Romania Liga I,2023-07-31,12:30:00,3,Petrolul 52,Voluntari,2.55,3.2,2.8,1.08,7.5,1.52,2.48,2.25,1.57,1.47,2.5,1.92,1.83,1.38,1.38,1.5,0.5,1.5,1.61,1.31,2.92,2.13,8.4,1.98,1.43,1.79,2.29,3.08,4.4
Russia Russian Premier League,2023-07-31,13:30:00,2,Spartak Moskva,Baltika,1.41,4.4,6.2,1.01,17.0,1.18,4.2,1.65,2.06,1.31,3.28,1.85,1.89,1.1,1.19,2.8,3.0,0.0,1.8,1.31,3.11,1.18,11.5,6.1,1.25,1.45,1.75,2.2,2.8
Estonia Meistriliiga,2023-07-31,13:45:00,1,Kuressaare,Tammeka,1.85,3.6,3.4,1.03,14.5,1.22,3.7,1.85,1.85,1.35,2.95,1.65,2.1,1.32,1.25,1.65,0.91,0.82,1.55,1.29,2.84,1.75,6.1,2.74,0.0,1.25,1.42,1.75,2.22
Sweden Superettan,2023-07-31,14:00:00,16,Örebro,GAIS,3.6,3.4,1.91,1.05,11.0,1.3,3.4,1.98,1.88,1.38,2.85,1.78,1.95,1.85,1.25,1.28,1.38,1.71,1.65,1.9,3.55,2.68,9.7,1.59,1.13,1.23,1.43,1.76,2.16
Sweden Superettan,2023-07-31,14:00:00,16,Utsikten,Helsingborg,1.95,3.3,3.5,1.05,11.0,1.3,3.5,1.9,1.95,1.37,2.85,1.75,2.05,1.3,1.25,1.78,2.57,1.14,1.58,1.39,2.97,1.74,9.1,2.38,1.23,1.33,1.67,2.03,2.23
Sweden Allsvenskan,2023-07-31,14:00:00,17,Malmö FF,Värnamo,1.31,5.5,9.3,1.02,17.0,1.16,4.4,1.52,2.43,1.29,3.5,1.95,1.8,1.06,1.15,3.46,2.38,1.25,2.16,1.59,3.75,1.19,13.7,5.89,1.07,1.24,1.44,1.75,2.25
Sweden Allsvenskan,2023-07-31,14:00:00,17,Sirius,AIK,3.08,3.28,2.36,1.05,8.0,1.33,3.0,1.98,1.77,1.44,2.63,1.8,1.95,1.6,1.35,1.25,0.88,0.88,1.63,1.25,2.88,2.06,10.0,1.99,1.1,1.17,1.28,1.49,1.83
