League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
USA USL Championship,2023-06-25,00:00:00,0,Sacramento Republic,San Antonio,1.88,3.4,3.4,1.05,9.0,1.25,3.6,1.75,1.95,1.36,3.0,1.72,2.05,1.2,1.22,1.9,2.44,1.38,1.59,1.76,3.35,1.62,8.8,2.58,1.21,1.4,1.75,2.18,2.88
South Korea K League 2,2023-06-25,04:00:00,18,Asan Mugunghwa,Ansan Greeners,1.95,3.1,3.6,1.08,7.0,1.33,3.1,2.0,1.67,1.44,2.63,1.91,1.8,1.2,1.25,1.8,1.75,0.25,1.29,1.45,2.74,1.48,6.0,3.05,1.4,1.95,2.15,3.04,4.8
South Korea K League 1,2023-06-25,04:30:00,19,Incheon United,Pohang Steelers,2.8,3.0,2.35,1.08,7.0,1.36,3.0,2.05,1.61,1.44,2.63,1.83,1.83,1.47,1.25,1.35,0.9,1.4,1.67,1.32,2.99,2.1,8.0,1.91,1.33,1.6,2.0,2.6,3.64
Japan J2 League,2023-06-25,06:00:00,22,Vegalta Sendai,Tokushima Vortis,1.85,3.25,4.0,1.07,7.5,1.36,3.0,2.0,1.67,1.45,2.6,1.9,1.83,1.17,1.25,1.9,1.36,1.09,1.45,1.19,2.64,1.37,6.0,3.5,1.34,1.67,2.0,2.85,0.0
South Korea K League 2,2023-06-25,06:30:00,18,Gimpo Citizen,Jeonnam Dragons,2.4,2.9,2.8,1.08,7.0,1.38,2.9,2.15,1.57,1.44,2.63,1.83,1.83,1.33,1.25,1.5,1.25,1.13,1.3,1.62,2.92,1.83,5.25,2.25,1.58,1.99,2.46,3.65,5.2
South Korea K League 2,2023-06-25,06:30:00,18,Seoul E-Land,Anyang,3.25,3.0,2.1,1.08,7.0,1.36,3.0,2.05,1.61,1.44,2.63,1.83,1.83,1.6,1.25,1.28,1.0,2.13,1.23,1.87,3.1,2.1,5.25,1.95,1.39,1.8,2.12,2.98,4.1
South Korea K League 1,2023-06-25,07:00:00,19,Suwon,Gangwon,2.35,3.1,2.7,1.05,9.0,1.28,3.5,1.8,1.83,1.36,3.0,1.62,2.2,1.38,1.25,1.53,1.27,0.8,1.41,1.11,2.52,2.33,8.0,1.82,1.38,1.67,2.15,2.85,4.0
Japan J2 League,2023-06-25,07:00:00,22,Roasso Kumamoto,Jubilo Iwata,3.0,3.25,2.15,1.05,9.0,1.25,3.6,1.75,1.91,1.36,3.0,1.65,2.15,1.57,1.25,1.28,1.17,1.82,1.51,1.64,3.15,2.3,5.75,1.8,1.27,1.52,1.98,2.25,3.15
Japan J1 League,2023-06-25,07:00:00,18,Avispa Fukuoka,Vissel Kobe,3.2,3.1,2.15,1.07,7.5,1.36,3.0,2.05,1.67,1.44,2.63,1.91,1.91,1.66,1.25,1.33,1.7,2.13,1.51,1.53,3.04,2.2,7.5,1.91,1.33,1.67,2.05,2.72,3.74
Japan J2 League,2023-06-25,07:30:00,22,ThespaKusatsu Gunma,Shimizu S-Pulse,5.25,3.7,1.57,1.01,9.7,1.25,3.75,1.8,1.83,1.36,2.99,1.87,1.87,2.2,1.18,1.11,1.73,1.17,0.99,1.68,2.67,3.65,6.75,1.33,1.29,1.58,1.96,2.42,3.2
