League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-08-09,08:35:00,21,Shanghai Shenhua,Shenzhen,1.12,7.5,15.0,1.02,18.0,1.12,5.0,1.53,2.3,1.25,3.72,2.45,1.51,1.01,1.07,5.7,1.8,0.2,1.46,0.83,2.29,1.11,9.5,8.25,1.36,1.68,2.06,2.7,3.7
China Chinese Super League,2023-08-09,08:35:00,21,Shijiazhuang Ever Bright,Dalian Yifang,1.92,3.44,3.35,1.01,9.6,1.25,3.48,1.8,1.88,1.37,2.96,1.73,2.04,1.28,1.28,1.83,1.36,0.3,1.38,1.12,2.5,1.57,5.75,2.75,1.36,1.73,2.22,0.0,3.7
China Chinese Super League,2023-08-09,08:35:00,21,Wuhan Three Towns,Henan Jianye,1.25,5.5,8.5,1.02,16.0,1.11,4.6,1.57,2.3,1.29,3.25,1.86,1.74,1.06,1.14,3.5,1.56,0.5,1.87,1.15,3.02,1.29,8.7,4.8,1.3,1.58,1.93,2.4,0.0
China Chinese Super League,2023-08-09,08:35:00,21,Tianjin Teda,Beijing Guoan,2.88,3.5,2.15,1.01,12.0,1.2,3.6,1.87,2.02,1.31,2.95,1.54,2.15,1.6,1.28,1.34,1.6,1.0,1.4,1.44,2.84,2.25,6.9,1.83,1.42,1.71,2.18,2.9,4.1
Norway First Division,2023-08-09,13:00:00,17,Ranheim,Kongsvinger,2.62,3.5,2.25,1.03,11.0,1.17,4.5,1.55,2.4,1.29,3.5,1.5,2.5,1.6,1.25,1.4,1.71,1.63,1.8,1.14,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-08-09,13:00:00,17,Fredrikstad,Bryne,1.75,3.5,3.9,1.05,9.0,1.29,3.5,1.8,2.04,1.36,3.0,1.73,2.0,1.2,1.29,1.95,2.0,0.57,1.41,1.41,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-08-09,13:00:00,17,Hødd,Sandnes Ulf,2.4,3.3,2.6,1.04,10.0,1.22,4.0,1.65,2.12,1.33,3.25,1.53,2.38,1.44,1.29,1.5,0.88,1.14,1.13,1.26,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-08-09,13:00:00,17,Start,Skeid,1.75,3.8,3.6,1.02,13.0,1.15,4.75,1.42,2.85,1.25,3.75,1.5,2.5,1.25,1.2,2.0,2.29,0.75,1.77,1.22,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-08-09,13:00:00,17,Moss,KFUM,2.38,3.25,2.62,1.04,10.0,1.22,4.0,1.63,2.14,1.33,3.25,1.53,2.38,1.44,1.25,1.53,2.0,1.38,1.69,1.46,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-08-09,13:00:00,17,Sogndal,Kristiansund,2.3,3.3,2.7,1.02,12.0,1.17,4.5,1.53,2.45,1.25,3.75,1.5,2.5,1.44,1.25,1.57,2.29,0.86,1.31,1.41,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-08-09,13:00:00,17,Åsane,Mjøndalen,2.25,3.4,2.7,1.03,11.0,1.17,4.5,1.52,2.5,1.29,3.5,1.5,2.5,1.4,1.25,1.6,0.57,1.71,1.49,1.39,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland Veikkausliiga,2023-08-09,13:00:00,19,VPS,SJK,2.87,3.1,2.3,1.05,7.5,1.28,3.3,1.95,1.7,1.43,2.94,1.72,1.97,1.55,1.33,1.36,1.56,2.0,1.45,1.29,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2023-08-09,13:00:00,17,Raufoss,Jerv,2.25,3.2,2.8,1.04,10.0,1.22,4.0,1.68,2.07,1.33,3.25,1.6,2.25,1.4,1.29,1.57,1.71,1.0,1.46,1.33,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe UEFA Champions League,2023-08-09,15:00:00,0,Panathinaikos,Olympique Marseille,3.4,3.1,2.0,1.02,8.7,1.28,3.26,1.95,1.75,1.41,2.79,1.77,1.98,1.81,1.31,1.26,2.0,0.0,1.44,0.0,1.44,0.0,0.0,0.0,0.0,0.0,1.95,2.6,3.6
Austria Bundesliga,2023-08-09,15:30:00,2,Austria Klagenfurt,Wolfsberger AC,2.4,3.4,2.45,1.02,12.0,1.18,4.5,1.8,1.9,1.28,3.4,1.53,2.4,1.47,1.3,1.45,0.0,0.0,0.0,0.0,0.0,1.95,8.0,2.1,1.2,1.33,1.6,2.0,2.7
Europe UEFA Champions League,2023-08-09,15:30:00,0,Slovan Bratislava,Maccabi Haifa,2.95,2.95,2.25,1.06,10.0,1.35,3.2,2.1,1.65,1.47,2.58,1.9,1.86,1.6,1.33,1.36,2.0,2.25,1.21,1.18,2.39,0.0,0.0,0.0,0.0,0.0,1.8,2.25,3.2
Europe UEFA Champions League,2023-08-09,15:45:00,0,Rangers,Servette,1.4,4.2,5.75,1.02,17.0,1.2,4.33,1.6,2.2,1.31,3.1,1.7,2.0,1.12,1.2,2.55,0.0,1.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,1.8,2.4,3.3
Iceland Úrvalsdeild,2023-08-09,16:15:00,18,HK,Keflavík,1.83,3.6,3.45,1.03,11.0,1.17,4.5,1.5,2.4,1.29,3.5,1.53,2.38,1.32,1.24,1.58,1.13,0.75,1.38,1.09,2.47,1.74,9.9,2.44,0.0,1.19,1.36,1.64,2.05
South America Copa Libertadores,2023-08-09,21:00:00,0,Boca Juniors,Nacional,1.57,3.65,5.75,1.08,8.9,1.41,2.93,2.1,1.65,1.48,2.5,2.15,1.68,1.18,1.3,2.1,2.0,1.71,1.93,1.61,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America Copa Libertadores,2023-08-09,21:00:00,0,CSD Independiente del Valle,Deportivo Pereira,1.35,4.75,7.5,1.05,12.75,1.28,3.75,1.75,1.95,1.35,2.95,2.0,1.78,1.14,1.23,2.55,1.71,1.57,2.05,1.12,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
