League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Japan J1 League,2023-06-30,07:00:00,19,Cerezo Osaka,Avispa Fukuoka,2.09,3.4,3.6,1.05,7.2,1.42,2.7,2.06,1.66,1.51,2.4,2.0,1.75,1.25,1.28,1.7,1.78,0.38,1.2,1.11,2.31,1.8,7.5,2.38,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-30,12:30:00,14,Etoile du Sahel,Olympique Béja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.41,1.1,0.99,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-30,12:30:00,14,Monastir,CS Sfaxien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.19,1.4,1.23,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-30,12:30:00,14,Tataouine,ES Tunis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,1.93,1.3,1.34,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-30,13:00:00,32,ENPPI,Pharco,2.41,2.7,3.15,1.1,5.7,1.53,2.39,2.63,1.35,1.6,2.31,2.14,1.67,1.33,1.41,1.54,1.33,1.0,1.15,1.2,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-06-30,14:00:00,19,Vaprus,Paide,6.5,4.2,1.4,0.0,0.0,0.0,0.0,1.8,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.38,1.09,1.64,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Segunda División,2023-06-30,15:00:00,9,Uruguay Montevideo FC,Juventud,2.02,2.95,3.65,0.0,0.0,0.0,0.0,2.35,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.43,1.44,1.56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Segunda División,2023-06-30,15:00:00,9,Progreso,Atenas,1.51,3.6,5.9,0.0,0.0,0.0,0.0,2.06,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1.29,1.76,1.07,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-30,15:30:00,32,El Geish,Ceramica Cleopatra,2.7,2.7,2.75,1.1,5.7,1.51,2.46,2.38,1.43,1.56,2.4,2.09,1.71,1.41,1.41,1.44,1.27,0.87,1.27,1.63,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-30,15:30:00,32,Al Mokawloon,El Daklyeh FC,2.12,2.8,3.65,1.06,7.0,1.42,2.6,2.24,1.49,1.53,2.47,2.08,1.71,1.25,1.38,1.7,1.47,1.0,1.6,1.26,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Shelbourne,Derry City,3.55,3.2,2.07,1.08,7.0,1.48,2.5,2.19,1.56,1.52,2.39,2.05,1.72,1.72,1.28,1.25,1.73,1.82,1.18,1.26,2.44,2.92,8.0,1.55,0.0,0.0,2.0,0.0,0.0
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Dundalk,Shamrock Rovers,3.3,3.35,2.1,1.07,7.5,1.3,3.4,2.06,1.8,1.36,3.0,1.8,1.91,1.87,1.28,1.23,1.73,2.0,1.62,1.63,3.25,2.67,8.0,1.64,0.0,0.0,1.85,0.0,0.0
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Cork City,Drogheda United,2.19,3.2,2.94,1.02,9.5,1.25,3.5,2.04,1.82,1.35,2.9,1.7,2.05,1.38,1.25,1.6,1.45,1.2,1.23,1.16,2.39,2.1,8.0,1.91,0.0,0.0,0.0,0.0,0.0
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Sligo Rovers,Bohemians,2.85,3.1,2.46,1.06,7.0,1.37,2.8,1.95,1.7,1.51,2.4,2.0,1.73,1.48,1.3,1.32,1.2,1.64,1.41,1.15,2.56,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,St Patrick's Athl.,UCD,1.18,6.2,14.0,1.02,13.0,1.13,5.0,1.56,2.18,1.27,3.56,2.3,1.55,1.01,1.09,5.25,2.0,0.09,1.51,0.97,2.48,1.18,11.0,6.16,0.0,0.0,1.8,0.0,0.0
9543,2023-06-30,16:00:00,0,Budućnost,Breidablik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.96,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-06-30,17:30:00,2,UTC Cajamarca,Sport Huancayo,1.97,4.52,2.64,1.04,9.5,1.29,3.25,1.76,1.85,1.36,2.88,1.73,2.05,1.42,1.28,1.4,1.78,1.22,1.58,1.28,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-06-30,19:00:00,22,Platense,Lanús,2.9,3.1,2.5,1.1,5.75,1.5,2.4,2.57,1.43,1.57,2.25,2.1,1.67,1.53,1.36,1.4,1.73,1.09,1.43,1.29,2.72,2.05,7.5,2.0,0.0,0.0,2.05,0.0,0.0
Venezuela Primera División,2023-06-30,19:00:00,17,Portuguesa,Carabobo,2.37,2.8,2.93,0.0,0.0,1.55,2.3,2.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.29,1.68,1.56,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada Canadian Premier League,2023-06-30,19:00:00,13,HFX Wanderers FC,Forge FC,2.39,3.0,2.75,0.0,0.0,0.0,0.0,2.15,1.53,1.5,2.5,2.1,1.67,0.0,0.0,0.0,1.75,1.67,1.41,1.62,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA USL Championship,2023-06-30,20:30:00,0,Charleston Battery,Loudoun United,1.58,4.1,4.9,1.03,15.75,1.21,3.97,1.57,2.0,1.31,3.15,1.71,2.08,1.13,1.19,2.28,1.33,0.75,1.2,1.34,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-30,21:00:00,20,Gimnasia Jujuy,Quilmes,2.55,3.0,2.8,0.0,0.0,1.47,2.5,2.31,1.48,1.53,2.38,2.1,1.67,0.0,0.0,0.0,2.0,1.0,1.4,1.03,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-30,21:00:00,23,Club Atlético Güemes,San Martín San Juan,3.3,2.85,2.36,0.0,0.0,1.53,2.25,2.95,1.3,1.67,2.1,2.5,1.5,0.0,0.0,0.0,1.0,1.2,1.35,1.26,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-30,21:10:00,20,Ferro Carril Oeste,Brown de Adrogué,2.36,2.85,3.3,0.0,0.0,1.65,2.11,2.95,1.3,1.67,2.1,2.5,1.5,0.0,0.0,0.0,1.33,1.22,1.47,1.09,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela Primera División,2023-06-30,21:15:00,17,Angostura,Deportivo Táchira,3.04,3.12,2.13,0.0,0.0,0.0,0.0,2.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.57,1.66,1.44,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-06-30,21:30:00,22,Atlético Tucumán,Unión Santa Fe,2.1,3.2,3.75,1.11,6.0,1.5,2.5,2.38,1.53,1.5,2.5,2.1,1.67,1.28,1.3,1.75,1.3,1.0,1.5,1.11,2.61,1.82,8.0,2.39,0.0,0.0,2.0,0.0,0.0
Brazil Serie B,2023-06-30,21:30:00,15,Tombense,Chapecoense,2.15,3.1,3.8,1.09,7.7,1.44,2.65,2.32,1.5,1.52,2.39,2.05,1.72,1.2,1.3,1.75,0.71,0.83,1.83,1.53,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-06-30,21:30:00,22,Vélez Sarsfield,Arsenal de Sarandí,1.68,3.5,5.5,1.1,6.5,1.44,2.62,2.2,1.62,1.5,2.5,2.2,1.62,1.14,1.25,2.2,1.18,0.36,1.29,1.07,2.36,1.55,8.0,3.02,0.0,0.0,2.0,0.0,0.0
USA USL Championship,2023-06-30,22:00:00,0,Tulsa Roughnecks,Detroit City FC,2.12,3.45,3.15,1.04,12.25,1.26,3.48,1.73,1.79,1.38,2.8,1.7,2.05,1.32,1.27,1.65,0.86,1.0,1.48,1.21,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico Liga MX,2023-06-30,22:00:00,1,América,Juárez,1.35,4.72,7.2,1.02,17.0,1.2,4.5,1.6,2.2,1.3,3.4,1.91,1.91,1.09,1.17,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.47,1.85,2.45,3.4
Mexico Liga MX,2023-06-30,22:00:00,1,Mazatlán,Pachuca,4.98,4.1,1.55,1.02,13.0,1.18,4.75,1.58,2.25,1.29,3.5,1.67,2.1,2.3,1.22,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.47,1.85,2.45,3.4
Canada Canadian Premier League,2023-06-30,22:30:00,13,Pacific FC,Atlético Ottawa,1.65,3.5,4.4,0.0,0.0,0.0,0.0,1.86,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,1.46,1.2,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
