League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Mexico Ascenso MX,2023-05-21,00:05:00,0,Tapatío,Morelia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.62,1.57,1.21,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan J2 League,2023-05-21,02:00:00,17,Montedio Yamagata,Blaublitz Akita,2.35,2.95,2.8,1.07,7.5,1.33,3.1,2.35,1.53,1.45,2.6,1.75,2.0,1.44,1.28,1.35,1.17,1.67,1.37,1.45,2.82,1.6,6.0,2.65,0.0,1.41,1.7,2.09,2.9
Japan J2 League,2023-05-21,02:00:00,17,Omiya Ardija,Vegalta Sendai,2.9,3.15,2.2,1.06,8.0,1.28,3.5,1.8,1.9,1.4,2.75,1.68,2.1,1.45,1.28,1.36,1.5,1.5,1.46,1.5,2.96,2.25,5.75,1.86,1.29,1.68,2.08,2.7,0.0
Japan J2 League,2023-05-21,02:00:00,17,JEF United,Tochigi,2.2,3.15,3.54,1.1,6.5,1.45,2.65,2.15,1.61,1.51,2.4,2.0,1.75,1.25,1.28,1.65,1.5,0.25,1.72,0.86,2.58,1.43,6.0,3.3,0.0,1.6,1.97,2.45,0.0
Japan J2 League,2023-05-21,02:00:00,17,Machida Zelvia,Shimizu S-Pulse,3.1,3.15,2.1,1.03,8.3,1.28,3.26,1.95,1.75,1.43,2.71,1.71,2.06,1.4,1.28,1.38,2.22,1.25,1.49,1.74,3.23,2.55,5.5,1.68,1.4,1.72,2.14,3.0,0.0
Japan J2 League,2023-05-21,02:00:00,17,Zweigen Kanazawa,Ventforet Kofu,2.95,3.2,2.15,1.08,7.0,1.36,2.95,1.9,1.8,1.48,2.5,1.83,1.9,1.42,1.3,1.35,1.86,1.43,1.43,1.43,2.86,2.5,5.75,1.68,0.0,1.44,1.76,2.18,3.05
Japan J2 League,2023-05-21,02:00:00,17,Fujieda MYFC,Tokushima Vortis,2.15,3.35,2.85,1.04,10.0,1.22,4.0,1.7,2.0,1.33,3.25,1.6,2.25,1.28,1.25,1.68,1.25,1.38,1.44,1.2,2.64,1.4,6.0,3.45,0.0,1.53,1.85,2.27,3.1
Japan J2 League,2023-05-21,02:00:00,17,Renofa Yamaguchi,Tokyo Verdy,3.64,3.24,2.12,1.07,7.5,1.33,3.1,2.05,1.7,1.43,2.65,1.8,1.95,1.63,1.25,1.25,0.88,1.88,1.34,1.27,2.61,2.3,5.75,1.8,1.3,1.65,2.02,2.55,0.0
Japan J2 League,2023-05-21,02:00:00,17,Oita Trinita,V-Varen Nagasaki,2.1,3.25,2.95,1.06,8.0,1.3,3.4,1.95,1.75,1.36,3.0,1.73,2.0,1.25,1.33,1.83,2.38,1.63,1.46,1.17,2.63,1.4,6.0,3.45,1.36,1.73,2.15,2.95,0.0
Japan J2 League,2023-05-21,03:00:00,17,Mito Hollyhock,Roasso Kumamoto,2.45,3.05,2.55,1.07,7.5,1.33,3.1,1.95,1.75,1.46,2.55,1.75,2.0,1.44,1.28,1.35,0.75,1.0,1.32,1.29,2.61,1.8,5.5,2.35,1.3,1.61,1.98,2.46,0.0
Japan J2 League,2023-05-21,04:00:00,17,Jubilo Iwata,Iwaki,1.76,3.84,4.42,0.0,0.0,1.26,3.35,1.75,1.95,1.36,3.0,1.8,1.91,1.19,1.29,2.17,1.5,0.71,1.8,1.34,3.14,1.43,6.75,3.75,0.0,1.43,1.68,2.1,2.63
South Korea K League 2,2023-05-21,04:00:00,14,Gyeongnam,Busan I'Park,2.15,3.1,3.0,1.06,9.5,1.35,2.95,2.1,1.65,1.44,2.63,1.83,1.83,1.32,1.27,1.6,1.83,1.71,1.95,1.55,3.5,1.54,5.75,2.9,1.27,1.57,1.93,2.37,3.28
South Korea K League 1,2023-05-21,04:30:00,14,Gangwon,Pohang Steelers,3.3,3.0,2.1,1.08,6.5,1.37,2.8,2.2,1.6,1.5,2.5,1.91,1.8,1.65,1.37,1.2,0.67,1.5,1.22,1.24,2.46,2.2,5.5,1.83,1.42,1.8,2.2,3.08,4.4
Austria 2. Liga,2023-05-21,05:30:00,28,Kapfenberger SV,St. Pölten,3.3,3.4,1.92,0.0,0.0,0.0,0.0,1.86,2.0,0.0,0.0,1.67,2.1,0.0,0.0,0.0,1.31,2.31,1.43,1.56,2.99,3.5,6.5,1.37,0.0,0.0,1.71,0.0,0.0
South Korea K League 1,2023-05-21,06:00:00,14,Suwon Bluewings,Ulsan,4.42,3.74,1.78,1.06,8.0,1.3,3.3,1.87,1.83,1.36,3.0,1.8,1.91,1.85,1.25,1.19,0.17,2.5,1.45,1.5,2.95,2.75,5.75,1.58,1.42,1.93,2.17,3.04,4.35
South Korea K League 2,2023-05-21,06:30:00,14,Sangju Sangmu,Cheongju,1.34,4.9,8.3,1.03,15.0,1.22,3.8,1.7,2.05,1.33,3.0,2.05,1.7,1.08,1.17,3.1,1.4,0.8,1.94,1.3,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan J2 League,2023-05-21,07:00:00,17,Fagiano Okayama,ThespaKusatsu Gunma,2.31,3.13,3.32,1.07,9.2,1.37,2.95,2.15,1.61,1.44,2.63,2.0,1.73,1.2,1.27,1.99,1.38,1.25,1.43,1.23,2.66,1.5,7.5,3.3,0.0,1.57,1.91,2.38,0.0
South Korea K League 1,2023-05-21,07:00:00,14,Jeonbuk Motors,Suwon,1.71,3.94,4.66,1.04,8.5,1.2,3.9,1.67,2.05,1.33,3.25,1.73,2.0,1.19,1.22,1.94,1.17,0.4,1.45,1.49,2.94,1.33,6.25,3.75,1.28,1.57,1.93,2.38,3.34
Portugal LigaPro,2023-05-21,07:00:00,33,Estrela Amadora,CD Nacional,1.6,3.5,4.26,1.04,10.0,1.22,4.0,1.78,2.1,1.33,3.05,1.75,2.0,1.12,1.18,2.25,1.94,1.13,1.67,1.34,3.01,1.31,7.0,3.65,0.0,1.2,1.38,1.72,1.98
Italy Serie A,2023-05-21,07:30:00,36,Lecce,Spezia,1.96,3.02,3.5,1.08,7.0,1.4,2.7,2.19,1.6,1.5,2.5,1.95,1.8,1.25,1.36,1.7,0.94,0.59,1.46,1.33,2.79,1.62,7.5,2.88,1.29,1.49,1.8,2.23,2.8
Austria 2. Liga,2023-05-21,07:30:00,28,Sturm Graz II,Vorwärts Steyr,2.16,3.3,2.8,0.0,0.0,0.0,0.0,1.52,2.27,0.0,0.0,1.5,2.5,0.0,0.0,0.0,0.69,0.62,1.96,1.37,3.33,1.64,9.1,2.59,0.0,1.36,1.63,2.06,2.67
Poland Ekstraklasa,2023-05-21,07:30:00,33,Śląsk Wrocław,Miedź Legnica,1.78,3.75,3.7,1.07,7.5,1.38,2.8,1.96,1.74,1.48,2.5,2.1,1.65,1.16,1.25,2.2,1.31,0.44,1.47,1.38,2.85,1.41,8.5,3.58,1.44,1.85,2.4,3.65,5.3
France Ligue 1,2023-05-21,08:00:00,36,Ajaccio,Rennes,4.9,3.7,1.6,1.07,9.7,1.39,3.02,1.87,1.83,1.44,2.63,2.2,1.62,2.6,1.25,1.06,0.71,1.0,1.25,1.68,2.93,3.48,9.3,1.45,1.55,1.93,2.45,3.2,4.74
Germany 3. Liga,2023-05-21,08:00:00,37,VfB Oldenburg,Zwickau,1.83,3.45,3.8,1.02,12.0,1.2,4.3,1.67,2.0,1.32,3.3,1.6,2.3,1.25,1.22,1.8,0.78,0.56,1.51,1.42,2.93,1.75,9.2,2.35,0.0,1.26,1.49,1.85,2.37
Russia Russian Premier League,2023-05-21,08:00:00,28,Krylya Sovetov,Ural,1.93,3.35,3.55,1.01,9.4,1.26,3.4,2.05,1.83,1.38,2.91,1.73,2.05,1.33,1.32,1.82,0.92,1.08,1.62,1.1,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotland Premiership,2023-05-21,08:00:00,36,Hibernian,Rangers,4.8,4.0,1.55,1.02,17.0,1.2,4.5,1.66,2.08,1.3,3.4,1.75,2.0,2.37,1.2,1.16,1.76,2.06,1.76,1.94,3.7,3.55,8.0,1.42,1.18,1.35,1.63,2.1,2.8
Sweden Superettan,2023-05-21,08:00:00,8,AFC Eskilstuna,Östersunds FK,2.5,3.2,2.45,1.04,10.0,1.25,3.75,1.85,1.85,1.33,3.25,1.61,2.17,1.53,1.3,1.4,1.33,1.75,1.38,1.09,2.47,1.71,5.5,2.4,0.0,1.36,1.85,2.07,2.67
Germany 2. Bundesliga,2023-05-21,08:30:00,33,Fortuna Düsseldorf,Hannover 96,1.65,3.75,4.4,1.02,13.0,1.17,6.15,1.5,2.4,1.25,3.75,1.5,2.5,1.17,1.22,2.2,2.25,1.0,1.86,1.41,3.27,1.45,9.0,3.26,1.18,1.32,1.57,1.98,2.65
Germany 2. Bundesliga,2023-05-21,08:30:00,33,Karlsruher SC,Kaiserslautern,1.99,3.5,3.2,1.03,11.0,1.18,4.5,1.6,2.2,1.3,3.4,1.57,2.25,1.3,1.25,1.8,1.69,1.31,1.9,1.37,3.27,1.59,8.5,2.78,1.2,1.4,1.71,2.2,3.0
Belgium Pro League,2023-05-21,08:30:00,4,Club Brugge,Royal Antwerp FC,2.42,3.15,2.71,1.03,15.0,1.22,4.2,1.75,1.95,1.33,3.0,1.58,2.2,1.42,1.29,1.55,2.0,1.89,2.04,1.51,3.55,1.97,7.0,2.17,1.23,1.5,1.88,2.45,3.25
Germany 2. Bundesliga,2023-05-21,08:30:00,33,Nürnberg,Hansa Rostock,2.08,3.3,3.2,1.06,8.0,1.33,3.1,2.04,1.84,1.44,2.63,1.83,1.83,1.27,1.27,1.75,1.5,1.31,1.6,1.22,2.82,1.51,9.0,3.15,1.15,1.25,1.46,1.9,2.3
Estonia Meistriliiga,2023-05-21,08:30:00,13,Tammeka,Tallinna FC Levadia,11.0,6.0,1.2,1.02,22.0,1.15,4.72,1.5,2.5,1.25,3.5,2.15,1.65,3.8,1.07,1.03,0.4,2.29,1.22,1.82,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine Ukrainian Premier League,2023-05-21,09:00:00,27,Metalist 1925 Kharkiv,Metal Kharkiv,2.2,3.1,2.95,1.03,7.9,1.32,2.98,1.95,1.75,1.44,2.6,1.8,1.9,1.3,1.22,1.57,1.08,0.85,0.83,0.95,1.78,1.76,9.1,2.34,1.19,1.38,1.69,1.95,2.79
Denmark 1st Division,2023-05-21,09:00:00,8,Fredericia,Fremad Amager,1.74,3.6,3.75,0.0,0.0,0.0,0.0,1.65,1.9,0.0,0.0,1.57,2.25,0.0,0.0,0.0,1.31,1.03,1.59,1.33,2.92,1.35,6.5,3.7,0.0,0.0,1.68,0.0,0.0
Denmark Superliga,2023-05-21,09:00:00,8,Lyngby,OB,2.64,3.2,2.43,1.04,10.0,1.25,3.75,1.68,1.86,1.3,3.4,1.57,2.25,1.39,1.27,1.5,1.07,1.43,1.46,1.56,3.02,1.75,8.5,2.41,1.17,1.3,1.54,1.9,2.47
Spain La Liga,2023-05-21,09:00:00,35,Rayo Vallecano,RCD Espanyol,2.08,3.25,3.2,1.06,8.0,1.33,3.2,1.92,1.78,1.44,2.63,1.8,1.95,1.33,1.3,1.73,1.71,0.82,1.83,1.12,2.95,1.5,7.5,3.3,1.3,1.52,1.85,2.3,2.9
Germany 3. Liga,2023-05-21,09:00:00,37,MSV Duisburg,Saarbrucken,3.6,3.45,1.89,1.04,10.0,1.2,4.33,1.61,2.09,1.33,3.05,1.57,2.3,1.95,1.22,1.22,1.17,1.72,1.64,1.62,3.26,2.48,9.7,1.67,0.0,1.22,1.41,1.71,2.2
Denmark Superliga,2023-05-21,09:00:00,8,AaB,Midtjylland,2.55,3.25,2.51,1.05,13.0,1.27,3.85,1.9,1.95,1.36,3.0,1.7,2.05,1.55,1.32,1.45,1.0,1.79,1.43,1.55,2.98,1.91,8.0,2.2,1.2,1.42,1.73,2.22,2.95
Hungary NB I,2023-05-21,09:10:00,32,Honvéd W,Mezőkövesd-Zsóry,2.0,3.25,3.2,0.0,0.0,0.0,0.0,1.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.73,1.13,1.09,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2023-05-21,09:15:00,34,Sion,Young Boys,5.0,4.4,1.49,1.02,15.5,1.16,4.75,1.5,2.4,1.25,3.75,1.62,2.2,2.65,1.15,1.11,0.63,1.56,1.7,1.9,3.6,4.38,11.0,1.3,1.17,1.28,1.51,2.0,2.45
Netherlands Eredivisie,2023-05-21,09:30:00,33,Sparta Rotterdam,Cambuur,1.41,4.2,6.6,1.01,11.0,1.17,4.5,1.57,2.25,1.29,3.5,1.8,1.95,1.09,1.13,3.0,1.81,0.63,1.56,1.26,2.82,1.29,10.0,4.6,1.23,1.29,1.52,1.87,2.33
Austria Bundesliga,2023-05-21,09:30:00,8,Austria Klagenfurt,Austria Wien,3.45,3.7,1.85,0.0,0.0,0.0,0.0,1.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.21,1.14,1.15,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-05-21,09:30:00,8,Rapid Wien,LASK Linz,2.42,3.35,2.59,0.0,0.0,0.0,0.0,1.52,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.64,1.57,1.04,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League,2023-05-21,09:30:00,37,West Ham United,Leeds United,2.11,3.3,3.1,1.04,13.0,1.26,4.05,1.86,2.02,1.36,3.0,1.62,2.2,1.43,1.28,1.64,1.39,0.5,1.54,1.36,2.9,1.62,7.5,2.88,1.22,1.43,1.7,2.11,2.6
Netherlands Eredivisie,2023-05-21,09:30:00,33,Vitesse,Groningen,1.46,4.2,5.6,1.03,11.0,1.2,4.33,1.57,2.25,1.29,3.5,1.75,2.0,1.07,1.18,2.75,1.13,0.38,1.68,1.11,2.79,1.32,10.0,4.2,1.22,1.26,1.46,1.77,2.18
Netherlands Eredivisie,2023-05-21,09:30:00,33,RKC Waalwijk,Twente,3.85,3.6,1.78,1.01,23.0,1.12,5.87,1.4,2.75,1.22,4.0,1.44,2.63,2.0,1.22,1.25,1.88,1.13,1.51,1.72,3.23,2.55,8.0,1.66,1.19,1.36,1.64,2.02,2.55
Netherlands Eredivisie,2023-05-21,09:30:00,33,PSV,Heerenveen,1.24,6.0,8.0,1.02,15.0,1.1,6.5,1.36,2.9,1.2,4.33,1.75,2.0,1.06,1.1,4.0,2.69,1.5,2.36,1.43,3.79,1.24,10.5,5.4,1.24,1.45,1.78,2.23,2.9
Netherlands Eredivisie,2023-05-21,09:30:00,33,NEC,AZ,3.75,3.7,1.77,1.02,12.0,1.17,4.5,1.57,2.25,1.29,3.5,1.57,2.25,1.95,1.24,1.24,1.13,2.0,1.87,1.7,3.57,2.55,7.5,1.68,1.28,1.53,1.9,2.4,3.15
Netherlands Eredivisie,2023-05-21,09:30:00,33,Go Ahead Eagles,Volendam,1.82,3.6,3.65,1.01,11.0,1.15,4.75,1.5,2.4,1.25,3.75,1.5,2.5,1.25,1.2,2.1,1.5,0.5,1.58,1.35,2.93,1.54,8.5,2.9,1.16,1.23,1.42,1.7,2.1
Netherlands Eredivisie,2023-05-21,09:30:00,33,Excelsior,Fortuna Sittard,1.99,3.35,3.35,1.02,17.0,1.14,4.65,1.53,2.35,1.29,3.5,1.53,2.38,1.29,1.26,1.91,1.44,1.06,1.4,1.21,2.61,1.64,8.0,2.63,1.15,1.22,1.42,1.7,2.1
Netherlands Eredivisie,2023-05-21,09:30:00,33,Emmen,Feyenoord,5.2,4.6,1.46,1.01,26.0,1.68,2.19,1.45,2.55,1.25,3.75,1.67,2.1,2.8,1.15,1.11,1.13,2.44,1.51,2.05,3.56,3.55,9.0,1.41,1.2,1.27,1.48,1.79,2.23
Netherlands Eredivisie,2023-05-21,09:30:00,33,Ajax,Utrecht,1.26,6.2,6.8,1.02,29.0,1.08,7.29,1.36,2.9,1.2,4.33,1.7,2.05,1.02,1.09,4.0,2.0,1.56,2.58,1.54,4.12,1.22,11.5,5.6,1.2,1.25,1.45,1.74,2.16
Portugal LigaPro,2023-05-21,10:00:00,33,CD Mafra,Moreirense FC,2.58,3.02,2.33,1.01,9.9,1.25,3.6,1.86,2.0,1.36,3.18,1.64,2.12,1.53,1.28,1.42,1.5,1.81,1.82,1.61,3.43,2.0,5.5,1.95,1.21,1.41,2.0,2.19,2.93
Sweden Superettan,2023-05-21,10:00:00,8,Helsingborg,Utsikten,2.3,3.15,2.7,1.05,8.0,1.3,3.2,1.95,1.75,1.38,2.8,1.76,1.95,1.38,1.33,1.62,1.0,1.67,1.24,1.74,2.98,1.73,7.5,2.6,1.2,1.37,1.65,2.1,2.8
Sweden Allsvenskan,2023-05-21,10:00:00,9,Djurgården,Mjällby,1.62,3.98,5.5,1.05,10.5,1.3,3.5,2.05,1.7,1.4,2.75,2.1,1.67,1.13,1.25,2.5,3.0,1.33,2.14,1.17,3.31,1.3,8.5,4.3,1.22,1.44,1.83,2.3,3.1
Turkey Süper Lig,2023-05-21,10:00:00,35,Ümraniyespor,Ankaragücü,2.9,3.4,2.22,1.04,10.0,1.25,3.6,1.75,1.93,1.35,2.9,1.66,2.05,1.57,1.29,1.42,0.81,0.88,1.67,1.4,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 1,2023-05-21,10:00:00,36,Nice,Toulouse,1.78,3.4,3.69,1.03,15.0,1.25,4.0,1.63,2.13,1.33,3.25,1.67,2.1,1.24,1.25,1.95,1.41,1.18,1.65,1.43,3.08,1.57,9.5,2.9,1.29,1.5,1.81,2.22,2.8
France Ligue 1,2023-05-21,10:00:00,36,Reims,Angers SCO,1.39,4.36,5.61,1.02,17.0,1.19,4.75,1.52,2.35,1.29,3.5,1.8,1.95,1.08,1.14,3.0,1.71,0.29,1.97,1.13,3.1,1.39,9.9,3.74,1.3,1.56,1.89,2.33,3.0
France Ligue 1,2023-05-21,10:00:00,36,Troyes,Strasbourg,4.4,3.5,1.71,1.04,14.5,1.24,4.07,1.94,1.9,1.33,3.25,1.8,1.95,2.45,1.19,1.15,0.71,1.0,1.4,1.38,2.78,2.69,9.1,1.65,1.36,1.65,2.02,2.51,3.3
Italy Serie A,2023-05-21,10:00:00,36,Torino,Fiorentina,2.39,3.1,2.8,1.08,9.0,1.4,3.0,2.1,1.7,1.44,2.63,1.91,1.91,1.33,1.33,1.61,1.24,1.12,1.45,1.6,3.05,2.0,6.5,2.25,1.44,1.79,2.24,2.8,3.7
Poland Ekstraklasa,2023-05-21,10:00:00,33,Radomiak Radom,Widzew Łódź,2.1,3.4,3.05,1.07,7.0,1.32,3.1,2.11,1.78,1.4,2.75,1.7,2.0,1.2,1.32,1.75,1.0,1.44,1.56,1.57,3.13,1.64,8.5,2.64,1.2,1.34,1.6,2.07,2.7
Sweden Allsvenskan,2023-05-21,10:00:00,9,Malmö FF,Häcken,1.91,3.78,3.82,1.03,12.0,1.15,4.7,1.67,2.1,1.29,3.5,1.53,2.38,1.26,1.26,1.98,3.0,2.0,2.01,1.97,3.98,1.55,8.0,2.9,1.08,1.19,1.28,1.58,1.95
England Premier League,2023-05-21,10:00:00,37,Brighton & Hove Albion,Southampton,1.31,4.6,8.25,1.01,27.5,1.13,6.15,1.5,2.55,1.22,4.0,1.91,1.91,1.06,1.12,4.1,1.76,0.78,2.13,1.21,3.34,1.18,10.0,6.5,1.2,1.38,1.65,2.02,2.4
Sweden Allsvenskan,2023-05-21,10:00:00,9,Brommapojkarna,Varberg,1.89,3.64,4.06,1.02,9.5,1.25,3.5,1.85,1.87,1.36,3.0,1.8,2.0,1.23,1.28,2.0,1.33,0.33,1.42,1.53,2.95,1.5,7.5,3.2,1.4,1.85,2.28,3.5,0.0
Finland Veikkausliiga,2023-05-21,10:00:00,7,Ilves,HJK,5.0,3.75,1.7,1.07,10.25,1.34,3.3,2.04,1.79,1.42,2.7,2.0,1.8,2.09,1.21,1.15,2.0,1.33,1.19,1.55,2.74,3.15,6.0,1.43,1.36,1.56,1.92,2.4,3.64
Denmark 1st Division,2023-05-21,10:00:00,8,Vejle,Næstved,1.29,4.9,7.0,0.0,0.0,0.0,0.0,1.56,2.04,0.0,0.0,2.2,1.62,0.0,0.0,0.0,2.07,1.34,1.84,1.37,3.21,1.25,7.25,4.7,0.0,0.0,1.9,0.0,0.0
Czech Republic First League,2023-05-21,10:00:00,3,Jablonec,Zbrojovka Brno,1.87,3.5,3.35,1.03,11.0,1.16,4.75,1.73,1.88,1.27,3.45,1.62,2.2,1.11,1.16,2.4,1.38,0.94,1.66,1.4,3.06,1.35,6.5,3.55,0.0,1.25,1.51,2.0,2.22
Czech Republic First League,2023-05-21,10:00:00,3,Baník Ostrava,Teplice,1.55,4.1,4.4,1.04,10.0,1.18,4.5,1.71,1.9,1.28,3.4,1.72,2.05,1.09,1.16,2.55,1.38,0.73,1.83,1.23,3.06,1.12,9.75,7.0,0.0,1.21,1.4,1.9,2.1
France Ligue 1,2023-05-21,10:00:00,36,Brest,Clermont,2.19,3.2,3.05,1.06,11.25,1.32,3.4,1.9,1.8,1.4,2.75,1.8,1.95,1.31,1.32,1.82,1.35,1.53,1.5,1.24,2.74,1.72,8.7,2.56,1.43,1.72,2.14,2.7,3.6
