League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Mexico Liga MX,2023-07-14,00:00:00,3,Guadalajara,Necaxa,1.73,3.6,4.5,1.05,10.0,1.36,3.2,2.05,1.75,1.39,2.75,1.95,1.75,1.17,1.27,2.15,3.0,0.5,1.81,1.01,2.82,1.55,8.5,3.01,1.3,1.5,1.88,2.2,2.8
Romania Liga I,2023-07-14,12:30:00,1,Oţelul Galaţi,UTA Arad,3.05,3.0,2.26,1.09,6.5,1.56,2.38,2.55,1.47,1.53,2.38,2.0,1.73,1.5,1.28,1.3,0.0,0.0,0.0,0.0,0.0,2.05,7.5,2.0,1.48,2.0,2.6,3.8,5.1
Bulgaria First League,2023-07-14,12:45:00,1,OFK Pirin,Beroe,2.3,2.9,3.0,1.04,7.4,1.4,2.8,2.2,1.53,1.5,2.5,1.91,1.8,1.3,1.25,1.6,0.0,0.0,0.0,0.0,0.0,1.74,8.7,2.48,1.39,1.72,2.19,2.93,4.0
Sweden Superettan,2023-07-14,14:00:00,14,Öster,Skövde AIK,1.3,4.75,9.0,1.04,10.0,1.22,4.0,1.57,2.2,1.3,3.4,1.96,1.8,1.08,1.17,3.2,1.5,0.14,1.37,1.25,2.62,1.1,10.25,9.0,0.0,1.23,1.42,1.93,2.15
Egypt Egyptian Premier League,2023-07-14,14:30:00,34,Aswan FC,El Daklyeh FC,1.91,3.1,3.8,1.08,8.0,1.4,2.8,2.15,1.57,1.47,2.5,1.9,1.83,1.23,1.38,1.76,1.13,1.13,1.4,1.23,2.63,1.87,9.12,2.46,1.32,1.56,1.92,2.35,2.9
Egypt Egyptian Premier League,2023-07-14,14:30:00,34,Haras El Hodood,Ghazl El Mehalla,5.25,3.2,1.61,1.09,7.5,1.5,2.5,2.37,1.5,1.5,2.33,2.2,1.6,2.1,1.32,1.14,0.88,0.75,1.1,1.14,2.24,2.37,8.5,1.8,1.35,1.72,2.13,2.79,0.0
Egypt Egyptian Premier League,2023-07-14,14:30:00,34,National Bank of Egypt,Coca-Cola,2.6,2.9,2.55,1.07,8.25,1.39,2.8,2.15,1.57,1.46,2.45,1.8,1.9,1.45,1.39,1.42,1.63,1.81,1.39,1.4,2.79,2.07,8.3,1.99,1.34,1.63,2.09,2.75,3.88
Egypt Egyptian Premier League,2023-07-14,14:30:00,34,Pyramids FC,El Geish,1.75,3.2,4.33,1.06,9.0,1.39,2.93,2.15,1.57,1.46,2.55,1.95,1.8,1.2,1.34,1.95,2.6,0.81,1.73,1.33,3.06,1.31,9.6,4.2,1.38,1.74,2.16,2.93,0.0
Uruguay Segunda División,2023-07-14,15:00:00,11,Progreso,Sud América,1.3,4.4,9.5,1.04,11.0,1.28,3.3,1.8,1.85,1.39,2.77,2.1,1.64,1.11,1.2,2.5,2.63,0.88,1.74,1.33,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-07-14,15:00:00,1,Levski Krumovgrad,Ludogorets,10.0,5.4,1.22,1.0,14.1,1.2,4.33,1.68,2.12,1.3,3.4,2.25,1.57,3.75,1.07,1.02,0.0,0.0,0.0,0.0,0.0,9.0,16.5,1.09,0.0,1.23,1.44,1.75,2.17
Argentina Prim B Nacional,2023-07-14,15:30:00,25,Nueva Chicago,Almagro,2.15,2.65,3.6,1.12,5.05,1.67,2.0,2.9,1.38,1.74,2.09,2.57,1.48,1.25,1.41,1.67,1.91,0.55,1.32,1.16,2.48,2.16,8.0,1.98,1.61,2.05,2.6,3.84,0.0
Romania Liga I,2023-07-14,15:30:00,1,Rapid Bucureşti,Sepsi,1.85,3.2,4.0,1.08,7.0,1.4,2.8,2.05,1.61,1.44,2.63,1.91,1.8,1.2,1.25,1.68,0.0,0.0,0.0,0.0,0.0,1.64,8.0,2.77,1.35,1.7,2.17,2.95,4.5
Republic of Ireland Premier Division,2023-07-14,15:45:00,24,UCD,Drogheda United,4.0,3.6,1.73,1.03,12.0,1.22,3.8,1.57,2.15,1.35,3.28,1.9,1.8,2.7,1.19,1.11,0.73,1.18,0.95,1.18,2.13,4.86,10.0,1.26,1.24,1.46,1.83,2.32,3.08
Republic of Ireland Premier Division,2023-07-14,15:45:00,24,Shelbourne,Bohemians,2.5,2.8,2.87,1.07,6.5,1.44,2.37,2.48,1.49,1.5,2.4,2.05,1.65,1.39,1.35,1.5,1.67,1.5,1.17,1.14,2.31,2.39,8.0,1.82,1.36,1.66,1.98,2.79,3.8
Iceland Úrvalsdeild,2023-07-14,17:15:00,15,Fram,Breidablik,4.6,4.0,1.57,1.02,13.0,1.12,5.5,1.42,2.75,1.22,4.0,1.45,2.6,2.3,1.16,1.15,1.86,1.75,1.62,1.52,3.14,2.9,9.0,1.55,1.12,1.23,1.42,1.8,2.04
