League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2023-12-19,11:00:00,17,İstanbul Başakşehir,Sivasspor,2.7,2.05,4.0,2.0,3.3,3.4,1.45,2.65,1.05,9.0,1.32,3.25,1.93,1.8,1.82,1.88,1.3,1.32,1.72,1.63,1.44,1.18,1.28,2.46,1.7,8.2,2.61,1.28,3.2,1.59,2.34,1.95,1.85,2.48,1.53,3.34,1.26
Romania Liga I,2023-12-19,12:30:00,21,U Craiova 1948,Petrolul 52,2.75,2.1,4.0,2.05,3.25,3.6,1.44,2.63,1.09,9.2,1.4,3.3,2.1,1.7,1.83,1.83,1.26,1.3,1.8,1.45,1.09,1.68,1.21,2.89,1.55,6.3,3.15,1.33,3.1,1.6,2.3,1.99,1.82,2.49,1.52,3.35,1.3
Turkey Süper Lig,2023-12-19,14:00:00,17,İstanbulspor,Trabzonspor,4.9,2.3,2.1,5.25,4.0,1.53,1.32,3.2,1.04,15.0,1.21,4.22,1.67,2.1,1.7,2.0,2.2,1.24,1.19,0.88,1.38,1.11,1.25,2.36,2.69,8.7,1.65,1.21,3.74,1.41,2.69,1.78,2.05,2.19,1.68,2.79,1.36
Turkey Süper Lig,2023-12-19,14:00:00,17,Gazişehir Gaziantep,Adana Demirspor,3.41,2.45,2.97,2.63,3.6,2.3,1.3,3.3,1.04,15.0,1.19,4.5,1.57,2.3,1.52,2.4,1.6,1.3,1.42,1.25,0.63,1.3,1.39,2.69,2.16,7.4,2.02,1.2,3.9,1.4,2.72,1.78,2.05,2.2,1.68,2.84,1.35
Germany Bundesliga,2023-12-19,14:30:00,16,Werder Bremen,RB Leipzig,4.5,2.63,2.1,5.0,4.6,1.57,1.22,4.0,1.02,24.0,1.12,6.5,1.41,2.78,1.5,2.5,2.22,1.17,1.15,1.56,1.63,1.23,1.66,2.89,3.35,8.0,1.46,1.4,2.6,1.71,1.98,2.16,1.58,2.8,1.34,3.85,1.19
Spain Segunda División,2023-12-19,15:00:00,21,Racing Santander,FC Andorra,3.0,1.95,3.5,2.3,3.25,3.1,1.47,2.45,1.05,7.3,1.38,2.9,2.05,1.73,1.88,1.8,1.38,1.34,1.53,2.09,0.55,1.33,1.43,2.76,1.92,8.6,2.19,1.31,3.04,1.59,2.21,2.02,1.74,2.65,1.42,3.65,1.22
Spain Segunda División,2023-12-19,15:00:00,21,Albacete Balompié,CD Eldense,2.15,2.1,5.5,1.55,3.7,6.5,1.42,2.6,1.06,9.0,1.35,3.25,2.25,1.6,2.05,1.66,1.13,1.26,2.25,1.73,1.18,1.78,1.13,2.91,1.44,9.4,3.42,1.31,3.04,1.58,2.23,2.01,1.75,2.62,1.43,3.56,1.23
Spain La Liga,2023-12-19,15:00:00,18,Rayo Vallecano,Valencia CF,3.0,2.05,3.75,2.15,3.25,3.6,1.44,2.63,1.05,9.0,1.32,3.3,2.4,1.6,1.91,1.91,1.34,1.31,1.62,0.89,0.9,1.72,1.02,2.74,1.75,7.5,2.43,1.37,2.7,1.66,2.05,2.08,1.63,2.7,1.37,3.7,1.2
Romania Liga I,2023-12-19,15:30:00,21,CSM Iaşi,FCSB,4.7,2.06,2.55,4.5,3.6,1.75,1.42,2.75,1.06,8.0,1.33,3.1,1.87,1.85,1.83,1.92,1.89,1.29,1.21,1.0,2.18,1.7,1.6,3.3,2.45,8.5,1.76,1.39,2.76,1.73,2.04,2.19,1.6,2.93,1.33,4.1,1.21
Germany Bundesliga,2023-12-19,16:30:00,16,Borussia Dortmund,Mainz 05,1.95,2.63,5.0,1.53,4.75,5.5,1.22,4.0,1.02,26.0,1.12,6.4,1.4,2.82,1.57,2.25,1.15,1.18,2.63,1.89,0.67,1.75,1.24,2.99,1.78,7.0,2.4,1.43,2.5,1.78,1.91,2.25,1.53,3.0,1.3,4.1,1.17
Germany Bundesliga,2023-12-19,16:30:00,16,Hoffenheim,Darmstadt 98,2.0,2.6,5.0,1.45,5.0,6.0,1.25,3.75,1.03,21.0,1.12,6.25,1.43,2.7,1.57,2.25,1.15,1.2,2.5,1.0,0.63,1.53,1.02,2.55,2.02,7.5,2.04,1.29,3.05,1.54,2.25,1.91,1.78,2.43,1.46,3.2,1.26
France Ligue 2,2023-12-19,16:45:00,19,Angers SCO,Guingamp,2.7,2.05,4.0,2.2,3.0,3.7,1.44,2.6,1.07,7.5,1.36,3.0,2.38,1.53,1.87,1.87,1.28,1.25,1.75,2.56,1.67,1.52,1.53,3.05,1.61,9.2,2.75,1.27,3.28,1.52,2.36,1.91,1.83,2.46,1.48,3.34,1.26
France Ligue 2,2023-12-19,16:45:00,19,Amiens SC,Caen,2.87,2.0,3.6,2.4,3.13,3.13,1.44,2.55,1.07,7.5,1.36,3.0,2.05,1.7,1.83,1.85,1.34,1.32,1.6,1.6,1.22,1.35,1.38,2.73,1.9,8.7,2.21,1.27,3.28,1.52,2.36,1.91,1.83,2.46,1.48,3.34,1.26
France Ligue 2,2023-12-19,16:45:00,19,Ajaccio,Valenciennes,2.4,1.9,5.5,1.95,3.0,4.75,1.55,2.25,1.12,5.5,1.6,2.25,2.73,1.4,2.4,1.5,1.16,1.32,2.0,2.11,0.78,1.22,1.09,2.31,1.56,8.6,2.98,1.55,2.29,1.98,1.77,2.65,1.42,3.65,1.22,5.4,1.1
France Ligue 2,2023-12-19,16:45:00,19,Annecy,Rodez,3.1,2.0,3.3,2.7,3.1,2.8,1.44,2.6,1.07,7.5,1.36,3.0,2.15,1.65,1.8,1.88,1.43,1.33,1.47,1.11,0.67,1.37,1.31,2.68,1.88,8.8,2.27,1.28,3.2,1.54,2.32,1.95,1.8,2.52,1.46,3.42,1.25
France Ligue 2,2023-12-19,16:45:00,19,Pau,Troyes,2.7,2.05,3.8,1.95,3.4,4.0,1.42,2.65,1.07,7.5,1.36,3.0,1.83,1.9,1.8,1.88,1.31,1.31,1.68,2.0,0.89,1.5,0.98,2.48,1.57,9.2,2.88,1.29,3.14,1.56,2.27,1.97,1.78,2.57,1.44,3.48,1.24
France Ligue 2,2023-12-19,16:45:00,19,Concarneau,Grenoble Foot 38,3.5,2.0,3.1,3.3,3.13,2.3,1.44,2.6,1.08,7.0,1.36,3.0,2.15,1.65,1.83,1.85,1.55,1.28,1.4,1.0,1.44,1.35,1.36,2.71,2.22,8.4,1.91,1.4,2.72,1.74,2.02,2.23,1.58,2.98,1.32,4.25,1.17
France Ligue 2,2023-12-19,16:45:00,19,Saint-Étienne,Bastia,2.49,2.05,5.11,1.85,3.5,4.4,1.47,2.58,1.08,7.0,1.4,2.75,2.0,1.75,2.02,1.75,1.2,1.3,1.91,1.22,0.67,1.34,1.19,2.53,1.67,9.3,2.58,1.21,3.74,1.42,2.65,1.75,2.01,2.19,1.6,2.88,1.34
France Ligue 2,2023-12-19,16:45:00,19,Dunkerque,Bordeaux,3.7,2.0,2.8,3.8,3.4,2.0,1.42,2.65,1.07,7.5,1.36,3.0,1.83,1.9,1.78,1.9,1.62,1.32,1.33,0.22,0.89,1.51,1.63,3.14,2.33,8.9,1.84,1.28,3.2,1.54,2.32,1.95,1.8,2.52,1.46,3.42,1.25
France Ligue 2,2023-12-19,16:45:00,19,Laval,Auxerre,3.5,2.0,2.95,3.5,3.2,2.2,1.42,2.6,1.07,7.5,1.36,3.0,2.15,1.65,1.77,1.93,1.55,1.34,1.36,1.89,2.0,1.5,1.7,3.2,2.13,8.6,1.97,1.29,3.18,1.55,2.29,1.96,1.79,2.55,1.45,3.42,1.25
France Ligue 2,2023-12-19,16:45:00,19,Paris,Quevilly Rouen,2.75,2.0,3.8,2.25,3.25,3.25,1.43,2.6,1.07,7.5,1.36,3.0,2.0,1.73,1.83,1.85,1.3,1.32,1.66,1.44,0.78,1.36,1.41,2.77,1.82,8.7,2.33,1.32,2.98,1.61,2.17,2.06,1.71,2.72,1.4,3.74,1.21
Spain Segunda División,2023-12-19,17:30:00,21,Elche CF,Mirandés,2.2,2.1,5.0,1.69,3.65,4.65,1.4,2.7,1.06,9.0,1.33,3.35,2.04,1.82,1.95,1.75,1.16,1.26,2.15,2.0,1.11,1.68,1.14,2.82,1.43,9.8,3.42,1.24,3.48,1.46,2.52,1.82,1.92,2.32,1.54,3.04,1.31
Spain La Liga,2023-12-19,17:30:00,18,Atlético Madrid,Getafe CF,1.83,2.38,9.0,1.34,5.0,9.5,1.36,3.0,1.06,12.5,1.28,3.75,1.89,1.91,2.25,1.57,1.06,1.17,3.2,3.0,0.78,1.77,1.16,2.93,1.25,10.0,5.25,1.3,2.9,1.57,2.18,1.96,1.74,2.5,1.43,3.25,1.25
Spain La Liga,2023-12-19,17:30:00,18,Granada CF,Sevilla FC,3.4,2.2,3.0,2.75,3.5,2.45,1.36,3.0,1.05,12.0,1.28,3.75,1.8,2.0,1.67,2.1,1.6,1.29,1.39,0.88,0.43,1.44,1.57,3.01,2.08,7.5,1.98,1.3,2.95,1.56,2.2,1.95,1.74,2.5,1.43,3.35,1.24
