League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 2,2023-07-03,07:00:00,19,Cheongju,Seongnam,2.5,3.2,2.5,1.07,6.8,1.28,3.3,1.95,1.75,1.44,2.63,1.8,1.91,1.37,1.28,1.4,1.2,1.11,1.38,1.48,2.86,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0
South Korea K League 2,2023-07-03,07:00:00,19,Jeonnam Dragons,Seoul E-Land,2.4,3.25,2.6,1.03,8.5,1.27,3.4,1.9,1.8,1.44,2.63,1.8,1.91,1.4,1.24,1.41,1.5,1.67,1.54,1.18,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2023-07-03,08:35:00,14,Changchun Yatai,Henan Jianye,2.25,3.3,2.8,0.0,0.0,0.0,0.0,1.8,1.9,1.36,3.0,1.7,2.05,0.0,0.0,0.0,1.86,0.71,1.68,1.17,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2023-07-03,08:35:00,14,Chengdu Better City FC,Beijing Guoan,2.05,3.4,3.1,0.0,0.0,0.0,0.0,1.95,1.75,1.4,2.75,1.75,2.0,0.0,0.0,0.0,1.88,1.29,1.75,1.74,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2023-07-03,08:35:00,14,Shenzhen,Wuhan Three Towns,23.0,8.0,1.07,0.0,0.0,0.0,0.0,1.36,2.9,1.2,4.33,2.0,1.75,0.0,0.0,0.0,1.11,1.88,1.18,1.69,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2023-07-03,08:35:00,14,Shandong Luneng,Shanghai SIPG,2.45,3.4,2.5,0.0,0.0,0.0,0.0,1.9,1.8,1.36,3.0,1.7,2.05,0.0,0.0,0.0,2.33,2.5,1.93,1.48,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera División,2023-07-03,13:00:00,12,Huachipato,Magallanes,1.8,3.7,3.9,1.05,11.0,1.3,3.5,1.8,1.95,1.38,2.8,1.78,2.0,1.25,1.25,1.87,2.0,0.43,1.51,1.4,2.91,1.69,8.0,2.63,1.27,1.51,1.9,2.44,3.28
Norway Eliteserien,2023-07-03,14:00:00,12,Stabæk,Strømsgodset,2.1,3.55,3.25,1.04,14.0,1.24,4.2,1.78,2.05,1.36,3.0,1.7,2.05,1.35,1.3,1.74,2.0,0.83,1.54,1.22,2.76,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Sweden Allsvenskan,2023-07-03,14:00:00,13,Mjällby,Kalmar,2.55,3.3,2.8,1.09,8.0,1.48,2.7,2.33,1.61,1.53,2.38,2.0,1.75,1.43,1.35,1.46,1.33,1.33,1.47,0.96,2.43,1.97,7.5,2.18,0.0,1.28,1.51,1.88,2.45
Sweden Allsvenskan,2023-07-03,14:00:00,13,Elfsborg,Hammarby,1.65,4.1,5.0,1.03,17.0,1.2,4.5,1.64,2.25,1.29,3.5,1.67,2.1,1.18,1.22,2.2,2.17,0.43,2.11,1.42,3.53,1.38,8.5,3.8,0.0,1.28,1.51,1.88,2.45
Argentina Prim B Nacional,2023-07-03,15:00:00,20,Deportivo Riestra,Estudiantes Caseros,2.2,3.2,3.0,0.0,0.0,1.48,2.45,2.15,1.65,1.5,2.5,2.0,1.73,0.0,0.0,0.0,1.78,0.89,1.59,1.28,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-07-03,15:00:00,4,Liverpool FC Montevideo,Deportivo Maldonado,1.75,3.7,4.1,1.04,13.5,1.25,3.6,1.79,1.97,1.33,3.0,1.75,1.95,1.18,1.22,2.1,2.44,0.8,1.72,1.8,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-07-03,18:00:00,15,Mirassol,Ituano,1.6,3.65,5.2,1.07,8.75,1.38,2.9,2.04,1.7,1.48,2.5,2.05,1.72,1.12,1.25,2.05,2.29,0.57,1.83,1.34,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-07-03,19:30:00,4,Peñarol,Torque,1.5,4.1,5.6,1.04,11.75,1.28,3.37,1.96,1.8,1.38,2.8,1.95,1.78,1.13,1.2,2.3,2.3,1.38,1.16,0.76,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-07-03,20:00:00,11,Náutico,Altos,1.64,3.25,5.6,1.11,6.6,1.55,2.3,2.15,1.65,1.01,1.53,2.55,1.49,1.1,1.29,2.1,2.0,0.8,1.75,1.42,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-07-03,20:00:00,11,EC São José,América RN,1.7,3.2,5.0,0.0,0.0,1.5,2.55,2.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.85,1.59,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie A,2023-07-03,20:00:00,13,Goiás,Coritiba,2.0,3.3,4.0,1.1,6.5,1.44,2.62,2.38,1.58,1.5,2.5,1.95,1.8,1.25,1.33,1.81,1.4,0.17,1.72,1.26,2.98,1.55,8.5,2.88,1.18,1.34,1.83,1.98,2.5
Argentina Primera División,2023-07-03,20:00:00,22,Newell's Old Boys,Gimnasia La Plata,1.91,3.1,4.75,1.11,5.5,1.53,2.35,2.7,1.44,1.62,2.2,2.38,1.53,1.1,1.37,1.9,2.1,0.73,1.15,1.32,2.47,1.51,8.5,3.16,1.27,1.5,1.88,2.5,3.5
Brazil Serie D,2023-07-03,20:00:00,11,Campinense,Sousa,1.94,3.32,3.8,0.0,0.0,0.0,0.0,2.19,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,2.5,1.64,4.14,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
Argentina Prim B Nacional,2023-07-03,20:00:00,20,Atlanta,Deportivo Madryn,2.32,2.95,3.05,0.0,0.0,1.48,2.45,2.5,1.5,1.57,2.25,2.1,1.67,0.0,0.0,0.0,1.33,1.22,1.5,1.53,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-07-03,20:00:00,2,César Vallejo,Cienciano,2.1,3.2,3.4,1.04,12.75,1.24,3.7,1.79,1.98,1.35,2.95,1.68,2.05,1.23,1.25,1.85,2.22,0.67,1.75,1.17,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-07-03,20:15:00,15,Botafogo SP,Guarani,2.38,3.1,2.8,1.08,7.9,1.43,2.64,2.45,1.5,1.44,2.62,1.91,1.85,1.33,1.33,1.44,1.43,0.86,1.54,1.39,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA USL Championship,2023-07-03,20:30:00,0,Loudoun United,Hartford Athletic,2.08,3.15,3.35,0.0,0.0,0.0,0.0,1.69,2.08,1.33,3.25,1.73,2.0,0.0,0.0,0.0,1.11,0.71,1.65,1.37,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
