League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Egypt Egyptian Premier League,2024-03-08,11:00:00,16,Baladiyyat Al Mehalla,El Gounah,3.6,2.0,3.1,3.1,2.87,2.25,1.43,2.75,1.05,7.2,1.35,2.84,2.1,1.65,1.91,1.8,1.57,1.33,1.29,0.88,1.86,1.25,1.46,2.71,1.9,7.0,2.23,1.29,3.14,1.61,2.27,2.01,1.79,2.58,1.48,3.56,1.23
Serbia SuperLiga,2024-03-08,12:30:00,24,Spartak Subotica,Novi Pazar,3.1,2.0,3.35,2.4,3.0,2.75,1.45,2.55,1.07,7.5,1.35,3.0,2.1,1.67,1.73,1.93,1.42,1.3,1.5,1.25,1.0,1.18,1.29,2.47,1.67,8.6,2.48,1.28,3.2,1.53,2.28,1.89,1.77,2.5,1.44,3.42,1.25
Serbia SuperLiga,2024-03-08,12:30:00,24,Radnik Surdulica,Radnički Kragujevac,3.3,2.0,3.2,2.8,2.9,2.4,1.44,2.62,1.08,7.0,1.51,2.45,2.1,1.65,1.8,1.91,1.5,1.35,1.4,0.58,1.33,1.34,1.58,2.92,2.02,7.8,2.02,1.44,2.51,1.79,1.87,2.32,1.51,3.2,1.28,4.3,1.18
Croatia Prva HNL,2024-03-08,13:00:00,26,Varaždin,Istra 1961,2.6,2.1,3.9,1.9,3.09,3.44,1.4,2.75,1.06,8.0,1.33,3.25,1.87,1.73,1.8,1.91,1.25,1.3,1.8,1.38,0.79,1.32,1.19,2.51,1.75,8.0,2.52,1.35,2.95,1.67,2.07,2.13,1.63,2.9,1.36,3.6,1.25
Bulgaria First League,2024-03-08,13:30:00,24,Lokomotiv Plovdiv,Etar,1.88,2.32,7.0,1.35,4.33,7.5,1.37,2.95,1.01,9.6,1.25,3.42,1.8,1.91,2.11,1.65,1.06,1.18,2.88,2.08,0.42,1.5,0.79,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia Super Liga,2024-03-08,13:30:00,1,Ružomberok,Slovan Bratislava,5.25,2.2,2.05,5.25,3.9,1.5,1.36,2.87,1.01,9.6,1.25,3.42,1.8,1.91,1.93,1.77,2.37,1.22,1.14,1.92,2.58,1.19,1.81,3.0,3.5,9.5,1.4,1.33,3.2,1.6,2.28,1.98,1.82,2.49,1.51,3.3,1.3
Poland Ekstraklasa,2024-03-08,14:00:00,24,Piast Gliwice,Radomiak Radom,2.6,1.94,4.01,2.0,3.1,3.4,1.5,2.5,1.09,7.0,1.53,2.4,2.2,1.6,2.05,1.66,1.2,1.27,1.77,1.4,1.27,1.55,1.35,2.9,1.55,8.0,2.92,1.29,3.1,1.54,2.23,2.0,1.8,2.5,1.43,3.4,1.24
Turkey Süper Lig,2024-03-08,14:00:00,29,Galatasaray,Rizespor,1.63,2.88,7.6,1.22,5.75,8.5,1.22,4.05,1.01,26.0,1.1,6.6,1.36,2.9,1.78,1.99,1.06,1.14,3.94,3.0,0.69,2.2,1.16,3.36,1.19,12.25,5.75,1.24,3.48,1.47,2.49,1.85,1.95,2.32,1.54,3.08,1.3
Austria 2. Liga,2024-03-08,14:10:00,19,First Vienna,Horn,2.3,2.25,4.33,1.75,3.6,3.7,1.31,3.28,1.04,10.0,1.18,4.05,1.67,2.1,1.73,2.0,1.22,1.24,2.0,1.5,0.67,1.3,1.25,2.55,1.38,7.6,4.1,1.19,4.5,1.33,3.05,2.1,2.21,2.04,1.76,2.62,1.43
Austria 2. Liga,2024-03-08,14:10:00,19,Lafnitz,Floridsdorfer AC,4.0,2.2,2.5,3.7,3.5,1.8,1.35,3.04,1.01,9.9,1.23,3.56,1.8,1.91,1.8,1.91,1.92,1.26,1.23,1.67,1.88,1.51,1.49,3.0,2.62,9.7,1.61,0.0,0.0,1.28,3.3,2.0,2.47,1.83,1.96,2.25,1.61
