League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 2,2023-07-24,07:00:00,23,Gimpo Citizen,Ansan Greeners,1.8,3.25,3.9,1.06,8.0,1.33,3.25,1.87,1.75,1.42,2.92,1.83,1.93,1.2,1.27,1.92,1.4,0.2,1.3,1.42,2.72,1.55,8.2,2.85,1.54,1.93,2.38,3.48,5.2
Japan J2 League,2023-07-24,07:00:00,27,Roasso Kumamoto,Fagiano Okayama,2.3,3.0,2.9,1.06,7.0,1.32,3.1,2.05,1.61,1.44,2.63,1.83,1.83,1.39,1.33,1.58,1.0,1.17,1.52,1.31,2.83,1.63,8.9,2.72,1.39,1.61,1.96,2.45,3.8
South Korea K League 2,2023-07-24,07:30:00,23,Busan I'Park,Anyang,2.55,3.0,2.55,1.06,10.0,1.32,3.05,2.05,1.61,1.44,2.83,1.82,1.9,1.48,1.28,1.45,1.44,2.0,1.58,1.72,3.3,1.91,8.0,2.13,1.41,1.78,2.22,3.08,4.5
Romania Liga I,2023-07-24,12:30:00,2,Botoşani,Petrolul 52,2.05,3.25,3.3,1.05,6.95,1.35,2.9,2.19,1.6,1.44,2.63,1.91,1.8,1.25,1.25,1.63,0.0,0.0,0.0,0.0,0.0,1.64,8.0,2.77,1.3,1.59,2.03,2.7,3.3
Bulgaria First League,2023-07-24,13:00:00,2,Botev Vratsa,Slavia Sofia,3.75,3.1,1.87,1.03,8.0,1.33,3.1,2.0,1.67,1.43,2.65,1.87,1.87,1.75,1.25,1.2,0.0,3.0,0.0,1.15,1.15,2.57,8.6,1.7,1.34,1.7,2.12,2.8,3.9
Sweden Superettan,2023-07-24,14:00:00,15,Helsingborg,Trelleborg,1.88,3.5,3.74,1.05,11.0,1.33,3.3,1.89,1.81,1.4,2.75,1.8,1.95,1.28,1.25,1.85,1.14,0.71,1.56,1.12,2.68,1.67,8.0,2.55,1.2,1.25,1.46,1.95,2.25
Poland Ekstraklasa,2023-07-24,14:00:00,1,Korona Kielce,Śląsk Wrocław,2.55,3.1,2.55,1.05,8.5,1.3,3.3,1.91,1.75,1.4,2.75,1.75,2.0,1.44,1.33,1.53,0.0,0.0,0.0,0.0,0.0,1.95,8.0,2.05,1.22,1.35,1.57,2.07,2.7
Denmark Superliga,2023-07-24,14:00:00,1,Nordsjælland,Viborg,2.15,3.4,3.1,1.04,15.25,1.22,4.28,1.67,2.0,1.33,3.25,1.62,2.2,1.35,1.3,1.68,0.0,0.0,0.0,0.0,0.0,1.76,9.0,2.49,1.28,1.53,1.93,2.5,3.34
Sweden Superettan,2023-07-24,14:00:00,15,GAIS,Västerås SK,1.96,3.65,3.32,1.04,10.0,1.25,3.75,1.73,1.99,1.33,3.25,1.67,2.1,1.27,1.27,1.76,1.86,2.14,2.2,1.64,3.84,1.34,7.0,3.65,0.0,1.23,1.43,1.93,2.17
Sweden Allsvenskan,2023-07-24,14:00:00,16,Sirius,Mjällby,2.15,3.4,3.17,1.03,8.5,1.25,3.5,1.87,1.83,1.4,2.75,1.8,1.95,1.38,1.32,1.65,1.0,1.43,1.59,1.05,2.64,1.75,8.5,2.43,1.12,1.26,1.5,1.88,2.35
