League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 1,2023-07-21,07:30:00,24,Ulsan,Jeju United,1.55,3.67,4.68,1.02,16.0,1.18,4.5,1.6,2.19,1.29,3.25,1.6,2.25,1.18,1.17,2.15,2.36,1.42,1.73,1.64,3.37,1.64,8.0,2.77,1.49,1.81,2.23,3.04,4.33
South Korea K League 1,2023-07-21,07:30:00,24,Pohang Steelers,Jeonbuk Motors,2.34,2.94,2.76,1.05,8.0,1.3,3.2,1.9,1.8,1.42,2.75,1.75,1.95,1.35,1.3,1.7,2.17,1.09,1.75,1.61,3.36,1.69,8.0,2.63,1.51,1.84,2.28,3.18,4.55
China Chinese Super League,2023-07-21,08:35:00,18,Shanghai SIPG,Shijiazhuang Ever Bright,1.26,5.78,11.41,1.03,19.25,1.19,4.82,1.59,2.38,1.28,3.4,1.95,1.81,1.06,1.15,3.52,2.13,1.29,1.7,1.19,2.89,1.17,11.0,6.0,1.34,1.57,2.1,2.75,3.35
China Chinese Super League,2023-07-21,08:35:00,18,Henan Jianye,Nantong Zhiyun,2.02,3.09,3.45,1.03,9.75,1.36,3.0,2.0,1.67,1.45,2.55,1.85,1.87,1.27,1.25,1.72,1.25,0.38,1.07,1.05,2.12,1.91,7.5,2.2,1.48,1.85,2.45,3.0,4.15
China Chinese Super League,2023-07-21,08:35:00,18,Tianjin Teda,Shenzhen,1.16,6.82,15.47,1.01,18.0,1.12,4.7,1.5,2.41,1.22,3.6,2.3,1.51,1.01,1.06,5.75,1.75,0.14,1.29,0.77,2.06,1.2,10.0,5.5,1.37,1.72,2.2,2.95,3.64
Romania Liga I,2023-07-21,12:30:00,2,Sepsi,U Craiova 1948,2.01,3.2,3.5,1.06,10.5,1.33,3.1,2.17,1.49,1.43,2.65,1.9,1.83,1.16,1.22,1.95,0.0,0.0,0.0,0.0,0.0,1.64,9.0,2.75,1.44,1.85,2.4,2.89,4.1
Russia Russian Premier League,2023-07-21,13:00:00,1,Dinamo Moskva,Krasnodar,2.1,3.58,2.8,1.01,9.9,1.19,3.92,1.66,2.08,1.34,2.98,1.57,2.25,1.41,1.37,1.72,0.0,0.0,0.0,0.0,0.0,1.62,9.4,2.7,1.21,1.39,1.72,2.1,2.6
Bulgaria First League,2023-07-21,13:00:00,2,CSKA 1948 Sofia,OFK Pirin,1.15,7.3,21.0,1.03,12.5,1.2,4.2,1.66,2.15,1.3,3.4,2.75,1.4,1.02,1.05,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-07-21,13:00:00,1,Warta Poznań,Pogoń Szczecin,3.44,3.01,1.97,1.04,10.0,1.33,3.1,1.96,1.75,1.44,2.63,1.91,1.91,1.7,1.28,1.25,0.0,0.0,0.0,0.0,0.0,2.5,7.0,1.8,1.19,1.39,1.69,2.12,2.75
Denmark Superliga,2023-07-21,14:00:00,1,Midtjylland,Hvidovre,1.25,5.9,12.5,1.01,16.5,1.22,4.3,1.74,2.09,1.33,3.25,2.1,1.67,1.06,1.11,3.5,0.0,0.0,0.0,0.0,0.0,1.28,11.0,4.65,1.23,1.44,1.88,2.35,3.25
Sweden Allsvenskan,2023-07-21,14:00:00,16,Brommapojkarna,Hammarby,2.76,3.44,2.5,1.01,10.0,1.21,3.82,1.75,2.1,1.33,3.25,1.62,2.2,1.62,1.28,1.4,1.0,0.67,1.6,1.44,3.04,2.44,9.4,1.75,1.16,1.33,1.6,2.0,2.7
Denmark 1st Division,2023-07-21,14:00:00,1,Vendsyssel,SønderjyskE,3.07,3.21,1.87,1.02,18.5,1.17,4.42,1.67,1.99,1.3,3.4,1.5,2.5,1.49,1.24,1.43,0.0,0.0,0.0,0.0,0.0,1.93,9.1,2.15,0.0,1.36,2.1,2.11,2.72
Denmark 1st Division,2023-07-21,14:00:00,1,Hillerød,HB Køge,2.18,3.03,2.63,1.03,15.75,1.2,4.08,1.76,1.78,1.33,3.25,1.57,2.25,1.35,1.25,1.57,0.0,0.0,0.0,0.0,0.0,1.72,8.8,2.51,1.29,1.64,2.01,2.58,3.48
Switzerland Challenge League,2023-07-21,14:30:00,1,Thun,Stade Nyonnais,1.6,4.1,4.4,1.02,16.0,1.17,4.5,1.57,2.3,1.29,3.5,1.67,2.1,1.16,1.2,2.15,0.0,0.0,0.0,0.0,0.0,1.25,12.0,4.73,0.0,0.0,1.33,1.57,1.95
Switzerland Challenge League,2023-07-21,14:30:00,1,Neuchâtel Xamax,FC Schaffhausen,2.27,3.65,2.6,1.03,15.0,1.2,4.2,1.58,2.19,1.3,3.4,1.53,2.38,1.32,1.27,1.6,0.0,0.0,0.0,0.0,0.0,1.69,9.0,2.48,1.21,1.4,2.25,2.15,2.88
Iceland Úrvalsdeild,2023-07-21,15:00:00,16,Breidablik,ÍBV,1.39,4.61,5.57,1.02,13.0,1.14,5.0,1.36,2.68,1.25,3.72,1.66,2.16,1.12,1.16,2.5,2.17,0.57,1.83,1.42,3.25,0.0,0.0,0.0,0.0,1.14,1.27,1.47,1.78
Peru Primera División,2023-07-21,15:00:00,5,Unión Comercio,César Vallejo,2.91,3.36,2.33,1.05,10.0,1.3,3.4,2.0,1.67,1.42,2.85,1.75,2.05,1.66,1.28,1.35,1.36,0.91,1.78,1.06,2.84,0.0,0.0,0.0,0.0,1.3,1.54,2.0,2.47
