League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Japan J1 League,2023-05-31,07:30:00,11,Urawa Reds,Sanfrecce Hiroshima,3.0,3.45,2.35,1.03,7.9,1.34,2.95,2.04,1.82,1.45,2.64,1.86,1.9,1.36,1.33,1.5,2.5,1.63,1.66,2.06,3.72,2.38,8.0,1.8,1.23,1.52,2.0,2.26,3.04
Tunisia Ligue 1,2023-05-31,12:00:00,8,Olympique Béja,Club Africain,3.1,2.9,2.38,1.06,6.55,1.53,2.35,2.55,1.5,1.54,2.38,2.02,1.67,1.53,1.34,1.35,1.52,1.81,1.36,1.16,2.52,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-05-31,13:00:00,30,National Bank of Egypt,El Daklyeh FC,2.07,3.2,3.5,1.1,6.57,1.48,2.63,2.4,1.5,1.54,2.46,2.16,1.66,1.21,1.34,1.86,1.64,1.07,1.39,1.22,2.61,1.63,8.8,2.64,1.3,1.64,2.03,2.6,3.56
Bulgaria First League,2023-05-31,13:00:00,4,Spartak Varna,Septemvri Sofia,2.03,3.4,2.99,1.02,11.0,1.26,3.69,1.95,1.74,1.36,3.09,1.74,2.04,1.3,1.29,1.77,1.0,0.65,1.45,1.22,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-05-31,13:00:00,4,Botev Vratsa,Hebar 1918,2.39,3.01,2.38,1.07,7.5,1.36,3.0,2.2,1.6,1.4,2.75,1.8,1.91,1.44,1.33,1.44,1.53,1.0,1.51,1.09,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-05-31,13:00:00,4,Beroe,OFK Pirin,1.72,3.41,4.53,1.05,7.4,1.4,2.86,2.15,1.62,1.48,2.63,2.06,1.73,1.19,1.3,1.99,1.24,0.63,1.31,1.19,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Superettan,2023-05-31,14:00:00,10,Landskrona,Trelleborg,2.06,3.6,3.15,1.05,9.0,1.29,3.5,1.73,1.88,1.35,3.05,1.63,2.22,1.31,1.27,1.69,2.4,0.75,1.67,1.03,2.7,1.58,8.0,2.95,1.13,1.29,1.5,1.9,2.43
Sweden Superettan,2023-05-31,14:00:00,10,Gefle,GIF Sundsvall,2.35,3.5,2.7,1.05,9.0,1.29,3.5,1.9,1.96,1.36,3.0,1.67,2.1,1.35,1.29,1.65,1.75,1.5,1.22,1.64,2.86,1.73,7.5,2.6,1.22,1.42,1.74,2.23,3.0
Sweden Superettan,2023-05-31,14:00:00,10,Brage,Östersunds FK,2.25,3.5,2.86,1.05,9.0,1.29,3.5,1.94,1.92,1.36,3.0,1.7,2.05,1.3,1.3,1.7,1.75,1.6,1.67,1.18,2.85,1.73,7.5,2.6,1.22,1.42,1.74,2.23,3.0
Sweden Superettan,2023-05-31,14:00:00,10,Utsikten,Örebro,2.19,3.5,2.97,1.06,8.0,1.33,3.25,1.94,1.92,1.4,2.75,1.8,1.91,1.25,1.3,1.75,2.25,1.0,1.25,1.61,2.86,1.66,7.5,2.75,1.22,1.42,1.74,2.23,3.0
Egypt Egyptian Premier League,2023-05-31,15:30:00,30,Al Mokawloon,Ismaily SC,2.29,3.05,3.1,1.11,5.81,1.5,2.35,2.55,1.45,1.59,2.24,2.11,1.69,1.3,1.41,1.59,1.5,1.07,1.58,1.33,2.91,1.63,9.0,2.63,1.23,1.49,1.81,2.25,3.04
Bolivia LFPB,2023-05-31,16:00:00,10,Municipal Vinto,Club Always Ready,1.86,3.37,3.27,1.03,15.75,1.18,4.55,1.6,2.3,1.26,3.5,1.53,2.43,1.29,1.25,1.73,1.5,1.83,2.38,1.52,3.9,1.58,8.5,2.82,1.24,1.46,1.83,2.28,3.04
USA MLS,2023-05-31,20:00:00,0,Atlanta United FC,New England Revolution,1.9,3.95,3.7,1.05,9.0,1.29,3.5,1.73,1.88,1.36,3.0,1.73,2.0,1.22,1.29,1.91,2.29,1.43,1.79,1.43,3.22,1.4,10.0,3.64,1.18,1.33,1.6,2.05,2.7
Canada Canadian Premier League,2023-05-31,20:00:00,8,Forge FC,York9 FC,1.6,3.7,4.6,1.04,11.0,1.27,3.4,1.89,1.84,1.38,2.8,1.86,1.83,1.17,1.23,2.15,1.5,2.0,1.76,1.46,3.22,0.0,0.0,0.0,1.28,1.52,1.98,2.55,3.5
Colombia Categoria Primera A,2023-05-31,20:15:00,23,Boyacá Chicó,Independiente Medellín,2.25,3.1,3.0,1.07,8.5,1.37,3.05,2.1,1.65,1.42,2.7,1.85,1.91,1.3,1.29,1.47,2.09,1.0,1.52,1.29,2.81,1.69,8.0,2.54,1.43,1.4,1.7,2.13,2.85
USA MLS,2023-05-31,20:30:00,0,Philadelphia Union,Charlotte,1.63,4.25,4.95,1.03,13.0,1.2,4.0,1.7,2.1,1.3,3.4,1.75,2.0,1.15,1.22,2.3,2.0,1.43,1.73,1.21,2.94,1.69,8.0,2.54,1.24,1.46,1.9,2.4,3.3
USA MLS,2023-05-31,20:30:00,0,New York City,FC Cincinnati,2.13,3.45,3.45,1.06,8.0,1.33,3.25,1.98,1.88,1.36,3.0,1.8,1.91,1.2,1.3,1.95,2.17,1.5,1.63,1.58,3.21,1.75,8.0,2.44,1.24,1.46,1.9,2.37,3.3
USA MLS,2023-05-31,20:30:00,0,Columbus Crew,Colorado Rapids,1.77,4.05,4.2,1.04,10.0,1.22,4.0,1.7,2.1,1.33,3.25,1.67,2.1,1.2,1.25,2.0,2.0,1.13,1.9,1.16,3.06,1.51,8.5,3.16,1.24,1.46,1.9,2.4,3.3
USA MLS,2023-05-31,20:30:00,0,Toronto,Chicago Fire,2.06,3.85,3.3,1.04,10.0,1.25,3.75,1.8,1.8,1.33,3.25,1.67,2.1,1.3,1.29,1.7,1.63,0.67,1.43,1.15,2.58,1.75,8.0,2.52,1.24,1.46,1.93,2.37,3.3
USA MLS,2023-05-31,20:30:00,0,Inter Miami,New York RB,2.69,3.25,2.69,1.07,7.5,1.33,3.25,1.8,1.8,1.42,2.75,1.8,1.91,1.5,1.3,1.4,1.71,0.5,1.34,1.47,2.81,2.33,7.5,1.85,1.3,1.55,1.98,2.7,3.8
USA MLS,2023-05-31,20:30:00,0,DC United,Montreal Impact,1.79,3.9,4.3,1.05,9.0,1.3,3.4,1.92,1.94,1.36,3.0,1.85,1.85,1.18,1.25,2.1,1.57,0.38,1.51,1.15,2.66,1.64,8.0,2.67,1.32,1.6,2.05,2.8,4.0
Peru Primera División,2023-05-31,21:00:00,8,Melgar,César Vallejo,1.5,4.0,5.5,1.05,11.0,1.33,3.3,1.83,1.97,1.42,2.9,1.87,1.87,1.22,1.22,2.0,1.86,0.86,1.65,1.17,2.82,1.36,9.5,3.6,1.26,1.32,1.6,2.01,2.62
USA MLS,2023-05-31,21:30:00,0,Sporting KC,FC Dallas,2.13,3.5,3.4,1.04,12.0,1.28,3.6,2.0,1.86,1.38,3.0,1.7,2.1,1.3,1.25,1.75,1.17,1.29,1.69,1.39,3.08,1.45,8.5,3.28,1.3,1.55,1.98,2.7,3.8
USA MLS,2023-05-31,21:30:00,0,Austin,Minnesota United,2.08,3.55,3.45,1.03,13.0,1.25,3.75,1.87,1.99,1.36,3.1,1.65,2.2,1.47,1.25,1.57,1.29,1.5,1.48,1.21,2.69,1.64,8.5,2.66,1.15,1.33,1.6,2.05,2.7
USA MLS,2023-05-31,22:30:00,0,Real Salt Lake,LA Galaxy,2.13,3.7,3.2,1.03,13.0,1.22,3.8,1.7,2.1,1.33,3.0,1.57,2.25,1.33,1.3,1.73,1.14,0.29,1.87,1.24,3.11,1.85,8.0,2.28,1.24,1.46,1.93,2.37,3.3
Colombia Categoria Primera A,2023-05-31,22:30:00,23,América de Cali,Millonarios,2.0,3.25,3.2,1.07,7.0,1.3,3.2,1.95,1.75,1.42,2.65,1.8,1.96,1.18,1.28,1.75,2.18,1.36,1.78,1.0,2.78,1.69,7.7,2.71,1.38,1.65,2.1,2.7,3.8
USA USL Championship,2023-05-31,23:00:00,0,Monterey Bay,Tulsa Roughnecks,2.03,3.5,3.1,1.04,13.25,1.25,3.6,1.73,1.91,1.35,2.9,1.7,2.05,1.25,1.24,1.82,1.33,1.0,0.97,1.26,2.23,1.62,6.5,3.03,1.38,1.72,2.15,3.05,4.1
USA MLS,2023-05-31,23:30:00,0,Seattle Sounders,SJ Earthquakes,1.64,4.25,4.9,1.02,17.0,1.22,4.2,1.7,2.1,1.3,3.5,1.72,2.1,1.2,1.18,2.25,2.0,0.29,1.57,1.24,2.81,1.51,8.5,3.07,1.18,1.35,1.63,2.1,2.8
USA MLS,2023-05-31,23:30:00,0,Vancouver Whitecaps,Houston Dynamo,1.75,4.1,4.25,1.02,13.0,1.22,3.8,1.75,2.05,1.33,3.0,1.73,2.0,1.22,1.29,2.0,2.0,0.33,2.0,1.28,3.28,1.34,9.5,3.86,1.21,1.4,1.71,2.2,3.0
