League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 1,2023-05-09,07:00:00,12,Ulsan,Gangwon,1.48,4.2,6.2,1.05,10.0,1.25,3.6,1.93,1.93,1.36,3.0,1.95,1.8,1.06,1.16,2.4,2.67,0.86,1.49,1.15,2.64,1.27,6.75,4.65,1.44,1.76,2.34,3.18,4.55
South Korea K League 1,2023-05-09,07:30:00,12,Daegu,Pohang Steelers,3.3,3.4,2.1,1.04,12.0,1.27,3.4,2.04,1.69,1.39,2.88,1.7,2.05,1.68,1.27,1.32,1.33,1.5,1.42,1.17,2.59,2.31,8.5,1.84,1.32,1.68,2.08,2.72,3.74
South Korea K League 1,2023-05-09,07:30:00,12,FC Seoul,Gwangju,2.09,3.25,3.5,1.06,9.5,1.36,3.0,1.93,1.77,1.45,2.6,1.85,1.9,1.25,1.25,1.68,2.17,1.0,1.64,1.32,2.96,1.8,8.6,2.38,1.37,1.72,2.14,2.84,4.05
China Chinese Super League,2023-05-09,08:35:00,6,Dalian Yifang,Shijiazhuang Ever Bright,2.53,3.25,2.52,1.06,9.75,1.36,2.95,2.2,1.68,1.44,2.63,1.95,1.8,1.33,1.25,1.63,1.5,1.25,1.14,0.85,1.99,1.73,7.3,2.6,1.37,1.64,2.07,2.7,3.8
China Chinese Super League,2023-05-09,08:35:00,6,Henan Jianye,Wuhan Three Towns,6.48,5.0,1.35,1.03,11.0,1.2,4.33,1.65,2.11,1.3,3.4,1.8,1.95,2.65,1.18,1.12,0.75,2.33,0.98,1.5,2.48,5.5,8.0,1.3,1.38,1.67,2.15,2.85,3.96
China Chinese Super League,2023-05-09,08:35:00,6,Shenzhen,Shanghai Shenhua,5.54,4.65,1.43,1.04,15.0,1.22,3.8,1.7,2.03,1.33,3.25,1.8,1.95,2.38,1.22,1.17,0.8,2.33,1.06,1.18,2.24,3.65,6.75,1.34,1.32,1.56,1.9,2.5,3.4
Finland Veikkausliiga,2023-05-09,12:00:00,6,Oulu,KuPS,3.8,3.4,1.91,1.06,8.0,1.3,3.4,2.0,1.7,1.38,2.8,1.71,2.0,1.63,1.3,1.35,0.0,2.33,0.56,1.6,2.16,2.71,9.5,1.62,1.17,1.35,1.63,2.06,2.69
Finland Veikkausliiga,2023-05-09,12:00:00,6,Honka,Haka,1.7,3.6,4.33,1.07,7.5,1.33,3.25,1.9,1.8,1.41,2.65,1.9,1.78,1.21,1.28,1.93,1.33,1.0,1.65,1.02,2.67,1.34,11.25,3.88,1.1,1.22,1.43,1.74,2.16
Finland Veikkausliiga,2023-05-09,12:00:00,6,KTP,HJK,4.75,3.8,1.6,1.05,9.0,1.3,3.4,1.85,2.0,1.37,2.8,1.75,1.93,1.8,1.28,1.28,1.25,1.33,1.16,1.35,2.51,3.06,9.0,1.51,1.15,1.31,1.5,1.9,2.45
Chile Primera B,2023-05-09,13:00:00,11,Puerto Montt,Santiago Morning,2.2,3.0,3.2,1.08,6.5,1.45,2.65,2.26,1.5,1.5,2.42,1.97,1.8,1.31,1.31,1.52,1.14,0.33,1.14,0.93,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Segunda División,2023-05-09,13:00:00,9,Deportes Limache,Real San Joaquín,1.75,3.6,3.6,1.08,7.0,1.35,2.84,2.2,1.65,1.44,2.58,1.91,1.76,1.24,1.28,1.74,3.0,0.75,1.02,1.44,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-05-09,13:00:00,24,Pyramids FC,Ismaily SC,1.8,3.2,4.75,1.02,8.5,1.4,2.8,2.25,1.57,1.49,2.59,2.2,1.62,1.11,1.22,1.98,2.5,1.15,1.65,1.35,3.0,1.3,10.25,4.2,1.23,1.44,1.78,2.25,3.04
