League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-06-09,06:30:00,12,Henan Jianye,Hangzhou,3.3,3.33,2.21,1.04,11.5,1.29,3.51,1.93,1.88,1.37,2.75,1.74,2.02,1.65,1.33,1.33,1.5,1.33,1.1,1.63,2.73,2.05,7.5,2.0,1.42,1.83,2.25,3.0,4.14
China Chinese Super League,2023-06-09,08:35:00,12,Shanghai SIPG,Nantong Zhiyun,1.25,5.5,9.0,1.03,11.0,1.2,4.39,1.6,2.2,1.3,3.34,2.11,1.69,1.04,1.14,3.66,2.0,0.4,1.8,1.2,3.0,1.25,9.5,4.74,1.38,1.83,2.16,2.88,4.04
China Chinese Super League,2023-06-09,08:35:00,12,Wuhan Three Towns,Shandong Luneng,2.4,3.5,2.5,1.04,15.25,1.22,4.3,1.75,1.95,1.32,3.15,1.56,2.36,1.52,1.28,1.49,0.75,1.0,1.76,1.85,3.61,2.25,8.0,1.83,1.34,1.62,2.07,2.75,3.42
China Chinese Super League,2023-06-09,08:35:00,12,Dalian Yifang,Beijing Guoan,4.33,3.75,1.67,1.01,10.0,1.25,3.75,1.75,1.95,1.35,3.16,1.75,2.0,2.2,1.2,1.12,1.0,1.0,1.38,1.73,3.11,2.75,8.0,1.62,1.31,1.62,2.1,2.8,3.42
China Chinese Super League,2023-06-09,08:35:00,12,Meizhou Hakka,Shijiazhuang Ever Bright,2.2,3.35,2.85,1.05,12.0,1.29,3.65,1.9,1.8,1.38,2.85,1.7,2.1,1.34,1.3,1.69,0.8,1.0,1.2,1.05,2.25,1.8,7.5,2.4,1.38,1.67,2.17,2.9,3.74
Sweden Allsvenskan,2023-06-09,14:00:00,12,Hammarby,Brommapojkarna,1.67,4.0,4.5,1.04,10.0,1.22,4.0,1.61,2.17,1.3,3.4,1.7,2.05,1.17,1.25,2.15,2.0,2.0,1.84,1.3,3.14,1.34,10.0,4.04,1.2,1.28,1.51,2.0,2.45
Denmark Superliga,2023-06-09,14:00:00,0,Viborg,Midtjylland,2.54,3.3,2.54,1.05,11.5,1.29,3.6,1.87,1.8,1.4,2.75,1.75,2.0,1.5,1.3,1.52,1.59,1.59,1.72,1.53,3.25,1.82,8.0,2.33,1.25,1.52,1.83,2.35,3.4
Egypt Egyptian Premier League,2023-06-09,14:00:00,31,Al Ittihad,National Bank of Egypt,2.75,2.95,2.65,1.06,7.5,1.42,2.75,2.25,1.6,1.52,2.35,1.87,1.8,1.44,1.38,1.42,1.64,0.53,1.55,1.21,2.76,1.68,9.1,2.5,1.19,1.38,1.74,2.15,2.79
Argentina Primera División,2023-06-09,15:30:00,20,Barracas Central,Rosario Central,2.9,3.2,2.4,1.1,6.5,1.44,2.62,2.3,1.57,1.44,2.62,1.91,1.8,1.5,1.35,1.4,1.5,0.78,1.15,1.27,2.42,2.43,7.0,1.81,1.27,1.5,1.85,2.45,3.4
Republic of Ireland Premier Division,2023-06-09,15:45:00,20,Cork City,Dundalk,2.75,3.1,2.3,1.06,8.0,1.33,3.1,1.95,1.75,1.44,2.6,1.78,1.95,1.5,1.28,1.42,1.6,1.1,1.29,1.25,2.54,2.05,8.0,2.0,1.24,1.48,1.8,2.36,3.14
