League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Italy Serie B,2023-12-26,08:30:00,19,Reggiana,Catanzaro,3.4,2.0,3.0,2.75,3.1,2.37,1.45,2.55,1.09,8.55,1.38,3.07,2.07,1.59,1.82,1.88,1.48,1.4,1.4,1.0,1.56,1.22,1.2,2.42,1.93,8.6,2.18,1.33,2.93,1.68,2.19,2.08,1.75,2.72,1.4,3.74,1.21
Belgium Pro League,2023-12-26,09:30:00,20,KRC Genk,Royal Antwerp FC,2.8,2.15,3.35,2.15,3.75,2.75,1.33,3.1,1.04,10.0,1.22,4.2,1.64,2.25,1.5,2.35,1.38,1.25,1.6,1.56,1.11,2.06,1.4,3.46,1.79,7.0,2.4,1.22,4.0,1.42,2.75,1.74,2.02,2.23,1.61,3.0,1.35
England EFL League Two,2023-12-26,09:30:00,24,Mansfield Town,Grimsby Town,2.05,2.38,5.5,1.53,4.2,6.0,1.33,3.25,1.03,13.0,1.22,4.33,1.67,2.15,1.73,2.0,1.13,1.23,2.4,2.11,0.55,1.83,1.27,3.1,1.39,10.25,3.62,0.0,0.0,1.31,3.04,1.62,2.26,2.0,1.81,2.51,1.51
England Premier League,2023-12-26,09:30:00,19,Newcastle United,Nottingham Forest,1.95,2.4,7.0,1.36,5.0,9.0,1.33,3.25,1.05,16.5,1.26,4.1,1.53,2.35,1.95,1.8,1.1,1.19,2.75,2.67,0.56,1.84,1.01,2.85,1.26,10.5,5.0,1.2,3.75,1.37,2.65,1.65,2.06,2.05,1.66,2.6,1.38
England Championship,2023-12-26,09:30:00,24,Preston North End,Leeds United,5.5,2.3,2.2,4.6,3.9,1.73,1.33,3.25,1.03,13.0,1.24,4.2,1.61,2.2,1.73,2.0,2.2,1.23,1.17,1.55,1.55,1.12,1.38,2.5,2.75,7.0,1.68,1.18,4.1,1.4,2.8,1.68,2.15,2.05,1.72,2.65,1.45
England EFL League Two,2023-12-26,10:00:00,24,Gillingham,Crawley Town,2.75,2.2,3.75,1.91,3.8,3.2,1.36,3.0,1.04,13.0,1.25,3.75,1.88,1.98,1.67,2.1,1.35,1.25,1.72,1.73,0.9,1.44,1.29,2.73,1.66,8.6,2.67,1.22,3.65,1.43,2.62,1.79,2.01,2.23,1.65,2.88,1.34
England EFL League One,2023-12-26,10:00:00,24,Leyton Orient,Charlton Athletic,3.2,2.1,3.4,2.5,3.25,2.75,1.4,2.75,1.05,11.0,1.33,3.3,2.05,1.8,1.8,1.95,1.44,1.31,1.49,1.1,0.89,1.28,1.42,2.7,1.7,9.5,2.5,0.0,0.0,1.3,3.08,1.58,2.36,1.93,1.88,2.4,1.56
England Championship,2023-12-26,10:00:00,24,Millwall,Queens Park Rangers,2.75,2.05,4.33,2.0,3.2,3.7,1.44,2.63,1.07,9.5,1.4,3.0,2.25,1.64,1.91,1.8,1.27,1.31,1.73,0.82,0.92,1.47,0.93,2.4,1.57,9.0,2.62,1.19,3.92,1.4,2.77,1.72,2.1,2.13,1.7,2.79,1.36
Italy Serie B,2023-12-26,11:00:00,19,FeralpiSalò,Venezia,4.4,2.1,2.38,4.2,3.4,1.74,1.42,2.65,1.07,8.0,1.33,3.1,1.93,1.69,1.87,1.82,1.91,1.33,1.18,0.63,1.75,1.18,1.22,2.4,2.35,8.9,1.8,0.0,0.0,1.56,2.42,1.88,1.92,2.36,1.58,0.0,0.0
Italy Serie B,2023-12-26,11:00:00,19,Ascoli,Cittadella,3.4,1.95,3.1,2.81,3.0,2.37,1.5,2.45,1.08,8.65,1.41,2.92,2.13,1.56,1.9,1.8,1.52,1.35,1.42,1.25,1.5,1.38,1.36,2.74,2.09,8.5,2.01,1.33,2.93,1.68,2.18,2.09,1.74,2.5,1.51,3.74,1.21
Italy Serie B,2023-12-26,11:00:00,19,Cosenza,Como,3.4,1.95,3.1,2.7,3.1,2.41,1.44,2.62,1.08,7.0,1.4,2.75,2.13,1.56,1.94,1.82,1.5,1.35,1.4,1.33,1.56,1.51,1.32,2.83,1.69,9.1,2.55,1.22,3.64,1.44,2.58,1.8,2.02,2.25,1.65,2.98,1.32
Italy Serie B,2023-12-26,11:00:00,19,Spezia,Modena,2.88,2.0,3.5,2.18,3.1,3.05,1.46,2.55,1.08,7.25,1.36,2.9,2.03,1.62,1.82,1.85,1.3,1.36,1.6,0.88,1.44,1.49,1.39,2.88,1.72,9.5,2.46,1.15,4.5,1.32,3.1,1.63,2.24,1.97,1.83,2.5,1.51
Italy Serie B,2023-12-26,11:00:00,19,Lecco,Südtirol,3.2,2.05,3.1,2.61,3.1,2.47,1.43,2.63,1.05,8.0,1.33,3.0,1.98,1.65,1.8,1.91,1.5,1.33,1.44,0.88,1.22,1.59,1.04,2.63,1.67,8.9,2.62,1.32,2.98,1.67,2.19,2.07,1.74,2.69,1.41,3.65,1.22
Italy Serie B,2023-12-26,11:00:00,19,Brescia,Parma,3.4,2.0,3.0,2.88,2.83,2.45,1.47,2.5,1.09,6.75,1.38,2.8,2.07,1.59,1.83,1.85,1.53,1.35,1.36,1.33,2.0,1.12,1.28,2.4,2.13,9.0,1.95,1.22,3.65,1.44,2.58,1.78,2.04,2.2,1.67,2.98,1.32
Italy Serie B,2023-12-26,11:00:00,19,Ternana,Pisa,3.0,2.0,3.4,2.31,3.1,2.84,1.44,2.62,1.08,7.0,1.36,3.0,2.06,1.6,1.85,1.85,1.36,1.33,1.53,1.0,1.22,1.24,1.31,2.55,1.89,8.8,2.22,1.25,3.42,1.5,2.53,1.83,1.98,2.25,1.62,3.18,1.29
Wales Welsh Premier League,2023-12-26,11:30:00,20,The New Saints,Caernarfon Town,1.29,3.75,12.0,1.04,6.8,16.44,1.14,5.0,0.0,0.0,1.06,8.0,1.22,4.0,2.1,1.67,1.01,1.02,7.5,2.75,1.56,2.87,1.66,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.88
Wales Welsh Premier League,2023-12-26,11:30:00,20,Pontypridd Town AFC,Aberystwyth Town,2.75,2.2,3.4,2.59,3.46,2.46,1.32,3.2,1.0,11.0,1.18,4.05,1.68,2.06,1.57,2.19,1.45,1.25,1.4,0.8,1.0,1.34,1.06,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2023-12-26,11:30:00,20,Newtown,Connah's Quay,3.4,2.25,2.6,3.0,3.5,2.0,1.33,3.25,1.04,10.0,1.25,3.75,1.7,1.95,1.62,2.2,1.73,1.29,1.3,2.0,1.78,1.6,1.91,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2023-12-26,11:30:00,20,Colwyn Bay,Bala Town,4.2,2.15,2.38,4.0,3.5,1.73,1.36,3.0,1.06,8.0,1.33,3.25,1.98,1.83,1.85,1.85,2.05,1.29,1.17,0.78,1.11,1.3,1.36,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2023-12-26,11:30:00,20,Cardiff MU,Penybont,3.1,2.1,3.1,2.6,3.25,2.38,1.4,2.75,1.06,8.0,1.33,3.25,1.95,1.85,1.73,2.0,1.5,1.3,1.44,2.22,1.1,1.35,1.45,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
