League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2024-01-21,07:30:00,21,Sivasspor,Gazişehir Gaziantep,2.55,2.05,4.2,1.98,3.25,3.6,1.4,2.75,1.05,9.0,1.31,3.33,1.92,1.75,1.75,1.95,1.25,1.3,1.75,1.0,1.0,1.59,1.17,2.76,1.67,8.0,2.5,1.33,2.9,1.62,2.1,2.1,1.61,2.85,1.34,4.0,1.19
Portugal LigaPro,2024-01-21,08:00:00,18,CD Tondela,Porto II,3.05,2.1,3.32,2.44,3.25,2.64,1.4,2.82,1.02,8.9,1.28,3.2,1.86,1.78,1.73,1.99,1.42,1.29,1.49,1.78,1.25,1.54,1.61,3.15,2.14,7.5,1.98,1.14,4.6,1.3,3.2,1.63,2.26,1.99,1.82,2.49,1.53
Netherlands Eredivisie,2024-01-21,08:15:00,18,Utrecht,PSV,6.5,2.75,1.8,7.15,5.6,1.3,1.22,4.0,1.0,12.0,1.11,6.0,1.44,2.53,1.7,2.05,3.05,1.16,1.11,0.88,3.0,1.49,2.32,3.81,3.35,8.5,1.44,1.16,4.25,1.3,2.95,1.55,2.23,1.92,1.77,2.4,1.47
Italy Serie A,2024-01-21,08:30:00,21,Frosinone,Cagliari,3.0,2.1,3.5,2.56,3.3,2.51,1.4,2.75,1.07,13.0,1.32,3.4,1.79,1.88,1.75,2.0,1.41,1.3,1.55,1.7,0.3,1.29,1.11,2.4,1.79,9.3,2.38,1.16,4.33,1.34,3.04,1.62,2.25,2.0,1.74,2.57,1.42
England Championship,2024-01-21,09:00:00,28,Leeds United,Preston North End,1.73,2.6,8.5,1.32,4.65,7.85,1.3,3.4,1.02,10.0,1.22,4.45,1.73,1.92,2.1,1.67,1.04,1.14,3.68,2.38,1.15,1.84,0.99,2.83,1.1,12.5,11.2,1.23,3.6,1.44,2.5,1.8,2.0,2.3,1.5,3.2,1.28
Belgium Pro League,2024-01-21,09:30:00,21,Royal Antwerp FC,Sporting Charleroi,2.5,2.25,4.0,1.5,4.0,5.45,1.36,3.0,1.03,13.0,1.25,3.75,1.72,1.92,1.7,2.05,1.29,1.28,1.77,1.6,1.05,1.89,1.27,3.16,1.27,9.0,4.6,1.2,3.9,1.39,2.65,1.7,1.95,2.2,1.55,3.0,1.32
Germany 2. Bundesliga,2024-01-21,09:30:00,18,Hertha BSC,Fortuna Düsseldorf,2.88,2.38,3.2,2.11,3.4,2.92,1.29,3.5,1.02,12.0,1.18,4.75,1.55,2.16,1.5,2.5,1.46,1.27,1.55,1.75,2.0,1.47,1.49,2.96,1.97,9.5,2.08,1.11,5.25,1.21,3.75,1.4,2.6,1.7,1.95,2.15,1.57
Germany 2. Bundesliga,2024-01-21,09:30:00,18,Paderborn,Greuther Fürth,2.88,2.38,3.25,2.13,3.45,2.86,1.3,3.4,1.04,10.0,1.18,4.5,1.57,2.11,1.53,2.38,1.42,1.2,1.63,1.75,1.13,1.84,1.37,3.21,1.94,8.9,2.15,1.26,3.4,1.49,2.35,1.98,1.83,2.45,1.44,3.5,1.25
Germany 2. Bundesliga,2024-01-21,09:30:00,18,Magdeburg,Wehen Wiesbaden,2.2,2.5,4.75,1.66,3.8,4.1,1.29,3.5,1.03,11.0,1.18,4.5,1.63,2.02,1.57,2.25,1.2,1.21,2.15,1.38,1.11,1.79,1.29,3.08,1.41,9.0,3.49,1.13,4.85,1.28,3.25,1.5,2.3,2.0,1.8,2.45,1.46
Spain La Liga,2024-01-21,10:00:00,21,CA Osasuna,Getafe CF,3.0,1.91,4.5,2.13,3.1,4.0,1.57,2.25,1.11,6.0,1.53,2.4,2.51,1.43,2.2,1.62,1.29,1.39,1.74,1.2,0.8,1.4,1.31,2.71,1.62,8.7,2.83,1.48,2.5,1.87,1.89,2.42,1.51,3.28,1.27,4.75,1.13
Romania Liga I,2024-01-21,10:00:00,22,Botoşani,CFR Cluj,6.34,2.09,2.23,5.45,3.5,1.51,1.47,2.58,1.04,7.6,1.37,2.75,2.07,1.54,2.19,1.64,2.27,1.27,1.13,0.6,1.1,1.48,1.66,3.14,2.56,8.4,1.68,1.23,3.56,1.48,2.58,1.8,2.0,2.24,1.63,2.93,1.33
Turkey Süper Lig,2024-01-21,10:00:00,21,Fenerbahçe,Samsunspor,1.66,2.99,9.0,1.22,5.75,10.1,1.25,3.75,1.02,13.0,1.12,5.5,1.46,2.46,2.0,1.78,1.02,1.1,4.2,2.5,0.4,1.74,1.29,3.03,1.25,9.5,4.5,1.32,3.0,1.83,1.98,2.05,1.65,2.75,1.36,4.0,1.2
Spain Segunda División,2024-01-21,10:00:00,23,Racing Santander,FC Cartagena,2.5,2.2,4.75,1.74,3.4,4.2,1.4,2.75,1.06,8.5,1.33,3.25,1.9,1.71,1.83,1.83,1.2,1.25,1.9,2.09,1.0,1.42,1.07,2.49,1.64,8.0,2.67,1.25,3.5,1.47,2.4,1.85,1.95,2.4,1.47,3.4,1.26
Turkey Süper Lig,2024-01-21,10:00:00,21,Konyaspor,Antalyaspor,3.63,2.14,3.37,2.55,3.15,2.64,1.48,2.76,1.07,7.0,1.36,2.9,2.05,1.66,1.8,1.9,1.5,1.35,1.44,1.22,1.22,1.41,1.4,2.81,2.25,8.0,1.83,1.26,3.4,1.49,2.35,2.0,1.8,2.5,1.44,3.5,1.25
Switzerland Super League,2024-01-21,10:15:00,19,Yverdon Sport,Luzern,4.0,2.38,2.5,2.84,3.5,2.25,1.3,3.4,1.04,10.0,1.2,4.33,1.61,2.15,1.57,2.25,1.8,1.26,1.3,1.67,0.67,1.51,1.43,2.94,2.41,8.5,1.75,1.09,5.7,1.21,3.74,1.36,2.8,1.63,2.05,2.05,1.63
Netherlands Eredivisie,2024-01-21,10:30:00,18,Vitesse,Feyenoord,8.0,2.88,1.62,7.15,5.05,1.33,1.22,4.0,1.0,12.0,1.1,6.5,1.4,2.66,1.8,1.95,4.1,1.07,1.03,0.75,2.38,1.47,2.22,3.69,6.75,13.0,1.18,1.13,5.0,1.23,3.45,1.42,2.55,1.7,2.0,2.08,1.63
Netherlands Eredivisie,2024-01-21,10:30:00,18,Sparta Rotterdam,Go Ahead Eagles,2.88,2.3,3.5,2.11,3.6,2.97,1.33,3.25,1.04,14.0,1.24,4.08,1.71,1.99,1.62,2.2,1.4,1.28,1.64,1.13,0.88,1.59,1.09,2.68,1.63,8.0,2.65,1.14,4.75,1.25,3.25,1.46,2.4,1.79,1.9,2.2,1.56
England Premier League,2024-01-21,11:00:00,21,Sheffield United,West Ham United,4.0,2.1,2.88,3.5,3.5,2.13,1.44,2.63,1.08,11.5,1.37,3.55,1.68,2.02,1.8,1.95,1.68,1.3,1.31,0.7,1.6,1.14,1.21,2.35,2.36,9.0,1.85,1.22,4.2,1.45,2.55,1.75,1.97,2.2,1.6,2.55,1.46
Italy Serie A,2024-01-21,11:00:00,21,Empoli,Monza,3.4,2.1,3.2,2.85,3.15,2.38,1.44,2.63,1.08,11.5,1.28,3.5,1.94,1.74,1.8,1.95,1.52,1.37,1.35,0.5,1.2,1.3,1.23,2.53,2.0,9.0,2.1,1.25,3.42,1.49,2.47,1.86,1.9,2.38,1.53,3.18,1.29
Portugal LigaPro,2024-01-21,11:00:00,18,Leixões,FC Penafiel,2.75,1.95,4.0,2.24,2.92,3.25,1.5,2.5,1.1,6.5,1.36,3.0,2.09,1.61,1.91,1.8,1.25,1.28,1.56,0.75,0.22,1.44,1.31,2.75,1.67,8.8,2.54,1.12,5.0,1.26,3.34,1.53,2.47,1.85,1.95,2.29,1.61
Greece Super League,2024-01-21,11:00:00,19,Volos NFC,PAOK,6.0,2.38,2.05,7.85,4.65,1.34,1.33,3.25,1.02,10.0,1.25,3.6,1.66,2.06,1.8,1.95,2.5,1.22,1.14,0.89,1.63,1.19,1.32,2.51,4.15,9.0,1.31,1.44,2.58,1.8,1.95,2.33,1.53,3.14,1.29,3.8,1.22
Germany Bundesliga,2024-01-21,11:30:00,18,Bayern München,Werder Bremen,1.36,3.75,13.0,1.1,9.0,15.1,1.14,5.5,1.01,34.0,1.07,10.0,1.16,4.42,2.0,1.75,1.02,1.05,7.0,2.75,0.38,2.34,1.17,3.51,1.02,22.0,17.5,1.21,3.74,1.4,2.64,1.72,2.03,2.2,1.64,2.89,1.37
Belgium Pro League,2024-01-21,12:00:00,21,Union Saint-Gilloise,Sint-Truiden,1.8,2.5,8.0,1.34,4.7,7.05,1.3,3.4,1.02,15.0,1.2,4.33,1.56,2.17,2.05,1.7,1.07,1.16,3.2,2.4,1.35,2.02,1.37,3.39,1.18,10.0,6.25,1.3,3.1,1.55,2.2,1.98,1.68,2.65,1.39,3.8,1.21
Italy Serie B,2024-01-21,12:15:00,21,Ascoli,Bari 1908,3.5,1.83,4.0,2.42,2.9,2.85,1.62,2.2,1.09,5.8,1.5,2.5,2.58,1.38,2.2,1.62,1.37,1.37,1.49,1.22,1.1,1.39,1.19,2.58,1.75,8.0,2.44,1.22,4.0,1.41,2.75,1.73,2.04,2.23,1.61,3.0,1.36
Spain Segunda División,2024-01-21,12:15:00,23,Mirandés,Levante UD,3.2,2.05,3.6,2.41,3.05,2.74,1.5,2.5,1.08,7.0,1.36,3.0,1.94,1.68,1.83,1.83,1.42,1.28,1.53,1.55,1.27,1.37,1.21,2.58,2.0,7.5,2.1,1.3,3.1,1.55,2.2,1.98,1.68,2.65,1.39,3.8,1.21
