League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Japan J1 League,2023-06-10,04:00:00,17,Yokohama F. Marinos,Kashiwa Reysol,1.58,4.24,5.65,1.02,12.0,1.16,4.75,1.65,2.06,1.24,3.7,1.53,2.4,1.15,1.16,2.2,2.5,0.63,1.58,1.18,2.76,1.57,8.5,2.88,1.28,1.37,1.88,2.11,2.72
South Korea K League 2,2023-06-10,04:00:00,17,Sangju Sangmu,Ansan Greeners,1.53,4.24,5.5,1.04,10.0,1.22,4.0,1.64,2.04,1.3,3.4,1.8,1.91,1.1,1.18,2.54,1.57,0.29,1.8,1.44,3.24,1.32,9.4,3.94,1.16,1.35,1.61,1.98,2.6
South Korea K League 1,2023-06-10,04:30:00,18,Daegu,Suwon,2.1,3.56,3.36,1.05,9.0,1.29,3.5,1.76,1.88,1.36,3.0,1.7,2.05,1.3,1.29,1.7,1.67,0.63,1.37,1.41,2.78,1.51,8.0,3.09,1.39,1.72,2.21,2.93,4.24
South Korea K League 1,2023-06-10,06:00:00,18,Ulsan,Jeju United,1.67,4.1,4.74,1.03,11.0,1.22,4.0,1.61,2.09,1.3,3.4,1.67,2.1,1.15,1.25,2.2,2.56,1.7,1.7,1.53,3.23,1.55,8.0,3.02,1.4,1.73,2.19,2.93,4.1
South Korea K League 2,2023-06-10,06:30:00,17,Gyeongnam,Asan Mugunghwa,2.15,3.3,3.3,1.07,7.5,1.36,3.0,2.04,1.64,1.43,2.65,1.85,1.9,1.25,1.25,1.68,1.75,0.78,1.93,1.08,3.01,1.8,6.95,2.39,1.31,1.58,2.0,2.64,3.64
Japan J1 League,2023-06-10,07:00:00,17,Sagan Tosu,Consadole Sapporo,2.68,3.66,2.49,1.03,11.0,1.22,4.33,1.63,2.11,1.32,3.1,1.58,2.2,1.85,1.25,1.28,1.33,1.78,1.27,1.45,2.72,2.38,8.0,1.8,1.36,1.68,2.14,2.84,3.75
Japan J1 League,2023-06-10,07:00:00,17,Cerezo Osaka,Vissel Kobe,2.78,3.48,2.5,1.05,9.0,1.29,3.5,1.83,1.84,1.36,3.0,1.73,2.0,1.62,1.25,1.36,1.78,2.0,1.14,1.53,2.67,2.4,8.0,1.73,1.24,1.47,1.95,2.34,3.14
South Korea K League 1,2023-06-10,08:00:00,18,Daejeon Citizen,Gwangju,2.51,3.44,2.72,1.06,8.0,1.3,3.4,1.85,1.79,1.36,3.0,1.73,2.0,1.44,1.3,1.5,1.56,1.22,1.63,1.43,3.06,1.95,7.5,2.1,1.42,1.78,2.29,3.08,4.5
Sweden Superettan,2023-06-10,08:00:00,12,Västerås SK,Skövde AIK,1.62,4.1,4.78,1.03,11.0,1.17,4.25,1.58,2.14,1.3,3.34,1.72,2.07,1.12,1.18,2.46,2.0,0.14,1.7,1.31,3.01,1.29,9.5,4.5,0.0,1.21,1.38,1.8,2.1
Sweden Superettan,2023-06-10,08:00:00,12,Gefle,Öster,4.4,3.74,1.74,1.05,12.75,1.27,3.85,1.75,1.89,1.35,3.05,1.77,2.0,2.16,1.23,1.16,1.67,1.67,1.4,1.81,3.21,3.3,8.0,1.49,1.22,1.42,1.74,2.23,3.0
South Korea K League 2,2023-06-10,08:00:00,17,Busan I'Park,Gimpo Citizen,2.07,3.3,3.52,1.08,7.0,1.4,2.75,2.09,1.61,1.44,2.62,1.91,1.8,1.25,1.33,1.7,1.71,2.13,1.47,1.43,2.9,1.65,7.0,2.71,1.43,1.8,2.32,3.2,4.75
Sweden Superettan,2023-06-10,10:00:00,12,Jönköpings Södra,Trelleborg,2.28,3.52,2.89,1.04,14.0,1.23,4.18,1.67,1.99,1.33,3.14,1.6,2.27,1.39,1.27,1.58,1.86,0.67,1.45,1.08,2.53,1.8,7.5,2.43,1.18,1.34,1.61,2.02,2.7
Sweden Superettan,2023-06-10,10:00:00,12,Utsikten,GIF Sundsvall,1.84,3.64,3.96,1.05,12.25,1.27,3.8,1.77,1.87,1.36,3.0,1.74,2.04,1.2,1.25,1.97,2.5,1.5,1.35,1.63,2.98,1.48,8.0,3.3,1.21,1.38,1.68,2.16,2.88
Norway First Division,2023-06-10,10:00:00,12,Kristiansund,Moss,1.59,4.32,5.2,1.03,11.0,1.2,4.33,1.56,2.19,1.3,3.4,1.67,2.1,1.15,1.22,2.3,2.29,0.5,1.74,1.29,3.03,1.4,10.25,3.55,1.13,1.29,1.5,1.88,2.43
Norway First Division,2023-06-10,10:00:00,12,Mjøndalen,Sogndal,2.77,3.64,2.38,1.04,10.0,1.22,4.0,1.61,2.09,1.3,3.4,1.57,2.3,1.55,1.25,1.44,0.86,1.14,1.21,1.69,2.9,2.28,7.6,1.91,1.19,1.29,1.5,1.88,2.43
Norway First Division,2023-06-10,10:00:00,12,Jerv,Raufoss,1.92,3.78,3.72,1.05,9.0,1.25,3.75,1.64,2.05,1.33,3.25,1.67,2.1,1.33,1.29,1.65,1.33,0.67,1.35,1.44,2.79,1.61,9.7,2.71,0.0,1.15,1.3,1.52,1.93
