League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Japan J2 League,2023-06-28,07:00:00,21,Shimizu S-Pulse,Blaublitz Akita,1.51,4.1,6.6,1.06,8.0,1.28,3.5,2.06,1.72,1.36,3.0,2.1,1.68,1.04,1.16,2.6,1.8,1.5,2.01,1.37,3.38,1.43,7.5,3.75,1.25,1.38,1.98,2.13,2.8
Japan J2 League,2023-06-28,07:00:00,21,Jubilo Iwata,Ventforet Kofu,1.97,3.58,3.7,1.02,9.2,1.28,3.5,1.93,1.82,1.4,2.75,1.75,2.0,1.2,1.25,1.83,1.55,1.4,1.72,1.31,3.03,1.55,7.0,3.2,1.29,1.49,1.87,2.45,3.3
Japan J1 League,2023-06-28,07:30:00,12,Urawa Reds,Shonan Bellmare,1.67,3.9,5.0,1.06,8.25,1.35,3.32,1.89,1.87,1.44,2.9,1.85,1.91,1.25,1.3,1.85,2.22,0.67,1.58,1.46,3.04,1.73,8.0,2.4,1.22,1.44,1.95,2.16,2.63
China Chinese Super League,2023-06-28,08:35:00,13,Wuhan Three Towns,Dalian Yifang,1.27,5.7,10.5,1.02,20.5,1.14,4.6,1.6,2.25,1.29,3.5,1.95,1.8,1.03,1.11,3.3,0.83,0.17,1.68,1.36,3.04,1.62,8.0,2.75,1.3,1.59,2.03,2.7,3.8
China Chinese Super League,2023-06-28,08:35:00,13,Shijiazhuang Ever Bright,Henan Jianye,2.45,3.39,2.84,1.02,8.8,1.3,3.2,1.99,1.82,1.4,2.75,1.75,2.0,1.42,1.25,1.55,0.71,0.83,1.35,1.21,2.56,1.91,7.5,2.2,1.39,1.7,2.2,2.95,4.1
China Chinese Super League,2023-06-28,08:35:00,13,Shanghai Shenhua,Nantong Zhiyun,1.48,4.05,7.4,1.04,7.4,1.4,2.85,2.2,1.62,1.5,2.5,2.38,1.53,1.06,1.2,2.55,2.14,0.29,1.53,1.11,2.64,1.5,8.0,3.2,1.44,1.85,2.4,3.4,4.9
China Chinese Super League,2023-06-28,08:35:00,13,Tianjin Teda,Qingdao Jonoon,1.82,3.46,4.53,1.04,7.6,1.4,2.85,2.25,1.62,1.5,2.5,2.05,1.7,1.16,1.25,1.95,1.86,0.14,1.25,1.33,2.58,1.5,8.5,3.1,1.32,1.62,2.1,2.8,3.6
China Chinese Super League,2023-06-28,08:35:00,13,Hangzhou,Meizhou Hakka,1.66,4.0,4.9,1.01,10.25,1.25,3.75,1.78,1.97,1.36,3.0,1.8,1.95,1.11,1.18,2.3,1.5,0.71,1.45,1.17,2.62,1.57,7.8,3.0,1.31,1.6,2.07,2.75,3.8
Estonia Meistriliiga,2023-06-28,12:00:00,18,Tallinna Kalev,Harju Jalgpallikool,1.73,3.9,3.7,1.02,19.75,1.17,4.4,1.56,2.28,1.29,3.25,1.61,2.25,1.17,1.13,2.25,0.5,0.67,1.38,1.01,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-28,13:00:00,32,Al Masry,Coca-Cola,2.9,2.95,2.41,1.13,5.86,1.5,2.4,2.55,1.47,1.58,2.36,2.12,1.7,1.51,1.37,1.38,1.43,1.93,1.58,1.38,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-06-28,13:00:00,18,Tallinna FC Levadia,Tallinna FC Flora,2.85,3.1,2.32,1.05,10.5,1.33,3.2,1.96,1.76,1.38,2.8,1.77,2.0,1.53,1.25,1.36,2.71,2.78,1.75,2.11,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland Úrvalsdeild,2023-06-28,14:00:00,2,ÍBV,KA,2.6,3.65,2.36,1.02,12.0,1.15,4.75,1.61,2.2,1.25,3.75,1.53,2.38,1.5,1.25,1.53,1.2,0.6,1.78,1.17,2.95,2.1,8.5,1.91,0.0,1.16,1.32,1.57,1.95
Brazil Serie D,2023-06-28,15:00:00,10,Cordino,Parnahyba,1.96,2.88,3.3,1.02,8.25,1.3,2.9,2.1,1.65,1.43,2.55,1.8,1.8,1.19,1.28,1.66,1.0,0.25,2.27,1.38,3.65,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0
Brazil Serie D,2023-06-28,15:30:00,10,Fluminense PI,Maranhão,3.68,2.89,1.99,1.08,7.5,1.42,2.7,2.38,1.53,1.51,2.38,2.0,1.73,1.68,1.34,1.22,1.25,0.5,1.84,2.21,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-28,15:30:00,32,Pyramids FC,Smouha SC,1.33,4.7,7.4,1.01,9.9,1.23,3.56,1.77,1.93,1.35,3.15,2.12,1.64,1.06,1.17,3.14,2.57,1.4,1.72,1.18,2.9,1.26,11.0,4.55,1.19,1.38,1.73,2.12,2.75
Iceland Úrvalsdeild,2023-06-28,16:15:00,13,KR,Keflavík,1.65,3.75,4.5,1.02,12.0,1.17,4.5,1.57,2.3,1.29,3.5,1.62,2.2,1.15,1.2,2.38,1.4,0.83,1.4,1.22,2.62,1.37,10.0,3.68,0.0,1.15,1.3,1.55,1.9
Iceland Úrvalsdeild,2023-06-28,16:15:00,14,Fram,HK,2.38,3.65,2.65,1.02,14.0,1.11,5.3,1.58,2.28,1.24,3.82,1.43,2.7,1.34,1.25,1.79,1.67,1.5,1.68,1.45,3.13,1.75,8.5,2.35,1.12,1.25,1.47,1.82,2.27
South America Copa Libertadores,2023-06-28,19:00:00,6,Internacional,Independiente Medellín,1.44,4.05,5.73,1.04,12.0,1.28,3.6,1.83,1.87,1.36,3.0,2.05,1.7,1.11,1.21,2.55,1.8,2.0,2.62,1.41,4.03,1.18,10.0,6.5,1.19,1.44,1.64,2.0,2.52
Brazil Serie B,2023-06-28,19:00:00,14,Ceará,Avaí,1.55,3.29,5.57,1.08,7.0,1.36,2.95,2.15,1.67,1.45,2.55,2.0,1.75,1.15,1.22,2.0,1.0,0.57,1.57,1.18,2.75,1.43,7.5,3.75,1.14,1.28,1.51,1.84,2.26
South America Copa Libertadores,2023-06-28,19:00:00,6,Nacional,Metropolitanos,1.21,5.14,10.88,1.02,15.0,1.22,4.2,1.7,2.05,1.3,3.4,2.5,1.5,1.03,1.1,4.6,1.6,0.0,1.54,1.14,2.68,1.07,13.0,11.0,1.25,1.5,1.8,2.25,3.4
Brazil Serie D,2023-06-28,19:00:00,10,Iguatu,Globo,1.28,4.71,7.72,1.02,16.0,1.18,4.3,1.6,2.2,1.28,3.34,1.95,1.75,1.01,1.11,3.1,2.25,0.0,2.03,0.98,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-06-28,19:00:00,14,ABC,Atlético GO,2.81,3.24,2.55,1.08,7.0,1.42,2.7,2.5,1.5,1.51,2.4,1.95,1.8,1.52,1.3,1.4,0.67,1.0,1.31,1.35,2.66,2.3,7.0,1.91,1.23,1.44,1.74,2.17,2.45
Brazil Serie D,2023-06-28,19:00:00,10,Bahia de Feira,Atlético Alagoinhas,1.66,3.34,4.56,1.08,8.35,1.39,2.67,2.15,1.62,1.46,2.53,2.05,1.73,1.14,1.26,2.02,2.2,1.4,1.48,1.39,2.87,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Chile Primera División,2023-06-28,19:00:00,12,Universidad Chile,Universidad Católica,2.2,3.1,2.9,1.03,8.5,1.28,3.26,1.91,1.8,1.42,2.75,1.74,2.02,1.36,1.33,1.61,1.5,2.17,1.82,1.67,3.49,1.71,5.5,2.45,1.32,1.58,2.02,2.7,3.8
Brazil Serie D,2023-06-28,19:00:00,10,Ferroviário,Uniclinic,1.36,4.0,7.5,1.04,11.5,1.29,3.25,1.95,1.85,1.41,2.7,2.25,1.58,1.09,1.18,2.9,3.0,1.6,2.08,1.54,3.62,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0
Brazil Serie C,2023-06-28,20:00:00,10,CSA,América RN,1.84,2.9,3.69,1.12,5.5,1.55,2.4,2.56,1.45,1.58,2.2,2.3,1.53,1.2,1.34,1.83,1.6,0.5,1.87,1.7,3.57,0.0,0.0,0.0,0.0,0.0,1.63,1.97,2.51
Brazil Serie D,2023-06-28,20:00:00,10,Sousa,Santa Cruz,2.02,3.01,3.41,1.09,7.6,1.45,2.48,2.37,1.49,1.51,2.37,2.02,1.75,1.34,1.29,1.62,2.5,1.25,1.94,1.59,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
