League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2023-05-23,08:35:00,9,Nantong Zhiyun,Wuhan Three Towns,5.75,3.8,1.5,1.04,9.6,1.33,3.1,2.03,1.83,1.4,2.8,2.1,1.7,2.39,1.25,1.12,0.8,2.2,2.04,1.75,3.79,3.1,8.0,1.5,1.41,1.8,2.35,3.2,4.4
China Chinese Super League,2023-05-23,08:35:00,9,Chengdu Better City FC,Shanghai Shenhua,1.85,3.4,3.8,1.04,8.5,1.3,3.15,2.0,1.85,1.39,2.85,1.86,1.9,1.25,1.28,1.9,2.2,1.75,1.88,1.32,3.2,1.33,6.5,3.85,1.34,1.64,2.11,2.8,3.86
China Chinese Super League,2023-05-23,08:35:00,9,Changchun Yatai,Qingdao Jonoon,1.8,3.5,4.0,1.03,10.5,1.29,3.4,1.93,1.93,1.37,2.9,1.8,1.96,1.23,1.28,1.94,1.75,0.2,1.59,1.41,3.0,1.63,8.8,2.73,1.39,1.72,2.19,2.93,4.15
China Chinese Super League,2023-05-23,08:35:00,9,Beijing Guoan,Shijiazhuang Ever Bright,1.5,4.0,6.0,1.02,8.6,1.31,3.08,2.03,1.83,1.42,2.75,2.14,1.66,1.1,1.23,2.57,1.8,1.0,1.56,0.93,2.49,1.83,5.75,2.35,1.38,1.75,2.27,3.1,4.1
Bulgaria First League,2023-05-23,11:30:00,3,Lokomotiv Sofia 1929,Slavia Sofia,2.84,2.9,2.45,1.08,6.5,1.37,2.8,2.25,1.57,1.49,2.59,2.02,1.76,1.53,1.37,1.39,1.67,1.4,1.53,1.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-05-23,12:00:00,14,Trans,Tallinna FC Flora,9.08,5.5,1.23,1.02,18.0,1.18,4.3,1.6,2.19,1.29,3.24,2.05,1.7,3.6,1.07,1.01,0.86,2.71,1.46,1.99,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia Super Liga,2023-05-23,12:30:00,0,Podbrezová,Ružomberok,2.62,3.3,2.5,1.02,8.9,1.24,3.48,1.8,1.9,1.4,2.82,1.63,2.14,1.5,1.33,1.44,1.47,1.47,1.82,1.57,3.39,1.9,8.9,2.14,1.19,1.31,1.64,2.01,2.57
Slovakia Super Liga,2023-05-23,12:30:00,0,Dukla Banská Bystrica,Žilina,2.1,3.7,2.95,1.02,17.0,1.14,4.7,1.5,2.41,1.27,3.5,1.45,2.55,1.36,1.29,1.66,1.38,1.22,1.82,1.54,3.36,1.86,9.3,2.17,1.16,1.29,1.53,1.88,2.3
Egypt Egyptian Premier League,2023-05-23,13:00:00,29,Aswan FC,National Bank of Egypt,2.63,2.9,2.63,1.09,6.0,1.43,2.63,2.41,1.5,1.51,2.33,2.0,1.75,1.44,1.38,1.42,1.21,0.36,1.37,1.17,2.54,2.08,6.7,2.08,1.27,1.52,1.86,2.32,3.0
Tunisia Ligue 1,2023-05-23,13:00:00,7,ES Tunis,Tataouine,1.15,6.0,10.66,1.03,15.75,1.21,3.97,1.63,2.09,1.31,3.03,2.5,1.47,1.03,1.06,4.0,1.9,0.95,2.04,0.65,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-05-23,14:00:00,3,Arda,Botev Plovdiv,1.76,3.4,4.12,1.04,9.6,1.27,3.4,1.95,1.76,1.4,2.91,1.9,1.86,1.26,1.3,1.85,1.75,0.69,1.73,1.4,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic First League,2023-05-23,14:00:00,4,Viktoria Plzeň,Bohemians 1905,1.5,4.5,5.1,1.02,10.0,1.19,4.71,1.6,2.19,1.26,3.5,1.75,2.08,1.15,1.2,2.5,1.94,1.53,1.93,1.45,3.38,1.38,10.75,3.62,1.14,1.22,1.43,1.74,2.12
