League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Japan J2 League,2023-06-17,02:00:00,21,Fujieda MYFC,Roasso Kumamoto,2.38,3.1,2.7,1.03,11.0,1.18,4.33,1.62,2.2,1.3,3.2,1.5,2.4,1.55,1.3,1.45,1.27,1.6,1.5,1.49,2.99,1.91,6.5,2.38,1.28,1.55,1.89,2.34,3.1
Japan J2 League,2023-06-17,06:00:00,21,Zweigen Kanazawa,Mito Hollyhock,2.45,3.0,2.7,1.05,8.0,1.22,3.8,1.75,2.0,1.33,3.14,1.57,2.25,1.33,1.25,1.63,1.7,1.4,1.4,1.27,2.67,1.74,5.5,2.4,1.3,1.55,1.95,2.55,3.4
Japan J2 League,2023-06-17,07:00:00,21,Oita Trinita,Fagiano Okayama,2.05,3.1,3.3,1.05,7.3,1.39,2.71,2.2,1.6,1.49,2.52,1.94,1.81,1.49,1.35,1.44,2.36,1.2,1.45,1.37,2.82,1.76,5.5,2.3,1.35,1.63,2.07,2.77,3.6
Japan J2 League,2023-06-17,07:00:00,21,V-Varen Nagasaki,Omiya Ardija,1.75,3.3,4.2,1.02,8.8,1.29,3.2,1.95,1.8,1.4,2.83,1.81,1.93,1.28,1.3,1.8,2.0,0.1,1.37,1.38,2.75,2.05,5.75,2.0,1.3,1.55,1.96,2.55,0.0
Japan J2 League,2023-06-17,07:00:00,21,Tokushima Vortis,Montedio Yamagata,2.62,3.2,2.38,1.02,8.6,1.3,3.14,1.91,1.8,1.41,2.79,1.79,1.98,1.55,1.25,1.3,1.18,1.08,1.15,1.34,2.49,2.1,5.5,1.95,1.33,1.51,1.85,2.4,3.2
Uruguay Primera División,2023-06-17,10:00:00,2,Fénix,Cerro,2.1,3.1,3.3,1.07,9.1,1.35,2.94,2.25,1.62,1.45,2.55,1.85,1.85,1.35,1.3,1.55,0.88,0.78,0.99,1.42,2.41,1.73,8.0,2.4,1.27,1.5,1.89,2.45,3.34
Uruguay Segunda División,2023-06-17,12:30:00,7,Progreso,Oriental,1.83,3.3,3.7,1.05,10.0,1.31,3.1,2.0,1.67,1.43,2.65,1.95,1.75,1.17,1.28,2.1,3.0,1.5,1.85,1.3,3.15,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0
Canada Canadian Premier League,2023-06-17,15:00:00,10,Atlético Ottawa,Vancouver FC,1.44,3.9,5.0,1.02,9.2,1.27,3.28,2.04,1.76,1.44,2.63,2.1,1.67,1.14,1.27,2.2,0.8,1.0,1.55,1.05,2.6,0.0,0.0,0.0,1.4,1.73,2.28,3.1,0.0
Ecuador Primera Categoría Serie A,2023-06-17,15:00:00,15,Cumbayá,Libertad,2.3,3.0,2.99,1.08,7.25,1.42,2.7,2.3,1.53,1.51,2.4,1.95,1.8,1.36,1.28,1.42,1.57,0.29,1.11,1.15,2.26,1.81,8.1,2.33,1.52,1.93,2.6,3.65,5.4
Canada Canadian Premier League,2023-06-17,15:00:00,10,HFX Wanderers FC,Cavalry FC,2.89,3.15,2.05,1.04,7.9,1.34,2.88,2.09,1.72,1.44,2.63,2.0,1.73,1.52,1.32,1.41,1.33,0.75,1.5,1.29,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-17,15:00:00,9,Santo André,Athletic Club,2.4,3.0,2.71,1.06,7.5,1.43,2.44,2.35,1.5,1.56,2.3,2.05,1.68,1.33,1.3,1.42,2.33,1.75,1.33,1.43,2.76,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
Uruguay Primera División,2023-06-17,15:00:00,2,Boston River,La Luz,2.17,3.4,2.74,1.05,11.25,1.28,3.32,1.9,1.92,1.4,2.75,1.74,2.04,1.35,1.28,1.62,0.86,1.33,2.29,1.02,3.31,1.67,8.0,2.6,1.26,1.49,1.98,2.38,3.2
Brazil Serie D,2023-06-17,15:00:00,9,Resende,Noroeste,1.21,5.3,9.2,1.01,10.0,1.14,4.35,1.63,2.09,1.33,2.92,2.2,1.55,1.01,1.11,3.45,1.33,0.25,1.54,1.09,2.63,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0
Uruguay Segunda División,2023-06-17,15:00:00,7,Albion,Atenas,1.84,3.2,3.75,1.06,8.5,1.37,2.8,2.2,1.53,1.51,2.29,2.12,1.69,1.19,1.3,1.9,1.83,1.0,1.5,1.08,2.58,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
Argentina Prim B Nacional,2023-06-17,15:00:00,18,Tristán Suárez,Atlético Rafaela,2.55,3.05,2.62,1.08,6.0,1.5,2.5,2.25,1.57,1.57,2.25,2.2,1.64,1.5,1.33,1.36,1.0,1.5,2.07,1.03,3.1,1.84,9.5,2.25,0.0,1.26,1.54,1.87,2.3
Brazil Serie D,2023-06-17,15:00:00,9,Vitória Futebol Clube (ES),Portuguesa RJ,2.5,3.15,2.5,1.07,8.0,1.38,2.75,2.17,1.58,1.46,2.51,1.88,1.88,1.49,1.33,1.36,1.75,1.33,2.01,1.57,3.58,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0
Argentina Prim B Nacional,2023-06-17,15:05:00,18,Chacarita Juniors,Deportivo Madryn,1.59,3.6,5.2,1.06,6.5,1.44,2.62,2.25,1.57,1.53,2.38,2.1,1.7,1.22,1.33,1.73,2.25,1.25,1.63,1.58,3.21,1.4,9.9,3.6,1.25,1.53,1.88,2.34,3.18
Argentina Primera División,2023-06-17,15:30:00,14,Unión Santa Fe,Lanús,2.71,3.03,2.67,1.07,6.3,1.37,2.8,2.24,1.55,1.46,2.55,1.97,1.81,1.48,1.38,1.47,1.0,1.1,1.64,1.33,2.97,1.74,7.0,2.6,1.29,1.53,1.92,2.55,3.5
Brazil Serie D,2023-06-17,16:00:00,9,Nacional AM,Águia de Marabá,1.38,4.3,6.1,1.05,9.25,1.32,3.05,1.98,1.7,1.4,2.64,1.73,2.06,1.22,1.27,1.79,3.0,1.33,1.96,1.07,3.03,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
Brazil Serie D,2023-06-17,16:00:00,9,Tocantinópolis,Fluminense PI,1.77,3.3,3.95,1.06,8.75,1.34,2.95,2.1,1.62,1.48,2.5,2.0,1.72,1.15,1.25,1.87,2.33,0.25,1.19,0.83,2.02,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
Brazil Serie D,2023-06-17,16:00:00,9,Maranhão,Caucaia,1.56,3.7,4.8,1.05,9.75,1.31,3.1,1.99,1.77,1.41,2.62,2.12,1.69,1.14,1.24,2.07,2.0,0.67,2.27,1.45,3.72,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Brazil Serie D,2023-06-17,16:00:00,9,Inter de Limeira,Operário MT,1.74,3.25,4.2,1.07,7.75,1.42,2.6,2.3,1.52,1.53,2.17,2.14,1.67,1.14,1.27,1.99,1.33,0.5,1.56,1.26,2.82,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
Brazil Serie C,2023-06-17,16:00:00,9,América RN,Confiança,1.72,3.2,4.4,1.11,6.0,1.5,2.45,2.38,1.45,1.5,2.5,2.25,1.6,1.12,1.28,1.9,1.75,1.0,2.25,1.03,3.28,1.43,8.8,3.28,0.0,0.0,1.63,2.03,2.64
