League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Japan J2 League,2023-05-13,01:00:00,15,Fagiano Okayama,Omiya Ardija,1.95,3.38,3.93,1.07,7.5,1.34,3.24,2.09,1.61,1.45,2.78,1.91,1.8,1.21,1.26,1.66,1.38,0.14,1.46,1.4,2.86,1.55,8.0,2.92,1.3,1.59,2.03,2.7,3.45
Japan J2 League,2023-05-13,01:15:00,15,Renofa Yamaguchi,Tokushima Vortis,2.74,3.14,2.66,1.07,7.0,1.38,2.8,2.2,1.55,1.5,2.4,1.85,1.85,1.41,1.3,1.35,0.88,1.38,1.27,1.25,2.52,1.75,8.0,2.44,1.32,1.58,2.0,2.65,3.7
South Korea K League 2,2023-05-13,01:30:00,13,Seoul E-Land,Cheonan City,1.7,3.63,4.92,1.08,7.0,1.36,2.95,2.04,1.64,1.45,2.6,2.05,1.72,1.17,1.29,2.05,1.0,0.0,1.09,1.28,2.37,1.34,6.0,3.75,1.52,1.87,2.31,3.56,5.2
Japan J2 League,2023-05-13,02:00:00,15,Jubilo Iwata,ThespaKusatsu Gunma,1.95,3.1,3.6,1.03,8.1,1.3,3.3,2.0,1.76,1.4,2.75,2.01,1.76,1.14,1.22,1.91,1.5,1.25,1.7,1.22,2.92,1.31,9.5,4.12,1.19,1.39,1.85,2.15,2.85
Japan J1 League,2023-05-13,02:00:00,13,Vissel Kobe,Sanfrecce Hiroshima,3.05,3.25,2.05,1.02,8.6,1.28,3.26,2.02,1.74,1.42,2.75,1.75,2.03,1.65,1.32,1.34,2.0,2.17,1.54,1.97,3.51,2.3,7.5,1.8,1.29,1.6,1.95,2.42,3.42
Japan J2 League,2023-05-13,02:00:00,15,Zweigen Kanazawa,V-Varen Nagasaki,3.3,3.3,1.95,1.02,8.8,1.25,3.6,1.83,2.05,1.4,2.83,1.68,2.1,1.65,1.22,1.25,1.86,1.63,1.41,1.17,2.58,2.05,7.5,2.05,1.31,1.63,2.07,2.77,3.34
Japan J2 League,2023-05-13,02:00:00,15,Ventforet Kofu,JEF United,2.05,3.1,3.3,1.07,7.0,1.36,2.95,2.2,1.62,1.46,2.55,1.8,1.91,1.36,1.28,1.44,1.78,1.0,1.27,1.49,2.76,1.91,7.5,2.2,1.34,1.49,1.85,2.37,3.3
Japan J2 League,2023-05-13,02:00:00,15,Vegalta Sendai,Montedio Yamagata,2.0,3.1,3.4,1.05,8.0,1.28,3.5,2.05,1.83,1.4,2.75,1.68,2.1,1.25,1.25,1.72,1.38,0.9,1.49,1.37,2.86,1.69,8.0,2.63,1.29,1.49,1.9,2.37,3.3
Japan J2 League,2023-05-13,02:00:00,15,Shimizu S-Pulse,Fujieda MYFC,1.6,3.8,4.6,1.02,12.0,1.16,4.75,2.05,1.83,1.43,2.65,1.6,2.25,1.1,1.16,2.25,1.88,1.25,1.99,1.56,3.55,1.64,8.0,2.67,1.27,1.44,2.0,2.27,3.05
South Korea K League 1,2023-05-13,02:00:00,13,Pohang Steelers,Daejeon Citizen,1.75,3.3,5.0,1.07,7.5,1.36,3.0,2.06,1.8,1.4,2.75,1.91,1.8,1.12,1.22,2.15,2.0,1.14,1.51,1.45,2.96,1.51,8.0,3.09,1.32,1.65,2.02,2.69,3.65
Japan J2 League,2023-05-13,03:00:00,15,Tokyo Verdy,Machida Zelvia,2.5,3.0,2.7,1.08,7.0,1.4,2.75,2.38,1.54,1.5,2.5,1.85,1.85,1.35,1.3,1.4,1.75,2.29,1.43,1.1,2.53,1.91,7.5,2.2,1.35,1.63,2.1,2.8,0.0
Japan J2 League,2023-05-13,03:00:00,15,Oita Trinita,Roasso Kumamoto,1.95,3.25,3.5,1.07,7.5,1.33,3.25,1.94,1.94,1.44,2.62,1.8,1.91,1.24,1.27,1.59,2.38,1.0,1.44,1.28,2.72,1.64,8.0,2.67,1.31,1.6,2.07,2.75,0.0
Japan J1 League,2023-05-13,03:00:00,13,Shonan Bellmare,Consadole Sapporo,2.3,3.2,2.65,1.03,11.0,1.2,4.0,1.64,2.05,1.33,3.0,1.57,2.25,1.42,1.27,1.5,0.83,1.71,1.74,1.23,2.97,1.67,8.0,2.5,1.3,1.56,1.98,2.58,3.48
