League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Ascenso MX,2024-02-16,00:05:00,CD Tepatitlan De Morelos,Mineros de Zacatecas,2.56,2.84,2.46,2.72,3.55,4.1,3.25,4.2,1.32,1.44,1.51,1.7,2.42,2.94,1.14,1.17,6.2,9.4,4.3,1000.0,1.01,1.12,4.3,5.5,1.22,1.31,2.2,2.48,1.68,1.84,1.49,1.62,2.62,3.05,1.16,1.62,2.62,8.2,1.06,1.61,2.62,21.0,1.01,1.61,2.62,990.0,1.01,1.61,2.62,1000.0,1.01,1.61,2.64,1000.0,1.59,1.81,2.24,2.68,14.5,20.0,11.5,15.5,15.0,21.0,5.7,40.0,11.5,16.0,7.8,10.5,10.0,14.0,5.9,29.0,15.5,22.0,10.5,14.0,13.0,17.5,5.7,38.0,5.7,40.0,6.2,30.0,5.7,38.0,6.2,75.0,5.0,20.0,5.0,19.5,6.6,1000.0,33007018,15976071.0,8692849.0,58805.0,1.224628306,1.224628309,1.224628311,1.224628304,1.224628310,1.224628354,1.224628351,1.224628355,1.224628352,1.224628314,1.224628312,1.224628305,1.224628303,1.224628390,1.224628315
CONCACAF Champions League,2024-02-16,00:15:00,Monterrey,Comunicaciones,1.22,1.36,10.0,18.0,5.6,12.5,3.85,5.6,1.23,1.36,1.59,2.02,1.99,2.68,1.17,1.22,4.3,7.0,2.72,1000.0,1.01,1.06,1.02,1000.0,1.01,110.0,1.55,1000.0,1.41,2.8,1.55,1.97,2.04,2.8,1.28,1.33,4.1,4.6,1.1,1.33,4.1,12.5,1.03,1.33,4.1,55.0,1.01,1.33,4.1,1000.0,1.01,1.32,4.1,1000.0,1.86,2.48,1.67,2.16,1.53,1000.0,1.53,1000.0,1.53,1000.0,3.8,1000.0,2.5,13.0,2.8,20.0,1.57,1000.0,1.53,1000.0,2.84,11.0,2.96,13.5,4.1,1000.0,1.53,1000.0,3.8,12.0,1.44,17.5,1.61,1000.0,1.53,1000.0,2.3,4.7,1.53,1000.0,1.53,1000.0,33007028,328949.0,9539822.0,58805.0,1.224628216,1.224628219,1.224628221,1.224628214,1.224628220,1.224628264,1.224628261,1.224628265,1.224628262,1.224628224,1.224628222,1.224628215,1.224628213,1.224628300,1.224628225
Australian A-League Women,2024-02-16,05:00:00,Melbourne Victory (W),Western Sydney Wanderers (,1.31,980.0,1.04,980.0,1.3,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,14.0,980.0,1.01,1.08,1.02,990.0,1.01,1000.0,1.27,980.0,1.01,4.6,1.06,1000.0,1.01,36.0,1.05,1000.0,1.01,110.0,1.03,1000.0,1.01,980.0,1.01,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,1.1,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33010735,8839001.0,8839006.0,58805.0,1.224729546,1.224729632,1.224729633,1.224729634,1.224729548,1.224729549,1.224729550,1.224729551,1.224729552,1.224729553,1.224729554,1.224729555,1.224729556,1.224729625,1.224729547
Australian A-League Men,2024-02-16,05:45:00,Western United,Newcastle Jets,2.22,2.26,3.05,3.3,4.1,4.4,3.95,4.4,1.3,1.34,1.6,1.8,2.26,2.66,1.15,1.27,4.7,7.4,18.0,36.0,1.03,1.06,5.5,7.4,1.16,1.23,2.56,2.86,1.54,1.65,1.63,1.75,2.34,2.6,1.24,1.34,3.9,5.2,1.09,1.34,3.9,13.5,1.03,1.34,3.9,55.0,1.01,1.03,3.9,970.0,1.01,1.02,3.95,1000.0,1.52,1.59,2.7,2.94,22.0,24.0,16.5,20.0,23.0,27.0,44.0,55.0,14.0,16.5,9.4,10.5,12.5,14.5,26.0,29.0,15.5,18.0,10.5,12.0,14.0,15.5,29.0,34.0,26.0,30.0,18.0,21.0,24.0,26.0,48.0,60.0,8.6,10.5,13.5,18.0,13.5,980.0,32995687,24301731.0,1205125.0,58805.0,1.224457233,1.224457319,1.224457320,1.224457321,1.224457235,1.224457236,1.224457237,1.224457238,1.224457239,1.224457240,1.224457241,1.224457242,1.224457243,1.224457312,1.224457234
Indian Super League,2024-02-16,11:00:00,Chennaiyin FC,Kerala Blasters FC,2.58,3.15,2.42,2.92,3.3,4.3,3.0,3.75,1.36,1.5,1.44,1.61,2.64,3.25,1.12,1.14,6.8,11.0,3.75,1000.0,1.03,1.1,3.75,4.9,1.26,1.36,1.95,2.3,1.77,2.06,1.37,1.51,2.96,3.75,1.12,1.25,5.0,13.5,1.04,1.25,5.0,36.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.64,1.87,2.14,2.56,12.5,17.5,10.0,13.5,14.5,20.0,30.0,1000.0,10.5,14.5,7.0,9.2,10.0,13.5,22.0,30.0,15.5,22.0,10.0,14.0,13.5,19.0,30.0,1000.0,34.0,1000.0,23.0,32.0,32.0,1000.0,1.01,1000.0,1.01,25.0,1.01,23.0,48.0,1000.0,33016781,16092263.0,16037491.0,58805.0,1.224798678,1.224798682,1.224798684,1.224798676,1.224798683,1.224798728,1.224798725,1.224798729,1.224798726,1.224798687,1.224798685,1.224798677,1.224798675,1.224798795,1.224798688
Saudi Professional League,2024-02-16,11:00:00,Dhamk,Al-Shabab (KSA),2.76,3.05,2.52,2.76,3.25,3.85,2.9,3.6,1.38,1.53,1.42,1.58,2.72,3.4,1.11,1.16,7.4,980.0,10.0,21.0,1.05,1.1,3.6,4.5,1.29,1.39,1.94,2.18,1.86,2.08,1.36,1.46,3.15,3.8,1.11,1.21,5.9,11.0,1.04,1.21,5.9,36.0,1.01,1.21,5.9,980.0,1.01,1.2,5.9,980.0,1.01,1.2,5.9,1000.0,1.73,1.84,2.2,2.38,4.8,16.0,4.7,13.0,5.1,19.5,6.0,980.0,4.7,14.0,6.8,9.0,10.5,13.5,6.0,980.0,5.3,22.0,4.7,14.5,5.0,19.0,5.9,980.0,5.9,980.0,5.8,980.0,5.9,980.0,6.2,980.0,5.4,980.0,5.2,24.0,6.6,1000.0,33005833,16398677.0,5344868.0,58805.0,1.224611496,1.224611499,1.224611501,1.224611494,1.224611500,1.224611510,1.224611506,1.224611452,1.224611507,1.224611504,1.224611502,1.224611492,1.224611493,1.224611495,1.224611505
Romanian Liga I,2024-02-16,12:00:00,ACS Petrolul 52,Poli Iasi,2.18,2.48,3.8,4.9,2.76,3.45,2.48,2.58,1.64,1.68,1.25,1.35,3.85,5.0,1.06,1.08,13.5,26.0,6.2,12.5,1.11,1.2,2.34,2.84,1.54,1.75,1.47,1.55,2.0,4.6,1.13,1.55,2.0,13.5,1.05,1.12,10.0,55.0,1.02,1.12,2.82,110.0,1.01,1.12,10.0,1000.0,1.01,1.11,10.0,1000.0,1.01,1.11,10.0,1000.0,1.1,2.56,1.1,1.88,1.1,8.6,1.1,12.0,1.1,32.0,1.1,1000.0,1.1,7.4,1.1,7.6,1.1,21.0,1.1,1000.0,1.1,14.0,1.1,13.0,1.1,30.0,1.1,1000.0,1.1,34.0,1.1,38.0,1.1,1000.0,1.1,1000.0,1.1,40.0,1.1,1000.0,1.1,1000.0,32998209,14299496.0,1557385.0,58805.0,1.224484276,1.224484279,1.224484281,1.224484274,1.224484280,1.224484324,1.224484321,1.224484325,1.224484322,1.224484284,1.224484282,1.224484275,1.224484273,1.224484360,1.224484285
Croatian 1 HNL,2024-02-16,13:00:00,Slaven Belupo,NK Istra,2.14,2.52,3.05,4.6,3.05,4.3,2.52,3.6,1.38,1.66,1.32,1.56,2.8,4.1,1.08,1.14,8.2,13.5,9.8,26.0,1.06,1.12,2.88,21.0,1.31,1.53,1.27,2.08,1.92,4.6,1.23,1.41,3.4,13.5,1.07,1.16,7.6,15.5,1.02,1.16,7.6,110.0,1.01,1.16,3.45,1000.0,1.01,1.15,7.6,1000.0,1.01,1.15,7.6,1000.0,1.73,2.24,1.01,2.38,1.44,14.5,9.4,15.5,18.0,1000.0,1.01,1000.0,6.8,11.0,5.8,9.2,11.5,19.5,1.01,1000.0,10.0,16.5,8.4,14.0,14.5,1000.0,1.01,1000.0,20.0,1000.0,19.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,26.0,1000.0,33011034,170923.0,3991406.0,58805.0,1.224691862,1.224691865,1.224691867,1.224691860,1.224691866,1.224691910,1.224691907,1.224691911,1.224691908,1.224691870,1.224691868,1.224691861,1.224691859,1.224691946,1.224691871
Slovakian Super League,2024-02-16,13:30:00,Dukla Banska Bystrica,Trencin,2.26,3.15,2.32,3.25,3.2,4.9,3.0,4.4,1.29,1.5,1.45,1.77,2.3,3.25,1.12,1.22,5.7,9.0,3.95,1000.0,1.01,1.12,3.9,6.4,1.19,1.34,1.49,2.74,1.57,3.05,1.4,1.69,2.44,3.5,1.13,1.69,2.44,13.5,1.05,1.69,2.44,36.0,1.01,1.69,2.44,1000.0,1.01,1.69,2.44,1000.0,1.01,1.69,2.44,1000.0,1.5,1.86,1.01,2.58,1.47,23.0,10.5,17.5,14.5,25.0,1.01,50.0,10.5,17.5,6.8,11.0,9.2,15.5,19.0,34.0,14.0,24.0,9.0,15.0,11.5,19.5,1.01,42.0,1.01,48.0,18.5,32.0,1.01,42.0,1.01,1000.0,1.01,22.0,1.01,23.0,29.0,1000.0,33013822,8517600.0,501167.0,58805.0,1.224742914,1.224742917,1.224742919,1.224742912,1.224742918,1.224742962,1.224742959,1.224742963,1.224742960,1.224742922,1.224742920,1.224742913,1.224742911,1.224742998,1.224742923
Saudi Professional League,2024-02-16,14:00:00,Al-Akhdoud,Al Ahli,6.2,8.0,1.49,1.65,4.0,5.1,3.05,3.85,1.35,1.49,1.44,1.61,2.64,3.25,1.12,1.17,7.0,9.4,10.0,21.0,1.05,1.1,3.7,4.5,1.29,1.37,1.96,2.24,1.81,2.06,1.37,1.48,3.05,3.75,1.12,1.24,5.3,10.5,1.04,1.24,5.3,26.0,1.01,1.24,3.05,980.0,1.01,1.24,5.3,1000.0,1.01,1.24,5.3,1000.0,1.91,2.24,1.81,2.1,13.0,980.0,6.8,9.0,7.6,10.0,11.0,15.5,5.5,980.0,8.4,11.0,8.0,11.0,14.0,980.0,6.2,980.0,5.7,980.0,5.6,980.0,6.0,980.0,6.8,980.0,6.6,980.0,6.6,980.0,6.6,980.0,6.6,980.0,4.0,9.4,7.0,1000.0,33014728,21666423.0,1252792.0,58805.0,1.224774077,1.224774081,1.224774083,1.224774074,1.224774082,1.224774064,1.224774061,1.224774125,1.224774062,1.224774085,1.224774084,1.224774075,1.224774073,1.224774076,1.224774086
