League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-02-21,00:00:00,Necaxa,Guadalajara,3.8,3.85,2.18,2.2,3.55,3.6,3.15,3.25,1.44,1.47,1.45,1.49,3.05,3.25,1.11,1.13,8.8,10.0,13.0,13.5,1.08,1.09,3.75,3.85,1.35,1.37,1.93,1.96,2.04,2.08,1.35,1.37,3.7,3.85,1.13,1.15,8.0,8.8,1.04,1.06,19.0,24.0,1.01,1.02,40.0,110.0,1.01,1.01,170.0,970.0,1.01,1.01,650.0,1000.0,1.85,1.88,2.12,2.18,11.5,13.0,9.0,9.4,12.0,14.0,25.0,29.0,13.0,13.5,7.4,8.0,10.0,11.0,21.0,24.0,24.0,26.0,14.0,15.5,17.0,19.0,34.0,40.0,60.0,75.0,40.0,46.0,48.0,60.0,85.0,120.0,38.0,44.0,14.0,18.5,17.0,1000.0,33030273,230910.0,230909.0,58805.0,1.224978693,1.224978696,1.224978698,1.224978691,1.224978697,1.224978741,1.224978738,1.224978742,1.224978739,1.224978701,1.224978699,1.224978692,1.224978690,1.224978777,1.224978702
CONCACAF Champions League,2024-02-21,00:00:00,Deportivo Saprissa,Philadelphia,2.48,2.58,3.0,3.25,3.45,3.6,3.1,3.3,1.44,1.48,1.43,1.47,3.1,3.3,1.1,1.13,8.8,10.5,12.0,15.0,1.07,1.09,3.6,3.85,1.35,1.39,1.86,1.92,2.08,2.16,1.32,1.36,3.75,4.1,1.12,1.14,8.0,9.6,1.04,1.06,17.5,36.0,1.01,1.02,42.0,110.0,1.01,1.01,100.0,980.0,1.01,1.01,120.0,1000.0,1.83,1.97,2.02,2.2,10.0,14.0,10.0,12.0,6.6,25.0,7.4,980.0,9.2,11.0,6.8,8.0,12.0,16.0,7.6,980.0,12.0,980.0,10.5,13.5,15.5,22.0,7.4,980.0,7.6,980.0,6.8,36.0,7.2,980.0,7.8,980.0,6.2,24.0,7.0,40.0,8.4,1000.0,33024856,1328422.0,4589333.0,58805.0,1.224910700,1.224910703,1.224910705,1.224910698,1.224910704,1.224910748,1.224910745,1.224910749,1.224910746,1.224910708,1.224910706,1.224910699,1.224910697,1.224910784,1.224910709
Mexican Ascenso MX,2024-02-21,00:05:00,Correcaminos UAT,Club Atletico Morelia,2.58,2.66,3.05,3.2,3.3,3.35,2.98,3.15,1.47,1.51,1.41,1.45,3.25,3.45,1.09,1.12,9.6,11.5,11.0,12.5,1.08,1.1,3.55,3.7,1.37,1.39,1.86,1.87,2.14,2.18,1.32,1.34,3.95,4.1,1.11,1.13,8.6,10.0,1.03,1.05,21.0,36.0,1.01,1.02,50.0,110.0,1.01,1.01,100.0,970.0,1.01,1.01,180.0,1000.0,1.85,1.9,2.1,2.18,11.0,12.5,10.0,12.0,18.0,21.0,34.0,980.0,9.6,10.5,6.8,7.6,11.5,13.5,27.0,48.0,13.5,16.5,11.0,12.5,15.5,18.0,34.0,980.0,25.0,44.0,23.0,38.0,30.0,60.0,12.5,980.0,19.0,30.0,25.0,40.0,14.5,1000.0,33021685,6535216.0,35619598.0,58805.0,1.224871880,1.224871884,1.224871886,1.224871878,1.224871885,1.224871932,1.224871928,1.224871933,1.224871929,1.224871889,1.224871887,1.224871879,1.224871877,1.224871969,1.224871891
AFC Champions League,2024-02-21,06:00:00,Kofu,Ulsan Hyundai Horang-i,3.8,3.95,2.06,2.12,3.7,3.9,3.2,3.65,1.39,1.46,1.5,1.57,2.74,3.0,1.13,1.19,6.2,8.8,2.5,18.0,1.06,1.08,3.7,4.7,1.27,1.34,2.14,2.26,1.79,1.87,1.44,1.49,3.05,3.3,1.12,1.49,3.05,9.4,1.04,1.08,13.0,25.0,1.01,1.03,34.0,100.0,1.01,1.01,50.0,1000.0,1.01,1.01,95.0,1000.0,1.75,1.8,2.26,2.34,11.0,16.0,9.4,11.0,10.0,16.0,17.0,30.0,14.0,980.0,7.8,980.0,9.4,11.0,15.0,25.0,20.0,980.0,14.0,980.0,13.0,21.0,6.0,40.0,20.0,980.0,13.0,1000.0,28.0,60.0,26.0,980.0,4.4,46.0,3.55,13.0,4.9,980.0,33030847,1405179.0,5352229.0,58805.0,1.224985534,1.224985541,1.224985545,1.224985530,1.224985543,1.224985602,1.224985596,1.224985604,1.224985598,1.224985551,1.224985547,1.224985532,1.224985528,1.224985644,1.224985553
Croatian U19,2024-02-21,06:00:00,Hajduk Split U19,Slaven Belupo U19,1.16,1.9,4.0,980.0,4.3,32.0,1.01,1000.0,1.01,1000.0,1.5,1000.0,1.55,55.0,1.01,1000.0,1.01,1000.0,2.42,55.0,1.02,1.07,2.42,50.0,1.07,1.7,2.42,15.5,1.3,1.7,1.55,2.92,1.52,2.82,1.21,1.99,2.0,8.8,1.07,1.99,2.0,15.5,1.03,1.2,2.0,980.0,1.01,1.1,6.2,1000.0,1.01,1.05,6.2,1000.0,1.1,1000.0,1.1,1000.0,1.01,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,1000.0,1.03,1000.0,33039650,13324736.0,7304536.0,58805.0,1.225125384,1.225125387,1.225125389,1.225125382,1.225125388,1.225125432,1.225125429,1.225125433,1.225125430,1.225125392,1.225125390,1.225125383,1.225125381,1.225125468,1.225125393
Turkish U19,2024-02-21,07:00:00,Fenerbahce SK U19,Samsunspor U19,1.64,1.83,4.1,5.4,4.3,9.2,2.88,980.0,1.24,1.34,1.7,1.9,2.1,2.42,1.2,1.28,4.6,980.0,4.3,46.0,1.03,1.05,4.3,36.0,1.12,1.3,2.72,3.3,1.44,1.59,1.58,2.12,1.89,3.1,1.3,1.5,3.0,6.0,1.11,1.45,3.2,10.0,1.04,1.16,7.2,25.0,1.01,1.08,7.2,100.0,1.01,1.04,13.5,1000.0,1.55,1.69,2.44,2.8,1.6,990.0,2.98,990.0,2.46,1000.0,5.0,1000.0,1.36,990.0,1.33,990.0,3.85,990.0,6.8,1000.0,1.48,1000.0,3.45,990.0,1.37,990.0,15.5,980.0,3.05,1000.0,1.48,1000.0,9.8,1000.0,9.2,1000.0,1.55,980.0,1.48,1000.0,4.8,1000.0,33040410,21994264.0,10574843.0,58805.0,1.225133945,1.225133948,1.225133950,1.225133943,1.225133949,1.225133993,1.225133990,1.225133994,1.225133991,1.225133953,1.225133951,1.225133944,1.225133942,1.225134029,1.225133954
Croatian U19,2024-02-21,07:00:00,HNK Sibenik U19,Dinamo Zagreb U19,3.3,980.0,1.13,1.96,5.4,32.0,1.01,7.8,1.15,1000.0,1.65,1000.0,1.55,2.54,1.01,1000.0,1.01,1000.0,3.2,55.0,1.02,1.03,3.2,55.0,1.07,1.25,3.2,980.0,1.2,1.45,1.65,6.0,1.55,2.52,1.3,2.48,1.67,4.4,1.13,1.59,2.66,9.4,1.05,1.2,6.0,36.0,1.02,1.1,6.0,1000.0,1.01,1.05,6.0,1000.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33039658,7636575.0,10262071.0,58805.0,1.225125474,1.225125477,1.225125479,1.225125472,1.225125478,1.225125522,1.225125519,1.225125523,1.225125520,1.225125482,1.225125480,1.225125473,1.225125471,1.225125558,1.225125483
Azerbaijan 1st Division,2024-02-21,07:00:00,MOIK Baku,Qaradag Lokbatan,2.1,7.8,2.0,1000.0,2.8,3.0,2.52,3.5,1.4,1.66,1.2,1.5,1.01,980.0,1.06,1.2,6.0,18.0,2.12,13.0,1.09,1.89,2.1,4.1,1.33,1.89,1.4,1.95,2.04,3.5,1.12,1.4,2.04,9.2,1.05,1.2,3.5,55.0,1.03,1.08,3.5,980.0,1.01,1.03,6.0,1000.0,1.01,1.01,13.5,1000.0,1.01,1.01,14.0,1000.0,1.1,1000.0,1.1,1000.0,1.49,13.0,1.3,990.0,1.3,1000.0,1.3,1000.0,1.3,990.0,1.15,990.0,1.3,990.0,1.3,1000.0,1.3,1000.0,1.3,990.0,1.24,990.0,1.3,1000.0,1.3,1000.0,1.3,1000.0,1.3,1000.0,1.31,1000.0,1.3,1000.0,1.3,1000.0,1.31,1000.0,33038693,12533083.0,12175964.0,58805.0,1.225119321,1.225119324,1.225119326,1.225119319,1.225119325,1.225119369,1.225119366,1.225119370,1.225119367,1.225119329,1.225119327,1.225119320,1.225119318,1.225119405,1.225119330
AFC Champions League,2024-02-21,08:00:00,Yokohama FM,Bangkok Utd,1.33,1.35,10.5,11.5,6.0,6.6,4.4,5.3,1.25,1.3,1.76,1.87,2.14,2.32,1.22,1.29,4.5,5.8,1.02,34.0,1.03,1.05,2.92,8.8,1.13,1.51,2.92,3.15,1.46,1.53,1.77,1.84,2.18,2.3,1.33,1.36,3.75,4.1,1.13,1.36,3.75,9.4,1.05,1.36,3.75,26.0,1.01,1.36,3.75,110.0,1.01,1.02,50.0,1000.0,1.86,1.92,2.08,2.18,22.0,34.0,7.6,980.0,8.2,980.0,8.8,980.0,11.5,14.0,12.0,16.0,7.2,980.0,8.4,980.0,9.0,11.0,9.8,12.0,22.0,28.0,8.2,980.0,10.0,12.0,11.0,15.0,7.4,32.0,26.0,980.0,2.82,4.1,18.0,980.0,8.8,1000.0,33024700,441087.0,9282747.0,58805.0,1.224909285,1.224909288,1.224909290,1.224909283,1.224909289,1.224909299,1.224909295,1.224909241,1.224909296,1.224909293,1.224909291,1.224909281,1.224909282,1.224909284,1.224909294
Azerbaijan 1st Division,2024-02-21,08:00:00,Karvan Evlakh,Araz Saatli SC,1.05,1.25,5.7,980.0,5.0,980.0,4.1,980.0,1.1,1.32,1.6,2.68,1.6,2.68,1.21,2.34,1.75,5.8,6.0,55.0,1.02,1.03,3.0,55.0,1.05,1.2,3.0,26.0,1.22,1.5,1.5,5.6,1.4,3.0,1.5,2.54,1.65,3.0,1.22,1.55,2.8,5.4,1.11,1.2,2.84,10.0,1.02,1.1,6.0,980.0,1.01,1.05,11.0,1000.0,1.1,1000.0,1.1,1000.0,1.09,980.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.11,1000.0,1.11,1000.0,4.2,1000.0,4.2,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,4.2,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.03,55.0,4.2,1000.0,1.11,1000.0,33038736,61113643.0,61373169.0,58805.0,1.225119141,1.225119144,1.225119146,1.225119139,1.225119145,1.225119189,1.225119186,1.225119190,1.225119187,1.225119149,1.225119147,1.225119140,1.225119138,1.225119225,1.225119150
