League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Azerbaijan Premier League,2024-02-12,08:00:00,Kapaz Ganja,Sabail,2.04,2.36,3.35,4.3,3.1,3.8,2.14,3.7,1.14,1.64,1.37,1.52,2.46,55.0,1.09,1.15,7.6,13.5,3.25,990.0,1.05,1.12,3.25,4.1,1.32,1.44,1.75,2.04,1.97,2.32,1.28,1.39,3.55,4.6,1.09,1.39,3.55,13.5,1.03,1.08,3.55,55.0,1.01,1.08,1.01,1000.0,1.01,1.08,13.5,1000.0,1.01,1.08,13.5,1000.0,1.78,2.06,1.94,2.28,3.5,15.5,3.45,16.5,3.8,32.0,4.1,85.0,3.3,11.5,3.1,9.2,3.55,19.0,4.0,60.0,3.45,16.5,3.4,13.5,3.65,24.0,4.0,75.0,3.8,32.0,3.8,32.0,4.0,55.0,4.2,1000.0,3.6,23.0,4.0,65.0,4.3,1000.0,33000427,10135605.0,14003203.0,58805.0,1.224520513,1.224520516,1.224520518,1.224520511,1.224520517,1.224520561,1.224520558,1.224520562,1.224520559,1.224520521,1.224520519,1.224520512,1.224520510,1.224520597,1.224520522
Greek Super League 2,2024-02-12,10:00:00,Tilikratis Lefkadas,Kalamata,1.04,1000.0,1.3,2.12,2.44,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,1000.0,1.01,13.5,1.27,980.0,1.01,13.5,1.27,970.0,1.01,4.6,1.08,970.0,1.01,26.0,1.05,970.0,1.01,100.0,1.01,970.0,1.01,980.0,1.01,970.0,1.01,1000.0,1.01,970.0,1.01,1000.0,1.01,970.0,1.01,1000.0,1.1,1000.0,1.1,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.88,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32997850,15647263.0,650859.0,58805.0,1.224479631,1.224479634,1.224479636,1.224479629,1.224479635,1.224479679,1.224479676,1.224479680,1.224479677,1.224479639,1.224479637,1.224479630,1.224479628,1.224479715,1.224479640
Egyptian 2nd Division,2024-02-12,10:00:00,Olympic El Qanal,La Viena FC,2.82,4.1,2.52,3.4,2.46,3.25,1.68,2.74,1.31,1.98,1.02,1000.0,1.01,1000.0,1.04,1.08,14.5,1000.0,2.06,990.0,1.01,1.93,2.06,4.6,1.54,1.93,1.33,1.58,2.44,7.8,1.1,1.58,2.44,11.0,1.04,1.58,1.01,55.0,1.02,1.58,2.44,110.0,1.01,1.58,2.72,1000.0,1.01,1.53,2.72,1000.0,1.01,1.53,2.72,1000.0,1.7,4.4,1.62,2.44,1.39,8.4,1.03,9.0,2.5,21.0,3.9,1000.0,1.03,10.5,1.03,7.8,3.35,17.5,7.2,1000.0,3.9,1000.0,4.5,20.0,5.2,1000.0,6.2,1000.0,4.4,1000.0,7.6,1000.0,9.6,1000.0,14.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33012941,10492952.0,38387037.0,58805.0,1.224728747,1.224728750,1.224728752,1.224728745,1.224728751,1.224728795,1.224728792,1.224728796,1.224728793,1.224728755,1.224728753,1.224728746,1.224728744,1.224728831,1.224728756
Egyptian 2nd Division,2024-02-12,10:00:00,Petrojet,Haras El Hodood,1.92,2.26,4.3,5.8,2.84,3.4,1.88,2.72,1.32,1.79,1.02,1000.0,1.01,1000.0,1.05,1.08,1.01,1000.0,2.0,990.0,1.01,2.0,2.0,4.8,1.53,2.0,1.44,1.84,2.2,5.8,1.13,1.84,2.2,9.4,1.05,1.12,10.0,36.0,1.02,1.12,2.64,110.0,1.01,1.12,10.0,1000.0,1.01,1.11,10.0,1000.0,1.01,1.11,10.0,1000.0,1.83,4.1,1.6,2.22,1.53,8.6,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.47,7.0,1.52,8.2,1.1,1000.0,1.1,1000.0,1.31,12.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33012944,5168594.0,5168506.0,58805.0,1.224729203,1.224729206,1.224729208,1.224729200,1.224729207,1.224729254,1.224729250,1.224729255,1.224729252,1.224729212,1.224729210,1.224729201,1.224729199,1.224729291,1.224729213
Brazilian Goiano Matches,2024-02-12,10:00:00,Goiania EC,Atletico GO,1.76,8.8,2.06,2.5,2.6,30.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.06,12.5,1.09,21.0,1.06,12.5,1.09,21.0,1.06,12.5,1.09,21.0,1.06,12.5,1.09,26.0,1.05,12.5,1.09,55.0,1.02,12.5,1.09,110.0,1.01,12.5,1.09,1000.0,1.01,12.5,1.09,1000.0,1.01,12.5,1.09,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33012451,11484343.0,5326988.0,58805.0,1.224721917,1.224721920,1.224721922,1.224721915,1.224721921,1.224721965,1.224721962,1.224721966,1.224721963,1.224721925,1.224721923,1.224721916,1.224721914,1.224722001,1.224721926
Friendly Matches,2024-02-12,10:00:00,Brondby,Hillerod Fodbold,1.05,1000.0,1.05,1000.0,1.01,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.08,110.0,1.01,21.0,1.08,110.0,1.01,21.0,1.08,110.0,1.01,21.0,1.08,110.0,1.01,26.0,1.05,110.0,1.01,55.0,1.03,110.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.1,1000.0,1.1,1000.0,1.46,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33013863,28223.0,12820384.0,58805.0,1.224745001,1.224745004,1.224745006,1.224744999,1.224745005,1.224745049,1.224745046,1.224745050,1.224745047,1.224745009,1.224745007,1.224745000,1.224744998,1.224745085,1.224745010
Egyptian 2nd Division,2024-02-12,10:00:00,Raya Sporting FC,El Seka Elhadeed,3.0,3.45,2.88,3.25,2.64,3.05,1.72,2.38,1.47,1.99,1.02,1000.0,1.01,1000.0,1.04,1.06,1.01,1000.0,2.04,990.0,1.01,1.96,2.04,2.44,1.76,1.96,1.36,1.46,3.2,4.0,1.09,1.46,3.2,12.5,1.04,1.46,3.2,110.0,1.01,1.46,3.2,110.0,1.01,1.46,3.2,1000.0,1.01,1.46,3.2,1000.0,1.01,1.46,3.2,1000.0,2.46,2.7,1.59,1.68,3.4,6.6,3.8,8.2,3.2,19.0,1.41,65.0,3.85,8.4,3.65,7.6,3.15,18.0,1.41,65.0,2.18,21.0,5.1,18.5,1.47,34.0,1.22,1000.0,1.42,75.0,1.21,1000.0,1.22,1000.0,1.23,1000.0,1.23,1000.0,1.21,1000.0,1.23,1000.0,33012945,60997370.0,37031581.0,58805.0,1.224729098,1.224729101,1.224729104,1.224729096,1.224729102,1.224729149,1.224729146,1.224729150,1.224729147,1.224729107,1.224729105,1.224729097,1.224729094,1.224729186,1.224729108
Egyptian 2nd Division,2024-02-12,10:00:00,Proxy Work Club,Wadi Degla,3.2,4.1,2.22,2.64,2.68,3.55,2.14,3.15,1.22,1.64,1.12,1.62,1.01,1000.0,1.07,1.11,1.01,1000.0,1.02,1000.0,1.1,1.5,2.5,1000.0,1.16,1.67,1.4,2.22,1.82,3.5,1.22,1.32,1.01,15.0,1.07,1.14,8.6,15.0,1.01,1.14,8.6,110.0,1.01,1.14,4.2,1000.0,1.01,1.13,8.6,1000.0,1.01,1.13,8.6,1000.0,1.56,2.9,1.53,2.8,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.28,13.0,1.11,8.0,1.37,1000.0,1.25,1000.0,1.32,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,33012946,49298095.0,5259318.0,58805.0,1.224728989,1.224728992,1.224728995,1.224728987,1.224728993,1.224729038,1.224729035,1.224729039,1.224729036,1.224728998,1.224728996,1.224728988,1.224728985,1.224729075,1.224728999
English U21 Pro Development League,2024-02-12,10:30:00,Millwall U21,Colchester United U21,1.49,1.59,4.5,6.6,4.9,7.6,4.7,7.4,1.15,1.27,1.68,3.6,1.39,2.48,1.28,1.49,3.05,4.5,4.1,110.0,1.01,1.33,4.1,110.0,1.01,1.33,4.1,4.9,1.25,1.33,2.26,2.56,1.64,1.8,1.57,1.71,2.4,2.74,1.25,1.33,4.1,5.0,1.09,1.33,4.1,13.5,1.03,1.33,4.1,34.0,1.01,1.33,4.1,1000.0,1.45,1.54,2.86,3.2,1.49,60.0,1.03,55.0,1.03,80.0,1.03,150.0,1.03,29.0,1.03,23.0,1.03,32.0,1.03,70.0,1.03,22.0,9.4,16.0,1.03,23.0,1.03,44.0,1.03,22.0,1.03,18.5,1.03,24.0,19.5,55.0,1.01,4.4,1.01,30.0,1.03,1000.0,33012977,6751920.0,6597943.0,58805.0,1.224729854,1.224729857,1.224729859,1.224729852,1.224729858,1.224729902,1.224729899,1.224729903,1.224729900,1.224729862,1.224729860,1.224729853,1.224729851,1.224729938,1.224729863
Kuwaiti Premier League,2024-02-12,10:45:00,Al Salmiyah,Al-Shabab,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,19.0,1000.0,1.01,1.06,1.16,1000.0,1.01,13.5,1.16,1000.0,1.01,13.5,1.08,110.0,1.01,15.5,1.05,1.34,4.0,26.0,1.03,1.34,4.0,110.0,1.01,1.34,4.0,1000.0,1.01,1.34,4.0,1000.0,1.01,1.34,4.0,1000.0,1.1,1000.0,1.1,1000.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,2.94,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33013266,7188818.0,7204934.0,58805.0,1.224737109,1.224737112,1.224737114,1.224737107,1.224737113,1.224737157,1.224737154,1.224737158,1.224737155,1.224737117,1.224737115,1.224737108,1.224737106,1.224737193,1.224737118
