League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
CONCACAF Champions League,2024-02-07,00:00:00,Real Esteli FC,CF America,6.6,7.6,1.46,1.55,4.7,5.5,3.3,4.2,1.32,1.43,1.51,1.7,2.42,2.98,1.14,1.2,1.01,9.4,4.2,21.0,1.05,1.32,4.2,5.3,1.23,1.32,2.16,2.46,1.69,1.87,1.47,1.58,2.74,3.15,1.15,1.57,2.74,7.8,1.06,1.31,2.74,26.0,1.02,1.05,1.01,110.0,1.01,1.05,8.6,1000.0,1.01,1.05,8.6,1000.0,1.92,2.18,1.85,2.1,6.2,980.0,7.4,9.8,7.6,10.0,10.0,14.0,6.0,980.0,9.8,12.5,8.2,11.0,12.5,980.0,7.0,980.0,6.2,980.0,6.2,980.0,6.6,980.0,7.6,1000.0,7.4,980.0,7.2,980.0,7.6,980.0,7.4,980.0,3.75,7.2,7.8,1000.0,32984447,14119681.0,328952.0,58805.0,1.224271388,1.224271391,1.224271393,1.224271386,1.224271392,1.224271436,1.224271433,1.224271437,1.224271434,1.224271396,1.224271394,1.224271387,1.224271385,1.224271472,1.224271397
Cambodian C-League,2024-02-07,05:00:00,Kirivong Sok Sen Chey,Phnom Penh Crown FC,1.75,200.0,1.06,110.0,1.05,950.0,3.95,5.8,1.21,1.34,1.02,1000.0,1.01,1000.0,1.19,1.24,5.3,6.4,1.27,110.0,1.02,13.5,1.27,110.0,1.02,13.5,1.27,1000.0,1.02,4.6,1.08,1000.0,1.02,15.5,1.05,1.35,3.9,26.0,1.03,1.18,3.9,110.0,1.01,1.18,3.9,1000.0,1.01,1.17,3.9,1000.0,1.01,1.17,3.9,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33000433,16069832.0,8951229.0,58805.0,1.224520638,1.224520641,1.224520643,1.224520636,1.224520642,1.224520686,1.224520683,1.224520687,1.224520684,1.224520646,1.224520644,1.224520637,1.224520635,1.224520722,1.224520647
Cambodian C-League,2024-02-07,05:30:00,Prey Veng,Visakha FC,2.7,160.0,1.06,3.4,3.0,950.0,3.7,5.0,1.25,1.38,1.02,1000.0,1.01,1000.0,1.17,1.21,5.8,7.0,1.27,1000.0,1.03,1.06,1.27,1000.0,1.03,13.5,1.27,1000.0,1.03,4.6,1.08,1000.0,1.03,15.5,1.05,1.3,4.4,26.0,1.03,1.15,4.4,110.0,1.01,1.15,4.4,1000.0,1.01,1.15,4.4,1000.0,1.01,1.15,4.5,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33000434,27922611.0,17722092.0,58805.0,1.224520728,1.224520731,1.224520733,1.224520726,1.224520732,1.224520776,1.224520773,1.224520777,1.224520774,1.224520736,1.224520734,1.224520727,1.224520725,1.224520812,1.224520737
Friendly Matches,2024-02-07,07:00:00,Prostejov,Trinec,1.06,210.0,1.06,210.0,1.05,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.1,1000.0,1.02,1.9,2.1,1000.0,1.02,1.9,2.1,1000.0,1.02,1.9,2.1,2.7,1.58,1.9,1.05,1.61,2.66,55.0,1.01,1.61,1.73,110.0,1.01,1.61,1.73,1000.0,1.01,1.61,2.66,1000.0,1.01,1.61,2.66,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33000581,6607086.0,2951815.0,58805.0,1.224527026,1.224527029,1.224527031,1.224527024,1.224527030,1.224527074,1.224527071,1.224527075,1.224527072,1.224527034,1.224527032,1.224527025,1.224527023,1.224527110,1.224527035
Friendly Matches,2024-02-07,07:00:00,MFK Chrudim,Pardubice B,1.06,44.0,1.05,200.0,1.05,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.32,110.0,1.02,1.75,2.32,110.0,1.02,1.75,2.32,1000.0,1.02,1.75,2.32,1000.0,1.02,1.75,1.05,1000.0,1.01,36.0,1.02,55.0,1.02,110.0,1.01,55.0,1.02,1000.0,1.01,55.0,1.02,1000.0,1.01,55.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.01,1000.0,33000039,5727460.0,11275610.0,58805.0,1.224513006,1.224513009,1.224513011,1.224513004,1.224513010,1.224513054,1.224513051,1.224513055,1.224513052,1.224513014,1.224513012,1.224513005,1.224513003,1.224513090,1.224513015
Elite Friendlies,2024-02-07,07:00:00,Kobe,Inter Miami CF,2.08,2.24,2.78,3.25,4.8,6.4,5.4,8.6,1.13,1.23,2.2,2.48,1.67,1.83,1.32,1.55,3.1,4.1,10.0,110.0,1.01,1.03,1.02,110.0,1.01,110.0,1.27,960.0,1.15,1.31,2.56,2.62,1.62,1.64,1.67,1.8,2.26,2.5,1.33,1.38,3.6,4.4,1.12,1.2,5.9,9.4,1.06,1.18,6.4,18.0,1.03,1.1,11.0,36.0,1.29,1.35,3.5,5.0,4.4,80.0,4.3,48.0,4.3,48.0,4.4,70.0,4.2,40.0,12.0,20.0,13.0,22.0,4.1,32.0,4.1,34.0,10.5,17.5,11.0,18.0,4.0,29.0,4.2,44.0,13.5,23.0,3.95,25.0,4.2,38.0,2.74,6.6,3.2,10.0,4.5,120.0,33000072,441082.0,27785243.0,58805.0,1.224512916,1.224512919,1.224512921,1.224512914,1.224512920,1.224512964,1.224512961,1.224512965,1.224512962,1.224512924,1.224512922,1.224512915,1.224512913,1.224513000,1.224512925
Cambodian C-League,2024-02-07,08:00:00,Boeung Ket,ISI Dangkor Senchey FC,1.51,210.0,1.06,210.0,1.05,950.0,3.4,4.5,1.29,1.42,1.02,1000.0,1.01,1000.0,1.14,1.19,6.4,8.2,1.27,55.0,1.03,13.5,1.27,110.0,1.03,13.5,1.27,1000.0,1.03,4.6,1.08,110.0,1.03,15.5,1.05,1.25,5.0,26.0,1.03,1.13,5.0,110.0,1.01,1.13,5.0,1000.0,1.01,1.13,5.0,1000.0,1.01,1.13,5.1,1000.0,1.01,1000.0,1.01,1000.0,1.45,1000.0,2.36,1000.0,2.9,1000.0,2.94,1000.0,2.62,1000.0,2.94,1000.0,3.9,1000.0,8.8,1000.0,2.96,1000.0,3.8,1000.0,6.8,1000.0,10.0,1000.0,3.25,1000.0,7.8,1000.0,6.8,1000.0,8.2,1000.0,1.55,1000.0,1.01,1000.0,1.03,1000.0,33000601,13848888.0,45058028.0,58805.0,1.224526660,1.224526663,1.224526665,1.224526658,1.224526664,1.224526708,1.224526705,1.224526709,1.224526706,1.224526668,1.224526666,1.224526659,1.224526657,1.224526744,1.224526669
Cambodian C-League,2024-02-07,08:00:00,Nagaworld FC,Svay Rieng FC,1.51,210.0,1.51,210.0,1.05,950.0,3.45,4.6,1.28,1.41,1.02,1000.0,1.01,1000.0,1.15,1.2,6.2,7.8,1.27,55.0,1.04,13.5,1.27,110.0,1.04,4.6,1.27,1000.0,1.04,4.6,1.08,110.0,1.04,15.5,1.05,1.25,5.0,26.0,1.03,1.13,5.0,110.0,1.01,1.13,5.1,1000.0,1.01,1.13,5.1,1000.0,1.01,1.13,5.1,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33000605,16542518.0,8228326.0,58805.0,1.224526570,1.224526573,1.224526575,1.224526568,1.224526574,1.224526618,1.224526615,1.224526619,1.224526616,1.224526578,1.224526576,1.224526569,1.224526567,1.224526654,1.224526579
Hong Kong Matches,2024-02-07,08:30:00,Guangdong Province,Hong Kong,1.06,210.0,1.06,210.0,1.05,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,110.0,1.01,13.5,1.27,110.0,1.01,4.6,1.27,1000.0,1.01,4.6,1.08,110.0,1.01,18.0,1.05,1.25,5.1,55.0,1.02,1.25,5.1,110.0,1.01,1.25,5.1,1000.0,1.01,1.24,5.1,1000.0,1.01,1.24,5.1,1000.0,1.01,1000.0,1.01,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33000049,65772653.0,150057.0,58805.0,1.224512823,1.224512833,1.224512834,1.224512835,1.224512824,1.224512825,1.224512826,1.224512827,1.224512828,1.224512829,1.224512830,1.224512831,1.224512832,1.224512870,1.224512871
German Junioren Bundesliga,2024-02-07,09:00:00,1. FC Union Berlin U19,Hertha BSC U19,1.06,1000.0,1.06,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.14,1000.0,1.01,8.2,1.02,110.0,1.04,990.0,1.27,55.0,1.04,4.6,1.27,55.0,1.04,4.6,1.07,55.0,1.04,18.0,1.05,55.0,1.04,110.0,1.03,55.0,1.04,110.0,1.01,55.0,1.04,1000.0,1.01,55.0,1.04,1000.0,1.01,55.0,1.04,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.01,1000.0,32999137,6302614.0,10574874.0,58805.0,1.224495437,1.224495440,1.224495442,1.224495435,1.224495441,1.224495485,1.224495482,1.224495486,1.224495483,1.224495445,1.224495443,1.224495436,1.224495434,1.224495521,1.224495446
