League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Costa Rican Primera Division,2024-02-11,00:00:00,Municipal Perez Zeledon,Puntarenas F.C.,2.34,2.52,3.1,3.45,3.35,3.8,3.15,3.35,1.43,1.47,1.44,1.49,3.05,3.25,1.1,1.13,8.4,11.0,3.7,21.0,1.07,1.09,3.6,4.1,1.33,1.37,1.91,2.0,2.0,2.1,1.34,1.38,3.55,4.0,1.12,1.15,3.6,13.5,1.04,1.06,1.01,55.0,1.01,1.03,7.6,100.0,1.01,1.01,15.0,1000.0,1.01,1.01,15.0,1000.0,1.72,1.97,2.04,2.56,2.68,980.0,2.62,980.0,2.84,980.0,3.05,980.0,2.58,980.0,3.2,980.0,2.68,980.0,2.98,980.0,2.74,980.0,2.62,980.0,2.8,980.0,3.05,980.0,2.98,980.0,2.92,980.0,3.0,980.0,3.1,1000.0,2.84,980.0,2.94,980.0,3.2,1000.0,33001489,10612879.0,11079728.0,58805.0,1.224538088,1.224538091,1.224538093,1.224538086,1.224538092,1.224538136,1.224538133,1.224538137,1.224538134,1.224538096,1.224538094,1.224538087,1.224538085,1.224538172,1.224538097
Mexican Liga MX,2024-02-11,00:10:00,Santos Laguna,Tigres,3.35,3.55,2.2,2.28,3.7,3.85,3.15,3.75,1.36,1.46,1.48,1.56,2.78,3.05,1.13,1.17,6.8,8.6,4.0,18.0,1.06,1.33,4.0,4.7,1.27,1.33,2.06,2.16,1.87,1.93,1.41,1.46,3.15,3.4,1.14,1.23,5.5,10.5,1.05,1.23,3.15,26.0,1.01,1.22,5.5,100.0,1.01,1.22,5.5,1000.0,1.01,1.22,5.5,1000.0,1.71,1.81,2.22,2.4,14.0,17.0,10.0,12.0,13.5,16.0,6.6,32.0,13.0,16.0,7.6,9.2,9.8,12.5,19.5,24.0,21.0,27.0,12.5,16.0,15.0,18.5,6.8,36.0,7.4,980.0,6.8,38.0,7.0,46.0,7.6,980.0,6.6,32.0,5.4,15.5,8.4,1000.0,32995099,328957.0,328916.0,58805.0,1.224426597,1.224426600,1.224426602,1.224426595,1.224426601,1.224426645,1.224426642,1.224426646,1.224426643,1.224426605,1.224426603,1.224426596,1.224426594,1.224426681,1.224426606
Mexican Liga MX,2024-02-11,00:10:00,Monterrey,Pachuca,1.76,1.8,4.6,5.0,4.2,4.6,3.55,4.2,1.31,1.4,1.57,1.66,2.52,2.74,1.16,1.2,6.0,7.4,4.7,21.0,1.05,1.07,4.7,5.2,1.24,1.27,2.3,2.38,1.72,1.76,1.51,1.57,2.74,2.98,1.18,1.57,2.74,9.4,1.07,1.57,2.74,21.0,1.01,1.57,2.74,1000.0,1.01,1.57,2.74,1000.0,1.01,1.57,2.74,1000.0,1.76,1.84,2.18,2.32,16.0,21.0,17.5,22.0,7.2,40.0,8.2,980.0,8.8,11.5,8.6,11.0,16.5,21.0,7.6,60.0,9.4,12.5,8.4,11.5,15.5,21.0,7.6,60.0,13.5,18.0,13.5,18.5,7.2,32.0,8.0,980.0,4.3,8.6,7.6,55.0,8.8,980.0,32995107,328949.0,328954.0,58805.0,1.224426236,1.224426239,1.224426241,1.224426234,1.224426240,1.224426284,1.224426281,1.224426285,1.224426282,1.224426244,1.224426242,1.224426235,1.224426233,1.224426320,1.224426245
Australian A-League Men,2024-02-11,03:00:00,Western Sydney Wanderers,Newcastle Jets,1.69,1.72,4.8,5.1,4.7,4.8,4.0,4.6,1.28,1.33,1.69,1.8,2.24,2.44,1.2,1.24,5.3,6.0,22.0,970.0,1.03,1.05,2.84,970.0,1.03,1.54,2.84,2.98,1.5,1.54,1.73,1.79,2.28,2.36,1.3,1.35,3.85,4.4,1.11,1.35,3.85,11.0,1.03,1.07,15.5,34.0,1.01,1.03,15.5,970.0,1.01,1.03,15.5,1000.0,1.56,1.63,2.6,2.78,24.0,27.0,24.0,27.0,40.0,44.0,20.0,100.0,13.0,14.5,10.0,11.0,18.0,19.0,42.0,48.0,12.0,13.5,9.6,10.0,15.0,16.0,40.0,46.0,17.5,19.0,13.5,14.5,21.0,24.0,55.0,65.0,5.2,6.6,24.0,34.0,23.0,980.0,32977277,6480414.0,1205125.0,58805.0,1.224158924,1.224159010,1.224159011,1.224159012,1.224158926,1.224158927,1.224158928,1.224158929,1.224158930,1.224158931,1.224158932,1.224158933,1.224158934,1.224159003,1.224158925
Australian A-League Women,2024-02-11,03:00:00,Western United (W),Brisbane Roar FC (W),1.8,1.91,4.2,4.9,3.9,4.4,3.0,980.0,1.34,1.48,1.5,1.65,2.54,980.0,1.13,1.18,1.01,980.0,1.02,980.0,1.05,990.0,4.2,5.0,1.25,1.32,2.1,2.38,1.73,1.91,1.43,1.57,2.78,3.35,1.05,1000.0,1.01,55.0,1.03,1000.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.72,1.86,2.16,2.38,4.9,980.0,4.9,980.0,5.5,980.0,6.0,980.0,8.6,980.0,7.6,10.5,4.9,980.0,5.9,980.0,4.4,980.0,4.1,980.0,4.9,980.0,5.9,980.0,5.1,980.0,4.9,980.0,5.5,980.0,6.0,980.0,4.1,980.0,5.8,980.0,6.4,1000.0,32994493,50440795.0,37905964.0,58805.0,1.224420314,1.224420400,1.224420401,1.224420402,1.224420316,1.224420317,1.224420318,1.224420319,1.224420320,1.224420321,1.224420322,1.224420323,1.224420324,1.224420393,1.224420315
German Junioren Bundesliga,2024-02-11,07:00:00,1. FC Union Berlin U19,VfL Osnabruck U19,1.16,990.0,1.05,1000.0,1.01,950.0,4.0,6.0,1.2,1.34,1.02,1000.0,1.01,1000.0,1.19,1.24,5.2,6.4,1.05,1000.0,1.02,1.06,1.05,110.0,1.02,36.0,1.05,110.0,1.02,36.0,1.05,110.0,1.02,55.0,1.04,110.0,1.02,110.0,1.03,110.0,1.02,110.0,1.01,110.0,1.02,1000.0,1.01,110.0,1.02,1000.0,1.01,110.0,1.02,1000.0,1.1,1000.0,1.1,1000.0,1.47,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33010120,6302614.0,7600063.0,58805.0,1.224664682,1.224664685,1.224664687,1.224664680,1.224664686,1.224664730,1.224664727,1.224664731,1.224664728,1.224664690,1.224664688,1.224664681,1.224664679,1.224664766,1.224664691
German Junioren Bundesliga,2024-02-11,07:00:00,Kaiserslautern U19,1. FSV Mainz 05 U19,1.05,1000.0,1.16,990.0,1.01,990.0,4.0,6.0,1.2,1.34,1.02,1000.0,1.01,1000.0,1.21,1.26,4.9,5.8,1.05,1000.0,1.02,1.06,1.05,1000.0,1.02,36.0,1.05,1000.0,1.02,36.0,1.05,1000.0,1.02,55.0,1.04,1.38,3.65,110.0,1.03,1.2,3.65,110.0,1.01,1.2,3.65,1000.0,1.01,1.19,3.65,1000.0,1.01,1.19,3.65,1000.0,1.1,110.0,1.1,110.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33010257,6333887.0,6412692.0,58805.0,1.224670354,1.224670357,1.224670359,1.224670352,1.224670358,1.224670402,1.224670399,1.224670403,1.224670400,1.224670362,1.224670360,1.224670353,1.224670351,1.224670438,1.224670363
German Junioren Bundesliga,2024-02-11,07:00:00,Dortmund U19,Wuppertaler SV U19,1.04,990.0,1.04,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.48,1000.0,1.01,3.1,1.05,1000.0,1.01,36.0,1.05,110.0,1.01,36.0,1.05,110.0,1.01,36.0,1.04,110.0,1.01,55.0,1.04,110.0,1.01,110.0,1.03,110.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.1,1000.0,1.1,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,3.65,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33010326,6267902.0,10300542.0,58805.0,1.224673479,1.224673482,1.224673484,1.224673477,1.224673483,1.224673527,1.224673524,1.224673528,1.224673525,1.224673487,1.224673485,1.224673478,1.224673476,1.224673563,1.224673488
German Junioren Bundesliga,2024-02-11,07:00:00,FC Koln U19,Alemannia Aachen U19,1.16,990.0,1.05,1000.0,1.01,950.0,4.4,7.0,1.17,1.3,1.02,1000.0,1.01,1000.0,1.24,1.3,4.4,5.2,1.05,1000.0,1.02,1.06,1.05,110.0,1.02,36.0,1.05,110.0,1.02,36.0,1.05,110.0,1.02,55.0,1.04,110.0,1.02,110.0,1.03,1.23,1.02,110.0,1.01,1.23,1.02,1000.0,1.01,1.23,1.02,1000.0,1.01,1.23,1.02,1000.0,1.66,1000.0,1.1,2.5,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,3.35,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33010296,6415589.0,6303789.0,58805.0,1.224671750,1.224671753,1.224671755,1.224671748,1.224671754,1.224671798,1.224671795,1.224671799,1.224671796,1.224671758,1.224671756,1.224671749,1.224671747,1.224671834,1.224671759
Kenyan Premier League,2024-02-11,07:00:00,FC Talanta,Sofapaka,1.12,990.0,1.12,990.0,1.05,990.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.06,1000.0,1.01,18.0,1.08,990.0,1.11,1.14,1.08,990.0,1.11,15.5,1.08,110.0,1.11,15.5,1.08,110.0,1.11,18.0,1.05,110.0,1.11,110.0,1.01,110.0,1.11,110.0,1.01,110.0,1.11,1000.0,1.01,13.5,1.11,1000.0,1.01,13.5,1.11,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33010566,18429724.0,9564497.0,58805.0,1.224677701,1.224677704,1.224677706,1.224677699,1.224677705,1.224677749,1.224677746,1.224677750,1.224677747,1.224677709,1.224677707,1.224677700,1.224677698,1.224677785,1.224677710
