League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Ascenso MX,2024-03-15,00:05:00,Universidad Guadalajara,Celaya,3.0,3.2,2.56,2.72,3.2,3.4,2.52,3.1,1.48,1.64,1.34,1.44,3.3,3.95,1.08,1.13,9.0,15.5,2.88,26.0,1.07,1.54,2.88,3.35,1.43,1.54,1.69,1.87,2.14,2.46,1.24,1.33,4.0,5.2,1.07,1.33,4.0,18.0,1.02,1.09,4.0,55.0,1.01,1.02,8.0,1000.0,1.01,1.02,12.0,1000.0,1.01,1.02,12.0,1000.0,1.86,2.16,1.86,2.18,7.8,13.0,7.0,11.5,11.5,19.5,4.9,48.0,8.8,13.0,6.2,9.0,10.0,15.5,5.1,40.0,16.0,24.0,11.5,17.0,17.0,25.0,4.2,980.0,4.2,980.0,5.2,50.0,4.1,980.0,4.2,980.0,4.0,980.0,3.9,38.0,4.3,1000.0,33090797,6533140.0,5901260.0,58805.0,1.225889541,1.225889544,1.225889546,1.225889539,1.225889545,1.225889589,1.225889586,1.225889590,1.225889587,1.225889549,1.225889547,1.225889540,1.225889538,1.225889625,1.225889550
Australian A-League Men,2024-03-15,05:45:00,Newcastle Jets,Adelaide United,2.26,2.3,2.96,2.98,4.4,4.5,4.6,5.2,1.24,1.28,1.82,1.94,2.06,2.22,1.24,1.28,4.5,5.2,26.0,55.0,1.02,1.04,3.2,14.5,1.11,1.18,3.2,3.6,1.38,1.46,1.9,2.06,1.95,2.12,1.38,1.47,3.1,3.65,1.15,1.22,3.1,8.8,1.04,1.1,12.0,26.0,1.01,1.09,12.0,110.0,1.01,1.04,12.0,1000.0,1.42,1.48,3.1,3.4,29.0,36.0,22.0,25.0,26.0,29.0,42.0,50.0,18.5,21.0,10.5,12.5,13.0,14.5,23.0,26.0,19.5,22.0,11.0,12.5,13.0,13.5,24.0,28.0,30.0,34.0,17.5,19.5,20.0,24.0,38.0,44.0,7.6,8.6,10.5,12.5,15.0,250.0,33094570,1205125.0,571273.0,58805.0,1.225990080,1.225990166,1.225990167,1.225990168,1.225990082,1.225990083,1.225990084,1.225990085,1.225990086,1.225990087,1.225990088,1.225990089,1.225990090,1.225990159,1.225990081
Indian Matches,2024-03-15,07:00:00,Atlanta MH Oranje FC,CFCI,1.02,2.0,1.01,1000.0,1.01,1000.0,5.7,11.0,1.1,1.22,1.02,1000.0,1.01,1000.0,1.34,1.4,3.55,3.95,1.2,110.0,1.01,6.6,1.2,110.0,1.01,6.6,1.2,990.0,1.01,6.6,1.14,1000.0,1.01,11.0,1.04,110.0,1.01,1000.0,1.02,1000.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,36.0,1000.0,33108515,62791556.0,22108519.0,58805.0,1.226158866,1.226158869,1.226158871,1.226158864,1.226158870,1.226158914,1.226158911,1.226158915,1.226158912,1.226158874,1.226158872,1.226158865,1.226158863,1.226158950,1.226158875
Israeli Liga Alef,2024-03-15,07:35:00,SC Dimona,Agudat Sport Ashdod,1.68,44.0,2.0,1000.0,2.5,950.0,2.68,3.1,1.48,1.6,1.02,1000.0,1.01,1000.0,1.06,1000.0,1.01,18.0,1.2,990.0,1.05,1.13,1.2,990.0,1.05,6.6,1.2,980.0,1.05,6.6,1.14,1000.0,1.05,11.0,1.05,110.0,1.05,110.0,1.01,110.0,1.05,110.0,1.01,110.0,1.05,1000.0,1.01,110.0,1.05,1000.0,1.01,110.0,1.05,1000.0,1.01,1000.0,1.02,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33107721,12630190.0,16138525.0,58805.0,1.226145543,1.226145546,1.226145548,1.226145541,1.226145547,1.226145591,1.226145588,1.226145592,1.226145589,1.226145551,1.226145549,1.226145542,1.226145540,1.226145627,1.226145552
Israeli Liga Alef,2024-03-15,07:40:00,Maccabi Ahi Nazareth,Hapoel Raanana,1.2,44.0,1.39,1000.0,1.87,940.0,2.8,3.3,1.44,1.56,1.02,1000.0,1.01,1000.0,1.07,1000.0,1.01,15.5,1.2,36.0,1.03,1.12,1.2,110.0,1.03,6.6,1.2,1000.0,1.03,6.6,1.14,1000.0,1.03,11.0,1.04,110.0,1.03,110.0,1.01,110.0,1.03,110.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.01,1000.0,1.02,990.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33107620,5188358.0,5281185.0,58805.0,1.226146101,1.226146104,1.226146106,1.226146099,1.226146105,1.226146149,1.226146146,1.226146150,1.226146147,1.226146109,1.226146107,1.226146100,1.226146098,1.226146185,1.226146110
Israeli Liga Alef,2024-03-15,08:00:00,Maccabi Shaaraim,Hapoel Bikat Hayarden,1.63,44.0,1.92,1000.0,2.5,940.0,2.86,3.35,1.43,1.54,1.02,1000.0,1.01,1000.0,1.08,1000.0,1.01,13.5,1.2,36.0,1.03,1.12,1.2,110.0,1.03,6.6,1.2,1000.0,1.03,6.6,1.14,1000.0,1.03,11.0,1.04,110.0,1.03,110.0,1.01,110.0,1.03,110.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.02,1000.0,1.01,1000.0,1.48,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33107722,6953288.0,10319918.0,58805.0,1.226145453,1.226145456,1.226145458,1.226145451,1.226145457,1.226145501,1.226145498,1.226145502,1.226145499,1.226145461,1.226145459,1.226145452,1.226145450,1.226145537,1.226145462
Mongolian Matches,2024-03-15,08:15:00,Khoromkhon FC,Bayanzurkh Ilch Sporting,1.37,44.0,1.19,44.0,1.17,32.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.2,110.0,1.01,6.6,1.2,110.0,1.01,6.6,1.2,110.0,1.01,6.6,1.14,110.0,1.01,11.0,1.05,110.0,1.01,36.0,1.03,110.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,4.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,28.0,1000.0,1.01,1000.0,1.01,1000.0,23.0,1000.0,33108534,35442855.0,59856516.0,58805.0,1.226159669,1.226159672,1.226159674,1.226159667,1.226159673,1.226159717,1.226159714,1.226159718,1.226159715,1.226159677,1.226159675,1.226159668,1.226159666,1.226159753,1.226159678
Israeli Liga Alef,2024-03-15,08:45:00,AS Nordia Jerusalem,Maccabi Yavne,2.3,1000.0,1.83,44.0,2.5,950.0,2.6,3.0,1.5,1.63,1.02,1000.0,1.01,1000.0,1.06,1000.0,1.01,18.0,1.2,990.0,1.05,1.14,1.2,990.0,1.05,6.6,1.2,980.0,1.05,6.6,1.14,980.0,1.05,11.0,1.04,980.0,1.05,110.0,1.02,110.0,1.05,110.0,1.01,980.0,1.05,1000.0,1.01,980.0,1.05,1000.0,1.01,980.0,1.05,1000.0,1.01,1000.0,1.02,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33107689,10328729.0,5415484.0,58805.0,1.226145921,1.226145924,1.226145926,1.226145919,1.226145925,1.226145969,1.226145966,1.226145970,1.226145967,1.226145929,1.226145927,1.226145920,1.226145918,1.226146005,1.226145930
Israeli Liga Alef,2024-03-15,08:45:00,Ironi Ashdod Sportclub,Shimshon Tel Aviv,2.06,44.0,2.06,44.0,2.5,950.0,2.5,2.86,1.54,1.67,1.02,1000.0,1.01,1000.0,1.05,1000.0,1.01,21.0,1.2,11.0,1.1,1.16,1.2,110.0,1.1,6.6,1.2,11.0,1.1,6.6,1.14,110.0,1.1,11.0,1.04,110.0,1.1,110.0,1.01,11.0,1.1,110.0,1.01,11.0,1.1,1000.0,1.01,11.0,1.1,1000.0,1.01,11.0,1.11,1000.0,1.01,1000.0,1.02,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33107714,15475468.0,10437880.0,58805.0,1.226145633,1.226145636,1.226145638,1.226145631,1.226145637,1.226145681,1.226145678,1.226145682,1.226145679,1.226145641,1.226145639,1.226145632,1.226145630,1.226145717,1.226145642
Israeli Liga Alef,2024-03-15,09:00:00,Mac Iro Kiryat Malakhi,Hapoel Herzliya,1.51,6.0,1.51,1000.0,1.51,950.0,2.82,3.3,1.44,1.55,1.02,1000.0,1.01,1000.0,1.07,1.12,9.8,15.5,1.2,36.0,1.03,1.12,1.2,110.0,1.03,6.6,1.2,1000.0,1.03,6.6,1.14,1000.0,1.03,11.0,1.02,110.0,1.03,110.0,1.01,110.0,1.03,110.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33107715,67077555.0,5195930.0,58805.0,1.226146188,1.226146198,1.226146199,1.226146200,1.226146189,1.226146190,1.226146191,1.226146192,1.226146193,1.226146194,1.226146195,1.226146196,1.226146197,1.226146235,1.226146236
