League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
CONCACAF Champions League,2024-02-14,00:00:00,Guadalajara,Forge,1.17,1.22,17.5,24.0,7.2,9.6,3.9,5.8,1.22,1.29,1.75,2.02,1.98,2.34,1.22,1.3,4.3,6.4,2.72,55.0,1.03,1.59,2.72,36.0,1.12,1.59,2.72,3.3,1.44,1.59,1.67,1.85,2.18,2.5,1.29,1.39,3.6,4.5,1.1,1.17,3.6,12.5,1.03,1.16,7.2,36.0,1.01,1.16,7.2,1000.0,1.01,1.16,7.2,1000.0,2.18,2.46,1.68,1.85,6.2,38.0,6.8,75.0,7.4,1000.0,7.4,1000.0,8.6,12.0,5.7,22.0,6.8,75.0,7.4,1000.0,7.0,9.0,9.2,13.0,6.6,50.0,7.4,1000.0,7.0,9.0,5.3,17.0,6.4,46.0,7.4,1000.0,2.54,3.8,7.4,1000.0,7.6,1000.0,33004834,230909.0,24213752.0,58805.0,1.224596988,1.224596991,1.224596993,1.224596986,1.224596992,1.224597036,1.224597033,1.224597037,1.224597034,1.224596996,1.224596994,1.224596987,1.224596985,1.224597072,1.224596997
Mexican Ascenso MX,2024-02-14,00:05:00,Dorados,Correcaminos UAT,3.15,3.35,2.26,2.44,3.55,3.95,3.1,3.6,1.39,1.48,1.47,1.59,2.7,3.15,1.12,1.16,7.6,9.4,3.8,36.0,1.05,1.36,3.8,4.8,1.26,1.36,2.0,2.26,1.8,2.0,1.39,1.51,2.96,3.6,1.12,1.51,2.96,10.5,1.04,1.51,2.96,26.0,1.01,1.51,2.96,1000.0,1.01,1.5,2.96,1000.0,1.01,1.49,2.98,1000.0,1.74,1.81,2.24,2.36,12.5,17.0,9.4,12.5,12.5,17.0,6.2,34.0,12.0,15.5,7.0,9.2,9.4,12.5,19.0,26.0,18.5,26.0,12.0,15.5,14.0,19.0,26.0,40.0,6.4,60.0,26.0,38.0,30.0,48.0,6.8,95.0,5.8,32.0,5.1,18.5,7.0,1000.0,33002144,6119455.0,6535216.0,58805.0,1.224553794,1.224553797,1.224553799,1.224553792,1.224553798,1.224553842,1.224553839,1.224553843,1.224553840,1.224553802,1.224553800,1.224553793,1.224553791,1.224553878,1.224553803
Turkish Ladies,2024-02-14,06:00:00,Soma Zafer GSK (W),Giresun Sanayispor (W),1.05,44.0,1.05,44.0,3.75,32.0,1.01,1000.0,1.14,1.42,1.55,2.2,1.01,1000.0,1.13,1.4,1.01,1000.0,2.24,85.0,1.02,1.07,2.24,85.0,1.08,1.3,2.24,13.5,1.3,1.8,1.44,2.38,1.72,8.0,1.14,1.3,4.4,8.0,1.08,1.22,4.4,55.0,1.02,1.12,4.4,55.0,1.01,1.06,5.5,1000.0,1.01,1.03,9.2,1000.0,1.1,1000.0,1.1,1000.0,1.46,1000.0,2.4,1000.0,2.3,1000.0,4.3,1000.0,2.32,1000.0,3.05,1000.0,4.8,1000.0,7.0,1000.0,2.88,1000.0,2.88,1000.0,4.8,1000.0,11.5,1000.0,3.65,1000.0,4.9,1000.0,13.5,1000.0,13.0,1000.0,1.01,1000.0,1.01,1000.0,24.0,1000.0,33019890,50870638.0,50980432.0,58805.0,1.224841380,1.224841383,1.224841385,1.224841378,1.224841384,1.224841428,1.224841425,1.224841429,1.224841426,1.224841388,1.224841386,1.224841379,1.224841377,1.224841464,1.224841389
Turkish Ladies,2024-02-14,06:00:00,Konya Idmanyurduspor (W),Bagcilar Evrenspor (W),1.05,2.86,1.03,55.0,4.0,32.0,1.01,1000.0,1.13,1.4,1.55,1000.0,1.5,1000.0,1.13,1.65,1.01,1000.0,2.32,1000.0,1.01,1.07,2.32,1000.0,1.05,1.25,2.32,1000.0,1.05,1.75,1.5,21.0,1.45,2.98,1.15,1.36,3.85,7.6,1.1,1.36,3.85,110.0,1.04,1.36,3.85,110.0,1.02,1.36,3.85,55.0,1.01,1.36,3.85,1000.0,1.1,1000.0,1.1,1000.0,1.48,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33019893,44365832.0,50980430.0,58805.0,1.224841290,1.224841293,1.224841295,1.224841288,1.224841294,1.224841338,1.224841335,1.224841339,1.224841336,1.224841298,1.224841296,1.224841289,1.224841287,1.224841374,1.224841299
Friendly Matches,2024-02-14,06:00:00,Concordia Chiajna,Progresul 1944 Spartac,1.04,1.16,9.2,65.0,8.0,32.0,1.01,1000.0,1.01,1.48,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.65,1000.0,7.6,1000.0,1.01,1.04,3.5,1000.0,1.01,1.15,3.5,1000.0,1.01,1.4,2.24,1000.0,1.01,1.8,1.7,1.88,2.14,2.44,1.25,1.88,2.14,5.0,1.15,1.88,2.14,18.0,1.06,1.88,2.14,18.0,1.03,1.88,2.14,110.0,1.1,1000.0,1.1,2.74,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,3.7,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33019869,5367199.0,20830237.0,58805.0,1.224842065,1.224842068,1.224842070,1.224842063,1.224842069,1.224842113,1.224842110,1.224842114,1.224842111,1.224842073,1.224842071,1.224842064,1.224842062,1.224842149,1.224842074
AFC Champions League,2024-02-14,07:00:00,Jeonbuk Motors,Pohang Steelers,2.16,2.3,3.85,4.2,3.2,3.45,2.02,2.98,1.55,1.69,1.33,1.39,3.35,55.0,1.07,1.11,10.5,14.5,2.84,11.0,1.1,1.55,2.84,3.3,1.44,1.55,1.62,1.77,2.28,2.62,1.23,1.29,4.4,5.4,1.07,1.29,4.4,18.0,1.03,1.29,4.4,110.0,1.01,1.29,4.4,1000.0,1.01,1.29,4.4,1000.0,1.01,1.29,4.5,1000.0,2.04,2.18,1.85,1.97,8.4,10.5,10.5,13.0,6.6,29.0,7.8,90.0,7.0,8.0,6.6,7.6,5.9,18.5,7.6,65.0,11.0,14.0,10.0,12.5,6.2,44.0,7.8,85.0,6.8,32.0,6.8,32.0,7.4,60.0,8.2,440.0,6.4,27.0,7.8,80.0,8.6,1000.0,33016206,2224159.0,1363823.0,58805.0,1.224788239,1.224788242,1.224788244,1.224788237,1.224788243,1.224788253,1.224788249,1.224788195,1.224788250,1.224788247,1.224788245,1.224788235,1.224788236,1.224788238,1.224788248
Friendly Matches,2024-02-14,07:30:00,Paide Linnameeskond,FS Metta/Lu,1.15,2.0,2.14,44.0,2.08,32.0,1.01,1000.0,1.15,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,110.0,1.01,4.6,1.27,110.0,1.02,4.6,1.27,110.0,1.02,4.6,1.08,110.0,1.02,26.0,1.05,1.75,2.34,55.0,1.03,1.75,2.34,110.0,1.01,1.75,2.34,1000.0,1.01,1.75,2.34,1000.0,1.01,1.75,2.34,1000.0,1.1,1000.0,1.1,3.7,1.49,75.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33018932,5407316.0,14130729.0,58805.0,1.224830378,1.224830381,1.224830383,1.224830376,1.224830382,1.224830517,1.224830423,1.224830518,1.224830424,1.224830386,1.224830384,1.224830377,1.224830375,1.224830553,1.224830387
Turkish Ladies,2024-02-14,08:00:00,Dudullu SK (W),Telsizspor (W),1.05,44.0,1.05,44.0,1.04,220.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.05,55.0,1.04,26.0,1.05,26.0,1.04,26.0,1.05,26.0,1.04,26.0,1.05,26.0,1.04,36.0,1.04,1.34,3.95,110.0,1.03,1.34,3.95,110.0,1.01,1.34,3.95,1000.0,1.01,1.34,3.95,1000.0,1.01,1.34,3.95,1000.0,1.1,1000.0,1.1,1000.0,1.46,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,19.5,1000.0,33019951,42301620.0,44365752.0,58805.0,1.224841470,1.224841473,1.224841475,1.224841468,1.224841474,1.224841518,1.224841515,1.224841519,1.224841516,1.224841478,1.224841476,1.224841469,1.224841467,1.224841554,1.224841479
Azerbaijan 1st Division,2024-02-14,08:00:00,Mil-Mugan FK,Agsu,1.21,110.0,2.0,110.0,1.05,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,990.0,1.04,21.0,1.27,36.0,1.04,21.0,1.27,36.0,1.04,4.6,1.05,36.0,1.04,36.0,1.04,36.0,1.04,110.0,1.02,1.13,1.04,110.0,1.01,1.13,1.04,1000.0,1.01,1.13,1.04,1000.0,1.01,1.13,1.04,1000.0,1.1,1000.0,1.1,1000.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.1,1000.0,33018324,10519676.0,10563338.0,58805.0,1.224823130,1.224823133,1.224823135,1.224823128,1.224823134,1.224823178,1.224823175,1.224823179,1.224823176,1.224823138,1.224823136,1.224823129,1.224823127,1.224823214,1.224823139
Azerbaijan 1st Division,2024-02-14,08:00:00,Energetik Mingechevir,Moik Baku,1.06,110.0,1.27,44.0,1.04,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,990.0,1.04,21.0,1.27,36.0,1.04,4.6,1.27,36.0,1.04,4.6,1.05,36.0,1.04,36.0,1.05,36.0,1.04,110.0,1.03,1.13,1.04,110.0,1.01,1.13,1.04,1000.0,1.01,1.13,1.04,1000.0,1.01,1.13,1.04,1000.0,1.1,1000.0,1.1,1000.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,5.0,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33018325,12152001.0,12533083.0,58805.0,1.224823040,1.224823043,1.224823045,1.224823038,1.224823044,1.224823088,1.224823085,1.224823089,1.224823086,1.224823048,1.224823046,1.224823039,1.224823037,1.224823124,1.224823049
