League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-02-29,00:00:00,Tijuana,Monterrey,3.7,3.9,2.12,2.2,3.55,3.7,2.94,3.5,1.4,1.52,1.45,1.55,2.84,3.25,1.11,1.14,7.6,10.5,3.5,15.5,1.07,1.1,3.45,4.4,1.29,1.41,1.96,2.02,1.98,2.06,1.35,1.43,3.3,3.9,1.11,1.43,3.3,12.5,1.04,1.07,15.5,36.0,1.01,1.03,15.5,110.0,1.01,1.03,15.5,1000.0,1.01,1.03,15.5,1000.0,1.78,1.95,2.06,2.3,11.0,15.0,8.4,10.0,11.0,14.5,20.0,27.0,11.5,15.5,7.0,8.4,9.4,12.0,19.0,26.0,21.0,27.0,14.0,17.0,15.0,20.0,7.2,42.0,7.8,980.0,7.4,48.0,7.6,980.0,8.2,980.0,7.4,48.0,5.8,17.5,8.8,1000.0,33055214,5687741.0,328949.0,58805.0,1.225326464,1.225326467,1.225326469,1.225326462,1.225326468,1.225326512,1.225326509,1.225326513,1.225326510,1.225326472,1.225326470,1.225326463,1.225326461,1.225326548,1.225326473
Mexican Ascenso MX,2024-02-29,00:05:00,Dorados,Tapatio,2.88,3.6,2.22,2.68,3.25,4.5,2.98,3.6,1.39,1.5,1.43,1.55,2.82,3.35,1.11,1.14,8.2,10.5,3.5,980.0,1.03,1.11,3.2,4.8,1.29,1.4,1.85,2.18,1.86,2.18,1.33,1.46,3.2,4.4,1.1,1.46,3.2,12.5,1.03,1.09,3.2,36.0,1.01,1.07,3.6,980.0,1.01,1.07,3.6,1000.0,1.01,1.07,3.6,1000.0,1.7,1.96,2.04,2.44,3.7,990.0,3.3,990.0,3.6,980.0,4.0,980.0,3.95,990.0,6.6,990.0,3.85,990.0,3.85,980.0,3.75,980.0,4.0,990.0,3.7,990.0,4.0,980.0,4.1,980.0,4.0,980.0,4.1,980.0,4.2,1000.0,3.9,980.0,3.65,980.0,4.3,1000.0,33044863,6119455.0,35601788.0,58805.0,1.225190338,1.225190341,1.225190343,1.225190336,1.225190342,1.225190386,1.225190383,1.225190387,1.225190384,1.225190346,1.225190344,1.225190337,1.225190335,1.225190422,1.225190347
Indonesian Liga 2,2024-02-29,02:30:00,PSBS Biak Numfor,Persiraja Banda Aceh,1.06,42.0,1.06,1000.0,2.02,290.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,26.0,1.06,13.5,1.27,990.0,1.06,4.6,1.27,980.0,1.06,4.6,1.08,980.0,1.06,18.0,1.05,980.0,1.06,26.0,1.02,980.0,1.06,980.0,1.01,26.0,1.06,1000.0,1.01,26.0,1.06,1000.0,1.01,980.0,1.06,1000.0,1.1,990.0,1.1,990.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33063187,13520951.0,15386217.0,58805.0,1.225459640,1.225459643,1.225459645,1.225459638,1.225459644,1.225459688,1.225459685,1.225459689,1.225459686,1.225459648,1.225459646,1.225459639,1.225459637,1.225459724,1.225459649
Indonesian Liga 2,2024-02-29,05:00:00,Semen Padang,Malut United,1.06,490.0,1.06,990.0,1.2,940.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,990.0,1.07,1.14,1.27,990.0,1.07,12.5,1.27,980.0,1.07,4.6,1.08,980.0,1.07,18.0,1.05,980.0,1.07,26.0,1.02,980.0,1.07,980.0,1.01,980.0,1.07,1000.0,1.01,980.0,1.07,1000.0,1.01,980.0,1.07,1000.0,1.1,990.0,1.1,990.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33063183,5236195.0,65210173.0,58805.0,1.225459730,1.225459733,1.225459735,1.225459728,1.225459734,1.225459778,1.225459775,1.225459779,1.225459776,1.225459738,1.225459736,1.225459729,1.225459727,1.225459814,1.225459739
Algerian U21,2024-02-29,06:00:00,ASO Chlef U21,MC El Bayadh U21,1.42,42.0,1.06,980.0,2.0,940.0,2.88,3.4,1.42,1.54,1.02,1000.0,1.01,1000.0,1.08,1.12,9.4,13.5,1.27,980.0,1.02,1.12,1.27,980.0,1.04,4.6,1.27,980.0,1.04,4.6,1.08,980.0,1.04,21.0,1.05,110.0,1.04,55.0,1.02,110.0,1.04,980.0,1.01,980.0,1.04,1000.0,1.01,980.0,1.04,1000.0,1.01,110.0,1.04,1000.0,1.1,11.0,1.1,11.0,1.49,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33062822,8249573.0,42050528.0,58805.0,1.225455130,1.225455133,1.225455135,1.225455128,1.225455134,1.225455178,1.225455175,1.225455179,1.225455176,1.225455138,1.225455136,1.225455129,1.225455127,1.225455214,1.225455139
Azerbaijan 1st Division,2024-02-29,08:00:00,Mil-Mugan FK,Karvan Evlakh,1.06,970.0,1.06,970.0,1.21,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,980.0,1.06,1.13,1.27,980.0,1.06,15.5,1.27,980.0,1.06,4.6,1.07,980.0,1.06,36.0,1.04,110.0,1.06,110.0,1.02,1.07,1.06,110.0,1.01,1.07,1.06,1000.0,1.01,1.07,1.06,1000.0,1.01,1.07,1.06,1000.0,1.1,1000.0,1.1,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33062900,10519676.0,61113643.0,58805.0,1.225458740,1.225458743,1.225458745,1.225458738,1.225458744,1.225458788,1.225458785,1.225458789,1.225458786,1.225458748,1.225458746,1.225458739,1.225458737,1.225458824,1.225458749
Azerbaijan 1st Division,2024-02-29,08:00:00,Energetik Mingechevir,Agsu,1.09,970.0,1.18,970.0,1.27,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.28,1000.0,1.05,1.12,1.28,1000.0,1.05,4.6,1.28,21.0,1.06,4.6,1.07,21.0,1.06,18.0,1.04,21.0,1.06,110.0,1.03,1.07,1.06,110.0,1.01,1.07,1.06,1000.0,1.01,1.07,1.06,1000.0,1.01,1.07,1.06,1000.0,1.1,1000.0,1.1,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33062915,12152001.0,10563338.0,58805.0,1.225458650,1.225458653,1.225458655,1.225458648,1.225458654,1.225458698,1.225458695,1.225458699,1.225458696,1.225458658,1.225458656,1.225458649,1.225458647,1.225458734,1.225458659
Azerbaijan 1st Division,2024-02-29,08:00:00,Araz Saatli SC,Qaradag Lokbatan,1.05,970.0,1.05,970.0,2.06,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.13,1000.0,1.01,8.8,1.27,1000.0,1.01,1.12,1.27,1000.0,1.01,12.5,1.27,1000.0,1.01,4.6,1.07,1000.0,1.01,18.0,1.05,1000.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,1.1,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.01,1000.0,1.01,1000.0,33062916,61373169.0,12175964.0,58805.0,1.225458515,1.225458518,1.225458520,1.225458513,1.225458519,1.225458563,1.225458560,1.225458564,1.225458561,1.225458523,1.225458521,1.225458514,1.225458512,1.225458599,1.225458524
Hungarian Cup,2024-02-29,09:00:00,Szentlorinc,Nyiregyhaza,1.05,970.0,1.05,970.0,1.2,950.0,2.8,3.25,1.45,1.56,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,1000.0,1.04,1.12,1.27,1000.0,1.04,12.5,1.27,1000.0,1.04,4.6,1.07,1000.0,1.04,18.0,1.04,1000.0,1.04,55.0,1.03,1.08,1.04,110.0,1.01,1.08,1.04,1000.0,1.01,1.08,1.04,1000.0,1.01,1.08,1.04,1000.0,1.1,1000.0,1.1,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33062945,6781388.0,886335.0,58805.0,1.225459010,1.225459013,1.225459015,1.225459008,1.225459014,1.225459058,1.225459055,1.225459059,1.225459056,1.225459018,1.225459016,1.225459009,1.225459007,1.225459094,1.225459019
Indonesian Liga 1,2024-02-29,09:00:00,Bali Utd Pusam,Persis Solo,1.69,1.8,5.0,6.0,4.1,4.8,3.05,4.6,1.28,1.48,1.02,1000.0,2.24,1000.0,1.13,1.23,5.4,8.6,16.5,1000.0,1.01,1.07,2.3,1000.0,1.01,1.76,2.3,2.64,1.61,1.76,1.52,1.65,2.54,2.94,1.16,1.65,2.54,7.4,1.06,1.65,2.54,21.0,1.01,1.65,2.54,110.0,1.01,1.65,2.54,1000.0,1.01,1.64,2.54,1000.0,1.68,1.79,2.26,2.48,4.8,990.0,5.0,990.0,5.5,980.0,6.0,980.0,4.0,990.0,3.95,990.0,4.8,990.0,5.7,980.0,4.3,14.0,3.95,990.0,4.7,990.0,5.7,980.0,4.8,980.0,4.8,980.0,5.3,980.0,5.9,980.0,3.8,9.8,2.72,980.0,6.2,1000.0,33052141,10228030.0,9587704.0,58805.0,1.225281829,1.225281832,1.225281834,1.225281827,1.225281833,1.225281877,1.225281874,1.225281878,1.225281875,1.225281837,1.225281835,1.225281828,1.225281826,1.225281913,1.225281838
